secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-10-17,96.0,96.0,96.0,96.0,96.0,1,109.2,20.47,20.47,2025-12-25,13.3,,1.0775,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-10-17,95.21,95.58,94.57,96.0,95.11,3605,342864.99,20.19,20.3,2025-12-26,13.4,,0.8458,14.5,3.63,100.0,RUB,58
RU000A0JQ5C5,TQIR,НПФ 01,2024-10-17,,,,,,0,0.0,,,2029-05-06,,2024-10-24,772.88,5.0,1000.55,1000.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-10-17,104.98,,,,,0,0.0,,,2028-09-15,4.93,,17.53,20.0,99.18,1000.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-10-17,98.19,98.25,97.89,98.25,98.06,2322,2276883.8,16.05,16.66,2025-01-16,3.0,,19.57,7.85,39.14,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2024-10-17,99.4,,,,,0,0.0,,,2028-10-30,0.57,,23.7,4.0,24.93,625.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-10-17,116.22,111.98,111.98,116.22,112.69,6,6761.4,7.42,8.08,2031-05-13,58.87,,42.62,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-10-17,114.15,,,,,0,0.0,,,2031-05-13,,,42.62,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-10-17,90.33,90.95,90.33,90.95,90.8,242,148539.37,40.03,38.46,2031-09-26,5.6,,2.9,12.05,40.62,676.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-10-17,87.97,88.3,86.97,88.3,87.94,65,38640.69,48.27,48.38,2031-09-26,5.6,,2.9,12.05,40.62,676.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-10-17,85.15,,,,,0,0.0,,,2025-07-16,9.03,,0.03,0.01,0.05,1000.0,RUB,58
RU000A0JS4J1,TQCB,ЗСД 03,2024-10-17,112.49,,,,,0,0.0,,,2032-02-06,,,16.71,9.84,49.07,1000.0,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-10-17,101.63,,,,,0,0.0,,,2032-02-06,,,16.71,9.84,49.07,1000.0,RUB,58
RU000A0JS4L7,TQCB,ЗСД 05,2024-10-17,116.3,,,,,0,0.0,,,2032-02-06,,,16.71,9.84,49.07,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-10-17,96.5,96.71,95.94,96.78,96.53,37,35716.2,20.78,20.68,2032-02-17,4.33,,12.97,9.28,46.27,1000.0,RUB,58
RU000A0JS934,TQCB,ЕАБР11,2024-10-17,101.47,,,,,0,0.0,,,2025-01-24,3.27,,21.6,9.5,47.37,1000.0,RUB,58
RU000A0JS9X1,TQIR,СитиматНН,2024-10-17,,,,,,0,0.0,,,2036-12-20,,,,0.0,127.7,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-10-17,86.04,86.69,85.6,86.69,86.08,86,74026.3,20.77,20.74,2032-06-25,18.97,,27.92,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-10-17,97.81,99.98,97.81,99.98,99.78,22,21952.2,20.0,16.86,2027-07-21,8.83,2025-07-30,37.26,16.0,79.78,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-10-17,101.99,101.98,101.98,101.99,101.99,8,8159.1,14.17,14.17,2032-09-17,5.37,2025-04-01,10.18,18.57,92.6,1000.0,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-10-17,97.01,95.81,95.8,97.9,96.49,10,9648.5,17.28,17.74,2032-09-23,16.5,2026-04-04,5.45,14.21,70.86,1000.0,RUB,58
RU000A0JT7T2,TQCB,ФСК РС-21,2024-10-17,99.85,,,,,0,0.0,,,2027-10-06,,2025-04-16,2.63,12.0,59.84,1000.0,RUB,58
RU000A0JTB96,TQCB,ГлДорога 7,2024-10-17,98.5,,,,,0,0.0,,,2029-10-30,,,28.36,4.0,29.92,750.0,RUB,58
RU000A0JTFB2,TQCB,ГлДорога 6,2024-10-17,82.05,,,,,0,0.0,,,2028-11-22,,,22.12,4.0,24.93,625.0,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-10-17,97.83,97.67,97.6,98.11,97.82,43,42060.8,21.43,21.45,2028-03-21,5.27,,9.45,15.0,74.79,1000.0,RUB,58
RU000A0JTW83,TQCB,ДОМ.РФ25об,2024-10-17,101.99,,,,,0,0.0,,,2026-10-01,,2026-07-03,4.0,18.25,23.0,500.0,RUB,58
RU000A0JTYJ6,TQCB,ФСК РС-23,2024-10-17,,,,,,0,0.0,,,2048-04-27,,,14.43,10.13,25.26,1000.0,RUB,58
RU000A0JTYK4,TQCB,ФСК РС-28,2024-10-17,,,,,,0,0.0,,,2048-04-27,,,14.43,10.13,25.26,1000.0,RUB,58
RU000A0JTZF1,TQCB,ДОМ.РФ26об,2024-10-17,116.05,,,,,0,0.0,,,2029-11-01,,2024-11-05,29.53,14.0,35.29,1000.0,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-10-17,88.4,,,,,0,0.0,,,2025-09-24,,,0.01,0.01,0.05,1000.0,RUB,58
RU000A0JU2K9,TQCB,ФСК РС-26,2024-10-17,,,,,,0,0.0,,,2048-06-30,,2047-07-09,20.76,9.59,23.91,1000.0,RUB,58
RU000A0JU2L7,TQCB,ФСК РС-27,2024-10-17,,,,,,0,0.0,,,2048-06-30,,2047-07-09,20.76,9.59,23.91,1000.0,RUB,58
RU000A0JU7S1,TQCB,ФСК РС-29,2024-10-17,,,,,,0,0.0,,,2048-09-07,,,2.75,10.05,25.06,1000.0,RUB,58
RU000A0JU9K4,TQIR,Ситимат01,2024-10-17,98.9,,,,,0,0.0,,,2036-12-20,,,89.86,20.0,200.0,1000.0,RUB,58
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-10-17,99.39,99.41,99.39,99.41,99.4,9,8946.0,26.7,26.52,2025-11-11,0.83,,70.52,16.5,82.27,1000.0,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-10-17,99.25,99.27,99.03,99.27,99.05,892,883533.5,18.81,22.26,2028-11-07,0.83,2024-11-15,28.85,6.75,33.66,1000.0,RUB,58
RU000A0JUAN6,TQCB,ГазпромБ19,2024-10-17,,,,,,0,0.0,,,2043-10-21,,,37.03,8.72,43.48,1000.0,RUB,58
RU000A0JUAP1,TQCB,ГазпромБ20,2024-10-17,,,,,,0,0.0,,,2043-10-21,,,37.03,8.72,43.48,1000.0,RUB,58
RU000A0JUC92,TQCB,ФСК РС-30,2024-10-17,,,,,,0,0.0,,,2048-10-30,,2046-11-12,13.32,10.13,25.26,1000.0,RUB,58
RU000A0JUCA9,TQCB,ФСК РС-34,2024-10-17,,,,,,0,0.0,,,2048-10-30,,2047-11-11,13.32,10.13,25.26,1000.0,RUB,58
RU000A0JUG72,TQCB,МежИнБанк2,2024-10-17,69.43,,,,,0,0.0,,,2025-04-16,,,0.0,0.01,0.05,1000.0,RUB,58
RU000A0JUG98,TQCB,МежИнБанк4,2024-10-17,75.05,,,,,0,0.0,,,2025-11-06,,,0.04,0.01,0.05,1000.0,RUB,58
RU000A0JUKX4,TQCB,ДОМ.РФ30об,2024-10-17,97.02,97.02,97.02,97.02,97.02,1,970.2,24.67,24.67,2033-03-01,4.37,2025-03-04,17.71,14.05,35.03,1000.0,RUB,58
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-10-17,28.0,,,,,0,0.0,,,2034-08-04,,,37.59,0.51,87.58,1000.0,RUB,58
RU000A0JUZZ7,TQCB,ТрансФБО37,2024-10-17,121.57,121.57,121.57,121.57,121.57,1,1215.7,-93.75,-93.75,2024-11-11,0.8,,40.86,9.5,47.37,1000.0,RUB,58
RU000A0JV0T3,TQIR,Ситимат02,2024-10-17,98.5,,,,,0,0.0,,,2036-12-20,,,3.94,22.0,31.24,142.0,RUB,58
RU000A0JV0U1,TQCB,АльфаБО-15,2024-10-17,101.5,,,,,0,0.0,,,2029-11-13,,2025-05-22,65.11,15.95,79.53,1000.0,RUB,58
RU000A0JV1W5,TQCB,РоснфтБО2,2024-10-17,110.8,,,,,0,0.0,,,2024-11-28,,,36.05,9.4,46.87,1000.0,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-10-17,99.11,99.08,99.0,99.2,99.11,5306,5258618.8,18.18,18.18,2024-11-28,1.37,,36.05,9.4,46.87,1000.0,RUB,58
RU000A0JV1Y1,TQCB,РоснфтБО4,2024-10-17,109.93,,,,,0,0.0,,,2024-11-28,,,36.05,9.4,46.87,1000.0,RUB,58
RU000A0JV201,TQCB,РоснфтБО8,2024-10-17,100.4,,,,,0,0.0,,,2024-11-28,,,36.05,9.4,46.87,1000.0,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-10-17,99.1,99.45,99.06,99.5,99.1,2067,2048465.4,18.28,18.28,2024-11-28,1.37,,36.05,9.4,46.87,1000.0,RUB,58
RU000A0JV227,TQCB,РоснфтБО14,2024-10-17,101.42,,,,,0,0.0,,,2024-11-28,1.37,,36.05,9.4,46.87,1000.0,RUB,58
RU000A0JV235,TQCB,РоснфтБО10,2024-10-17,100.4,,,,,0,0.0,,,2024-11-28,,,36.05,9.4,46.87,1000.0,RUB,58
RU000A0JV243,TQCB,РоснфтБО11,2024-10-17,100.02,,,,,0,0.0,,,2024-11-28,1.37,,36.05,9.4,46.87,1000.0,RUB,58
