secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-03-15,98.5,98.5,98.5,98.5,98.5,60,6050.36,17.24,17.24,2025-12-25,18.6,,3.5263,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-15,99.57,99.8,99.11,99.89,99.59,2447,243704.11,15.36,15.34,2025-12-26,18.8,,3.1819,14.5,3.63,100.0,RUB,58
RU000A0JQ5C5,TQIR,НПФ 01,2024-03-15,,,,,,0,0.0,,,2029-05-06,,,743.29,5.0,1000.55,1000.0,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-03-15,98.08,98.21,97.65,98.48,98.12,573,562246.5,14.87,14.72,2024-07-08,3.73,,14.41,7.85,39.14,1000.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-03-15,106.5,106.5,106.5,106.5,106.5,500,532500.0,5.12,5.12,2028-09-15,6.03,,0.0,14.5,72.3,1000.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-03-15,95.1,95.35,95.1,95.43,95.17,202,192239.4,14.77,14.66,2025-01-16,9.9,,12.26,7.85,39.14,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2024-03-15,96.0,,,,,0,0.0,,,2028-10-30,,,8.9,4.0,24.93,625.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-03-15,116.01,,,,,0,0.0,,,2031-05-13,61.53,,32.89,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-03-15,117.5,117.5,117.5,117.5,117.5,1,1175.0,7.39,7.39,2031-05-13,63.67,,32.89,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-03-15,99.75,97.9,97.9,99.75,99.51,94,69222.05,13.58,19.06,2031-09-26,0.6,,26.6,8.15,30.07,740.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-03-15,98.95,97.98,97.98,98.95,98.8,16,11697.62,32.95,36.95,2031-09-26,0.6,,26.6,8.15,30.07,740.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-03-15,86.0,,,,,0,0.0,,,2025-07-16,16.17,,0.02,0.01,0.05,1000.0,RUB,58
RU000A0JS4J1,TQCB,ЗСД 03,2024-03-15,114.0,,,,,0,0.0,,,2032-02-06,,,7.55,9.84,49.07,1000.0,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-03-15,112.78,,,,,0,0.0,,,2032-02-06,,,7.55,9.84,49.07,1000.0,RUB,58
