Показатель,value_float
"EPS, руб",13.8
"EV, млрд руб",3155.0
P/E,11.8
"ROA, %",10.0
"ROE, %",36.7
"Див доход, ао, %",5.7
"Дивиденды/прибыль, %",66.0
"Капитализация, млрд руб",2476.0
"Опер. расходы, млрд руб",139.3
"Цена акции ао, руб",162.0
"Число акций ао, млн",15286.0
"Чистая прибыль, млрд руб",210.7
"Чистый долг, млрд руб",679.3
