secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-11-28,100.0,99.999,95.0,100.0,97.4999,8,970.6,16.19,19.1,2025-12-25,11.93,,3.3753,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-11-28,93.0,93.1,92.75,93.71,93.14,1858,173059.73,23.51,23.33,2025-12-26,12.0,,2.4972,14.5,3.63,100.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-11-28,98.11,98.94,98.0,98.94,98.17,2845,2793034.0,24.22,23.66,2025-01-16,1.6,,28.6,7.85,39.14,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-11-28,94.01,94.01,94.01,94.01,94.01,1,940.1,12.14,12.14,2031-05-13,58.2,,2.57,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-11-28,82.41,82.63,82.41,82.63,82.52,2,1115.67,94.49,93.75,2031-09-26,4.2,,12.27,12.05,40.62,676.0,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-11-28,89.99,89.99,89.99,89.99,89.99,4,3599.6,12.3,12.3,2032-02-06,61.47,,28.04,9.84,49.07,1000.0,RUB,58
RU000A0JS934,TQCB,ЕАБР11,2024-11-28,98.0,98.0,98.0,98.0,98.0,42,41160.0,24.46,24.46,2025-01-24,1.87,,32.53,9.5,47.37,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-11-28,83.57,84.47,83.5,84.47,84.1,22,18502.0,23.91,23.39,2032-06-25,17.5,,39.2,9.8,48.87,1000.0,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-11-28,97.45,97.43,96.75,97.5,96.98,3721,3608638.7,24.84,26.7,2028-03-21,3.87,,26.71,15.0,74.79,1000.0,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-11-28,86.55,83.0,83.0,86.55,83.01,2730,2266042.0,19.3,25.53,2025-09-24,9.97,,0.02,0.01,0.05,1000.0,RUB,58
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-11-28,98.52,98.52,98.52,98.52,98.52,1,985.2,24.91,24.91,2025-11-11,5.5,,8.77,20.0,99.73,1000.0,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-11-28,99.65,99.71,99.59,100.0,99.84,1089,1087302.8,24.04,16.61,2024-12-10,0.37,,22.55,10.42,25.98,1000.0,RUB,58
RU000A0JV3R1,TQCB,РСХБ БО15,2024-11-28,99.35,99.35,99.35,99.35,99.35,49,48681.5,28.58,28.58,2024-12-13,0.47,,17.91,8.6,21.44,1000.0,RUB,58
RU000A0JV805,TQCB,РСХБ БО8,2024-11-28,99.35,99.58,99.35,99.58,99.36,544,540521.5,20.31,20.24,2025-01-29,2.03,,11.92,15.0,37.4,1000.0,RUB,58
