secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-10-18,96.0,96.0,96.0,96.0,96.0,2,218.16,20.5,20.5,2025-12-25,13.2,,1.1252,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-10-18,94.9,95.21,94.12,95.5,94.71,4126,390753.79,20.57,20.78,2025-12-26,13.3,,0.8861,14.5,3.63,100.0,RUB,58
RU000A0JQ5C5,TQIR,НПФ 01,2024-10-18,,,,,,0,0.0,,,2029-05-06,,2024-10-24,773.01,5.0,1000.55,1000.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-10-18,104.98,,,,,0,0.0,,,2028-09-15,4.83,,18.08,20.0,99.18,1000.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-10-18,98.66,97.96,97.96,99.95,98.54,1264,1245505.1,14.07,14.65,2025-01-16,2.9,,19.79,7.85,39.14,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2024-10-18,99.4,,,,,0,0.0,,,2028-10-30,0.47,,23.77,4.0,24.93,625.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-10-18,116.22,,,,,0,0.0,,,2031-05-13,,,42.9,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-10-18,114.15,,,,,0,0.0,,,2031-05-13,,,42.9,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-10-18,90.61,90.34,90.33,90.61,90.39,30,18330.68,39.59,40.34,2031-09-26,5.5,,3.12,12.05,40.62,676.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-10-18,89.2,89.2,89.2,89.2,89.2,10,6029.91,44.49,44.49,2031-09-26,5.5,,3.12,12.05,40.62,676.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-10-18,85.15,,,,,0,0.0,,,2025-07-16,8.93,,0.03,0.01,0.05,1000.0,RUB,58
RU000A0JS4J1,TQCB,ЗСД 03,2024-10-18,112.49,,,,,0,0.0,,,2032-02-06,,,16.98,9.84,49.07,1000.0,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-10-18,101.63,,,,,0,0.0,,,2032-02-06,,,16.98,9.84,49.07,1000.0,RUB,58
RU000A0JS4L7,TQCB,ЗСД 05,2024-10-18,116.3,,,,,0,0.0,,,2032-02-06,,,16.98,9.84,49.07,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-10-18,96.5,96.5,96.5,96.52,96.51,14,13511.2,21.05,21.02,2032-02-17,4.23,,13.22,9.28,46.27,1000.0,RUB,58
RU000A0JS934,TQCB,ЕАБР11,2024-10-18,101.47,,,,,0,0.0,,,2025-01-24,3.17,,21.86,9.5,47.37,1000.0,RUB,58
RU000A0JS9X1,TQIR,СитиматНН,2024-10-18,,,,,,0,0.0,,,2036-12-20,,,,0.0,127.7,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-10-18,86.41,85.2,85.19,86.41,85.78,44,37742.0,20.5,21.05,2032-06-25,18.87,,28.19,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-10-18,97.81,,,,,0,0.0,,,2027-07-21,8.7,2025-07-30,37.7,16.0,79.78,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-10-18,101.9,101.99,101.9,101.99,101.93,3,3057.9,14.29,14.22,2032-09-17,5.27,2025-04-01,10.68,18.57,92.6,1000.0,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-10-18,98.38,98.38,98.38,98.38,98.38,3,2951.4,16.09,16.09,2032-09-23,16.4,2026-04-04,5.84,14.21,70.86,1000.0,RUB,58
RU000A0JT7T2,TQCB,ФСК РС-21,2024-10-18,99.85,,,,,0,0.0,,,2027-10-06,,2025-04-16,2.96,12.0,59.84,1000.0,RUB,58
RU000A0JTB96,TQCB,ГлДорога 7,2024-10-18,98.5,,,,,0,0.0,,,2029-10-30,,,28.44,4.0,29.92,750.0,RUB,58
RU000A0JTFB2,TQCB,ГлДорога 6,2024-10-18,82.05,,,,,0,0.0,,,2028-11-22,,,22.19,4.0,24.93,625.0,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-10-18,98.02,97.66,97.66,98.09,97.88,28,27406.3,20.98,21.38,2028-03-21,5.17,,9.86,15.0,74.79,1000.0,RUB,58
RU000A0JTW83,TQCB,ДОМ.РФ25об,2024-10-18,101.99,,,,,0,0.0,,,2026-10-01,,2026-07-03,4.25,18.25,23.0,500.0,RUB,58
RU000A0JTYJ6,TQCB,ФСК РС-23,2024-10-18,,,,,,0,0.0,,,2048-04-27,,,14.71,10.13,25.26,1000.0,RUB,58
RU000A0JTYK4,TQCB,ФСК РС-28,2024-10-18,,,,,,0,0.0,,,2048-04-27,,,14.71,10.13,25.26,1000.0,RUB,58
RU000A0JTZF1,TQCB,ДОМ.РФ26об,2024-10-18,116.05,,,,,0,0.0,,,2029-11-01,,2024-11-05,29.92,14.0,35.29,1000.0,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-10-18,88.4,,,,,0,0.0,,,2025-09-24,,,0.01,0.01,0.05,1000.0,RUB,58
RU000A0JU2K9,TQCB,ФСК РС-26,2024-10-18,,,,,,0,0.0,,,2048-06-30,,2047-07-09,21.02,9.59,23.91,1000.0,RUB,58
RU000A0JU2L7,TQCB,ФСК РС-27,2024-10-18,,,,,,0,0.0,,,2048-06-30,,2047-07-09,21.02,9.59,23.91,1000.0,RUB,58
RU000A0JU7S1,TQCB,ФСК РС-29,2024-10-18,,,,,,0,0.0,,,2048-09-07,,,3.03,10.05,25.06,1000.0,RUB,58
RU000A0JU9K4,TQIR,Ситимат01,2024-10-18,98.9,,,,,0,0.0,,,2036-12-20,,,90.41,20.0,200.0,1000.0,RUB,58
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-10-18,99.8,99.41,99.41,99.8,99.61,6,5976.3,20.21,23.8,2025-11-11,0.73,,70.97,16.5,82.27,1000.0,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-10-18,99.59,99.89,99.15,99.89,99.25,110,109170.5,14.07,20.53,2028-11-07,0.73,2024-11-15,29.03,6.75,33.66,1000.0,RUB,58
RU000A0JUAN6,TQCB,ГазпромБ19,2024-10-18,,,,,,0,0.0,,,2043-10-21,,,37.27,8.72,43.48,1000.0,RUB,58
RU000A0JUAP1,TQCB,ГазпромБ20,2024-10-18,,,,,,0,0.0,,,2043-10-21,,,37.27,8.72,43.48,1000.0,RUB,58
RU000A0JUC92,TQCB,ФСК РС-30,2024-10-18,,,,,,0,0.0,,,2048-10-30,,2046-11-12,13.6,10.13,25.26,1000.0,RUB,58
RU000A0JUCA9,TQCB,ФСК РС-34,2024-10-18,,,,,,0,0.0,,,2048-10-30,,2047-11-11,13.6,10.13,25.26,1000.0,RUB,58
RU000A0JUG72,TQCB,МежИнБанк2,2024-10-18,69.43,,,,,0,0.0,,,2025-04-16,,,0.0,0.01,0.05,1000.0,RUB,58
RU000A0JUG98,TQCB,МежИнБанк4,2024-10-18,75.05,,,,,0,0.0,,,2025-11-06,,,0.04,0.01,0.05,1000.0,RUB,58
RU000A0JUKX4,TQCB,ДОМ.РФ30об,2024-10-18,97.02,,,,,0,0.0,,,2033-03-01,,2025-03-04,18.09,14.05,35.03,1000.0,RUB,58
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-10-18,28.0,,,,,0,0.0,,,2034-08-04,,,37.6,0.51,87.58,1000.0,RUB,58
RU000A0JUZZ7,TQCB,ТрансФБО37,2024-10-18,121.57,,,,,0,0.0,,,2024-11-11,,,41.12,9.5,47.37,1000.0,RUB,58
