secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2025-01-03,99.0,99.0,99.0,99.0,99.0,1,115.7,17.48,17.48,2025-12-25,11.1,,0.4026,15.5,3.88,100,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2025-01-03,96.35,96.08,95.44,97.0,96.1,1119,107532.05,19.79,20.13,2025-12-26,11.17,,0.2819,14.5,3.63,100,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2025-01-03,100.6,100.6,100.6,100.6,100.6,1,1006.0,9.95,9.95,2032-02-06,61.8,,37.74,9.84,49.07,1000,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2025-01-03,98.69,98.33,98.33,98.86,98.77,12,11852.2,20.0,19.32,2032-02-17,1.67,,32.8,9.28,46.27,1000,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2025-01-03,88.17,87.47,86.01,88.5,87.96,621,546216.0,20.26,20.46,2032-06-25,17.2,,0.0,9.8,48.87,1000,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2025-01-03,99.0,99.0,99.0,99.0,99.0,5,4950.0,18.77,18.77,2027-07-21,6.13,2025-07-30,71.45,16.0,79.78,1000,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2025-01-03,102.41,102.71,102.41,102.71,102.45,15,15367.5,7.37,7.19,2032-09-17,2.7,2025-04-01,49.86,18.57,92.6,1000,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2025-01-03,96.01,95.52,95.52,98.42,96.91,26,25195.3,18.68,17.75,2032-09-23,13.83,2026-04-04,35.82,14.21,70.86,1000,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2025-01-03,98.88,99.23,98.88,99.64,98.97,77,76205.6,21.19,20.7,2028-03-21,2.6,,41.51,15.0,74.79,1000,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2025-01-03,87.28,86.55,86.55,87.28,87.13,72,62732.1,20.97,21.26,2025-09-24,8.7,,0.03,0.01,0.05,1000,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2025-01-03,100.94,100.99,99.62,102.0,101.55,667,677329.7,22.19,21.29,2028-11-07,9.7,,32.05,22.5,112.19,1000,RUB,58
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2025-01-03,28.0,28.0,28.0,28.0,28.0,1,280.0,13.67,13.67,2034-08-04,116.57,,38.68,0.51,87.58,1000,RUB,58
RU000A0JV805,TQCB,РСХБ БО8,2025-01-03,100.17,100.17,100.17,100.27,100.22,18,18038.7,12.64,11.77,2025-01-29,0.77,,26.71,15.0,37.4,1000,RUB,58
RU000A0JVA10,TQCB,ГТЛК БО-04,2025-01-03,99.28,99.42,99.28,99.53,99.35,35,34771.6,19.61,19.09,2025-03-06,1.97,,10.96,13.8,34.41,1000,RUB,58
RU000A0JVBX1,TQCB,ЗенитБО-09,2025-01-03,99.74,99.74,99.74,99.74,99.74,1,997.4,1.3,1.3,2025-03-27,2.67,,0.27,0.1,0.5,1000,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2025-01-03,98.48,96.74,96.73,98.48,97.55,8,7803.7,5.82,9.59,2025-04-15,3.3,,0.02,0.01,0.05,1000,RUB,58
RU000A0JVFC6,TQCB,РостелБО-1,2025-01-03,98.46,98.46,98.46,98.46,98.46,1,984.6,11.81,11.81,2025-05-16,4.33,,9.4,7.0,34.9,1000,RUB,58
RU000A0JVHH1,TQCB,ТрансФБО39,2025-01-03,95.29,95.32,95.28,95.32,95.3,13,12388.7,22.16,22.13,2025-06-04,4.97,,6.99,8.5,42.38,1000,RUB,58
RU000A0JVM81,TQCB,Оренб35003,2025-01-03,97.71,97.74,97.09,98.11,97.82,6115,1196389.98,20.42,20.13,2025-07-03,5.83,,0.08,14.0,6.98,200,RUB,58
RU000A0JVUK8,TQCB,СистемБ1P1,2025-01-03,94.62,95.44,94.62,95.55,95.04,89,84587.6,19.48,18.76,2025-09-30,8.6,,27.04,10.5,52.36,1000,RUB,58
RU000A0JVW71,TQCB,РЖД БО-02,2025-01-03,101.87,102.65,100.42,102.65,102.03,426,434661.7,18.97,18.73,2025-10-16,8.87,,44.88,21.0,104.71,1000,RUB,58
RU000A0JVWB3,TQCB,РСХБ БО9,2025-01-03,101.98,101.98,101.98,101.98,101.98,40,40792.0,14.34,14.34,2025-10-17,3.27,,44.3,21.0,52.36,1000,RUB,58
RU000A0JVWD9,TQCB,ГТЛК БО-05,2025-01-03,97.27,97.43,97.26,98.99,97.85,63,61647.0,19.45,18.5,2025-10-17,8.83,,30.25,14.34,35.75,1000,RUB,58
RU000A0JVWJ6,TQCB,ГТЛК БО-06,2025-01-03,93.94,93.31,93.26,94.6,93.77,122,114395.4,21.73,22.02,2025-10-20,9.03,,23.6,11.64,29.02,1000,RUB,58
RU000A105104,TQOY,РУСАЛ БО05,2025-01-03,98.6003,99.2799,98.0112,99.28,98.5555,54,53219.2,11.47,11.56,2027-07-28,6.5,2025-08-04,36.33,8.5,42.38,1000,CNY,245
RU000A105112,TQOY,РУСАЛ БО06,2025-01-03,98.1563,99.0004,97.0,100.6699,98.1301,204,200118.11,12.38,12.43,2027-07-28,6.47,2025-08-04,36.33,8.5,42.38,1000,CNY,245
RU000A1054W1,TQOY,Полюс Б1P2,2025-01-03,88.2499,87.9997,86.1857,88.7495,88.6775,324,285133.13,9.12,8.91,2027-08-24,30.1,,13.43,3.8,18.95,1000,CNY,245
RU000A1057D4,TQOY,МЕТАЛИН1P2,2025-01-03,87.2882,85.44,85.44,87.2889,86.3083,106,91485.88,9.43,9.92,2027-09-10,30.83,,2.13,3.7,9.22,1000,CNY,245
RU000A1057S2,TQOY,Роснфт2P12,2025-01-03,100.61,100.644,100.61,100.6488,100.6313,42,42265.15,8.2,8.16,2032-09-07,8.07,,26.63,9.0,44.88,1000,CNY,245
RU000A105C44,TQOY,РУСАЛ 1Р1,2025-01-03,99.05,98.9008,98.86,99.7982,99.1553,242,239597.76,7.24,6.85,2025-04-24,3.5,,7.29,3.75,18.7,1000,CNY,245
RU000A105EV1,TQOY,ЕАБР П3-04,2025-01-03,93.9997,93.9995,93.99,93.9997,93.9974,13,12219.68,11.6,11.61,2027-11-07,9.97,,5.37,3.5,17.45,1000,CNY,245
RU000A105EW9,TQOY,Сегежа3P1R,2025-01-03,77.0,75.6499,75.0001,77.9,76.7247,390,298455.43,43.64,44.28,2037-10-22,9.8,2025-11-06,6.48,4.15,10.35,1000,CNY,245
RU000A105M75,TQOY,МЕТАЛИН1P3,2025-01-03,98.1,95.5,95.0001,98.1,96.7583,35,33833.0,5.46,7.06,2025-12-11,11.1,,1.96,3.25,16.21,1000,CNY,245
RU000A105N25,TQOY,БДеньг-Ю01,2025-01-03,94.2399,94.8549,92.0501,94.855,93.6403,283,26503.52,13.29,13.84,2026-06-03,16.1,,0.53,8.0,0.66,100,CNY,245
RU000A105NL3,TQOY,НорНикБ1P6,2025-01-03,93.5,93.87,93.5,93.898,93.8624,58,54440.17,46.47,43.55,2026-06-18,2.33,,1.32,3.2,7.98,1000,CNY,245
RU000A105PQ7,TQOY,РУСАЛ 1Р2,2025-01-03,98.0,98.0,98.0,98.0,98.0,1,980.0,6.27,6.27,2025-12-23,11.43,,1.08,3.95,9.85,1000,CNY,245
RU000A105ZC6,TQOY,Роснфт2P13,2025-01-03,100.0284,101.9969,100.0284,101.9969,101.0127,2,2020.25,5.87,0.47,2033-03-07,2.23,,17.92,6.0,29.92,1000,CNY,245
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2025-01-03,95.9888,93.9462,93.9462,96.9489,95.3906,64,60542.92,8.7,9.28,2026-03-24,14.2,,13.7,4.95,24.68,1000,CNY,245
RU000A1061L9,TQOY,ЮГК 1P2,2025-01-03,99.86,99.3502,99.35,100.0,99.9166,32,31885.25,6.18,5.92,2025-04-01,2.73,,14.16,5.5,27.42,1000,CNY,245
RU000A1063Z5,TQOY,ФосА1П1CHY,2025-01-03,98.0,98.9985,96.5997,98.9985,96.7275,491,474932.0,13.18,19.27,2026-04-09,3.03,,10.6,4.55,11.34,1000,CNY,245
