date,avg_sentiment,news_count,sentiment_ma_3d,news_count_ma_3d,sentiment_ma_7d,news_count_ma_7d,sentiment_ma_14d,news_count_ma_14d,sentiment_std_3d,sentiment_std_7d,sentiment_std_14d,sentiment_change_1d,news_count_change_1d,sentiment_zscore_3d,sentiment_zscore_7d,sentiment_zscore_14d
2025-03-21,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-22,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-23,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-24,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-25,0.09090909090909091,1,0.030303030303030304,0.3333333333333333,0.012987012987012988,0.14285714285714285,0.006493506493506494,0.07142857142857142,0.052486388108147805,0.034360406637202474,0.024296476537493124,0.09090909090909091,1.0,1.1547005383792515,2.2677868380553634,3.4743961448615175
2025-03-26,0.0,0,0.030303030303030304,0.3333333333333333,0.012987012987012988,0.14285714285714285,0.006493506493506494,0.07142857142857142,0.052486388108147805,0.034360406637202474,0.024296476537493124,-0.09090909090909091,-1.0,-0.5773502691896257,-0.37796447300922725,-0.26726124191242445
2025-03-27,0.0,0,0.030303030303030304,0.3333333333333333,0.012987012987012988,0.14285714285714285,0.006493506493506494,0.07142857142857142,0.052486388108147805,0.034360406637202474,0.024296476537493124,0.0,0.0,-0.5773502691896257,-0.37796447300922725,-0.26726124191242445
2025-03-28,0.0,0,0.0,0.0,0.012987012987012988,0.14285714285714285,0.006493506493506494,0.07142857142857142,0.0,0.034360406637202474,0.024296476537493124,0.0,0.0,0.0,-0.37796447300922725,-0.26726124191242445
2025-03-29,0.0,0,0.0,0.0,0.012987012987012988,0.14285714285714285,0.006493506493506494,0.07142857142857142,0.0,0.034360406637202474,0.024296476537493124,0.0,0.0,0.0,-0.37796447300922725,-0.26726124191242445
2025-03-30,0.0,0,0.0,0.0,0.012987012987012988,0.14285714285714285,0.006493506493506494,0.07142857142857142,0.0,0.034360406637202474,0.024296476537493124,0.0,0.0,0.0,-0.37796447300922725,-0.26726124191242445
2025-03-31,0.0,0,0.0,0.0,0.012987012987012988,0.14285714285714285,0.006493506493506494,0.07142857142857142,0.0,0.034360406637202474,0.024296476537493124,0.0,0.0,0.0,-0.37796447300922725,-0.26726124191242445
2025-04-01,0.0,0,0.0,0.0,0.0,0.0,0.006493506493506494,0.07142857142857142,0.0,0.0,0.024296476537493124,0.0,0.0,0.0,0.0,-0.26726124191242445
2025-04-02,0.0,1,0.0,0.3333333333333333,0.0,0.14285714285714285,0.006493506493506494,0.14285714285714285,0.0,0.0,0.024296476537493124,0.0,1.0,0.0,0.0,-0.26726124191242445
