secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-12-02,99.8876,,,,,0,0.0,,,2025-12-25,,,3.5807,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-12-02,93.0,93.42,92.0,93.71,92.62,1852,171528.52,23.59,24.09,2025-12-26,11.83,,2.6583,14.5,3.63,100.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-12-02,97.02,,,,,0,0.0,,,2028-09-15,3.4,,42.74,20.0,99.18,1000.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-12-02,99.2,98.95,98.61,99.25,99.14,2532,2510220.6,15.09,15.65,2025-01-16,1.47,,29.46,7.85,39.14,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2024-12-02,87.04,,,,,0,0.0,,,2028-10-30,,,4.25,11.09,55.3,500.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-12-02,112.96,,,,,0,0.0,,,2031-05-13,,,3.72,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-12-02,105.33,101.0,96.07,105.33,101.47,9,9132.2,9.54,10.38,2031-05-13,58.9,,3.72,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-12-02,80.0,,,,,0,0.0,,,2031-09-26,4.07,,13.17,12.05,40.62,676.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-12-02,76.0,76.01,76.0,76.01,76.01,2,1027.59,150.59,150.5,2031-09-26,4.07,,13.17,12.05,40.62,676.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-12-02,86.32,,,,,0,0.0,,,2025-07-16,,,0.04,0.01,0.05,1000.0,RUB,58
RU000A0JS4J1,TQCB,ЗСД 03,2024-12-02,112.49,,,,,0,0.0,,,2032-02-06,,,29.12,9.84,49.07,1000.0,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-12-02,89.0,89.0,89.0,89.0,89.0,2,1780.0,12.55,12.55,2032-02-06,61.13,,29.12,9.84,49.07,1000.0,RUB,58
RU000A0JS4L7,TQCB,ЗСД 05,2024-12-02,116.3,,,,,0,0.0,,,2032-02-06,,,29.12,9.84,49.07,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-12-02,96.42,97.0,96.4,97.34,96.51,49,47288.6,27.64,27.14,2032-02-17,2.8,,24.66,9.28,46.27,1000.0,RUB,58
RU000A0JS934,TQCB,ЕАБР11,2024-12-02,98.02,,,,,0,0.0,,,2025-01-24,1.73,,33.58,9.5,47.37,1000.0,RUB,58
RU000A0JS9X1,TQIR,СитиматНН,2024-12-02,,,,,,0,0.0,,,2036-12-20,,,,0.0,127.7,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-12-02,82.93,82.86,81.32,84.99,82.82,145,120088.6,24.65,24.76,2032-06-25,17.37,,40.27,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-12-02,96.92,96.92,96.92,96.92,96.92,1,969.2,22.43,22.43,2027-07-21,7.27,2025-07-30,57.42,16.0,79.78,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-12-02,101.68,101.68,101.68,101.68,101.68,1,1016.8,13.15,13.15,2032-09-17,3.83,2025-04-01,33.58,18.57,92.6,1000.0,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-12-02,95.92,95.92,95.92,95.92,95.92,1,959.2,18.52,18.52,2032-09-23,14.97,2026-04-04,23.36,14.21,70.86,1000.0,RUB,58
RU000A0JT7T2,TQCB,ФСК РС-21,2024-12-02,99.85,,,,,0,0.0,,,2027-10-06,,2025-04-16,17.75,12.0,59.84,1000.0,RUB,58
RU000A0JTB96,TQCB,ГлДорога 7,2024-12-02,93.29,,,,,0,0.0,,,2029-10-30,,,5.13,11.09,69.12,625.0,RUB,58
RU000A0JTFB2,TQCB,ГлДорога 6,2024-12-02,104.89,,,,,0,0.0,,,2028-11-22,,,0.76,11.09,55.3,500.0,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-12-02,97.04,97.67,96.74,97.67,96.99,1092,1059119.4,26.84,27.05,2028-03-21,3.73,,28.36,15.0,74.79,1000.0,RUB,58
RU000A0JTW83,TQCB,ДОМ.РФ25об,2024-12-02,95.0,,,,,0,0.0,,,2026-10-01,,2026-07-03,15.5,18.25,23.0,500.0,RUB,58
RU000A0JTYJ6,TQCB,ФСК РС-23,2024-12-02,,,,,,0,0.0,,,2048-04-27,,,1.85,9.63,24.01,1000.0,RUB,58
RU000A0JTYK4,TQCB,ФСК РС-28,2024-12-02,,,,,,0,0.0,,,2048-04-27,,,1.85,9.63,24.01,1000.0,RUB,58
RU000A0JTZF1,TQCB,ДОМ.РФ26об,2024-12-02,116.05,,,,,0,0.0,,,2029-11-01,,2025-02-04,17.84,21.0,52.93,1000.0,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-12-02,86.55,,,,,0,0.0,,,2025-09-24,9.83,,0.02,0.01,0.05,1000.0,RUB,58
RU000A0JU2K9,TQCB,ФСК РС-26,2024-12-02,,,,,,0,0.0,,,2048-06-30,,2047-07-09,8.97,9.63,24.01,1000.0,RUB,58
RU000A0JU2L7,TQCB,ФСК РС-27,2024-12-02,,,,,,0,0.0,,,2048-06-30,,2047-07-09,8.97,9.63,24.01,1000.0,RUB,58
RU000A0JU7S1,TQCB,ФСК РС-29,2024-12-02,,,,,,0,0.0,,,2048-09-07,,,15.42,10.05,25.06,1000.0,RUB,58
