date,secid,price,yield
2024-03-28,RU000A0JV0U1,99.87,9.81
2024-03-28,RU000A0JRU20,97.88,149.52
2024-03-28,RU000A0JRJB8,108.09,9.08
2024-03-28,RU000A0JS4K9,112.7,7.81
2024-03-28,RU000A0JR4U9,92.77,17.48
2024-03-28,RU000A0JUG98,108.0,24.78
2024-03-28,RU000A0JUAG0,100.38,12.39
2024-03-28,RU000A0JRU46,98.0,106.26
2024-03-28,RU000A0JV4R9,100.0,
2024-03-28,RU000A0JSQ58,98.0,16.21
2024-03-28,RU000A0JRZ74,96.95,2.42
2024-03-28,RU000A0JTZF1,116.05,
2024-03-28,RU000A0JU9K4,98.9,
2024-03-28,RU000A0JQAM6,106.8,3.91
2024-03-28,RU000A0JTFB2,88.77,23.96
2024-03-28,RU000A0JTW83,101.99,
2024-03-28,KG000A3LSJ06,97.82,16.65
2024-03-28,RU000A0JTU85,100.05,15.5
2024-03-28,KG000A3LSC78,99.9999,16.14
2024-03-28,RU000A0JS4Z7,96.13,14.4
2024-03-28,RU000A1037P0,100.0,
2024-03-28,RU000A0JUAH8,95.25,15.52
2024-03-28,RU000A0JVNL1,99.85,
2024-03-28,RU000A0JT403,96.95,14.73
2024-03-28,RU000A0ZZAL5,98.3,
2024-03-28,RU000A0JU0N7,92.27,5.54
2024-03-28,RU000A0JS4J1,114.0,
2024-03-28,RU000A0JV755,125.23,
2024-03-28,RU000A0JT6B2,99.23,15.14
2024-03-28,RU000A0JTB96,82.62,40.99
2024-03-28,RU000A0JSGV0,92.47,14.24
2024-03-28,RU000A0JUT85,28.19,12.65
2024-03-28,RU000A0JS4L7,116.0,7.32
2024-03-29,RU000A0JV0T3,98.5,
2024-03-29,RU000A0JUKX4,104.12,9.66
2024-03-29,RU000A0JRJL7,117.5,7.38
2024-03-29,RU000A0JV0U1,99.87,9.81
2024-03-29,RU000A0JRU20,97.88,149.52
2024-03-29,RU000A0JRJB8,124.0,6.31
2024-03-29,RU000A0JS4K9,112.7,7.81
2024-03-29,RU000A0JR4U9,90.92,21.7
2024-03-29,RU000A0JUG98,108.0,24.78
2024-03-29,RU000A0JUAG0,100.41,11.89
2024-03-29,RU000A0JRU46,98.0,106.26
2024-03-29,RU000A0JV4R9,100.0,
2024-03-29,RU000A0JSQ58,98.49,14.64
2024-03-29,RU000A0JRZ74,96.95,2.42
2024-03-29,RU000A0JTZF1,116.05,
2024-03-29,RU000A0JU9K4,98.9,
2024-03-29,RU000A0JQAM6,106.8,3.91
2024-03-29,RU000A0JTFB2,88.77,23.96
2024-03-29,RU000A0JTW83,101.99,
2024-03-29,KG000A3LSJ06,98.54,16.14
2024-03-29,RU000A0JTU85,100.05,15.49
2024-03-29,KG000A3LSC78,102.9989,14.01
2024-03-29,RU000A0JS4Z7,95.14,15.78
2024-03-29,RU000A1037P0,100.0,
2024-03-29,RU000A0JUAH8,95.47,15.2
2024-03-29,RU000A0JVNL1,99.85,
2024-03-29,RU000A0JT403,96.75,15.32
2024-03-29,RU000A0ZZAL5,98.3,
2024-03-29,RU000A0JU0N7,86.93,9.92
2024-03-29,RU000A0JS4J1,114.0,
2024-03-29,RU000A0JV755,125.23,
2024-03-29,RU000A0JT6B2,98.53,15.62
2024-03-29,RU000A0JTB96,82.62,40.99
2024-03-29,RU000A0JSGV0,91.79,14.66
2024-03-29,RU000A0JUT85,28.97,12.4
2024-03-29,RU000A0JS4L7,116.0,7.32
2024-04-01,RU000A0JV0T3,98.5,
2024-04-01,RU000A0JUKX4,104.12,9.66
2024-04-01,RU000A0JRJL7,117.5,7.38
2024-04-01,RU000A0JV0U1,97.8,27.85
2024-04-01,RU000A0JRU20,97.88,149.52
2024-04-01,RU000A0JRJB8,111.73,8.4
2024-04-01,RU000A0JS4K9,112.7,7.81
2024-04-01,RU000A0JR4U9,90.92,21.7
2024-04-01,RU000A0JUG98,77.0,17.79
2024-04-01,RU000A0JUAG0,98.88,26.81
2024-04-01,RU000A0JRU46,98.0,106.26
2024-04-01,RU000A0JV4R9,100.0,
2024-04-01,RU000A0JSQ58,98.49,14.64
2024-04-01,RU000A0JRZ74,88.01,10.44
2024-04-01,RU000A0JTZF1,116.05,
2024-04-01,RU000A0JU9K4,98.9,
2024-04-01,RU000A0JQAM6,105.51,6.1
2024-04-01,RU000A0JTFB2,88.77,23.96
2024-04-01,RU000A0JTW83,101.99,
2024-04-01,KG000A3LSJ06,98.63,16.08
2024-04-01,RU000A0JTU85,100.77,14.62
2024-04-01,KG000A3LSC78,102.9989,14.01
2024-04-01,RU000A0JS4Z7,95.28,15.61
2024-04-01,RU000A1037P0,100.0,
2024-04-01,RU000A0JUAH8,95.0,16.17
2024-04-01,RU000A0JVNL1,99.85,
2024-04-01,RU000A0JT403,96.88,15.05
2024-04-01,RU000A0ZZAL5,98.3,
2024-04-01,RU000A0JU0N7,91.0,6.59
2024-04-01,RU000A0JS4J1,114.0,
2024-04-01,RU000A0JV755,125.23,
2024-04-01,RU000A0JT6B2,98.48,15.67
2024-04-01,RU000A0JTB96,82.62,40.99
2024-04-01,RU000A0JSGV0,91.05,15.11
2024-04-01,RU000A0JUT85,28.87,12.43
2024-04-01,RU000A0JS4L7,99.81,10.12
2024-04-02,RU000A0JV0T3,98.5,
2024-04-02,RU000A0JUKX4,104.12,9.66
2024-04-02,RU000A0JRJL7,117.5,7.38
2024-04-02,RU000A0JV0U1,101.76,-4.24
2024-04-02,RU000A0JRU20,97.88,149.52
2024-04-02,RU000A0JRJB8,114.0,7.99
2024-04-02,RU000A0JS4K9,112.7,7.81
2024-04-02,RU000A0JR4U9,90.92,21.7
2024-04-02,RU000A0JUG98,75.0,19.79
2024-04-02,RU000A0JUAG0,99.58,19.77
2024-04-02,RU000A0JRU46,98.0,106.26
2024-04-02,RU000A0JV4R9,100.0,
2024-04-02,RU000A0JSQ58,98.49,14.64
2024-04-02,RU000A0JRZ74,88.01,10.44
2024-04-02,RU000A0JTZF1,116.05,
2024-04-02,RU000A0JU9K4,98.9,
2024-04-02,RU000A0JQAM6,105.51,6.1
2024-04-02,RU000A0JTFB2,88.77,23.96
2024-04-02,RU000A0JTW83,101.99,
2024-04-02,KG000A3LSJ06,99.0,15.8
2024-04-02,RU000A0JTU85,100.7,14.7
2024-04-02,KG000A3LSC78,99.0,16.91
2024-04-02,RU000A0JS4Z7,95.43,15.42
2024-04-02,RU000A1037P0,100.0,
2024-04-02,RU000A0JUAH8,94.74,16.74
2024-04-02,RU000A0JVNL1,99.85,
2024-04-02,RU000A0JT403,96.61,15.75
2024-04-02,RU000A0ZZAL5,98.3,
2024-04-02,RU000A0JU0N7,91.0,6.59
2024-04-02,RU000A0JS4J1,114.0,
2024-04-02,RU000A0JV755,125.23,
2024-04-02,RU000A0JT6B2,99.89,14.78
2024-04-02,RU000A0JTB96,100.0,3.97
2024-04-02,RU000A0JSGV0,92.01,14.54
2024-04-02,RU000A0JUT85,36.23,10.23
2024-04-02,RU000A0JS4L7,99.81,10.12
2024-04-03,RU000A0JV0T3,98.5,
2024-04-03,RU000A0JUKX4,104.14,9.55
2024-04-03,RU000A0JRJL7,117.5,7.38
2024-04-03,RU000A0JV0U1,101.76,-4.24
2024-04-03,RU000A0JRU20,97.88,149.52
2024-04-03,RU000A0JRJB8,124.0,6.31
2024-04-03,RU000A0JS4K9,108.99,8.43
2024-04-03,RU000A0JR4U9,95.01,13.29
2024-04-03,RU000A0JUG98,82.5,12.86
2024-04-03,RU000A0JUAG0,100.39,11.8
2024-04-03,RU000A0JRU46,98.0,106.26
2024-04-03,RU000A0JV4R9,100.0,
2024-04-03,RU000A0JSQ58,98.5,14.74
2024-04-03,RU000A0JRZ74,88.01,10.44
2024-04-03,RU000A0JTZF1,116.05,
2024-04-03,RU000A0JU9K4,98.9,
2024-04-03,RU000A0JQAM6,105.51,6.1
2024-04-03,RU000A0JTFB2,88.77,23.96
2024-04-03,RU000A0JTW83,101.99,
2024-04-03,KG000A3LSJ06,99.01,15.8
2024-04-03,RU000A0JTU85,100.4,15.06
2024-04-03,KG000A3LSC78,99.0,16.91
2024-04-03,RU000A0JS4Z7,95.41,15.46
2024-04-03,RU000A1037P0,100.0,
2024-04-03,RU000A0JUAH8,95.3,15.66
2024-04-03,RU000A0JVNL1,99.85,
2024-04-03,RU000A0JT403,96.52,16.02
2024-04-03,RU000A0ZZAL5,98.3,
2024-04-03,RU000A0JU0N7,91.0,6.59
2024-04-03,RU000A0JS4J1,114.0,
2024-04-03,RU000A0JV755,125.23,
2024-04-03,RU000A0JT6B2,99.38,15.11
2024-04-03,RU000A0JTB96,99.25,3.97
2024-04-03,RU000A0JSGV0,92.4,14.31
2024-04-03,RU000A0JUT85,36.21,10.23
2024-04-03,RU000A0JS4L7,99.81,10.12
2024-04-04,RU000A0JV0T3,98.5,
2024-04-04,RU000A0JUKX4,104.14,9.55
2024-04-04,RU000A0JRJL7,117.5,7.38
2024-04-04,RU000A0JV0U1,101.76,-4.24
2024-04-04,RU000A0JRU20,97.88,149.52
2024-04-04,RU000A0JRJB8,124.0,6.31
2024-04-04,RU000A0JS4K9,101.71,9.75
2024-04-04,RU000A0JR4U9,95.01,13.29
2024-04-04,RU000A0JUG98,82.5,12.86
2024-04-04,RU000A0JUAG0,100.4,11.6
2024-04-04,RU000A0JRU46,98.0,106.26
2024-04-04,RU000A0JV4R9,100.0,
2024-04-04,RU000A0JSQ58,98.24,15.78
2024-04-04,RU000A0JRZ74,88.01,10.44
2024-04-04,RU000A0JTZF1,116.05,
2024-04-04,RU000A0JU9K4,98.9,
2024-04-04,RU000A0JQAM6,105.51,6.1
2024-04-04,RU000A0JTFB2,88.77,23.96
2024-04-04,RU000A0JTW83,101.99,
2024-04-04,KG000A3LSJ06,99.16,15.69
2024-04-04,RU000A0JTU85,100.45,14.99
2024-04-04,KG000A3LSC78,99.0,16.91
2024-04-04,RU000A0JS4Z7,95.37,15.54
2024-04-04,RU000A1037P0,100.0,
2024-04-04,RU000A0JUAH8,94.62,17.08
2024-04-04,RU000A0JVNL1,99.85,
2024-04-04,RU000A0JT403,96.66,15.71
2024-04-04,RU000A0ZZAL5,98.3,
2024-04-04,RU000A0JU0N7,91.01,6.62
2024-04-04,RU000A0JS4J1,114.0,
2024-04-04,RU000A0JV755,125.23,
2024-04-04,RU000A0JT6B2,98.69,15.56
2024-04-04,RU000A0JTB96,99.25,3.97
2024-04-04,RU000A0JSGV0,92.13,14.48
2024-04-04,RU000A0JUT85,36.23,10.24
2024-04-04,RU000A0JS4L7,99.81,10.12
2024-04-05,RU000A0JV0T3,98.5,
2024-04-05,RU000A0JUKX4,104.14,9.55
2024-04-05,RU000A0JRJL7,117.5,7.37
2024-04-05,RU000A0JV0U1,101.76,-4.24
2024-04-05,RU000A0JRU20,95.08,22.98
2024-04-05,RU000A0JRJB8,124.0,6.31
2024-04-05,RU000A0JS4K9,101.71,9.75
2024-04-05,RU000A0JR4U9,95.01,13.29
2024-04-05,RU000A0JUG98,82.5,12.86
2024-04-05,RU000A0JUAG0,100.41,11.17
2024-04-05,RU000A0JRU46,93.25,27.95
2024-04-05,RU000A0JV4R9,100.0,
2024-04-05,RU000A0JSQ58,98.21,16.08
2024-04-05,RU000A0JRZ74,88.01,10.44
2024-04-05,RU000A0JTZF1,116.05,
2024-04-05,RU000A0JU9K4,98.9,
2024-04-05,RU000A0JQAM6,105.51,6.1
2024-04-05,RU000A0JTFB2,88.77,23.96
2024-04-05,RU000A0JTW83,101.99,
2024-04-05,KG000A3LSJ06,98.79,15.96
2024-04-05,RU000A0JTU85,100.15,15.36
2024-04-05,KG000A3LSC78,101.9898,14.71
2024-04-05,RU000A0JS4Z7,95.14,15.91
2024-04-05,RU000A1037P0,100.0,
2024-04-05,RU000A0JUAH8,95.45,15.52
2024-04-05,RU000A0JVNL1,99.85,
2024-04-05,RU000A0JT403,96.62,15.95
2024-04-05,RU000A0ZZAL5,98.3,
2024-04-05,RU000A0JU0N7,95.0,3.58
2024-04-05,RU000A0JS4J1,114.0,
2024-04-05,RU000A0JV755,125.23,
2024-04-05,RU000A0JT6B2,99.37,15.12
2024-04-05,RU000A0JTB96,99.25,3.97
2024-04-05,RU000A0JSGV0,92.71,14.14
2024-04-05,RU000A0JUT85,27.22,13.02
2024-04-05,RU000A0JS4L7,99.81,10.12
2024-04-08,RU000A0JV0T3,98.5,
2024-04-08,RU000A0JUKX4,104.72,8.77
2024-04-08,RU000A0JRJL7,104.27,9.82
2024-04-08,RU000A0JV0U1,103.15,-16.11
2024-04-08,RU000A0JRU20,95.48,22.0
2024-04-08,RU000A0JRJB8,124.0,6.31
2024-04-08,RU000A0JS4K9,101.71,9.75
2024-04-08,RU000A0JR4U9,95.01,13.29
2024-04-08,RU000A0JUG98,82.5,12.86
2024-04-08,RU000A0JUAG0,100.44,10.72
2024-04-08,RU000A0JRU46,98.99,13.3
2024-04-08,RU000A0JV4R9,100.0,
2024-04-08,RU000A0JSQ58,98.49,15.03
2024-04-08,RU000A0JRZ74,88.01,10.44
2024-04-08,RU000A0JTZF1,116.05,
2024-04-08,RU000A0JU9K4,98.9,
2024-04-08,RU000A0JQAM6,105.51,6.1
2024-04-08,RU000A0JTFB2,88.77,23.96
2024-04-08,RU000A0JTW83,101.99,
2024-04-08,KG000A3LSJ06,98.76,15.98
2024-04-08,RU000A0JTU85,100.27,15.21
2024-04-08,KG000A3LSC78,101.8999,14.77
2024-04-08,RU000A0JS4Z7,95.25,15.78
2024-04-08,RU000A1037P0,100.0,
2024-04-08,RU000A0JUAH8,95.41,15.64
2024-04-08,RU000A0JVNL1,99.85,
2024-04-08,RU000A0JT403,96.74,15.69
2024-04-08,RU000A0ZZAL5,98.3,
2024-04-08,RU000A0JU0N7,95.0,3.58
2024-04-08,RU000A0JS4J1,114.0,
2024-04-08,RU000A0JV755,125.23,
2024-04-08,RU000A0JT6B2,100.5,14.39
2024-04-08,RU000A0JTB96,99.25,3.97
2024-04-08,RU000A0JSGV0,91.56,14.84
2024-04-08,RU000A0JUT85,27.22,13.02
2024-04-08,RU000A0JS4L7,99.81,10.12
2024-04-09,RU000A0JV0T3,98.5,
2024-04-09,RU000A0JUKX4,104.72,8.77
2024-04-09,RU000A0JRJL7,117.4,7.39
2024-04-09,RU000A0JV0U1,103.13,-16.11
2024-04-09,RU000A0JRU20,97.99,15.7
2024-04-09,RU000A0JRJB8,124.0,6.31
2024-04-09,RU000A0JS4K9,101.71,9.75
2024-04-09,RU000A0JR4U9,95.01,13.29
2024-04-09,RU000A0JUG98,82.5,12.86
2024-04-09,RU000A0JUAG0,99.39,10.72
2024-04-09,RU000A0JRU46,95.0,23.33
2024-04-09,RU000A0JV4R9,100.0,
2024-04-09,RU000A0JSQ58,98.49,15.03
2024-04-09,RU000A0JRZ74,88.01,10.44
2024-04-09,RU000A0JTZF1,116.05,
2024-04-09,RU000A0JU9K4,98.9,
2024-04-09,RU000A0JQAM6,105.51,6.1
2024-04-09,RU000A0JTFB2,88.77,23.96
2024-04-09,RU000A0JTW83,101.99,
2024-04-09,KG000A3LSJ06,98.82,15.94
2024-04-09,RU000A0JTU85,100.4,15.04
2024-04-09,KG000A3LSC78,100.8394,15.54
2024-04-09,RU000A0JS4Z7,95.5,15.44
2024-04-09,RU000A1037P0,100.0,
2024-04-09,RU000A0JUAH8,94.63,17.3
2024-04-09,RU000A0JVNL1,99.85,
2024-04-09,RU000A0JT403,96.83,15.51
2024-04-09,RU000A0ZZAL5,98.3,
2024-04-09,RU000A0JU0N7,95.3,3.37
2024-04-09,RU000A0JS4J1,114.0,
2024-04-09,RU000A0JV755,125.23,
2024-04-09,RU000A0JT6B2,98.74,15.53
2024-04-09,RU000A0JTB96,91.02,22.18
2024-04-09,RU000A0JSGV0,92.61,14.21
2024-04-09,RU000A0JUT85,28.41,12.61
2024-04-09,RU000A0JS4L7,116.0,7.26
2024-04-10,RU000A0JV0T3,98.5,
2024-04-10,RU000A0JUKX4,104.72,8.77
2024-04-10,RU000A0JRJL7,117.44,7.38
2024-04-10,RU000A0JV0U1,100.0,8.89
2024-04-10,RU000A0JRU20,97.95,15.83
2024-04-10,RU000A0JRJB8,124.0,6.31
2024-04-10,RU000A0JS4K9,101.71,9.75
2024-04-10,RU000A0JR4U9,95.01,13.29
2024-04-10,RU000A0JUG98,82.5,12.86
2024-04-10,RU000A0JUAG0,100.44,10.43
2024-04-10,RU000A0JRU46,95.17,23.33
2024-04-10,RU000A0JV4R9,100.0,
2024-04-10,RU000A0JSQ58,98.49,15.03
2024-04-10,RU000A0JRZ74,88.01,10.44
2024-04-10,RU000A0JTZF1,116.05,
2024-04-10,RU000A0JU9K4,98.9,
2024-04-10,RU000A0JQAM6,105.51,6.1
2024-04-10,RU000A0JTFB2,88.77,23.96
2024-04-10,RU000A0JTW83,101.99,
2024-04-10,KG000A3LSJ06,98.97,15.83
2024-04-10,RU000A0JTU85,100.45,14.98
2024-04-10,KG000A3LSC78,100.8393,15.54
2024-04-10,RU000A0JS4Z7,95.99,14.78
2024-04-10,RU000A1037P0,100.0,
2024-04-10,RU000A0JUAH8,95.14,16.29
2024-04-10,RU000A0JVNL1,99.85,
2024-04-10,RU000A0JT403,96.83,15.51
2024-04-10,RU000A0ZZAL5,98.3,
2024-04-10,RU000A0JU0N7,95.3,3.37
2024-04-10,RU000A0JS4J1,114.0,
2024-04-10,RU000A0JV755,125.23,
2024-04-10,RU000A0JT6B2,99.99,14.72
2024-04-10,RU000A0JTB96,91.02,22.18
2024-04-10,RU000A0JSGV0,92.0,14.58
2024-04-10,RU000A0JUT85,28.41,12.61
2024-04-10,RU000A0JS4L7,116.0,7.26
2024-04-11,RU000A0JV0T3,98.5,
2024-04-11,RU000A0JUKX4,104.72,8.77
2024-04-11,RU000A0JRJL7,117.44,7.38
2024-04-11,RU000A0JV0U1,101.99,-8.89
2024-04-11,RU000A0JRU20,97.31,17.45
2024-04-11,RU000A0JRJB8,124.0,6.31
2024-04-11,RU000A0JS4K9,101.71,9.75
2024-04-11,RU000A0JR4U9,95.01,13.29
2024-04-11,RU000A0JUG98,82.5,12.86
2024-04-11,RU000A0JUAG0,100.34,11.45
2024-04-11,RU000A0JRU46,97.71,16.45
2024-04-11,RU000A0JV4R9,100.0,
2024-04-11,RU000A0JSQ58,98.3,15.97
2024-04-11,RU000A0JRZ74,90.0,8.73
2024-04-11,RU000A0JTZF1,116.05,
2024-04-11,RU000A0JU9K4,98.9,
2024-04-11,RU000A0JQAM6,105.51,6.1
2024-04-11,RU000A0JTFB2,88.77,23.96
2024-04-11,RU000A0JTW83,101.99,
2024-04-11,KG000A3LSJ06,98.9,15.88
2024-04-11,RU000A0JTU85,100.57,14.82
2024-04-11,KG000A3LSC78,100.8393,15.54
2024-04-11,RU000A0JS4Z7,95.78,15.09
2024-04-11,RU000A1037P0,100.0,
2024-04-11,RU000A0JUAH8,95.16,16.29
2024-04-11,RU000A0JVNL1,99.85,
2024-04-11,RU000A0JT403,96.83,15.51
2024-04-11,RU000A0ZZAL5,98.3,
2024-04-11,RU000A0JU0N7,95.3,3.37
2024-04-11,RU000A0JS4J1,114.0,
2024-04-11,RU000A0JV755,125.23,
2024-04-11,RU000A0JT6B2,99.75,14.87
2024-04-11,RU000A0JTB96,91.02,22.18
2024-04-11,RU000A0JSGV0,91.3,15.02
2024-04-11,RU000A0JUT85,28.43,12.61
2024-04-11,RU000A0JS4L7,116.0,7.26
2024-04-12,RU000A0JV0T3,98.5,
2024-04-12,RU000A0JUKX4,101.91,12.23
2024-04-12,RU000A0JRJL7,117.44,7.38
2024-04-12,RU000A0JV0U1,101.99,-8.89
2024-04-12,RU000A0JRU20,97.94,15.95
2024-04-12,RU000A0JRJB8,124.0,6.31
2024-04-12,RU000A0JS4K9,101.71,9.75
2024-04-12,RU000A0JR4U9,95.01,13.29
2024-04-12,RU000A0JUG98,82.5,12.86
2024-04-12,RU000A0JUAG0,100.35,10.9
2024-04-12,RU000A0JRU46,97.71,16.45
2024-04-12,RU000A0JV4R9,100.0,
2024-04-12,RU000A0JSQ58,98.53,15.2
2024-04-12,RU000A0JRZ74,90.0,8.73
2024-04-12,RU000A0JTZF1,116.05,
2024-04-12,RU000A0JU9K4,98.9,
2024-04-12,RU000A0JQAM6,105.51,6.1
2024-04-12,RU000A0JTFB2,88.77,23.96
2024-04-12,RU000A0JTW83,101.99,
2024-04-12,KG000A3LSJ06,99.31,15.57
2024-04-12,RU000A0JTU85,100.33,15.11
2024-04-12,KG000A3LSC78,99.8459,16.27
2024-04-12,RU000A0JS4Z7,95.79,15.12
2024-04-12,RU000A1037P0,100.0,
2024-04-12,RU000A0JUAH8,95.5,15.72
2024-04-12,RU000A0JVNL1,99.85,
2024-04-12,RU000A0JT403,96.85,15.68
2024-04-12,RU000A0ZZAL5,98.3,
2024-04-12,RU000A0JU0N7,88.0,9.27
2024-04-12,RU000A0JS4J1,114.0,
2024-04-12,RU000A0JV755,125.23,
2024-04-12,RU000A0JT6B2,99.69,14.91
2024-04-12,RU000A0JTB96,91.02,22.18
2024-04-12,RU000A0JSGV0,91.8,14.73
2024-04-12,RU000A0JUT85,28.43,12.61
2024-04-12,RU000A0JS4L7,116.0,7.26
2024-04-15,RU000A0JV0T3,98.5,
2024-04-15,RU000A0JUKX4,104.7,8.67
2024-04-15,RU000A0JRJL7,122.99,6.46
2024-04-15,RU000A0JV0U1,101.99,-8.89
2024-04-15,RU000A0JRU20,96.0,21.03
2024-04-15,RU000A0JRJB8,124.0,6.31
2024-04-15,RU000A0JS4K9,108.98,8.43
2024-04-15,RU000A0JR4U9,95.01,13.29
2024-04-15,RU000A0JUG98,82.5,12.86
2024-04-15,RU000A0JUAG0,100.44,9.52
2024-04-15,RU000A0JRU46,96.55,19.56
2024-04-15,RU000A0JV4R9,100.0,
2024-04-15,RU000A0JSQ58,98.51,15.2
2024-04-15,RU000A0JRZ74,90.0,8.73
2024-04-15,RU000A0JTZF1,116.05,
2024-04-15,RU000A0JU9K4,98.9,
2024-04-15,RU000A0JQAM6,105.51,6.1
2024-04-15,RU000A0JTFB2,88.77,23.96
2024-04-15,RU000A0JTW83,101.99,
2024-04-15,KG000A3LSJ06,99.15,15.69
2024-04-15,RU000A0JTU85,100.69,14.66
2024-04-15,KG000A3LSC78,99.8459,16.27
2024-04-15,RU000A0JS4Z7,95.79,15.12
2024-04-15,RU000A1037P0,100.0,
2024-04-15,RU000A0JUAH8,95.53,15.7
2024-04-15,RU000A0JVNL1,99.85,
2024-04-15,RU000A0JT403,96.98,15.39
2024-04-15,RU000A0ZZAL5,98.3,
2024-04-15,RU000A0JU0N7,81.93,14.84
2024-04-15,RU000A0JS4J1,114.0,
2024-04-15,RU000A0JV755,125.23,
2024-04-15,RU000A0JT6B2,102.58,13.08
2024-04-15,RU000A0JTB96,91.02,22.18
2024-04-15,RU000A0JSGV0,91.13,15.15
2024-04-15,RU000A0JUT85,28.43,12.61
2024-04-15,RU000A0JS4L7,116.0,7.26
2024-04-16,RU000A0JV0T3,98.5,
2024-04-16,RU000A0JUKX4,104.7,8.67
2024-04-16,RU000A0JRJL7,122.99,6.46
2024-04-16,RU000A0JV0U1,101.99,-8.89
2024-04-16,RU000A0JRU20,96.41,19.98
2024-04-16,RU000A0JRJB8,139.17,4.06
2024-04-16,RU000A0JS4K9,100.01,10.08
2024-04-16,RU000A0JR4U9,95.01,13.29
2024-04-16,RU000A0JUG98,82.5,12.86
2024-04-16,RU000A0JUAG0,100.44,9.52
2024-04-16,RU000A0JRU46,96.0,21.08
2024-04-16,RU000A0JV4R9,100.0,
2024-04-16,RU000A0JSQ58,98.51,15.2
2024-04-16,RU000A0JRZ74,90.0,8.73
2024-04-16,RU000A0JTZF1,116.05,
2024-04-16,RU000A0JU9K4,98.9,
2024-04-16,RU000A0JQAM6,105.51,6.1
2024-04-16,RU000A0JTFB2,88.77,23.96
2024-04-16,RU000A0JTW83,101.99,
2024-04-16,KG000A3LSJ06,99.04,15.78
2024-04-16,RU000A0JTU85,100.45,14.96
2024-04-16,KG000A3LSC78,99.0,16.92
2024-04-16,RU000A0JS4Z7,95.79,15.12
2024-04-16,RU000A1037P0,100.0,
2024-04-16,RU000A0JUAH8,95.01,16.85
2024-04-16,RU000A0JVNL1,99.85,
2024-04-16,RU000A0JT403,96.74,16.07
2024-04-16,RU000A0ZZAL5,98.3,
2024-04-16,RU000A0JU0N7,81.93,14.84
2024-04-16,RU000A0JS4J1,114.0,
2024-04-16,RU000A0JV755,125.23,
2024-04-16,RU000A0JT6B2,102.87,12.9
2024-04-16,RU000A0JTB96,91.02,22.18
2024-04-16,RU000A0JSGV0,91.54,14.9
2024-04-16,RU000A0JUT85,28.49,12.61
2024-04-16,RU000A0JS4L7,116.0,7.26
2024-04-17,RU000A0JV0T3,98.5,
2024-04-17,RU000A0JUKX4,104.7,8.67
2024-04-17,RU000A0JRJL7,122.99,6.46
2024-04-17,RU000A0JV0U1,101.99,-8.89
2024-04-17,RU000A0JRU20,96.52,19.74
2024-04-17,RU000A0JRJB8,139.17,4.06
2024-04-17,RU000A0JS4K9,100.01,10.08
2024-04-17,RU000A0JR4U9,95.01,13.29
2024-04-17,RU000A0JUG98,82.5,12.86
2024-04-17,RU000A0JUAG0,100.44,9.07
2024-04-17,RU000A0JRU46,96.0,21.08
2024-04-17,RU000A0JV4R9,100.0,
2024-04-17,RU000A0JSQ58,98.51,15.2
2024-04-17,RU000A0JRZ74,90.0,8.73
2024-04-17,RU000A0JTZF1,116.05,
2024-04-17,RU000A0JU9K4,98.9,
2024-04-17,RU000A0JQAM6,105.51,6.1
2024-04-17,RU000A0JTFB2,88.77,23.96
2024-04-17,RU000A0JTW83,101.99,
2024-04-17,KG000A3LSJ06,98.94,15.85
2024-04-17,RU000A0JTU85,100.49,14.91
2024-04-17,KG000A3LSC78,96.81,18.63
2024-04-17,RU000A0JS4Z7,95.0,16.31
2024-04-17,RU000A1037P0,100.0,
2024-04-17,RU000A0JUAH8,95.48,15.89
2024-04-17,RU000A0JVNL1,99.85,
2024-04-17,RU000A0JT403,96.8,15.96
2024-04-17,RU000A0ZZAL5,98.3,
2024-04-17,RU000A0JU0N7,81.93,14.84
2024-04-17,RU000A0JS4J1,114.0,
2024-04-17,RU000A0JV755,125.23,
2024-04-17,RU000A0JT6B2,103.91,12.26
2024-04-17,RU000A0JTB96,91.02,22.18
2024-04-17,RU000A0JSGV0,92.23,14.48
2024-04-17,RU000A0JUT85,28.49,12.61
2024-04-17,RU000A0JS4L7,116.0,7.26
2024-04-18,RU000A0JV0T3,98.5,
2024-04-18,RU000A0JUKX4,104.69,8.63
2024-04-18,RU000A0JRJL7,122.99,6.46
2024-04-18,RU000A0JV0U1,101.81,-10.63
2024-04-18,RU000A0JRU20,96.53,19.74
2024-04-18,RU000A0JRJB8,139.17,4.06
2024-04-18,RU000A0JS4K9,100.01,10.08
2024-04-18,RU000A0JR4U9,95.01,13.29
2024-04-18,RU000A0JUG98,82.5,12.86
2024-04-18,RU000A0JUAG0,100.45,8.67
2024-04-18,RU000A0JRU46,96.0,21.2
2024-04-18,RU000A0JV4R9,100.0,
2024-04-18,RU000A0JSQ58,98.51,15.2
2024-04-18,RU000A0JRZ74,90.0,8.73
2024-04-18,RU000A0JTZF1,116.05,
2024-04-18,RU000A0JU9K4,98.9,
2024-04-18,RU000A0JQAM6,105.51,6.1
2024-04-18,RU000A0JTFB2,88.77,23.96
2024-04-18,RU000A0JTW83,101.99,
2024-04-18,KG000A3LSJ06,98.75,16.0
2024-04-18,RU000A0JTU85,100.65,14.7
2024-04-18,KG000A3LSC78,98.0001,17.69
2024-04-18,RU000A0JS4Z7,94.78,16.65
2024-04-18,RU000A1037P0,100.0,
2024-04-18,RU000A0JUAH8,95.39,16.13
