date,secid,price,yield
2024-07-26,RU000A0JS4J1,115.0,7.36
2024-07-26,RU000A0JV755,125.23,
2024-07-26,RU000A0JT6B2,99.3,15.2
2024-07-26,RU000A0JTB96,98.5,9.0
2024-07-26,RU000A0JSGV0,87.78,18.29
2024-07-26,RU000A0JUT85,37.98,10.05
2024-07-26,RU000A0JS4L7,116.3,7.18
2024-07-29,RU000A0JV0T3,98.5,
2024-07-29,RU000A0JUKX4,102.07,10.76
2024-07-29,RU000A0JRJL7,116.59,7.43
2024-07-29,RU000A0JV0U1,100.99,15.04
2024-07-29,RU000A0JRU20,96.94,30.8
2024-07-29,RU000A0JRJB8,127.59,5.59
2024-07-29,RU000A0JS4K9,100.02,10.08
2024-07-29,RU000A0JR4U9,99.5,5.44
2024-07-29,RU000A0JUG98,75.05,22.05
2024-07-29,RU000A0JUAG0,100.1,16.48
2024-07-29,RU000A0JRU46,92.0,72.93
2024-07-29,RU000A0JV4R9,100.0,
2024-07-29,RU000A0JSQ58,100.0,16.63
2024-07-29,RU000A0JRZ74,85.0,18.37
2024-07-29,RU000A0JTZF1,116.05,
2024-07-29,RU000A0JU9K4,98.9,
2024-07-29,RU000A0JQAM6,106.0,-21.66
2024-07-29,RU000A0JTFB2,96.99,9.51
2024-07-29,RU000A0JTW83,101.99,
2024-07-29,KG000A3LSJ06,96.7,18.01
2024-07-29,RU000A0JTU85,98.15,18.83
2024-07-29,KG000A3LSC78,99.5679,16.52
2024-07-29,RU000A0JS4Z7,95.36,18.9
2024-07-29,RU000A1037P0,100.0,
2024-07-29,RU000A0JUAH8,97.08,18.23
2024-07-29,RU000A0JVNL1,99.85,
2024-07-29,RU000A0JT403,98.64,18.17
2024-07-29,RU000A0ZZAL5,98.3,
2024-07-29,RU000A0JU0N7,84.75,15.4
2024-07-29,RU000A0JS4J1,115.0,7.36
2024-07-29,RU000A0JV755,125.23,
2024-07-29,RU000A0JT6B2,98.48,15.81
2024-07-29,RU000A0JTB96,98.5,9.0
2024-07-29,RU000A0JSGV0,87.85,18.25
2024-07-29,RU000A0JUT85,27.34,13.35
2024-07-29,RU000A0JS4L7,116.3,7.18
2024-07-30,RU000A0JV0T3,98.5,
2024-07-30,RU000A0JUKX4,102.07,10.76
2024-07-30,RU000A0JRJL7,116.59,7.43
2024-07-30,RU000A0JV0U1,100.99,15.04
2024-07-30,RU000A0JRU20,90.4,91.43
2024-07-30,RU000A0JRJB8,113.0,8.08
2024-07-30,RU000A0JS4K9,100.01,10.08
2024-07-30,RU000A0JR4U9,99.5,5.44
2024-07-30,RU000A0JUG98,75.05,22.05
2024-07-30,RU000A0JUAG0,98.91,21.29
2024-07-30,RU000A0JRU46,90.22,93.51
2024-07-30,RU000A0JV4R9,100.0,
2024-07-30,RU000A0JSQ58,99.99,16.64
2024-07-30,RU000A0JRZ74,85.0,18.37
2024-07-30,RU000A0JTZF1,116.05,
2024-07-30,RU000A0JU9K4,98.9,
2024-07-30,RU000A0JQAM6,106.13,-23.74
2024-07-30,RU000A0JTFB2,96.99,9.51
2024-07-30,RU000A0JTW83,101.99,
2024-07-30,KG000A3LSJ06,96.64,18.1
2024-07-30,RU000A0JTU85,98.09,18.96
2024-07-30,KG000A3LSC78,99.5679,16.52
2024-07-30,RU000A0JS4Z7,95.1,19.51
2024-07-30,RU000A1037P0,100.0,
2024-07-30,RU000A0JUAH8,97.06,18.43
2024-07-30,RU000A0JVNL1,99.85,
2024-07-30,RU000A0JT403,98.55,17.8
2024-07-30,RU000A0ZZAL5,98.3,
2024-07-30,RU000A0JU0N7,84.75,15.4
2024-07-30,RU000A0JS4J1,99.01,10.28
2024-07-30,RU000A0JV755,125.23,
2024-07-30,RU000A0JT6B2,99.21,15.81
2024-07-30,RU000A0JTB96,98.5,9.0
2024-07-30,RU000A0JSGV0,87.27,18.7
2024-07-30,RU000A0JUT85,37.99,10.06
2024-07-30,RU000A0JS4L7,116.3,7.18
2024-07-31,RU000A0JV0T3,98.5,
2024-07-31,RU000A0JUKX4,102.07,10.76
2024-07-31,RU000A0JRJL7,116.59,7.43
2024-07-31,RU000A0JV0U1,97.81,19.8
2024-07-31,RU000A0JRU20,91.0,86.17
2024-07-31,RU000A0JRJB8,113.0,8.08
2024-07-31,RU000A0JS4K9,98.63,10.36
2024-07-31,RU000A0JR4U9,99.5,5.44
2024-07-31,RU000A0JUG98,75.05,22.05
2024-07-31,RU000A0JUAG0,98.32,23.84
2024-07-31,RU000A0JRU46,91.87,76.68
2024-07-31,RU000A0JV4R9,100.0,
2024-07-31,RU000A0JSQ58,100.76,15.69
2024-07-31,RU000A0JRZ74,85.0,18.37
2024-07-31,RU000A0JTZF1,116.05,
2024-07-31,RU000A0JU9K4,98.9,
2024-07-31,RU000A0JQAM6,106.13,-23.74
2024-07-31,RU000A0JTFB2,96.99,9.51
2024-07-31,RU000A0JTW83,101.99,
2024-07-31,KG000A3LSJ06,96.18,18.54
2024-07-31,RU000A0JTU85,98.2,18.76
2024-07-31,KG000A3LSC78,99.5679,16.52
2024-07-31,RU000A0JS4Z7,95.56,18.56
2024-07-31,RU000A1037P0,100.0,
2024-07-31,RU000A0JUAH8,97.06,18.54
2024-07-31,RU000A0JVNL1,99.85,
2024-07-31,RU000A0JT403,98.55,17.98
2024-07-31,RU000A0ZZAL5,98.3,
2024-07-31,RU000A0JU0N7,84.75,15.4
2024-07-31,RU000A0JS4J1,99.61,10.16
2024-07-31,RU000A0JV755,125.23,
2024-07-31,RU000A0JT6B2,98.48,15.82
2024-07-31,RU000A0JTB96,89.5,56.47
2024-07-31,RU000A0JSGV0,87.0,18.92
2024-07-31,RU000A0JUT85,37.99,10.06
2024-07-31,RU000A0JS4L7,116.3,7.18
2024-08-01,RU000A0JV0T3,98.5,
2024-08-01,RU000A0JUKX4,102.07,10.76
2024-08-01,RU000A0JRJL7,116.59,7.43
2024-08-01,RU000A0JV0U1,100.63,15.55
2024-08-01,RU000A0JRU20,91.0,86.17
2024-08-01,RU000A0JRJB8,113.0,8.08
2024-08-01,RU000A0JS4K9,98.62,10.36
2024-08-01,RU000A0JR4U9,99.5,5.44
2024-08-01,RU000A0JUG98,75.05,22.05
2024-08-01,RU000A0JUAG0,98.99,21.03
2024-08-01,RU000A0JRU46,91.87,76.68
2024-08-01,RU000A0JV4R9,100.0,
2024-08-01,RU000A0JSQ58,100.0,16.62
2024-08-01,RU000A0JRZ74,85.06,18.51
2024-08-01,RU000A0JTZF1,116.05,
2024-08-01,RU000A0JU9K4,98.9,
2024-08-01,RU000A0JQAM6,100.0,18.64
2024-08-01,RU000A0JTFB2,96.99,9.51
2024-08-01,RU000A0JTW83,101.99,
2024-08-01,KG000A3LSJ06,96.17,18.55
2024-08-01,RU000A0JTU85,98.55,18.12
2024-08-01,KG000A3LSC78,99.5679,16.52
2024-08-01,RU000A0JS4Z7,96.08,17.47
2024-08-01,RU000A1037P0,100.0,
2024-08-01,RU000A0JUAH8,97.31,17.59
2024-08-01,RU000A0JVNL1,99.85,
2024-08-01,RU000A0JT403,98.65,17.41
2024-08-01,RU000A0ZZAL5,98.3,
2024-08-01,RU000A0JU0N7,84.75,15.4
2024-08-01,RU000A0JS4J1,112.15,7.83
2024-08-01,RU000A0JV755,125.23,
2024-08-01,RU000A0JT6B2,99.38,15.14
2024-08-01,RU000A0JTB96,89.5,56.47
2024-08-01,RU000A0JSGV0,87.33,18.68
2024-08-01,RU000A0JUT85,27.53,13.29
2024-08-01,RU000A0JS4L7,116.3,7.18
2024-08-02,RU000A0JV0T3,98.5,
2024-08-02,RU000A0JUKX4,102.07,10.76
2024-08-02,RU000A0JRJL7,116.59,7.43
2024-08-02,RU000A0JV0U1,100.63,15.55
2024-08-02,RU000A0JRU20,90.5,98.9
2024-08-02,RU000A0JRJB8,129.96,5.21
2024-08-02,RU000A0JS4K9,108.26,8.51
2024-08-02,RU000A0JR4U9,99.5,5.44
2024-08-02,RU000A0JUG98,75.05,22.05
2024-08-02,RU000A0JUAG0,98.23,24.5
2024-08-02,RU000A0JRU46,91.14,90.86
2024-08-02,RU000A0JV4R9,100.0,
2024-08-02,RU000A0JSQ58,100.0,16.62
2024-08-02,RU000A0JRZ74,85.3,18.33
2024-08-02,RU000A0JTZF1,116.05,
2024-08-02,RU000A0JU9K4,98.9,
2024-08-02,RU000A0JQAM6,106.27,-28.46
2024-08-02,RU000A0JTFB2,96.99,9.51
2024-08-02,RU000A0JTW83,101.99,
2024-08-02,KG000A3LSJ06,96.0,18.73
2024-08-02,RU000A0JTU85,98.73,17.82
2024-08-02,KG000A3LSC78,99.5679,16.52
2024-08-02,RU000A0JS4Z7,95.5,18.88
2024-08-02,RU000A1037P0,100.0,
2024-08-02,RU000A0JUAH8,97.56,16.83
2024-08-02,RU000A0JVNL1,99.85,
2024-08-02,RU000A0JT403,98.74,17.26
2024-08-02,RU000A0ZZAL5,98.3,
2024-08-02,RU000A0JU0N7,84.75,15.4
2024-08-02,RU000A0JS4J1,112.15,7.83
2024-08-02,RU000A0JV755,125.23,
2024-08-02,RU000A0JT6B2,102.57,12.8
2024-08-02,RU000A0JTB96,89.5,56.47
2024-08-02,RU000A0JSGV0,87.99,18.21
2024-08-02,RU000A0JUT85,27.74,13.23
2024-08-02,RU000A0JS4L7,116.3,7.18
2024-08-05,RU000A0JV0T3,98.5,
2024-08-05,RU000A0JUKX4,102.07,10.76
2024-08-05,RU000A0JRJL7,116.59,7.43
2024-08-05,RU000A0JV0U1,100.63,15.55
2024-08-05,RU000A0JRU20,90.95,94.99
2024-08-05,RU000A0JRJB8,129.95,5.21
2024-08-05,RU000A0JS4K9,108.26,8.51
2024-08-05,RU000A0JR4U9,99.5,5.44
2024-08-05,RU000A0JUG98,75.05,22.05
2024-08-05,RU000A0JUAG0,97.05,30.09
2024-08-05,RU000A0JRU46,91.14,90.86
2024-08-05,RU000A0JV4R9,100.0,
2024-08-05,RU000A0JSQ58,100.0,16.62
2024-08-05,RU000A0JRZ74,87.0,15.94
2024-08-05,RU000A0JTZF1,116.05,
2024-08-05,RU000A0JU9K4,98.9,
2024-08-05,RU000A0JQAM6,106.27,-28.46
2024-08-05,RU000A0JTFB2,96.99,9.51
2024-08-05,RU000A0JTW83,101.99,
2024-08-05,KG000A3LSJ06,96.22,18.53
2024-08-05,RU000A0JTU85,98.3,18.65
2024-08-05,KG000A3LSC78,80.0002,38.19
2024-08-05,RU000A0JS4Z7,96.25,17.26
2024-08-05,RU000A1037P0,100.0,
2024-08-05,RU000A0JUAH8,97.3,18.09
2024-08-05,RU000A0JVNL1,99.85,
2024-08-05,RU000A0JT403,98.74,17.45
2024-08-05,RU000A0ZZAL5,98.3,
2024-08-05,RU000A0JU0N7,84.75,15.4
2024-08-05,RU000A0JS4J1,112.49,7.77
2024-08-05,RU000A0JV755,125.23,
2024-08-05,RU000A0JT6B2,98.49,15.82
2024-08-05,RU000A0JTB96,89.5,56.47
2024-08-05,RU000A0JSGV0,88.07,18.16
2024-08-05,RU000A0JUT85,27.74,13.23
2024-08-05,RU000A0JS4L7,116.3,7.18
2024-08-06,RU000A0JV0T3,98.5,
2024-08-06,RU000A0JUKX4,102.07,10.76
2024-08-06,RU000A0JRJL7,122.99,6.32
2024-08-06,RU000A0JV0U1,100.63,15.55
2024-08-06,RU000A0JRU20,90.95,96.86
2024-08-06,RU000A0JRJB8,129.95,5.21
2024-08-06,RU000A0JS4K9,99.01,10.28
2024-08-06,RU000A0JR4U9,99.5,5.44
2024-08-06,RU000A0JUG98,75.05,22.05
2024-08-06,RU000A0JUAG0,98.79,22.11
2024-08-06,RU000A0JRU46,91.24,93.11
2024-08-06,RU000A0JV4R9,100.0,
2024-08-06,RU000A0JSQ58,100.0,16.62
2024-08-06,RU000A0JRZ74,85.8,17.71
2024-08-06,RU000A0JTZF1,116.05,
2024-08-06,RU000A0JU9K4,98.9,
2024-08-06,RU000A0JQAM6,106.27,-28.46
2024-08-06,RU000A0JTFB2,96.99,9.51
2024-08-06,RU000A0JTW83,101.99,
2024-08-06,KG000A3LSJ06,96.21,18.54
2024-08-06,RU000A0JTU85,98.26,18.74
2024-08-06,KG000A3LSC78,80.003,38.22
2024-08-06,RU000A0JS4Z7,96.29,17.22
2024-08-06,RU000A1037P0,100.0,
2024-08-06,RU000A0JUAH8,97.31,18.16
2024-08-06,RU000A0JVNL1,99.85,
2024-08-06,RU000A0JT403,98.85,16.74
2024-08-06,RU000A0ZZAL5,98.3,
2024-08-06,RU000A0JU0N7,84.75,15.4
2024-08-06,RU000A0JS4J1,112.49,7.77
2024-08-06,RU000A0JV755,125.23,
2024-08-06,RU000A0JT6B2,101.47,13.59
2024-08-06,RU000A0JTB96,89.5,56.47
2024-08-06,RU000A0JSGV0,87.98,18.24
2024-08-06,RU000A0JUT85,27.74,13.23
2024-08-06,RU000A0JS4L7,116.3,7.18
2024-08-07,RU000A0JV0T3,98.5,
2024-08-07,RU000A0JUKX4,102.07,10.76
2024-08-07,RU000A0JRJL7,119.79,6.32
2024-08-07,RU000A0JV0U1,100.63,15.55
2024-08-07,RU000A0JRU20,90.95,96.86
2024-08-07,RU000A0JRJB8,129.95,5.21
2024-08-07,RU000A0JS4K9,99.0,10.29
2024-08-07,RU000A0JR4U9,99.5,5.44
2024-08-07,RU000A0JUG98,75.05,22.05
2024-08-07,RU000A0JUAG0,100.13,16.28
2024-08-07,RU000A0JRU46,91.08,97.08
2024-08-07,RU000A0JV4R9,100.0,
2024-08-07,RU000A0JSQ58,100.0,16.62
2024-08-07,RU000A0JRZ74,85.8,17.71
2024-08-07,RU000A0JTZF1,116.05,
2024-08-07,RU000A0JU9K4,98.9,
2024-08-07,RU000A0JQAM6,106.27,-28.46
2024-08-07,RU000A0JTFB2,96.99,9.51
2024-08-07,RU000A0JTW83,101.99,
2024-08-07,KG000A3LSJ06,96.13,18.63
2024-08-07,RU000A0JTU85,98.61,18.08
2024-08-07,KG000A3LSC78,98.92,17.15
2024-08-07,RU000A0JS4Z7,96.3,17.23
2024-08-07,RU000A1037P0,100.0,
2024-08-07,RU000A0JUAH8,97.32,18.24
2024-08-07,RU000A0JVNL1,99.85,
2024-08-07,RU000A0JT403,98.85,16.92
2024-08-07,RU000A0ZZAL5,98.3,
2024-08-07,RU000A0JU0N7,84.75,15.4
2024-08-07,RU000A0JS4J1,112.49,7.77
2024-08-07,RU000A0JV755,125.23,
2024-08-07,RU000A0JT6B2,101.55,13.53
2024-08-07,RU000A0JTB96,89.5,56.47
2024-08-07,RU000A0JSGV0,88.97,17.5
2024-08-07,RU000A0JUT85,27.74,13.23
2024-08-07,RU000A0JS4L7,116.3,7.18
2024-08-08,RU000A0JV0T3,98.5,
2024-08-08,RU000A0JUKX4,102.07,10.76
2024-08-08,RU000A0JRJL7,122.96,6.32
2024-08-08,RU000A0JV0U1,100.63,15.55
2024-08-08,RU000A0JRU20,92.85,76.47
2024-08-08,RU000A0JRJB8,129.87,5.22
2024-08-08,RU000A0JS4K9,99.0,10.29
2024-08-08,RU000A0JR4U9,99.5,5.44
2024-08-08,RU000A0JUG98,75.05,22.05
2024-08-08,RU000A0JUAG0,98.0,25.89
2024-08-08,RU000A0JRU46,91.5,93.44
2024-08-08,RU000A0JV4R9,100.0,
2024-08-08,RU000A0JSQ58,99.03,17.85
2024-08-08,RU000A0JRZ74,85.79,17.84
2024-08-08,RU000A0JTZF1,116.05,
2024-08-08,RU000A0JU9K4,98.9,
2024-08-08,RU000A0JQAM6,106.27,-28.46
2024-08-08,RU000A0JTFB2,96.99,9.51
2024-08-08,RU000A0JTW83,101.99,
2024-08-08,KG000A3LSJ06,95.55,19.19
2024-08-08,RU000A0JTU85,98.86,17.61
2024-08-08,KG000A3LSC78,99.995,16.17
2024-08-08,RU000A0JS4Z7,97.0,15.73
2024-08-08,RU000A1037P0,100.0,
2024-08-08,RU000A0JUAH8,97.5,17.54
2024-08-08,RU000A0JVNL1,99.85,
2024-08-08,RU000A0JT403,98.85,17.12
2024-08-08,RU000A0ZZAL5,98.3,
2024-08-08,RU000A0JU0N7,83.11,17.87
2024-08-08,RU000A0JS4J1,112.49,7.77
2024-08-08,RU000A0JV755,125.23,
2024-08-08,RU000A0JT6B2,101.55,13.53
2024-08-08,RU000A0JTB96,89.5,56.47
2024-08-08,RU000A0JSGV0,88.64,17.76
2024-08-08,RU000A0JUT85,37.93,10.1
2024-08-08,RU000A0JS4L7,116.3,7.18
2024-08-09,RU000A0JV0T3,98.5,
2024-08-09,RU000A0JUKX4,102.07,10.76
2024-08-09,RU000A0JRJL7,122.96,6.32
2024-08-09,RU000A0JV0U1,100.63,15.55
2024-08-09,RU000A0JRU20,88.05,157.2
2024-08-09,RU000A0JRJB8,129.67,5.24
2024-08-09,RU000A0JS4K9,99.0,10.29
2024-08-09,RU000A0JR4U9,99.5,5.44
2024-08-09,RU000A0JUG98,75.05,22.05
2024-08-09,RU000A0JUAG0,98.49,23.79
2024-08-09,RU000A0JRU46,91.21,103.74
2024-08-09,RU000A0JV4R9,100.0,
2024-08-09,RU000A0JSQ58,99.04,17.84
2024-08-09,RU000A0JRZ74,85.79,17.84
2024-08-09,RU000A0JTZF1,116.05,
2024-08-09,RU000A0JU9K4,98.9,
2024-08-09,RU000A0JQAM6,98.8,33.77
2024-08-09,RU000A0JTFB2,96.99,9.51
2024-08-09,RU000A0JTW83,101.99,
2024-08-09,KG000A3LSJ06,95.8,18.97
2024-08-09,RU000A0JTU85,98.94,17.49
2024-08-09,KG000A3LSC78,85.0,31.97
2024-08-09,RU000A0JS4Z7,95.67,18.84
2024-08-09,RU000A1037P0,100.0,
2024-08-09,RU000A0JUAH8,97.33,18.7
2024-08-09,RU000A0JVNL1,99.85,
2024-08-09,RU000A0JT403,98.66,19.51
2024-08-09,RU000A0ZZAL5,98.3,
2024-08-09,RU000A0JU0N7,84.49,16.29
2024-08-09,RU000A0JS4J1,112.49,7.77
2024-08-09,RU000A0JV755,125.23,
2024-08-09,RU000A0JT6B2,101.55,13.53
2024-08-09,RU000A0JTB96,89.5,56.47
2024-08-09,RU000A0JSGV0,88.99,17.53
2024-08-09,RU000A0JUT85,37.93,10.1
2024-08-09,RU000A0JS4L7,116.3,7.18
2024-08-12,RU000A0JV0T3,98.5,
2024-08-12,RU000A0JUKX4,102.07,10.76
2024-08-12,RU000A0JRJL7,122.96,6.32
2024-08-12,RU000A0JV0U1,100.63,15.55
2024-08-12,RU000A0JRU20,90.78,112.79
2024-08-12,RU000A0JRJB8,129.67,5.24
2024-08-12,RU000A0JS4K9,99.0,10.29
2024-08-12,RU000A0JR4U9,99.5,5.44
2024-08-12,RU000A0JUG98,75.05,22.05
2024-08-12,RU000A0JUAG0,100.13,16.23
2024-08-12,RU000A0JRU46,91.21,103.74
2024-08-12,RU000A0JV4R9,100.0,
2024-08-12,RU000A0JSQ58,100.7,15.72
2024-08-12,RU000A0JRZ74,85.79,17.84
2024-08-12,RU000A0JTZF1,116.05,
2024-08-12,RU000A0JU9K4,98.9,
2024-08-12,RU000A0JQAM6,98.88,33.77
2024-08-12,RU000A0JTFB2,96.99,9.51
2024-08-12,RU000A0JTW83,101.99,
2024-08-12,KG000A3LSJ06,96.17,18.62
2024-08-12,RU000A0JTU85,98.6,18.16
2024-08-12,KG000A3LSC78,101.0,15.26
2024-08-12,RU000A0JS4Z7,97.89,13.92
2024-08-12,RU000A1037P0,100.0,
2024-08-12,RU000A0JUAH8,97.51,17.97
2024-08-12,RU000A0JVNL1,99.85,
2024-08-12,RU000A0JT403,98.7,19.4
2024-08-12,RU000A0ZZAL5,98.3,
2024-08-12,RU000A0JU0N7,84.5,16.32
2024-08-12,RU000A0JS4J1,112.49,7.77
2024-08-12,RU000A0JV755,125.23,
2024-08-12,RU000A0JT6B2,102.47,12.86
2024-08-12,RU000A0JTB96,88.73,71.92
2024-08-12,RU000A0JSGV0,88.52,17.89
2024-08-12,RU000A0JUT85,37.93,10.1
2024-08-12,RU000A0JS4L7,116.3,7.18
2024-08-13,RU000A0JV0T3,98.5,
2024-08-13,RU000A0JUKX4,102.07,10.76
2024-08-13,RU000A0JRJL7,122.96,6.32
2024-08-13,RU000A0JV0U1,100.63,15.55
2024-08-13,RU000A0JRU20,90.78,112.79
2024-08-13,RU000A0JRJB8,129.95,5.2
2024-08-13,RU000A0JS4K9,99.0,10.29
2024-08-13,RU000A0JR4U9,99.5,5.44
2024-08-13,RU000A0JUG98,75.05,22.05
2024-08-13,RU000A0JUAG0,100.0,16.81
2024-08-13,RU000A0JRU46,91.2,108.76
2024-08-13,RU000A0JV4R9,100.0,
2024-08-13,RU000A0JSQ58,99.32,17.48
2024-08-13,RU000A0JRZ74,85.79,17.84
2024-08-13,RU000A0JTZF1,116.05,
2024-08-13,RU000A0JU9K4,98.9,
2024-08-13,RU000A0JQAM6,98.88,33.77
2024-08-13,RU000A0JTFB2,96.99,9.51
2024-08-13,RU000A0JTW83,101.99,
2024-08-13,KG000A3LSJ06,96.14,18.65
2024-08-13,RU000A0JTU85,98.83,17.72
2024-08-13,KG000A3LSC78,100.2954,15.26
2024-08-13,RU000A0JS4Z7,97.9,13.92
2024-08-13,RU000A1037P0,100.0,
2024-08-13,RU000A0JUAH8,97.51,18.1
2024-08-13,RU000A0JVNL1,99.85,
2024-08-13,RU000A0JT403,98.66,20.07
2024-08-13,RU000A0ZZAL5,98.3,
2024-08-13,RU000A0JU0N7,84.5,16.32
2024-08-13,RU000A0JS4J1,112.49,7.77
2024-08-13,RU000A0JV755,125.23,
2024-08-13,RU000A0JT6B2,98.89,15.53
2024-08-13,RU000A0JTB96,88.73,71.92
2024-08-13,RU000A0JSGV0,88.88,17.63
2024-08-13,RU000A0JUT85,37.93,10.1
2024-08-13,RU000A0JS4L7,116.3,7.18
2024-08-14,RU000A0JV0T3,98.5,
2024-08-14,RU000A0JUKX4,102.07,10.76
2024-08-14,RU000A0JRJL7,122.96,6.32
2024-08-14,RU000A0JV0U1,100.63,15.5
2024-08-14,RU000A0JRU20,90.78,112.79
2024-08-14,RU000A0JRJB8,129.95,5.2
2024-08-14,RU000A0JS4K9,99.0,10.29
2024-08-14,RU000A0JR4U9,99.5,5.44
2024-08-14,RU000A0JUG98,75.05,22.05
2024-08-14,RU000A0JUAG0,99.9,17.27
2024-08-14,RU000A0JRU46,91.2,108.76
2024-08-14,RU000A0JV4R9,100.0,
2024-08-14,RU000A0JSQ58,100.75,15.65
2024-08-14,RU000A0JRZ74,85.79,17.84
2024-08-14,RU000A0JTZF1,116.05,
2024-08-14,RU000A0JU9K4,98.9,
2024-08-14,RU000A0JQAM6,98.88,33.77
2024-08-14,RU000A0JTFB2,96.99,9.51
2024-08-14,RU000A0JTW83,101.99,
2024-08-14,KG000A3LSJ06,96.0,18.79
2024-08-14,RU000A0JTU85,98.59,18.21
2024-08-14,KG000A3LSC78,100.2954,15.26
2024-08-14,RU000A0JS4Z7,96.21,17.74
2024-08-14,RU000A1037P0,100.0,
2024-08-14,RU000A0JUAH8,97.44,18.57
2024-08-14,RU000A0JVNL1,99.85,
2024-08-14,RU000A0JT403,98.68,20.17
2024-08-14,RU000A0ZZAL5,98.3,
2024-08-14,RU000A0JU0N7,83.44,17.73
2024-08-14,RU000A0JS4J1,112.49,7.77
