secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group,date
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-03-25,99.79,99.81,99.6,99.81,99.72,10036,10008377.7,16.73,19.99,2032-09-23,0.3,2026-04-04,35.25,7.48,37.3,1000.0,RUB,58,2024-03-25
RU000A0JTB96,TQCB,ГлДорога 7,2024-03-25,82.62,,,,,0,0.0,,,2029-10-30,,,11.42,4.0,29.92,750.0,RUB,58,2024-03-25
RU000A0JTFB2,TQCB,ГлДорога 6,2024-03-25,88.77,,,,,0,0.0,,,2028-11-22,,,8.01,4.0,24.93,625.0,RUB,58,2024-03-25
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-25,100.18,99.95,99.95,100.45,100.05,277,277151.6,15.35,15.5,2028-03-21,11.7,2024-03-29,33.72,6.8,33.91,1000.0,RUB,58,2024-03-25
RU000A0JTW83,TQCB,ДОМ.РФ25об,2024-03-25,101.99,,,,,0,0.0,,,2026-10-01,,2024-04-03,29.64,16.1,32.11,800.0,RUB,58,2024-03-25
RU000A0JTYJ6,TQCB,ФСК РС-23,2024-03-25,,,,,,0,0.0,,,2048-04-27,,,6.46,8.42,20.99,1000.0,RUB,58,2024-03-25
RU000A0JTYK4,TQCB,ФСК РС-28,2024-03-25,,,,,,0,0.0,,,2048-04-27,,,6.46,8.42,20.99,1000.0,RUB,58,2024-03-25
RU000A0JTZF1,TQCB,ДОМ.РФ26об,2024-03-25,116.05,,,,,0,0.0,,,2029-11-01,,2024-11-05,20.33,14.0,34.52,1000.0,RUB,58,2024-03-25
RU000A0JU0N7,TQCB,БМБанкБ02,2024-03-25,87.0,86.0,86.0,92.0,86.96,93,80870.0,9.75,9.78,2025-09-24,18.23,,0.0,0.01,0.05,1000.0,RUB,58,2024-03-25
RU000A0JU2K9,TQCB,ФСК РС-26,2024-03-25,,,,,,0,0.0,,,2048-06-30,,2047-07-09,12.69,8.42,20.99,1000.0,RUB,58,2024-03-25
RU000A0JU2L7,TQCB,ФСК РС-27,2024-03-25,,,,,,0,0.0,,,2048-06-30,,2047-07-09,12.69,8.42,20.99,1000.0,RUB,58,2024-03-25
RU000A0JU7S1,TQCB,ФСК РС-29,2024-03-25,,,,,,0,0.0,,,2048-09-07,,,17.89,8.48,21.14,1000.0,RUB,58,2024-03-25
RU000A0JU9K4,TQIR,Ситимат01,2024-03-25,98.9,,,,,0,0.0,,,2036-12-20,,,101.77,11.5,115.0,1000.0,RUB,58,2024-03-25
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-03-25,100.42,,,,,0,0.0,,,2025-11-11,1.63,2024-05-16,56.05,15.5,77.29,1000.0,RUB,58,2024-03-25
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-25,95.07,95.05,94.24,95.07,94.75,48,45479.9,15.75,16.37,2028-11-07,7.5,2024-11-15,24.41,6.75,33.66,1000.0,RUB,58,2024-03-25
RU000A0JUAN6,TQCB,ГазпромБ19,2024-03-25,,,,,,0,0.0,,,2043-10-21,,,25.12,7.0,34.9,1000.0,RUB,58,2024-03-25
RU000A0JUAP1,TQCB,ГазпромБ20,2024-03-25,,,,,,0,0.0,,,2043-10-21,,,25.12,7.0,34.9,1000.0,RUB,58,2024-03-25
RU000A0JUC92,TQCB,ФСК РС-30,2024-03-25,,,,,,0,0.0,,,2048-10-30,,2046-11-12,5.55,8.44,21.04,1000.0,RUB,58,2024-03-25
RU000A0JUCA9,TQCB,ФСК РС-34,2024-03-25,,,,,,0,0.0,,,2048-10-30,,2047-11-11,5.55,8.44,21.04,1000.0,RUB,58,2024-03-25
RU000A0JUG98,TQCB,МежИнБанк4,2024-03-25,108.0,,,,,0,0.0,,,2025-11-06,,,0.04,0.01,0.05,1000.0,RUB,58,2024-03-25
RU000A0JUKX4,TQCB,ДОМ.РФ30об,2024-03-25,100.01,,,,,0,0.0,,,2033-03-01,,2025-03-04,9.24,14.05,35.41,1000.0,RUB,58,2024-03-25
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-03-25,29.5,,,,,0,0.0,,,2034-08-04,,,34.71,0.51,87.58,1000.0,RUB,58,2024-03-25
RU000A0JV0T3,TQIR,Ситимат02,2024-03-25,98.5,,,,,0,0.0,,,2036-12-20,,,25.61,16.0,45.6,285.0,RUB,58,2024-03-25
RU000A0JV0U1,TQCB,АльфаБО-15,2024-03-25,99.87,98.94,98.94,100.12,99.89,18,17980.0,9.81,9.67,2029-11-13,1.87,,30.31,8.85,44.13,1000.0,RUB,58,2024-03-25
RU000A0JV4R9,TQCB,ДОМ.РФ31об,2024-03-25,100.0,,,,,0,0.0,,,2034-02-01,,2025-02-04,20.33,14.0,69.81,1000.0,RUB,58,2024-03-25
RU000A0JV755,TQCB,АИЖК14-2А3,2024-03-25,125.23,,,,,0,0.0,,,2047-06-13,,,0.68,10.5,5.18,195.67,RUB,58,2024-03-25
RU000A0JVB19,TQCB,РЖД-33 обл,2024-03-25,,,,,,0,0.0,,,2040-02-28,,,1.38,8.42,41.98,1000.0,RUB,58,2024-03-25
RU000A0JVB27,TQCB,РЖД-34 обл,2024-03-25,,,,,,0,0.0,,,2040-02-28,,,1.38,8.42,41.98,1000.0,RUB,58,2024-03-25
RU000A0JVCB5,TQCB,ФСК РС-37,2024-03-25,,,,,,0,0.0,,,2050-03-23,,2045-04-05,14.17,8.48,21.14,1000.0,RUB,58,2024-03-25
RU000A0JVNL1,TQOD,ВЭБUSD1P-1,2024-03-25,99.85,,,,,0,0.0,,,2025-07-17,,,5.67,3.09,15.41,1000.0,USD,193,2024-03-25
RU000A0ZZAL5,TQOD,ГТЛК 1P-11,2024-03-25,98.3,,,,,0,0.0,,,2033-06-03,,2024-06-19,0.03,0.1,0.25,1000.0,USD,193,2024-03-25
RU000A1037P0,TQOD,Экспо02ВК,2024-03-25,100.0,,,,,0,0.0,,,,,,3421.23,7.5,5609.59,150000.0,USD,193,2024-03-25
KG000A3LSC78,TQCB,Кыргыз. 01,2024-03-26,100.0,103.0499,100.0,103.0499,101.22,125,13114.19,16.14,15.26,2025-12-25,19.03,,0.0446,15.5,3.88,100.0,KGS,58,2024-03-26
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-26,99.42,99.89,98.95,99.89,99.38,2655,263865.37,15.47,15.5,2025-12-26,19.17,,0.0,14.5,3.63,100.0,RUB,58,2024-03-26
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-03-26,106.8,,,,,0,0.0,,,2028-09-15,5.73,,5.58,18.5,93.26,1000.0,RUB,58,2024-03-26
RU000A0JR4U9,TQCB,ГлДорога 3,2024-03-26,99.46,,,,,0,0.0,,,2028-10-30,,,9.66,4.0,24.93,625.0,RUB,58,2024-03-26
RU000A0JRJB8,TQCB,ЗСД 01,2024-03-26,108.0,108.0,108.0,108.0,108.0,1,1080.0,9.1,9.1,2031-05-13,62.2,,36.04,10.44,52.06,1000.0,RUB,58,2024-03-26
RU000A0JRJL7,TQCB,ЗСД 02,2024-03-26,122.99,,,,,0,0.0,,,2031-05-13,,,36.04,10.44,52.06,1000.0,RUB,58,2024-03-26
RU000A0JRU20,TQCB,СЗКК 03,2024-03-26,97.88,96.87,96.87,97.88,97.38,2,1441.15,149.52,204.71,2031-09-26,0.3,,28.42,8.15,30.07,740.0,RUB,58,2024-03-26
RU000A0JRU46,TQCB,СЗКК 04,2024-03-26,98.0,,,,,0,0.0,,,2031-09-26,,,28.42,8.15,30.07,740.0,RUB,58,2024-03-26
RU000A0JRZ74,TQCB,БМБанкБ03,2024-03-26,87.19,87.19,87.19,87.19,87.19,88,76727.2,11.1,11.1,2025-07-16,15.87,2024-04-27,0.02,0.01,0.05,1000.0,RUB,58,2024-03-26
RU000A0JS4J1,TQCB,ЗСД 03,2024-03-26,114.0,,,,,0,0.0,,,2032-02-06,,,10.51,9.84,49.07,1000.0,RUB,58,2024-03-26
RU000A0JS4K9,TQCB,ЗСД 04,2024-03-26,109.38,,,,,0,0.0,,,2032-02-06,,,10.51,9.84,49.07,1000.0,RUB,58,2024-03-26
RU000A0JS4L7,TQCB,ЗСД 05,2024-03-26,116.0,,,,,0,0.0,,,2032-02-06,,,10.51,9.84,49.07,1000.0,RUB,58,2024-03-26
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-26,95.31,96.57,95.26,96.57,95.55,8,7644.3,15.47,15.14,2032-02-17,10.9,,7.12,9.28,46.27,1000.0,RUB,58,2024-03-26
RU000A0JS9X1,TQIR,СитиматНН,2024-03-26,,,,,,0,0.0,,,2036-12-20,,,110.27,11.5,115.0,1000.0,RUB,58,2024-03-26
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-26,91.44,90.69,90.41,92.36,91.44,71,64923.0,14.85,14.85,2032-06-25,24.73,,21.75,9.8,48.87,1000.0,RUB,58,2024-03-26
RU000A0JSQ58,TQCB,ФСК РС-22,2024-03-26,98.0,98.01,98.0,98.01,98.0,29,28420.3,16.16,16.16,2027-07-21,3.97,2024-07-31,15.54,9.15,45.62,1000.0,RUB,58,2024-03-26
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-03-26,96.94,96.59,96.59,96.96,96.89,68,65885.2,14.67,14.79,2032-09-17,5.9,2024-10-01,37.61,7.67,38.24,1000.0,RUB,58,2024-03-26
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-03-26,99.7,99.58,98.49,99.71,99.65,573,571021.6,14.81,14.84,2032-09-23,21.43,2026-04-04,35.45,7.48,37.3,1000.0,RUB,58,2024-03-26
RU000A0JTB96,TQCB,ГлДорога 7,2024-03-26,82.62,,,,,0,0.0,,,2029-10-30,,,11.51,4.0,29.92,750.0,RUB,58,2024-03-26
RU000A0JTFB2,TQCB,ГлДорога 6,2024-03-26,88.77,,,,,0,0.0,,,2028-11-22,,,8.08,4.0,24.93,625.0,RUB,58,2024-03-26
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-26,100.0,99.95,99.85,100.47,100.2,50081,50181043.9,15.56,15.32,2028-03-21,11.67,2024-03-29,0.0,6.8,33.91,1000.0,RUB,58,2024-03-26
RU000A0JTW83,TQCB,ДОМ.РФ25об,2024-03-26,101.99,,,,,0,0.0,,,2026-10-01,,2024-07-03,29.99,16.1,32.11,800.0,RUB,58,2024-03-26
RU000A0JTYJ6,TQCB,ФСК РС-23,2024-03-26,,,,,,0,0.0,,,2048-04-27,,,6.69,8.42,20.99,1000.0,RUB,58,2024-03-26
RU000A0JTYK4,TQCB,ФСК РС-28,2024-03-26,,,,,,0,0.0,,,2048-04-27,,,6.69,8.42,20.99,1000.0,RUB,58,2024-03-26
RU000A0JTZF1,TQCB,ДОМ.РФ26об,2024-03-26,116.05,,,,,0,0.0,,,2029-11-01,,2024-11-05,20.71,14.0,34.52,1000.0,RUB,58,2024-03-26
RU000A0JU0N7,TQCB,БМБанкБ02,2024-03-26,92.27,89.01,89.01,92.27,92.22,72,66401.8,5.54,5.57,2025-09-24,18.2,2024-04-27,0.0,0.01,0.05,1000.0,RUB,58,2024-03-26
RU000A0JU2K9,TQCB,ФСК РС-26,2024-03-26,,,,,,0,0.0,,,2048-06-30,,2047-07-09,12.92,8.42,20.99,1000.0,RUB,58,2024-03-26
RU000A0JU2L7,TQCB,ФСК РС-27,2024-03-26,,,,,,0,0.0,,,2048-06-30,,2047-07-09,12.92,8.42,20.99,1000.0,RUB,58,2024-03-26
RU000A0JU7S1,TQCB,ФСК РС-29,2024-03-26,,,,,,0,0.0,,,2048-09-07,,,18.12,8.48,21.14,1000.0,RUB,58,2024-03-26
RU000A0JU9K4,TQIR,Ситимат01,2024-03-26,98.9,,,,,0,0.0,,,2036-12-20,,,102.08,11.5,115.0,1000.0,RUB,58,2024-03-26
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-03-26,100.31,97.14,97.11,100.31,98.35,9,8851.5,13.09,30.34,2025-11-11,1.6,2024-05-16,56.48,15.5,77.29,1000.0,RUB,58,2024-03-26
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-26,95.17,95.45,93.98,95.46,94.51,91,86008.5,15.59,16.88,2028-11-07,7.47,2024-11-15,24.6,6.75,33.66,1000.0,RUB,58,2024-03-26
RU000A0JUAN6,TQCB,ГазпромБ19,2024-03-26,,,,,,0,0.0,,,2043-10-21,,,25.32,7.0,34.9,1000.0,RUB,58,2024-03-26
RU000A0JUAP1,TQCB,ГазпромБ20,2024-03-26,,,,,,0,0.0,,,2043-10-21,,,25.32,7.0,34.9,1000.0,RUB,58,2024-03-26
RU000A0JUC92,TQCB,ФСК РС-30,2024-03-26,,,,,,0,0.0,,,2048-10-30,,2046-11-12,5.78,8.44,21.04,1000.0,RUB,58,2024-03-26
RU000A0JUCA9,TQCB,ФСК РС-34,2024-03-26,,,,,,0,0.0,,,2048-10-30,,2047-11-11,5.78,8.44,21.04,1000.0,RUB,58,2024-03-26
RU000A0JUG98,TQCB,МежИнБанк4,2024-03-26,108.0,,,,,0,0.0,,,2025-11-06,,,0.04,0.01,0.05,1000.0,RUB,58,2024-03-26
RU000A0JUKX4,TQCB,ДОМ.РФ30об,2024-03-26,100.82,104.99,100.82,104.99,103.6,6,6216.0,13.74,10.31,2033-03-01,10.7,2025-03-04,9.62,14.05,35.41,1000.0,RUB,58,2024-03-26
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-03-26,29.5,,,,,0,0.0,,,2034-08-04,,,34.72,0.51,87.58,1000.0,RUB,58,2024-03-26
RU000A0JV0T3,TQIR,Ситимат02,2024-03-26,98.5,,,,,0,0.0,,,2036-12-20,,,25.74,16.0,45.6,285.0,RUB,58,2024-03-26
RU000A0JV0U1,TQCB,АльфаБО-15,2024-03-26,99.87,,,,,0,0.0,,,2029-11-13,1.83,,30.55,8.85,44.13,1000.0,RUB,58,2024-03-26
RU000A0JV4R9,TQCB,ДОМ.РФ31об,2024-03-26,100.0,,,,,0,0.0,,,2034-02-01,,2025-02-04,20.71,14.0,69.81,1000.0,RUB,58,2024-03-26
RU000A0JV755,TQCB,АИЖК14-2А3,2024-03-26,125.23,,,,,0,0.0,,,2047-06-13,,,0.73,10.5,5.18,195.67,RUB,58,2024-03-26
RU000A0JVB19,TQCB,РЖД-33 обл,2024-03-26,,,,,,0,0.0,,,2040-02-28,,,1.61,8.42,41.98,1000.0,RUB,58,2024-03-26
RU000A0JVB27,TQCB,РЖД-34 обл,2024-03-26,,,,,,0,0.0,,,2040-02-28,,,1.61,8.42,41.98,1000.0,RUB,58,2024-03-26
RU000A0JVCB5,TQCB,ФСК РС-37,2024-03-26,,,,,,0,0.0,,,2050-03-23,,2045-04-05,14.4,8.48,21.14,1000.0,RUB,58,2024-03-26
RU000A0JVNL1,TQOD,ВЭБUSD1P-1,2024-03-26,99.85,,,,,0,0.0,,,2025-07-17,,,5.76,3.09,15.41,1000.0,USD,193,2024-03-26
RU000A0ZZAL5,TQOD,ГТЛК 1P-11,2024-03-26,98.3,,,,,0,0.0,,,2033-06-03,,2024-06-19,0.03,0.1,0.25,1000.0,USD,193,2024-03-26
RU000A1037P0,TQOD,Экспо02ВК,2024-03-26,100.0,,,,,0,0.0,,,,,,3452.05,7.5,5609.59,150000.0,USD,193,2024-03-26
KG000A3LSC78,TQCB,Кыргыз. 01,2024-03-27,98.5,98.5,98.5,102.9984,99.1921,13,1333.64,17.26,16.74,2025-12-25,18.97,,0.0891,15.5,3.88,100.0,KGS,58,2024-03-27
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-27,99.3,99.84,98.87,99.84,99.59,21486,2139765.61,15.55,15.34,2025-12-26,19.17,,0.0403,14.5,3.63,100.0,RUB,58,2024-03-27
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-03-27,106.8,,,,,0,0.0,,,2028-09-15,5.7,,6.08,18.5,93.26,1000.0,RUB,58,2024-03-27
RU000A0JR4U9,TQCB,ГлДорога 3,2024-03-27,92.76,94.13,92.76,94.13,93.54,11,6431.12,17.48,15.89,2028-10-30,7.37,,9.73,4.0,24.93,625.0,RUB,58,2024-03-27
RU000A0JRJB8,TQCB,ЗСД 01,2024-03-27,108.0,,,,,0,0.0,,,2031-05-13,61.27,,36.33,10.44,52.06,1000.0,RUB,58,2024-03-27
RU000A0JRJL7,TQCB,ЗСД 02,2024-03-27,121.49,121.49,121.49,121.49,121.49,1,1214.9,6.72,6.72,2031-05-13,63.8,,36.33,10.44,52.06,1000.0,RUB,58,2024-03-27
RU000A0JRU20,TQCB,СЗКК 03,2024-03-27,97.88,,,,,0,0.0,,,2031-09-26,,,28.59,8.15,30.07,740.0,RUB,58,2024-03-27
RU000A0JRU46,TQCB,СЗКК 04,2024-03-27,98.0,,,,,0,0.0,,,2031-09-26,,,28.59,8.15,30.07,740.0,RUB,58,2024-03-27
RU000A0JRZ74,TQCB,БМБанкБ03,2024-03-27,96.95,96.95,96.95,96.95,96.95,7,6786.5,2.42,2.42,2025-07-16,15.83,2024-04-27,0.02,0.01,0.05,1000.0,RUB,58,2024-03-27
RU000A0JS4J1,TQCB,ЗСД 03,2024-03-27,114.0,,,,,0,0.0,,,2032-02-06,,,10.78,9.84,49.07,1000.0,RUB,58,2024-03-27
RU000A0JS4K9,TQCB,ЗСД 04,2024-03-27,109.38,,,,,0,0.0,,,2032-02-06,,,10.78,9.84,49.07,1000.0,RUB,58,2024-03-27
RU000A0JS4L7,TQCB,ЗСД 05,2024-03-27,116.0,,,,,0,0.0,,,2032-02-06,,,10.78,9.84,49.07,1000.0,RUB,58,2024-03-27
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-27,95.9,95.28,95.27,95.9,95.37,7,6675.7,14.69,15.4,2032-02-17,10.87,,7.37,9.28,46.27,1000.0,RUB,58,2024-03-27
RU000A0JS9X1,TQIR,СитиматНН,2024-03-27,,,,,,0,0.0,,,2036-12-20,,,110.59,11.5,115.0,1000.0,RUB,58,2024-03-27
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-27,92.07,91.4,91.39,92.55,91.45,880,804740.8,14.47,14.85,2032-06-25,24.7,,22.02,9.8,48.87,1000.0,RUB,58,2024-03-27
RU000A0JSQ58,TQCB,ФСК РС-22,2024-03-27,98.0,98.01,98.0,98.01,98.0,7,6860.3,16.21,16.21,2027-07-21,3.93,2024-07-31,15.79,9.15,45.62,1000.0,RUB,58,2024-03-27
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-03-27,96.96,97.05,95.3,97.05,96.96,608,589502.1,14.66,14.66,2032-09-17,5.87,2024-10-01,37.82,7.67,38.24,1000.0,RUB,58,2024-03-27
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-03-27,98.51,99.91,98.51,100.0,100.0,19013,19012916.4,15.58,14.64,2032-09-23,21.4,2026-04-04,35.66,7.48,37.3,1000.0,RUB,58,2024-03-27
RU000A0JTB96,TQCB,ГлДорога 7,2024-03-27,82.62,,,,,0,0.0,,,2029-10-30,,,11.59,4.0,29.92,750.0,RUB,58,2024-03-27
RU000A0JTFB2,TQCB,ГлДорога 6,2024-03-27,88.77,,,,,0,0.0,,,2028-11-22,,,8.15,4.0,24.93,625.0,RUB,58,2024-03-27
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-27,100.1,100.1,99.99,100.2,100.12,181350,181564264.9,15.44,15.42,2028-03-21,11.63,2024-03-29,0.41,15.0,74.79,1000.0,RUB,58,2024-03-27
RU000A0JTW83,TQCB,ДОМ.РФ25об,2024-03-27,101.99,,,,,0,0.0,,,2026-10-01,,2024-07-03,30.35,16.1,32.11,800.0,RUB,58,2024-03-27
RU000A0JTYJ6,TQCB,ФСК РС-23,2024-03-27,,,,,,0,0.0,,,2048-04-27,,,6.92,8.42,20.99,1000.0,RUB,58,2024-03-27
RU000A0JTYK4,TQCB,ФСК РС-28,2024-03-27,,,,,,0,0.0,,,2048-04-27,,,6.92,8.42,20.99,1000.0,RUB,58,2024-03-27
RU000A0JTZF1,TQCB,ДОМ.РФ26об,2024-03-27,116.05,,,,,0,0.0,,,2029-11-01,,2024-11-05,21.1,14.0,34.52,1000.0,RUB,58,2024-03-27
RU000A0JU0N7,TQCB,БМБанкБ02,2024-03-27,92.27,,,,,0,0.0,,,2025-09-24,18.17,2024-04-27,0.0,0.01,0.05,1000.0,RUB,58,2024-03-27
RU000A0JU2K9,TQCB,ФСК РС-26,2024-03-27,,,,,,0,0.0,,,2048-06-30,,2047-07-09,13.15,8.42,20.99,1000.0,RUB,58,2024-03-27
RU000A0JU2L7,TQCB,ФСК РС-27,2024-03-27,,,,,,0,0.0,,,2048-06-30,,2047-07-09,13.15,8.42,20.99,1000.0,RUB,58,2024-03-27
RU000A0JU7S1,TQCB,ФСК РС-29,2024-03-27,,,,,,0,0.0,,,2048-09-07,,,18.35,8.48,21.14,1000.0,RUB,58,2024-03-27
RU000A0JU9K4,TQIR,Ситимат01,2024-03-27,98.9,,,,,0,0.0,,,2036-12-20,,,102.4,11.5,115.0,1000.0,RUB,58,2024-03-27
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-03-27,100.34,100.34,100.34,100.34,100.34,1,1003.4,12.78,12.78,2025-11-11,1.57,2024-05-16,56.9,15.5,77.29,1000.0,RUB,58,2024-03-27
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-27,95.01,93.87,93.87,95.21,94.79,103,97632.9,15.94,16.37,2028-11-07,7.43,2024-11-15,24.78,6.75,33.66,1000.0,RUB,58,2024-03-27
RU000A0JUAN6,TQCB,ГазпромБ19,2024-03-27,,,,,,0,0.0,,,2043-10-21,,,25.51,7.0,34.9,1000.0,RUB,58,2024-03-27
RU000A0JUAP1,TQCB,ГазпромБ20,2024-03-27,,,,,,0,0.0,,,2043-10-21,,,25.51,7.0,34.9,1000.0,RUB,58,2024-03-27
RU000A0JUC92,TQCB,ФСК РС-30,2024-03-27,,,,,,0,0.0,,,2048-10-30,,2046-11-12,6.01,8.44,21.04,1000.0,RUB,58,2024-03-27
RU000A0JUCA9,TQCB,ФСК РС-34,2024-03-27,,,,,,0,0.0,,,2048-10-30,,2047-11-11,6.01,8.44,21.04,1000.0,RUB,58,2024-03-27
RU000A0JUG98,TQCB,МежИнБанк4,2024-03-27,108.0,,,,,0,0.0,,,2025-11-06,,,0.04,0.01,0.05,1000.0,RUB,58,2024-03-27
RU000A0JUKX4,TQCB,ДОМ.РФ30об,2024-03-27,100.82,,,,,0,0.0,,,2033-03-01,,2025-03-04,10.01,14.05,35.41,1000.0,RUB,58,2024-03-27
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-03-27,36.23,36.23,36.23,36.23,36.23,1,362.3,10.22,10.22,2034-08-04,126.03,,34.74,0.51,87.58,1000.0,RUB,58,2024-03-27
RU000A0JV0T3,TQIR,Ситимат02,2024-03-27,98.5,,,,,0,0.0,,,2036-12-20,,,25.86,16.0,45.6,285.0,RUB,58,2024-03-27
RU000A0JV0U1,TQCB,АльфаБО-15,2024-03-27,99.87,,,,,0,0.0,,,2029-11-13,1.8,,30.79,8.85,44.13,1000.0,RUB,58,2024-03-27
RU000A0JV4R9,TQCB,ДОМ.РФ31об,2024-03-27,100.0,,,,,0,0.0,,,2034-02-01,,2025-02-04,21.1,14.0,69.81,1000.0,RUB,58,2024-03-27
RU000A0JV755,TQCB,АИЖК14-2А3,2024-03-27,125.23,,,,,0,0.0,,,2047-06-13,,,0.79,10.5,5.18,195.67,RUB,58,2024-03-27
RU000A0JVB19,TQCB,РЖД-33 обл,2024-03-27,,,,,,0,0.0,,,2040-02-28,,,1.85,8.42,41.98,1000.0,RUB,58,2024-03-27
RU000A0JVB27,TQCB,РЖД-34 обл,2024-03-27,,,,,,0,0.0,,,2040-02-28,,,1.85,8.42,41.98,1000.0,RUB,58,2024-03-27
RU000A0JVCB5,TQCB,ФСК РС-37,2024-03-27,,,,,,0,0.0,,,2050-03-23,,2045-04-05,14.64,8.48,21.14,1000.0,RUB,58,2024-03-27
RU000A0JVNL1,TQOD,ВЭБUSD1P-1,2024-03-27,99.85,,,,,0,0.0,,,2025-07-17,,,5.84,3.09,15.41,1000.0,USD,193,2024-03-27
RU000A0ZZAL5,TQOD,ГТЛК 1P-11,2024-03-27,98.3,,,,,0,0.0,,,2033-06-03,,2024-06-19,0.03,0.1,0.25,1000.0,USD,193,2024-03-27
RU000A1037P0,TQOD,Экспо02ВК,2024-03-27,100.0,,,,,0,0.0,,,,,,3482.88,7.5,5609.59,150000.0,USD,193,2024-03-27
KG000A3LSC78,TQCB,Кыргыз. 01,2024-03-28,99.9999,102.9992,99.9999,102.9992,101.2458,65,6807.56,16.14,15.24,2025-12-25,18.97,,0.1336,15.5,3.88,100.0,KGS,58,2024-03-28
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-28,97.82,99.11,95.06,99.8,98.0,88096,8633553.15,16.65,16.51,2025-12-26,19.1,,0.0806,14.5,3.63,100.0,RUB,58,2024-03-28
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-03-28,106.8,,,,,0,0.0,,,2028-09-15,5.67,,6.59,18.5,93.26,1000.0,RUB,58,2024-03-28
RU000A0JR4U9,TQCB,ГлДорога 3,2024-03-28,92.77,,,,,0,0.0,,,2028-10-30,,,9.79,4.0,24.93,625.0,RUB,58,2024-03-28
RU000A0JRJB8,TQCB,ЗСД 01,2024-03-28,108.09,108.09,108.09,108.09,108.09,1,1080.9,9.08,9.08,2031-05-13,62.17,,36.61,10.44,52.06,1000.0,RUB,58,2024-03-28
RU000A0JRJL7,TQCB,ЗСД 02,2024-03-28,104.23,121.42,104.23,121.42,112.83,2,2256.5,9.83,8.2,2031-05-13,62.77,,36.61,10.44,52.06,1000.0,RUB,58,2024-03-28
RU000A0JRU20,TQCB,СЗКК 03,2024-03-28,97.88,,,,,0,0.0,,,2031-09-26,,,28.75,8.15,30.07,740.0,RUB,58,2024-03-28
RU000A0JRU46,TQCB,СЗКК 04,2024-03-28,98.0,,,,,0,0.0,,,2031-09-26,,,28.75,8.15,30.07,740.0,RUB,58,2024-03-28
RU000A0JRZ74,TQCB,БМБанкБ03,2024-03-28,96.95,,,,,0,0.0,,,2025-07-16,15.8,2024-04-27,0.02,0.01,0.05,1000.0,RUB,58,2024-03-28
RU000A0JS4J1,TQCB,ЗСД 03,2024-03-28,114.0,,,,,0,0.0,,,2032-02-06,,,11.05,9.84,49.07,1000.0,RUB,58,2024-03-28
RU000A0JS4K9,TQCB,ЗСД 04,2024-03-28,112.7,112.7,112.7,112.7,112.7,1,1127.0,7.81,7.81,2032-02-06,69.83,,11.05,9.84,49.07,1000.0,RUB,58,2024-03-28
RU000A0JS4L7,TQCB,ЗСД 05,2024-03-28,116.0,,,,,0,0.0,,,2032-02-06,,,11.05,9.84,49.07,1000.0,RUB,58,2024-03-28
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-28,96.13,96.65,95.61,96.65,96.07,5,4803.3,14.4,14.48,2032-02-17,10.83,,7.63,9.28,46.27,1000.0,RUB,58,2024-03-28
RU000A0JS9X1,TQIR,СитиматНН,2024-03-28,,,,,,0,0.0,,,2036-12-20,,,110.9,11.5,115.0,1000.0,RUB,58,2024-03-28
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-28,92.47,93.17,91.72,93.17,92.54,56,51820.3,14.24,14.2,2032-06-25,24.7,,22.28,9.8,48.87,1000.0,RUB,58,2024-03-28
RU000A0JSQ58,TQCB,ФСК РС-22,2024-03-28,98.0,,,,,0,0.0,,,2027-07-21,3.9,2024-07-31,16.04,9.15,45.62,1000.0,RUB,58,2024-03-28
