,RU000A0JV0T3,RU000A0JUKX4,RU000A0JRJL7,RU000A0JUCA9,RU000A0JV0U1,RU000A0JRU20,RU000A0JRJB8,RU000A0JVCB5,RU000A0JU2L7,RU000A0JS4K9,RU000A0JUC92,RU000A0JR4U9,RU000A0JTYK4,RU000A0JUG98,RU000A0JUAG0,RU000A0JRU46,RU000A0JV4R9,RU000A0JSQ58,RU000A0JRZ74,RU000A0JS9X1,RU000A0JTZF1,RU000A0JVB19,RU000A0JU9K4,RU000A0JQAM6,RU000A0JTFB2,RU000A0JTW83,RU000A0JU7S1,KG000A3LSJ06,RU000A0JTU85,KG000A3LSC78,RU000A0JS4Z7,RU000A1037P0,RU000A0JUAH8,RU000A0JVNL1,RU000A0JT403,RU000A0ZZAL5,RU000A0JU0N7,RU000A0JTYJ6,RU000A0JU2K9,RU000A0JS4J1,RU000A0JUAN6,RU000A0JV755,RU000A0JT6B2,RU000A0JUAP1,RU000A0JTB96,RU000A0JSGV0,RU000A0JVB27,RU000A0JUT85,RU000A0JS4L7
2024-05-20,,7.7,7.34,,12.09,22.71,2.42,,,8.78,,6.22,,12.86,17.54,43.92,,13.55,14.31,,,,,-2.44,9.51,,,16.45,15.22,16.14,15.66,,15.72,,16.08,,13.09,,,8.15,,,14.14,,22.18,15.3,,12.68,7.26
2024-05-21,,7.07,10.5,,12.09,22.71,7.82,,,9.31,,6.22,,12.86,19.61,20.35,,13.62,14.31,,,,,-2.61,9.51,,,16.71,14.79,16.14,15.83,,16.12,,16.62,,13.09,,,8.15,,,15.1,,22.18,15.11,,12.65,7.26
2024-05-22,,7.07,7.78,,12.09,34.71,3.13,,,9.31,,6.22,,12.86,17.39,20.35,,13.62,14.31,,,,,-2.61,9.51,,,16.6,15.23,24.83,16.03,,15.19,,16.76,,13.09,,,8.15,,,15.1,,22.18,15.45,,13.07,7.26
2024-05-23,,10.25,10.46,,12.09,24.54,3.13,,,9.31,,6.22,,12.86,8.95,20.35,,9.85,14.31,,,,,-2.94,9.51,,,16.65,15.06,22.88,16.39,,15.61,,16.01,,13.18,,,7.77,,,15.1,,22.18,15.64,,13.07,7.26
2024-05-24,,7.43,7.77,,12.09,19.71,3.13,,,9.31,,6.22,,12.86,19.58,20.35,,9.85,14.51,,,,,0.38,9.51,,,17.35,15.95,24.88,16.43,,15.51,,16.84,,13.18,,,7.77,,,15.44,,22.18,15.98,,13.07,7.26
2024-05-27,,6.34,9.78,,12.59,20.08,3.13,,,9.31,,6.22,,12.86,19.58,20.35,,20.78,17.87,,,,,0.38,9.51,,,17.51,15.76,24.89,17.05,,15.43,,16.91,,13.18,,,7.77,,,15.11,,22.18,16.17,,13.07,7.26
2024-05-28,,6.34,9.78,,12.59,20.08,8.1,,,9.31,,19.41,,22.05,19.05,20.35,,12.79,17.87,,,,,0.38,9.51,,,17.63,15.48,24.9,15.7,,16.8,,16.2,,13.18,,,7.77,,,13.72,,22.18,16.17,,12.38,7.26
2024-05-29,,6.34,9.78,,16.57,20.08,3.74,,,9.31,,5.16,,22.05,19.64,20.35,,12.79,17.87,,,,,-0.08,9.51,,,17.48,15.73,35.64,15.72,,16.86,,17.9,,13.18,,,7.77,,,13.72,,22.18,16.17,,12.38,7.26
2024-05-30,,6.34,9.78,,16.57,18.21,3.74,,,9.31,,5.16,,22.05,19.7,28.37,,21.53,17.87,,,,,-0.08,9.51,,,17.03,15.91,17.64,16.5,,16.41,,17.03,,13.18,,,7.77,,,16.06,,11.1,15.42,,12.38,7.26
2024-05-31,,6.34,9.78,,16.57,18.21,8.28,,,9.31,,5.16,,22.05,14.86,28.81,,13.14,14.77,,,,,-4.76,9.51,,,17.12,15.91,17.64,18.57,,17.71,,17.03,,18.99,,,7.77,,,15.11,,11.1,16.28,,12.38,7.26
2024-06-03,,11.64,9.78,,16.57,19.73,8.28,,,7.66,,5.16,,22.05,15.69,28.81,,22.82,14.77,,,,,-4.76,9.51,,,17.28,15.15,25.04,16.66,,17.56,,15.6,,17.29,,,7.77,,,16.08,,11.1,16.97,,13.21,7.26
2024-06-04,,11.64,9.78,,16.56,19.73,8.28,,,7.83,,5.16,,22.05,7.18,29.15,,15.71,17.35,,,,,-4.76,9.51,,,16.77,17.16,17.82,18.31,,17.21,,19.95,,17.29,,,7.77,,,16.31,,11.1,16.9,,13.21,9.89
2024-06-05,,11.64,7.34,,16.56,19.73,8.28,,,7.83,,5.16,,22.05,12.36,29.15,,23.41,17.35,,,,,-15.89,9.51,,,16.9,16.58,17.84,15.88,,14.55,,15.03,,17.29,,,7.77,,,15.11,,11.1,16.95,,9.83,9.89
2024-06-06,,11.64,7.34,,16.56,18.7,8.28,,,7.83,,5.16,,22.05,18.46,29.15,,13.05,13.43,,,,,-5.58,9.51,,,17.1,17.15,25.09,15.96,,16.78,,16.61,,17.29,,,7.77,,,13.72,,11.1,17.05,,9.83,7.18
2024-06-07,,11.64,6.75,,16.56,19.5,8.28,,,8.94,,5.16,,22.05,12.26,32.01,,10.08,13.43,,,,,-5.58,9.51,,,17.21,17.41,17.85,15.95,,17.74,,16.11,,15.55,,,7.77,,,13.38,,11.1,16.16,,9.83,7.18
2024-06-10,,11.64,6.75,,13.47,19.5,8.28,,,8.94,,5.16,,22.05,16.55,32.24,,9.28,13.43,,,,,-5.58,9.51,,,17.51,17.37,16.99,16.81,,17.9,,16.31,,15.55,,,7.77,,,15.12,,11.1,17.03,,9.83,7.18
2024-06-11,,11.64,6.75,,12.35,19.5,3.47,,,8.94,,5.16,,22.05,21.76,30.4,,9.28,13.43,,,,,-5.58,9.51,,,17.89,17.44,16.99,17.42,,17.78,,15.39,,15.55,,,7.77,,,15.15,,11.1,17.18,,14.14,7.18
2024-06-12,,11.64,6.75,,12.35,19.5,3.47,,,8.94,,5.16,,22.05,21.76,30.4,,9.28,13.43,,,,,-5.58,9.51,,,17.89,17.44,16.99,17.42,,17.78,,15.39,,15.55,,,7.77,,,15.15,,11.1,17.18,,14.14,7.18
2024-06-13,,6.98,9.77,,16.52,19.5,3.46,,,8.94,,5.16,,22.05,21.38,30.58,,20.9,13.43,,,,,-5.58,9.51,,,18.17,18.09,16.99,16.48,,17.86,,16.55,,15.55,,,7.38,,,13.39,,11.1,16.73,,14.24,7.18
2024-06-14,,6.98,9.77,,16.52,19.5,3.46,,,9.5,,5.16,,22.05,13.84,31.14,,21.65,13.43,,,,,-5.58,9.51,,,17.66,17.78,16.99,16.13,,17.3,,14.86,,14.19,,,7.38,,,13.39,,56.61,16.07,,14.24,7.18
2024-06-17,,6.98,9.77,,12.24,19.5,3.46,,,9.5,,32.3,,22.05,21.9,31.14,,19.27,13.43,,,,,-20.24,9.51,,,17.96,17.39,17.0,16.17,,18.13,,14.93,,14.19,,,7.38,,,15.32,,8.03,16.99,,14.24,7.18
2024-06-18,,6.98,9.77,,12.24,20.67,8.08,,,9.5,,32.3,,22.05,11.93,31.14,,20.67,13.43,,,,,-20.24,9.51,,,18.33,18.9,17.0,16.2,,17.87,,15.09,,14.89,,,7.38,,,15.12,,8.03,16.86,,14.24,7.18
2024-06-19,,6.98,9.77,,12.36,20.38,3.83,,,9.98,,32.3,,22.05,17.06,31.79,,19.89,13.43,,,,,-8.67,9.51,,,18.89,16.34,18.73,16.83,,18.1,,20.32,,14.89,,,7.38,,,15.11,,8.03,17.43,,14.24,7.18
2024-06-20,,6.98,9.77,,12.36,20.38,8.25,,,9.98,,32.3,,22.05,22.88,31.79,,19.89,13.43,,,,,-7.9,9.51,,,18.99,18.93,16.17,17.85,,17.9,,15.19,,21.74,,,7.38,,,16.1,,8.03,17.2,,14.24,7.18
2024-06-21,,6.98,9.77,,12.11,20.38,4.67,,,9.33,,32.3,,22.05,11.91,32.65,,9.31,15.68,,,,,-22.76,9.51,,,18.5,17.41,16.59,17.24,,18.65,,15.43,,19.4,,,7.38,,,15.11,,8.03,17.78,,14.24,7.18
2024-06-24,,11.23,10.66,,12.11,20.38,4.67,,,9.33,,32.3,,22.05,11.93,32.65,,22.42,15.68,,,,,-22.76,9.51,,,18.2,17.84,18.75,18.55,,18.1,,15.56,,19.4,,,7.38,,,13.71,,8.03,16.79,,14.94,7.18
2024-06-25,,11.23,10.66,,12.11,20.38,8.09,,,9.33,,32.3,,22.05,20.07,61.28,,22.28,15.68,,,,,-22.76,9.51,,,18.14,17.52,16.17,18.25,,16.69,,15.56,,19.4,,,7.38,,,13.67,,8.03,16.57,,14.94,7.18
2024-06-26,,11.23,10.58,,12.11,20.38,8.09,,,9.33,,32.3,,22.05,17.24,33.81,,22.47,15.68,,,,,-22.76,9.51,,,18.32,17.53,16.17,16.42,,18.26,,21.3,,19.4,,,7.54,,,16.11,,8.03,16.92,,14.94,7.18
2024-06-27,,11.23,10.58,,17.71,21.16,8.09,,,10.36,,32.3,,22.05,17.3,34.05,,23.17,15.68,,,,,-22.76,9.51,,,18.5,17.85,18.76,16.42,,17.9,,16.42,,19.4,,,7.54,,,15.38,,8.03,17.44,,16.67,7.18
2024-06-28,,11.23,10.58,,15.86,21.16,8.09,,,10.36,,32.3,,22.05,12.46,35.09,,26.08,15.68,,,,,8.26,9.51,,,18.0,18.8,16.16,18.9,,17.55,,16.05,,19.4,,,10.69,,,15.12,,8.03,16.45,,14.0,7.18
2024-07-01,,11.23,10.58,,21.03,21.16,4.41,,,7.87,,5.44,,22.05,20.02,37.28,,9.34,17.15,,,,,8.26,9.51,,,17.89,17.73,36.82,16.36,,18.07,,16.05,,19.4,,,7.37,,,13.7,,42.11,16.44,,14.0,7.18
2024-07-02,,11.23,10.58,,15.18,21.16,4.41,,,7.87,,5.44,,22.05,22.83,36.81,,21.52,17.15,,,,,8.26,9.51,,,18.48,17.81,20.6,16.32,,17.32,,16.05,,19.4,,,7.37,,,13.7,,42.11,16.43,,14.54,7.18
2024-07-03,,11.23,10.58,,15.18,26.62,4.42,,,7.87,,5.44,,22.05,20.72,36.81,,21.52,17.15,,,,,8.26,9.51,,,17.74,17.2,16.25,17.56,,17.9,,16.05,,19.4,,,7.37,,,16.87,,42.11,15.21,,12.35,7.18
2024-07-04,,11.23,10.58,,20.38,26.62,4.42,,,10.27,,5.44,,22.05,20.72,36.81,,18.86,17.15,,,,,8.26,9.51,,,18.38,17.84,16.25,19.08,,17.11,,17.41,,20.02,,,7.37,,,16.13,,42.11,15.17,,12.35,7.18
2024-07-05,,11.23,10.58,,13.16,22.54,4.42,,,10.27,,5.44,,22.05,23.35,40.42,,10.36,17.15,,,,,8.26,9.51,,,18.54,17.46,18.23,18.68,,17.32,,16.77,,20.02,,,7.37,,,16.82,,42.11,16.95,,12.35,7.18
2024-07-08,,11.23,10.58,,14.55,46.91,7.91,,,10.08,,5.44,,22.05,19.91,40.42,,19.87,17.15,,,,,30.75,9.51,,,18.57,17.87,18.23,16.79,,17.34,,19.42,,20.02,,,10.69,,,15.54,,42.11,17.75,,12.35,7.18
2024-07-09,,11.23,10.58,,14.55,47.45,4.7,,,10.08,,5.44,,22.05,21.11,68.53,,20.95,17.15,,,,,-12.46,9.51,,,18.55,17.49,16.15,16.8,,17.14,,17.06,,20.02,,,10.69,,,16.82,,42.11,17.87,,12.35,7.18
2024-07-10,,11.23,10.58,,14.55,26.55,4.7,,,10.27,,5.44,,22.05,17.25,56.97,,19.94,17.15,,,,,-12.46,9.51,,,18.4,17.89,28.8,16.83,,17.44,,17.07,,20.31,,,10.69,,,16.83,,42.11,17.73,,11.98,7.18
2024-07-11,,11.23,9.05,,14.55,23.05,8.09,,,10.27,,5.44,,22.05,32.89,57.68,,9.77,17.15,,,,,-10.61,9.51,,,18.6,17.73,29.1,18.44,,17.74,,20.0,,20.31,,,10.69,,,16.89,,42.11,18.68,,11.98,7.18
2024-07-12,,11.23,9.05,,14.55,23.05,5.32,,,10.36,,5.44,,22.05,32.89,59.62,,21.22,17.15,,,,,-10.61,9.51,,,18.21,17.93,27.03,17.96,,18.09,,17.59,,17.49,,,10.69,,,15.42,,9.0,18.15,,14.06,7.18
2024-07-15,,11.23,7.44,,14.55,23.05,5.32,,,10.36,,5.44,,22.05,24.0,59.62,,21.75,17.15,,,,,-10.61,9.51,,,18.8,18.08,16.14,17.02,,19.04,,17.73,,17.49,,,7.36,,,15.49,,9.0,19.19,,14.19,7.18
2024-07-16,,11.23,7.44,,14.55,23.05,5.32,,,10.36,,5.44,,22.05,20.11,47.33,,16.78,17.15,,,,,-12.66,9.51,,,18.95,18.21,16.14,19.08,,20.02,,17.92,,17.49,,,7.36,,,15.13,,9.0,18.23,,14.19,7.18
2024-07-17,,11.23,7.44,,20.66,59.91,5.32,,,10.36,,5.44,,22.05,19.25,47.33,,16.79,17.93,,,,,-17.76,9.51,,,18.68,19.27,16.14,19.11,,21.07,,18.13,,17.49,,,7.36,,,15.13,,9.0,18.43,,14.34,7.18
2024-07-18,,11.23,7.44,,13.6,24.25,5.32,,,10.36,,5.44,,22.05,15.49,58.91,,16.78,17.12,,,,,-18.26,9.51,,,18.61,18.43,16.14,17.39,,19.79,,18.34,,17.49,,,7.36,,,12.96,,9.0,18.07,,13.08,7.18
2024-07-19,,11.23,7.95,,20.68,28.16,7.9,,,10.36,,5.44,,22.05,23.35,80.8,,16.61,20.84,,,,,-18.26,9.51,,,18.86,17.96,16.14,19.06,,18.69,,16.79,,17.49,,,7.36,,,15.79,,9.0,17.98,,12.74,7.18
2024-07-22,,11.23,7.43,,15.08,25.07,7.9,,,10.08,,5.44,,22.05,39.61,65.96,,16.62,19.5,,,,,-18.26,9.51,,,18.6,17.78,16.14,17.4,,18.99,,16.55,,13.96,,,7.36,,,13.77,,9.0,18.07,,9.94,7.18
2024-07-23,,11.23,7.43,,15.08,25.07,7.9,,,10.08,,5.44,,22.05,18.81,68.56,,16.64,21.04,,,,,-18.26,9.51,,,19.41,17.84,16.14,17.43,,19.83,,16.69,,22.94,,,7.36,,,13.61,,9.0,18.26,,10.04,7.18
2024-07-24,,11.23,7.43,,15.08,28.99,5.59,,,10.08,,5.44,,22.05,16.89,67.71,,16.65,17.79,,,,,-18.26,9.51,,,19.3,18.34,17.02,17.37,,18.14,,17.5,,14.62,,,7.36,,,13.61,,9.0,18.18,,10.04,7.18
2024-07-25,,10.45,7.43,,15.08,28.99,5.59,,,10.08,,5.44,,22.05,23.65,73.37,,16.65,18.2,,,,,-18.26,9.51,,,18.74,18.94,17.02,17.6,,18.45,,16.98,,21.14,,,7.36,,,15.13,,9.0,18.1,,10.05,7.18
2024-07-26,,10.45,7.43,,15.08,30.14,5.59,,,10.08,,5.44,,22.05,23.65,-33.04,,16.64,18.37,,,,,-21.66,9.51,,,19.02,19.02,16.52,17.57,,20.51,,18.17,,15.4,,,7.36,,,15.2,,9.0,18.29,,10.05,7.18
2024-07-29,,10.76,7.43,,15.04,30.8,5.59,,,10.08,,5.44,,22.05,16.48,72.93,,16.63,18.37,,,,,-21.66,9.51,,,18.01,18.83,16.52,18.9,,18.23,,18.17,,15.4,,,7.36,,,15.81,,9.0,18.25,,13.35,7.18
2024-07-30,,10.76,7.43,,15.04,91.43,8.08,,,10.08,,5.44,,22.05,21.29,93.51,,16.64,18.37,,,,,-23.74,9.51,,,18.1,18.96,16.52,19.51,,18.43,,17.8,,15.4,,,10.28,,,15.81,,9.0,18.7,,10.06,7.18
2024-07-31,,10.76,7.43,,19.8,86.17,8.08,,,10.36,,5.44,,22.05,23.84,76.68,,15.69,18.37,,,,,-23.74,9.51,,,18.54,18.76,16.52,18.56,,18.54,,17.98,,15.4,,,10.16,,,15.82,,56.47,18.92,,10.06,7.18
2024-08-01,,10.76,7.43,,15.55,86.17,8.08,,,10.36,,5.44,,22.05,21.03,76.68,,16.62,18.51,,,,,18.64,9.51,,,18.55,18.12,16.52,17.47,,17.59,,17.41,,15.4,,,7.83,,,15.14,,56.47,18.68,,13.29,7.18
2024-08-02,,10.76,7.43,,15.55,98.9,5.21,,,8.51,,5.44,,22.05,24.5,90.86,,16.62,18.33,,,,,-28.46,9.51,,,18.73,17.82,16.52,18.88,,16.83,,17.26,,15.4,,,7.83,,,12.8,,56.47,18.21,,13.23,7.18
2024-08-05,,10.76,7.43,,15.55,94.99,5.21,,,8.51,,5.44,,22.05,30.09,90.86,,16.62,15.94,,,,,-28.46,9.51,,,18.53,18.65,38.19,17.26,,18.09,,17.45,,15.4,,,7.77,,,15.82,,56.47,18.16,,13.23,7.18
2024-08-06,,10.76,6.32,,15.55,96.86,5.21,,,10.28,,5.44,,22.05,22.11,93.11,,16.62,17.71,,,,,-28.46,9.51,,,18.54,18.74,38.22,17.22,,18.16,,16.74,,15.4,,,7.77,,,13.59,,56.47,18.24,,13.23,7.18
2024-08-07,,10.76,6.32,,15.55,96.86,5.21,,,10.29,,5.44,,22.05,16.28,97.08,,16.62,17.71,,,,,-28.46,9.51,,,18.63,18.08,17.15,17.23,,18.24,,16.92,,15.4,,,7.77,,,13.53,,56.47,17.5,,13.23,7.18
2024-08-08,,10.76,6.32,,15.55,76.47,5.22,,,10.29,,5.44,,22.05,25.89,93.44,,17.85,17.84,,,,,-28.46,9.51,,,19.19,17.61,16.17,15.73,,17.54,,17.12,,17.87,,,7.77,,,13.53,,56.47,17.76,,10.1,7.18
2024-08-09,,10.76,6.32,,15.55,157.2,5.24,,,10.29,,5.44,,22.05,23.79,103.74,,17.84,17.84,,,,,33.77,9.51,,,18.97,17.49,31.97,18.84,,18.7,,19.51,,16.29,,,7.77,,,13.53,,56.47,17.53,,10.1,7.18
2024-08-12,,10.76,6.32,,15.55,112.79,5.24,,,10.29,,5.44,,22.05,16.23,103.74,,15.72,17.84,,,,,33.77,9.51,,,18.62,18.16,15.26,13.92,,17.97,,19.4,,16.32,,,7.77,,,12.86,,71.92,17.89,,10.1,7.18
2024-08-13,,10.76,6.32,,15.55,112.79,5.2,,,10.29,,5.44,,22.05,16.81,108.76,,17.48,17.84,,,,,33.77,9.51,,,18.65,17.72,15.26,13.92,,18.1,,20.07,,16.32,,,7.77,,,15.53,,71.92,17.63,,10.1,7.18
2024-08-14,,10.76,6.32,,15.5,112.79,5.2,,,10.29,,5.44,,22.05,17.27,108.76,,15.65,17.84,,,,,33.77,9.51,,,18.79,18.21,15.26,17.74,,18.57,,20.17,,17.73,,,7.77,,,15.53,,71.92,18.22,,10.1,7.18
2024-08-15,,10.76,6.32,,15.5,112.79,5.2,,,10.29,,5.44,,22.05,42.62,112.79,,15.65,17.84,,,,,33.77,9.51,,,18.9,18.5,19.47,19.87,,18.42,,18.74,,17.73,,,7.77,,,15.15,,71.92,18.69,,10.1,7.18
2024-08-16,,10.76,6.32,,15.5,131.37,5.19,,,10.29,,5.44,,22.05,32.37,112.79,,15.65,17.84,,,,,-46.15,9.51,,,19.02,19.15,19.47,16.8,,19.51,,17.66,,17.73,,,7.77,,,15.15,,71.92,18.75,,10.11,7.18
2024-08-19,,10.76,6.32,,15.5,131.37,5.19,,,10.39,,61.04,,22.05,23.22,112.79,,15.65,23.64,,,,,-46.15,9.51,,,18.88,18.86,19.47,19.5,,13.28,,16.39,,17.73,,,7.77,,,12.86,,71.92,19.08,,10.11,7.18
2024-08-20,,10.76,6.32,,15.5,179.83,5.19,,,10.39,,61.04,,22.05,19.38,112.79,,15.62,12.13,,,,,-46.15,9.51,,,18.85,18.68,16.16,16.88,,17.93,,14.3,,17.96,,,7.77,,,12.81,,71.92,18.76,,10.11,7.18
2024-08-21,,10.76,6.32,,15.5,179.83,5.19,,,10.39,,6.46,,22.05,20.37,158.27,,17.46,18.27,,,,,-40.4,9.51,,,18.75,19.1,16.16,18.11,,17.71,,14.3,,17.96,,,7.77,,,12.81,,11.62,18.7,,10.11,7.18
2024-08-22,,10.76,6.32,,15.5,149.54,5.19,,,10.7,,6.46,,22.05,35.17,158.27,,17.46,12.62,,,,,-40.4,9.51,,,18.41,17.57,16.16,18.09,,17.52,,19.21,,17.96,,,7.77,,,16.25,,11.62,18.78,,10.11,7.18
2024-08-23,,14.78,6.32,,15.5,165.94,5.19,,,10.7,,6.46,,22.05,22.18,140.15,,17.47,12.62,,,,,-40.4,9.51,,,19.0,19.54,16.16,17.34,,18.84,,19.21,,16.9,,,7.77,,,15.17,,11.62,18.67,,10.11,7.18
2024-08-26,,14.78,6.32,,15.5,250.85,5.19,,,10.7,,6.46,,22.05,20.09,145.02,,17.47,12.62,,,,,-40.4,9.51,,,18.78,20.03,16.16,17.87,,18.43,,21.33,,16.9,,,7.77,,,15.17,,11.62,18.93,,10.11,7.18
2024-08-27,,14.78,8.44,,15.5,188.7,8.41,,,10.7,,6.46,,22.05,20.07,195.72,,17.48,12.62,,,,,-40.4,124.49,,,19.28,20.01,15.24,20.35,,18.02,,21.33,,16.9,,,7.77,,,12.88,,11.62,19.02,,13.38,7.18
2024-08-28,,14.78,8.44,,15.5,274.16,8.25,,,10.7,,6.46,,22.05,20.07,207.74,,18.28,13.18,,,,,-40.4,124.49,,,19.61,20.31,15.24,20.07,,18.23,,18.77,,16.9,,,7.77,,,16.22,,11.62,19.31,,13.38,7.18
2024-08-29,,14.78,8.44,,20.46,274.16,5.96,,,10.7,,6.46,,22.05,20.1,254.04,,15.58,13.18,,,,,-40.4,124.49,,,19.4,19.58,15.24,19.78,,18.22,,17.97,,16.9,,,7.77,,,15.23,,11.62,19.14,,13.38,7.18
2024-08-30,,14.78,8.44,,20.46,215.24,5.96,,,10.7,,6.46,,22.05,19.99,254.04,,15.57,13.18,,,,,-76.81,134.66,,,20.1,18.69,15.24,19.56,,14.83,,18.92,,17.23,,,7.77,,,15.25,,11.62,19.72,,13.38,7.18
2024-09-02,,19.64,7.71,,15.66,310.59,5.96,,,10.7,,6.46,,22.05,34.32,254.04,,19.02,13.18,,,,,-76.81,134.66,,,19.68,20.29,15.24,21.8,,19.02,,15.93,,17.28,,,7.77,,,16.29,,11.62,19.89,,10.0,7.18
2024-09-03,,11.87,7.71,,22.53,457.92,9.02,,,10.7,,6.46,,22.05,32.04,254.04,,19.02,13.18,,,,,-73.33,134.66,,,19.04,19.65,20.13,22.44,,21.69,,14.69,,17.28,,,7.77,,,15.18,,11.62,20.14,,14.04,7.18
2024-09-04,,11.87,7.71,,22.53,296.48,9.02,,,10.7,,135.5,,22.05,32.04,349.09,,19.02,13.18,,,,,-77.01,134.66,,,19.55,18.94,20.13,20.23,,19.33,,18.79,,17.28,,,7.77,,,15.18,,11.62,20.12,,14.04,7.18
2024-09-05,,13.03,7.71,,14.93,315.92,5.95,,,10.7,,135.5,,22.05,20.66,349.09,,19.02,13.18,,,,,-77.01,134.66,,,19.13,20.18,20.15,20.26,,20.5,,19.34,,17.28,,,7.77,,,15.18,,120.24,19.53,,14.04,7.18
2024-09-06,,13.03,7.71,,14.93,315.92,5.95,,,10.7,,135.5,,22.05,20.66,460.75,,15.55,20.85,,,,,-77.01,134.66,,,20.1,20.52,20.17,20.34,,20.15,,13.54,,20.45,,,7.77,,,15.18,,120.24,19.52,,14.79,7.18
2024-09-09,,13.03,7.71,,22.18,521.46,8.15,,,10.7,,135.5,,22.05,18.78,410.98,,18.97,20.85,,,,,-77.01,134.66,,,19.13,19.13,20.18,19.81,,18.44,,22.0,,17.62,,,7.77,,,15.18,,120.24,19.43,,14.79,7.18
2024-09-10,,13.03,7.71,,15.63,368.92,8.15,,,9.2,,135.5,,22.05,17.55,664.72,,15.49,20.85,,,,,-77.01,134.66,,,19.28,18.88,20.19,19.33,,19.19,,16.07,,17.62,,,7.77,,,15.19,,120.24,19.11,,14.79,7.18
2024-09-11,,13.03,7.71,,15.63,396.26,8.15,,,9.2,,135.5,,22.05,29.13,742.09,,15.49,20.85,,,,,-77.01,134.66,,,19.23,18.9,28.25,22.21,,21.78,,15.83,,20.78,,,7.77,,,15.19,,148.31,18.89,,14.79,7.18
2024-09-12,,13.03,7.71,,15.63,396.26,9.42,,,9.2,,135.5,,22.05,24.38,662.0,,18.86,21.15,,,,,-77.01,134.66,,,19.14,19.89,20.2,20.08,,21.82,,18.88,,17.77,,,7.77,,,15.92,,148.31,19.37,,14.79,7.18
2024-09-13,,13.03,7.71,,15.63,948.9,9.4,,,9.2,,135.5,,22.05,16.68,662.0,,18.69,21.15,,,,,-77.01,134.66,,,19.39,19.87,28.54,19.24,,20.4,,19.32,,17.77,,,7.77,,,16.82,,148.31,19.14,,14.79,7.18
2024-09-16,,13.03,7.71,,15.63,948.9,7.5,,,9.2,,8.07,,22.05,43.11,662.0,,19.12,21.46,,,,,5.42,134.66,,,19.44,19.99,20.24,20.93,,18.72,,19.68,,17.77,,,7.77,,,15.93,,148.31,19.26,,11.42,7.18
2024-09-17,,13.03,7.71,,16.48,948.9,7.5,,,9.2,,8.07,,22.05,18.82,662.0,,19.12,21.46,,,,,5.42,134.66,,,19.11,19.93,20.24,19.47,,20.36,,19.68,,17.77,,,7.77,,,15.2,,148.31,19.54,,11.42,7.18
2024-09-18,,13.03,7.7,,16.48,948.9,7.5,,,9.2,,8.07,,22.05,25.29,662.0,,19.12,21.46,,,,,5.42,134.66,,,19.42,20.55,20.25,20.61,,20.79,,19.17,,17.77,,,7.77,,,15.2,,148.31,19.37,,11.42,7.18
2024-09-19,,11.76,7.7,,16.49,948.9,7.5,,,10.81,,8.07,,22.05,26.28,662.0,,17.26,21.46,,,,,12.67,134.66,,,20.12,20.08,28.64,20.71,,20.98,,19.19,,17.77,,,7.77,,,15.2,,148.31,19.6,,11.42,7.18
2024-09-20,,11.7,7.7,,16.49,948.9,7.5,,,10.81,,8.07,,22.05,17.46,662.0,,17.26,21.46,,,,,12.67,134.66,,,19.5,19.24,20.29,22.63,,21.01,,19.16,,17.77,,,7.77,,,15.2,,148.31,19.57,,11.42,7.18
2024-09-23,,11.7,7.7,,16.49,948.9,7.5,,,10.81,,8.07,,22.05,17.48,662.0,,17.26,21.46,,,,,28.82,134.66,,,19.3,19.29,20.3,21.69,,19.71,,19.46,,17.77,,,7.77,,,15.2,,148.31,20.14,,11.42,7.18
2024-09-24,,11.7,7.7,,16.49,948.9,7.48,,,10.81,,8.07,,22.05,17.48,662.0,,19.14,21.46,,,,,20.92,214.07,,,20.2,19.72,20.31,21.17,,19.9,,18.85,,13.64,,,7.77,,,12.82,,386.91,19.78,,11.42,7.18
2024-09-25,,7.55,7.7,,16.49,948.9,7.5,,,10.81,,8.07,,22.05,17.58,662.0,,16.56,21.46,,,,,9.02,214.07,,,19.59,19.4,20.31,20.94,,19.82,,19.25,,13.64,,,7.77,,,12.81,,386.91,19.8,,11.42,7.18
2024-09-26,,6.98,7.7,,16.49,948.9,9.41,,,10.81,,8.07,,22.05,25.26,662.0,,19.17,21.46,,,,,9.02,214.07,,,19.15,19.41,20.32,21.47,,19.75,,19.34,,13.64,,,7.77,,,12.81,,386.91,20.05,,13.31,7.18
2024-09-27,,6.98,7.7,,16.49,948.9,9.41,,,10.81,,8.07,,22.05,24.05,662.0,,16.54,21.46,,,,,9.02,214.07,,,19.38,19.46,23.1,19.9,,21.81,,19.42,,13.66,,,7.77,,,10.36,,386.91,19.78,,13.31,7.18
2024-09-30,,6.98,7.7,,16.49,948.9,9.52,,,9.54,,8.07,,22.05,26.18,662.0,,16.54,22.61,,,,,9.02,214.07,,,19.39,19.78,21.99,19.91,,18.99,,20.03,,24.54,,,7.77,,,13.07,,386.91,20.11,,13.31,7.18
2024-10-01,,6.98,7.7,,16.48,948.9,9.52,,,9.54,,8.07,,22.05,26.31,662.0,,19.18,22.61,,,,,9.02,214.07,18.01,,19.42,19.5,20.46,20.97,,20.77,,19.51,,14.27,,,7.77,,,9.55,,386.91,20.46,,13.31,7.18
