Ticker,Weight
AFKS,1.8982831430202835e-17
AFLT,0.19999999999999984
ALRS,7.021646169691631e-18
CBOM,1.703849984207778e-17
GAZP,0.0
GMKN,0.10000000000000012
LKOH,3.6440701978845476e-18
MAGN,1.0433127945081124e-17
MTSS,3.531047668442598e-17
MVID,0.2
NVTK,1.904552009146006e-17
PHOR,3.750498713776779e-18
PLZL,0.0
POSI,8.33376369809488e-18
ROSN,0.0
RUAL,3.3145527772572212e-18
SBER,8.628490967508988e-18
SIBN,0.0
SNGS,0.0
TATN,7.952840587018047e-18
RISK_FREE,0.5
