Полное наименование,Код ценной бумаги,"Цена, %","Объем сделок за n дней, шт.",Доходность,"Дюрация, месяцев",Месяцы выплат
Обувь России 001P-01,RU000A100V61,101.63,64192,11.16,14.53,––-––-03-––-––-06-––-––-09-––-––--12
Ренессанс Страхование 001P-01R,RU000A100X69,101.03,56862,7.51,8.26,––-––-––-04-––-––-––-––-––-10-––-––
ГК Самолет БО-П06,RU000A100QA0,101.34,50221,8.43,12.0,––-02-––-––-05-––-––-08-––-––-11-––
ТрансФин-М ПАО 001P-04,RU000A0ZYEB1,100.61,28281,8.57,14.26,––-––-––-04-––-––-––-––-––-10-––-––
Вита Лайн БО-01,RU000A101DU4,101.93,24509,9.59,11.73,––-02-––-––-05-––-––-08-––-––-11-––
РОЛЬФ ООО БО 001Р-02,RU000A101GB7,101.75,22236,7.61,12.53,––-02-––-––-05-––-––-08-––-––-11-––
