Полное наименование,Код ценной бумаги,"Цена, %","Объем сделок за n дней, шт.",Доходность,"Дюрация, месяцев",Месяцы выплат
ГК Самолет БО-П06,RU000A100QA0,101.41,44200,8.22,12.56,––-02-––-––-05-––-––-08-––-––-11-––
Первое кол.бюро НАО БО-01,RU000A0JWWG0,101.97,17129,10.0,4.56,01-––-––-04-––-––-07-––-––-10-––-––
ТрансФин-М ПАО 001P-04,RU000A0ZYEB1,101.09,14763,8.35,14.83,––-––-––-04-––-––-––-––-––-10-––-––
ННК АО 06,RU000A0JRK22,99.0,7106,11.71,4.9,––-––-––-––-––-06-––-––-––-––-––-––
