date,KG000A3LSJ06,RU000A0JSGV0,RU000A0JUAH8,RU000A105104,RU000A105112,RU000A1054W1,RU000A1057D4,RU000A1057S2,RU000A105C44,RU000A105EW9,RU000A105N25,RU000A1060Q0,RU000A1071S3,RU000A1076U8
2024-12-16,22.76,24.47,23.71,15.89,15.13,11.76,11.58,10.43,11.66,58.98,16.42,12.48,12.16,14.62
2024-12-17,22.86,25.25,24.14,15.94,14.1,12.14,11.46,9.26,13.88,59.71,16.94,13.5,12.88,15.11
2024-12-18,22.93,25.78,25.12,15.93,14.21,12.34,11.88,10.39,12.35,64.44,16.49,13.21,12.19,13.22
2024-12-19,24.16,25.05,24.05,14.5,15.59,11.97,11.59,11.13,11.69,63.98,16.22,13.13,12.44,13.01
2024-12-20,23.69,24.06,23.77,16.71,14.34,12.24,11.18,11.27,10.66,58.88,16.33,12.39,12.0,13.04
2024-12-21,23.69,24.06,23.77,16.71,14.34,12.24,11.18,11.27,10.66,58.88,16.33,12.39,12.0,13.04
2024-12-22,23.69,24.06,23.77,16.71,14.34,12.24,11.18,11.27,10.66,58.88,16.33,12.39,12.0,13.04
2024-12-23,22.51,23.73,21.07,12.4,13.75,11.59,11.15,9.55,10.42,56.72,16.09,12.7,11.17,12.88
2024-12-24,22.11,23.41,21.48,12.67,12.03,11.59,12.03,7.1,6.16,57.7,15.04,11.52,11.57,14.18
2024-12-25,21.39,23.19,22.07,12.05,10.71,10.72,12.58,7.37,7.82,58.46,13.19,10.71,10.46,13.73
2024-12-26,20.88,21.44,21.4,11.59,8.66,10.32,12.05,8.11,7.67,59.01,13.04,10.48,10.19,12.82
2024-12-27,20.92,21.16,22.3,10.86,10.66,10.01,12.16,8.37,3.96,58.85,12.9,9.95,8.51,14.89
2024-12-28,20.92,21.16,22.3,10.86,10.66,10.01,12.16,8.37,3.96,58.85,12.9,9.95,8.51,14.89
2024-12-29,20.92,21.16,22.3,10.86,10.66,10.01,12.16,8.37,3.96,58.85,12.9,9.95,8.51,14.89
2024-12-30,20.13,22.82,22.12,9.89,10.61,9.84,10.36,6.05,4.17,46.8,13.07,9.17,8.02,13.35
2024-12-31,20.13,22.82,22.12,9.89,10.61,9.84,10.36,6.05,4.17,46.8,13.07,9.17,8.02,13.35
2025-01-01,20.13,22.82,22.12,9.89,10.61,9.84,10.36,6.05,4.17,46.8,13.07,9.17,8.02,13.35
2025-01-02,20.13,22.82,22.12,9.89,10.61,9.84,10.36,6.05,4.17,46.8,13.07,9.17,8.02,13.35
2025-01-03,19.79,20.26,22.19,11.47,12.38,9.12,9.43,8.2,7.24,43.64,13.29,8.7,8.03,12.6
2025-01-04,19.79,20.26,22.19,11.47,12.38,9.12,9.43,8.2,7.24,43.64,13.29,8.7,8.03,12.6
2025-01-05,19.79,20.26,22.19,11.47,12.38,9.12,9.43,8.2,7.24,43.64,13.29,8.7,8.03,12.6
2025-01-06,20.28,21.4,22.1,10.55,9.45,9.49,10.2,8.37,7.36,40.52,13.24,9.36,8.34,12.06
2025-01-07,20.28,21.4,22.1,10.55,9.45,9.49,10.2,8.37,7.36,40.52,13.24,9.36,8.34,12.06
2025-01-08,21.53,20.79,22.09,9.49,10.52,9.26,10.08,7.65,8.15,38.37,13.51,9.19,8.03,12.22
2025-01-09,20.75,20.02,22.38,12.16,10.07,9.95,9.88,8.83,6.64,41.53,13.07,10.76,8.52,12.33
2025-01-10,21.13,21.2,23.11,10.9,9.88,9.85,10.12,6.77,5.58,42.18,12.95,10.09,9.69,13.02
2025-01-11,21.13,21.2,23.11,10.9,9.88,9.85,10.12,6.77,5.58,42.18,12.95,10.09,9.69,13.02
2025-01-12,21.13,21.2,23.11,10.9,9.88,9.85,10.12,6.77,5.58,42.18,12.95,10.09,9.69,13.02
2025-01-13,21.06,20.09,22.04,10.71,10.19,9.75,9.62,8.2,7.54,38.11,12.92,10.55,9.51,13.13
2025-01-14,21.85,20.05,21.77,9.62,11.0,9.83,9.75,7.72,8.44,37.27,12.93,9.97,9.24,12.95
2025-01-15,23.06,23.5,22.03,9.64,9.11,9.79,9.74,6.79,7.01,33.72,12.49,9.93,9.53,13.01
2025-01-16,22.01,22.64,22.85,10.53,9.54,9.82,9.82,7.77,7.57,32.83,12.67,10.23,9.16,12.87
2025-01-17,22.91,23.24,22.79,10.78,10.37,9.94,9.71,6.84,7.86,31.92,12.91,9.78,9.46,12.63
2025-01-18,22.91,23.24,22.79,10.78,10.37,9.94,9.71,6.84,7.86,31.92,12.91,9.78,9.46,12.63
2025-01-19,22.91,23.24,22.79,10.78,10.37,9.94,9.71,6.84,7.86,31.92,12.91,9.78,9.46,12.63
2025-01-20,23.65,23.3,22.51,11.22,10.77,9.82,9.5,8.67,7.54,30.85,13.63,10.28,9.1,12.65
2025-01-21,23.75,23.4,22.55,10.37,9.73,9.98,9.55,6.85,7.69,30.32,13.65,9.7,9.82,12.19
2025-01-22,22.79,23.35,22.59,11.47,10.6,9.97,9.53,7.82,7.88,30.42,12.91,9.51,10.06,12.1
2025-01-23,23.56,22.97,22.8,10.91,12.37,10.01,9.52,7.49,7.97,29.82,12.87,10.14,10.07,12.01
2025-01-24,22.81,22.73,22.37,11.15,11.09,9.96,9.63,7.47,6.49,28.43,13.0,9.85,9.45,11.92
2025-01-25,22.81,22.73,22.37,11.15,11.09,9.96,9.63,7.47,6.49,28.43,13.0,9.85,9.45,11.92
2025-01-26,22.81,22.73,22.37,11.15,11.09,9.96,9.63,7.47,6.49,28.43,13.0,9.85,9.45,11.92
2025-01-27,22.92,22.88,22.82,11.63,12.1,9.75,9.68,7.44,7.2,25.81,13.08,9.75,8.65,12.05
2025-01-28,23.39,22.93,22.74,9.86,10.74,9.6,9.62,8.11,6.7,22.85,12.5,9.27,8.63,11.47
2025-01-29,22.77,22.78,22.11,10.27,9.13,8.91,9.77,6.63,6.7,24.74,12.65,8.98,8.47,11.47
2025-01-30,22.0,22.78,22.11,9.13,9.02,8.89,8.74,6.39,7.95,24.37,11.47,9.18,9.14,10.96
2025-01-31,22.4,22.59,22.23,9.8,9.81,8.8,8.59,7.41,7.6,24.59,11.5,9.13,8.3,10.61
2025-02-01,22.4,22.59,22.23,9.8,9.81,8.8,8.59,7.41,7.6,24.59,11.5,9.13,8.3,10.61
2025-02-02,22.4,22.59,22.23,9.8,9.81,8.8,8.59,7.41,7.6,24.59,11.5,9.13,8.3,10.61
2025-02-03,21.97,22.6,22.31,11.3,9.02,8.97,8.59,6.06,7.95,26.99,12.61,9.24,9.2,11.09
2025-02-04,22.32,22.2,22.77,10.27,10.18,9.06,8.93,7.23,8.71,25.83,11.54,8.93,7.68,11.18
2025-02-05,22.41,22.17,22.72,11.22,10.75,9.12,8.79,8.28,10.57,26.39,11.92,8.79,9.11,11.38
2025-02-06,20.78,21.76,22.39,11.49,10.19,8.87,8.75,7.39,11.21,25.89,11.54,9.15,8.63,11.47
2025-02-07,22.26,21.71,22.46,12.49,11.51,8.92,8.76,7.82,11.81,28.6,11.94,9.3,7.99,11.52
2025-02-08,22.26,21.71,22.46,12.49,11.51,8.92,8.76,7.82,11.81,28.6,11.94,9.3,7.99,11.52
2025-02-09,22.26,21.71,22.46,12.49,11.51,8.92,8.76,7.82,11.81,28.6,11.94,9.3,7.99,11.52
2025-02-10,20.85,21.03,22.63,11.29,10.25,8.83,8.62,7.81,10.72,26.43,11.48,9.3,7.99,12.91
2025-02-11,20.77,20.61,22.05,11.54,11.47,8.98,8.61,7.09,11.01,27.33,11.67,8.89,8.09,13.43
2025-02-12,20.42,20.13,22.03,11.49,11.59,8.57,8.64,6.45,9.17,26.81,11.29,8.53,8.13,11.96
2025-02-13,19.45,21.49,20.71,9.98,8.97,8.34,8.41,6.77,7.48,26.29,11.18,8.19,7.71,11.54
2025-02-14,19.57,21.29,21.16,9.05,8.98,8.46,7.91,5.14,10.88,26.43,11.21,8.32,8.21,11.6
2025-02-15,19.57,21.29,21.16,9.05,8.98,8.46,7.91,5.14,10.88,26.43,11.21,8.32,8.21,11.6
2025-02-16,19.57,21.29,21.16,9.05,8.98,8.46,7.91,5.14,10.88,26.43,11.21,8.32,8.21,11.6
2025-02-17,19.45,20.23,21.88,9.12,8.67,8.09,7.88,5.13,6.78,26.66,11.06,8.45,8.32,10.73
2025-02-18,19.46,20.64,21.89,8.98,6.83,8.29,8.18,4.21,6.74,26.96,10.77,8.49,7.44,10.54
2025-02-19,21.76,20.71,21.72,8.81,8.41,8.03,8.0,4.73,6.17,26.02,10.77,8.29,8.42,9.76
2025-02-20,20.79,20.66,21.49,8.66,7.91,7.59,7.38,5.43,6.21,23.28,10.61,7.91,7.37,9.35
2025-02-21,20.9,20.43,21.32,9.16,7.4,7.8,7.39,4.9,6.0,21.5,9.28,7.23,7.76,9.18
2025-02-22,20.9,20.43,21.32,9.16,7.4,7.8,7.39,4.9,6.0,21.5,9.28,7.23,7.76,9.18
2025-02-23,20.9,20.43,21.32,9.16,7.4,7.8,7.39,4.9,6.0,21.5,9.28,7.23,7.76,9.18
2025-02-24,20.97,20.39,20.33,8.53,8.73,7.67,6.99,5.36,5.72,21.53,9.26,7.29,7.35,8.85
2025-02-25,21.55,20.64,21.08,7.53,5.15,7.51,6.89,4.09,4.59,19.59,9.24,7.34,7.77,8.66
2025-02-26,21.59,20.53,20.95,9.12,7.27,7.37,7.14,4.03,4.57,19.92,9.56,7.38,7.97,9.05
2025-02-27,21.97,20.67,21.18,8.52,6.36,7.62,7.52,4.37,6.1,20.34,10.07,7.83,8.18,9.15
2025-02-28,21.86,20.87,20.9,8.52,8.11,7.59,7.46,4.87,7.05,21.86,9.9,7.83,8.24,9.26
2025-03-01,21.86,20.87,20.9,8.52,8.11,7.59,7.46,4.87,7.05,21.86,9.9,7.83,8.24,9.26
2025-03-02,21.86,20.87,20.9,8.52,8.11,7.59,7.46,4.87,7.05,21.86,9.9,7.83,8.24,9.26
2025-03-03,21.07,20.79,20.87,8.62,4.83,8.03,7.59,5.24,8.57,20.74,10.46,7.91,8.71,9.18
2025-03-04,21.07,20.69,20.84,8.64,8.64,8.34,8.03,5.57,6.61,20.31,10.27,8.4,8.41,8.98
2025-03-05,21.12,21.04,20.71,8.35,8.64,8.34,7.89,6.01,5.83,20.78,10.09,8.45,8.31,9.17
2025-03-06,20.71,20.73,20.93,8.34,6.24,8.52,8.04,5.57,7.33,20.05,10.01,8.0,8.47,9.26
2025-03-07,22.35,20.63,20.8,9.19,8.64,8.46,8.41,5.33,8.78,20.36,9.35,8.6,8.34,9.0
2025-03-08,22.35,20.63,20.8,9.19,8.64,8.46,8.41,5.33,8.78,20.36,9.35,8.6,8.34,9.0
2025-03-09,22.35,20.63,20.8,9.19,8.64,8.46,8.41,5.33,8.78,20.36,9.35,8.6,8.34,9.0
2025-03-10,21.37,20.86,20.88,8.67,7.81,8.41,8.51,6.67,7.38,18.67,9.59,7.66,8.36,9.01
2025-03-11,21.62,20.46,20.8,8.33,8.64,8.32,8.39,6.07,6.94,19.28,9.74,7.39,8.61,9.96
2025-03-12,21.61,20.59,20.79,8.35,11.51,8.59,8.5,5.77,9.06,19.76,9.59,8.81,8.46,10.22
2025-03-13,21.8,20.48,21.18,9.49,9.52,8.33,8.33,7.09,7.47,18.73,8.83,8.1,8.36,9.62
2025-03-14,22.36,19.71,21.26,9.59,10.36,8.29,8.39,6.09,7.27,19.22,9.09,7.85,8.07,10.25
2025-03-15,22.36,19.71,21.26,9.59,10.36,8.29,8.39,6.09,7.27,19.22,9.09,7.85,8.07,10.25
2025-03-16,22.36,19.71,21.26,9.59,10.36,8.29,8.39,6.09,7.27,19.22,9.09,7.85,8.07,10.25
2025-03-17,21.89,19.73,21.0,8.69,8.63,8.3,8.31,4.95,4.26,19.02,9.26,6.55,8.39,9.25
2025-03-18,22.0,19.61,20.71,8.92,7.77,7.74,8.02,4.1,4.28,18.74,9.27,6.29,7.99,8.75
2025-03-19,22.21,18.69,20.7,8.63,9.2,7.55,7.7,4.1,5.36,17.18,9.08,7.17,8.59,9.26
2025-03-20,21.86,18.25,21.05,8.76,9.23,7.27,7.61,4.42,7.1,17.06,9.19,7.0,7.57,8.96
2025-03-21,21.54,18.04,20.59,8.62,9.73,7.12,7.72,4.82,7.31,17.21,9.12,6.96,7.48,9.18
2025-03-22,21.54,18.04,20.59,8.62,9.73,7.12,7.72,4.82,7.31,17.21,9.12,6.96,7.48,9.18
2025-03-23,21.54,18.04,20.59,8.62,9.73,7.12,7.72,4.82,7.31,17.21,9.12,6.96,7.48,9.18
2025-03-24,22.03,18.38,20.65,9.12,7.55,7.28,7.67,5.02,7.55,17.28,9.01,6.98,7.49,9.19
2025-03-25,21.61,18.75,20.64,8.34,7.75,7.1,7.48,4.76,5.18,17.49,9.36,6.69,7.44,9.19
2025-03-26,21.23,18.6,20.82,8.38,7.69,7.1,7.53,4.84,6.24,17.19,8.91,7.2,7.49,9.41
2025-03-27,21.44,18.94,20.39,8.62,8.3,7.08,7.46,5.25,6.14,17.53,8.92,6.88,7.44,9.3
2025-03-28,21.66,18.94,20.38,9.59,9.72,7.39,7.52,5.74,5.84,18.31,8.92,7.14,7.46,9.89
2025-03-29,21.66,18.94,20.38,9.59,9.72,7.39,7.52,5.74,5.84,18.31,8.92,7.14,7.46,9.89
2025-03-30,21.66,18.94,20.38,9.59,9.72,7.39,7.52,5.74,5.84,18.31,8.92,7.14,7.46,9.89
2025-03-31,22.19,19.24,20.6,9.3,8.62,7.35,7.31,4.95,7.63,19.1,8.91,6.89,6.89,8.82
2025-04-01,21.84,18.93,20.59,8.62,7.34,7.08,7.46,4.8,5.81,18.85,8.92,6.95,7.04,8.84
2025-04-02,22.01,19.39,20.68,7.05,7.0,6.8,7.02,4.77,5.91,18.93,8.44,5.62,7.04,9.35
2025-04-03,22.28,19.58,20.93,7.42,7.31,6.9,6.81,5.13,6.63,19.7,8.5,6.12,5.83,9.07
2025-04-04,21.61,21.19,20.88,7.22,9.31,6.82,6.79,5.95,4.86,19.25,8.5,5.68,6.63,9.29
2025-04-05,21.61,21.19,20.88,7.22,9.31,6.82,6.79,5.95,4.86,19.25,8.5,5.68,6.63,9.29
2025-04-06,21.61,21.19,20.88,7.22,9.31,6.82,6.79,5.95,4.86,19.25,8.5,5.68,6.63,9.29
2025-04-07,22.36,20.2,20.75,8.61,8.65,7.05,7.43,7.96,3.3,21.3,8.48,5.92,7.22,8.86
2025-04-08,21.62,21.24,20.62,8.19,8.16,6.85,7.19,6.76,,21.18,9.56,7.17,7.99,8.64
2025-04-09,20.46,19.64,20.59,8.24,7.91,7.18,6.89,5.05,6.44,22.07,8.49,7.49,7.98,9.28
2025-04-10,21.14,21.56,20.76,7.63,7.9,6.96,6.95,6.95,1.56,22.05,8.64,7.38,6.82,8.78
2025-04-11,20.77,21.87,20.65,8.0,6.81,6.94,6.89,5.19,4.1,24.51,8.83,6.55,5.95,8.89
2025-04-12,20.77,21.87,20.65,8.0,6.81,6.94,6.89,5.19,4.1,24.51,8.83,6.55,5.95,8.89
2025-04-13,20.77,21.87,20.65,8.0,6.81,6.94,6.89,5.19,4.1,24.51,8.83,6.55,5.95,8.89
2025-04-14,20.75,21.33,20.67,7.15,7.14,7.07,7.11,4.81,0.24,21.24,8.87,6.28,6.16,8.9
2025-04-15,20.85,21.48,20.66,7.64,6.95,7.07,7.16,5.21,6.09,21.33,9.04,6.85,7.01,8.58
