date,ticker,close,composite_score,tech_score,sentiment_score,fundamental_score,signal,recommendation
2024-12-31,PHOR,6387.0,0.7038036158602832,1.377636056615297,-0.06233858653637091,0.16843581756772955,1,BUY
2024-12-31,TATN,687.0,0.5223049765359753,1.1500966948530857,-0.23521075721165915,0.08909928136465098,1,BUY
2024-12-31,SIBN,653.7,0.48648003101008025,1.072443270299358,-0.23124062571849482,0.0981529178797482,0,HOLD
2024-12-31,MAGN,39.3,0.4055542097125447,0.9746731727145771,-0.2523568416888248,-0.030376620690482165,0,HOLD
2024-12-31,ALRS,57.78,0.38902323930262644,0.9255893994743861,-0.2523568416888248,0.00967796036040404,0,HOLD
2024-12-31,RUAL,37.16,0.3504362382447068,0.9798694361128445,-0.2523568416888248,-0.31895713652533975,0,HOLD
2024-12-31,AFKS,15.59,0.3288068774763713,0.900474127002469,-0.3072955822587192,-0.1462075567362374,0,HOLD
2024-12-31,GAZP,132.71,0.31379593442987114,0.9187544145783328,-0.2809793087590172,-0.3064374011579506,0,HOLD
2024-12-31,GMKN,115.82,0.2960954803859679,0.7583989257110527,-0.2523568416888248,-0.03698464981455499,0,HOLD
2024-12-31,CBOM,10.278,0.20276225333663989,0.6070720799037775,-0.2523568416888248,-0.12533367054300723,0,HOLD
2024-12-31,AFLT,58.9,0.18487657574053354,0.5994380724227909,-0.2523568416888248,-0.19567703982107232,0,HOLD
2024-12-31,POSI,2055.0,0.17807918892796942,0.47048390473251195,-0.2523568416888248,0.09272144534180435,0,HOLD
2024-12-31,PLZL,1397.2,0.021945049812721218,0.20730294604689462,-0.2523568416888248,-0.02999685352039331,0,HOLD
