secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-10-30,92.93,91.14,91.14,93.25,92.62,2090,193577.3,23.06,23.43,2025-12-26,12.97,,1.3694,14.5,3.63,100,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-10-30,98.32,98.68,98.21,98.68,98.31,176,173023.7,16.73,16.78,2025-01-16,2.57,,22.37,7.85,39.14,1000,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-10-30,91.02,102.0,91.01,103.01,97.81,5,4890.4,12.88,11.21,2031-05-13,56.63,,46.34,10.44,52.06,1000,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-10-30,87.13,87.14,87.13,87.14,87.14,2,1178.07,54.94,54.9,2031-09-26,5.17,,5.8,12.05,40.62,676,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-10-30,91.0,91.0,91.0,91.0,91.0,1,910.0,14.28,14.28,2025-07-16,8.6,,0.03,0.01,0.05,1000,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-10-30,93.0,93.01,93.0,93.01,93.01,3,2790.2,11.59,11.59,2032-02-06,62.9,,20.22,9.84,49.07,1000,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-10-30,96.87,96.61,95.54,96.89,96.82,128,123925.4,20.63,20.82,2032-02-17,3.9,,16.27,9.28,46.27,1000,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-10-30,84.0,84.28,83.76,84.31,84.0,26,21839.2,22.85,22.85,2032-06-25,18.5,,31.41,9.8,48.87,1000,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-10-30,101.99,100.89,98.32,101.99,101.79,57,58018.3,13.69,14.24,2032-09-17,4.93,2025-04-01,16.79,18.57,92.6,1000,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-10-30,94.03,95.02,93.07,95.02,93.94,5,4697.2,20.1,20.19,2032-09-23,16.03,2026-04-04,10.51,14.21,70.86,1000,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-10-30,97.9,97.99,97.5,97.99,97.91,120070,117558272.6,21.67,21.64,2028-03-21,4.83,,14.79,15.0,74.79,1000,RUB,58
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-10-30,100.05,101.09,100.0,101.96,101.05,33,33347.3,14.87,-13.28,2025-11-11,0.4,,76.4,16.5,82.27,1000,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-10-30,99.8,99.53,99.51,99.8,99.59,595,592540.6,13.25,20.51,2028-11-07,0.4,2024-11-15,31.25,6.75,33.66,1000,RUB,58
RU000A0JUZZ7,TQCB,ТрансФБО37,2024-10-30,99.61,99.61,99.61,99.61,99.61,1,996.1,23.97,23.97,2024-11-11,0.37,,44.25,9.5,47.37,1000,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-10-30,99.31,99.3,99.14,99.34,99.29,418,415022.5,19.35,19.65,2024-11-28,0.93,,39.4,9.4,46.87,1000,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-10-30,99.18,99.12,99.06,99.2,99.09,233,230883.0,21.33,22.71,2024-11-28,0.93,,39.4,9.4,46.87,1000,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-10-30,98.99,99.08,98.65,100.0,98.9,733,724912.7,21.34,22.34,2024-12-10,1.33,,14.27,10.42,25.98,1000,RUB,58
RU000A0JV3Q3,TQCB,ВТБ БО-30,2024-10-30,100.17,99.83,99.8,100.17,99.82,409,408265.8,11.92,15.24,2024-12-13,1.43,,16.74,13.0,32.41,1000,RUB,58
RU000A0JV805,TQCB,РСХБ БО8,2024-10-30,98.61,99.1,98.61,99.1,98.77,71,70126.9,22.63,21.83,2025-01-29,3.0,,0.0,15.0,37.4,1000,RUB,58
RU000A0JV9H9,TQCB,ВЭБлизБ07,2024-10-30,95.02,95.02,95.02,95.02,95.02,2,1900.4,27.24,27.24,2025-02-20,3.73,,14.95,7.91,39.44,1000,RUB,58
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-10-30,97.49,97.99,97.49,98.21,97.87,397,388530.2,23.27,21.88,2025-03-06,4.1,,20.79,13.8,34.41,1000,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2024-10-30,94.96,95.0,91.33,95.0,92.65,46,42618.2,12.05,18.29,2025-04-15,5.53,,0.0,0.01,0.05,1000,RUB,58
RU000A0JVFC6,TQCB,РостелБО-1,2024-10-30,97.74,97.5,97.5,97.74,97.58,3,2927.4,11.75,12.09,2025-05-16,6.37,,31.84,7.0,34.9,1000,RUB,58
RU000A0JVM81,TQCB,Оренб35003,2024-10-30,96.6,97.28,96.45,97.28,96.85,2367,458493.88,20.97,20.49,2025-07-03,7.87,,2.07,14.0,6.98,200,RUB,58
RU000A0JVUK8,TQCB,СистемБ1P1,2024-10-30,90.53,90.24,89.93,90.74,90.15,145,130724.3,23.74,24.32,2025-09-30,10.8,,8.34,10.5,52.36,1000,RUB,58
RU000A105104,TQOY,РУСАЛ БО05,2024-10-30,93.8,93.9006,93.05,95.9899,94.4114,337,318567.58,18.46,17.42,2027-07-28,8.8,2025-08-04,21.19,8.5,42.38,1000,CNY,245
RU000A105112,TQOY,РУСАЛ БО06,2024-10-30,95.3862,95.4897,94.0159,95.4897,94.7716,22,20849.76,15.8,16.82,2027-07-28,8.8,2025-08-04,21.19,8.5,42.38,1000,CNY,245
RU000A1054W1,TQOY,Полюс Б1P2,2024-10-30,74.0,73.4791,73.4791,74.999,74.0923,1302,966151.37,16.16,16.1,2027-08-24,32.23,,6.66,3.8,18.95,1000,CNY,245
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-10-30,75.9955,76.7993,75.4019,76.7993,75.8771,33,25033.4,14.78,14.85,2027-09-10,32.67,,4.76,3.7,9.22,1000,CNY,245
RU000A1057S2,TQOY,Роснфт2P12,2024-10-30,98.4999,98.7005,97.0,100.5986,97.8743,404,395017.72,11.11,11.93,2032-09-07,10.4,,10.6,9.0,44.88,1000,CNY,245
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-10-30,95.2498,95.2673,93.7048,95.3,94.87,527,501127.04,14.86,15.82,2025-04-24,5.83,,0.62,3.75,18.7,1000,CNY,245
RU000A105EW9,TQOY,Сегежа3P1R,2024-10-30,64.7,66.5966,64.5,66.5966,64.586,49,31777.26,61.18,61.47,2037-10-22,11.93,2025-11-06,9.44,4.15,10.35,1000,CNY,245
RU000A105GS2,TQOY,ЮГК 1P1,2024-10-30,99.5,99.5,99.5,99.5,99.5,3,2985.0,14.28,14.28,2024-11-19,0.63,,17.53,3.95,19.7,1000,CNY,245
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-10-30,91.9999,91.9997,91.9997,92.0,92.1601,19,17479.97,11.39,11.22,2025-12-11,13.23,,12.38,3.25,16.21,1000,CNY,245
RU000A105N25,TQIY,БДеньг-Ю01,2024-10-30,92.0,92.3899,90.5001,92.3899,91.6118,9,827.59,14.55,14.87,2026-06-03,18.07,,0.42,8.0,0.66,100,CNY,245
RU000A105NH1,TQOY,АЛЬФАБ2Р20,2024-10-30,98.5,98.7,98.5,98.7,98.6813,221,218085.75,15.24,13.81,2024-12-23,1.77,,14.14,4.0,20.05,1000,CNY,245
RU000A105PQ7,TQOY,РУСАЛ 1Р2,2024-10-30,91.7776,87.0299,85.0,91.7776,85.5943,130,111272.53,12.25,19.44,2025-12-23,13.6,,3.9,3.95,9.85,1000,CNY,245
RU000A105ZC6,TQOY,Роснфт2P13,2024-10-30,96.0,99.0146,96.0,101.5809,97.5181,82,79964.87,18.16,13.36,2033-03-07,4.57,,7.23,6.0,29.92,1000,CNY,245
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-10-30,88.0,87.5056,87.5055,88.5996,87.575,23,20249.75,15.32,15.73,2026-03-24,16.5,,4.88,4.95,24.68,1000,CNY,245
RU000A1061L9,TQOY,ЮГК 1P2,2024-10-30,96.9184,96.9499,96.3001,96.9499,96.4611,33,31886.28,13.76,15.06,2025-04-01,5.07,,4.37,5.5,27.42,1000,CNY,245
RU000A1063Z5,TQOY,ФосА1П1CHY,2024-10-30,90.5,90.0,90.0,92.9929,91.2801,22,20081.62,75.81,68.13,2026-04-09,2.33,,2.49,4.55,11.34,1000,CNY,245
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-10-30,89.0021,89.5898,89.0021,89.5898,89.5109,30,26845.92,14.93,14.46,2026-04-14,17.13,,2.36,5.75,28.67,1000,CNY,245
RU000A1076U8,TQOY,РУСАЛ 1Р5,2024-10-30,90.1981,88.0,87.1626,90.7887,89.4187,23,20566.32,14.59,15.27,2026-05-08,17.2,,31.76,6.7,33.41,1000,CNY,245
RU000A107RH8,TQOY,РУСАЛ 1Р6,2024-10-30,87.25,87.6988,85.46,87.6988,86.4779,305,264791.51,16.56,17.18,2026-08-05,19.83,,16.57,7.2,17.95,1000,CNY,245
RU000A107U81,TQOY,УралСт1Р03,2024-10-30,91.1003,90.9001,90.9,94.1611,91.5088,37,33889.63,15.5,15.08,2026-02-19,15.07,,13.33,7.05,17.58,1000,CNY,245
RU000A1080Z9,TQOY,СлавЭКО1Р3,2024-10-30,89.1106,90.7,89.1001,90.8999,90.1849,168,151510.63,21.94,20.81,2026-03-12,15.3,,14.47,11.0,27.42,1000,CNY,245
RU000A1087C3,TQOY,ГПБ3P6CNY,2024-10-30,95.0,96.2,95.0,96.2,95.8,3,287.4,7.4,7.02,2027-04-09,28.17,,0.29,5.0,2.49,100,CNY,245
RU000A1089K2,TQOY,РУСАЛ 1Р7,2024-10-30,89.9997,89.998,88.84,89.9997,89.5874,1085,971351.8,14.6,14.9,2026-10-09,21.9,,4.11,7.9,19.7,1000,CNY,245
RU000A108FX8,TQOY,ЕСЭГ1PC5,2024-10-30,90.1,89.7528,89.001,90.5995,89.9723,40,35736.94,14.45,14.53,2026-11-17,22.7,,15.76,8.1,20.19,1000,CNY,245
RU000A108JH3,TQOY,Акрон Б1P4,2024-10-30,92.51,92.0,91.9999,94.3964,92.4695,33,30489.53,14.91,14.95,2026-05-22,14.93,,14.44,7.75,19.32,1000,CNY,245
