Ticker,Weight
AFKS,0.6
ALRS,1.790234627208065e-16
GAZP,1.8735013540549517e-16
GMKN,0.0
LKOH,0.0
MAGN,0.0
MTSS,1.9567680809018384e-16
MVID,0.0
NVTK,8.326672684688674e-17
PHOR,1.4155343563970745e-16
ROSN,0.0
RUAL,1.6653345369377347e-17
SBER,0.0
SIBN,1.249000902703301e-16
SNGS,0.0
TATN,3.747002708109903e-17
RISK_FREE,0.4
