secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-03-27,98.5,98.5,98.5,102.9984,99.1921,13,1333.64,17.26,16.74,2025-12-25,18.97,,0.0891,15.5,3.88,100,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-27,99.3,99.84,98.87,99.84,99.59,21486,2139765.61,15.55,15.34,2025-12-26,19.17,,0.0403,14.5,3.63,100,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-03-27,98.4,98.47,98.2,98.47,98.31,1218,1197442.5,14.23,14.6,2024-07-08,3.4,,16.99,7.85,39.14,1000,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-03-27,96.0,97.81,95.63,97.99,96.27,100,96265.9,13.64,13.25,2025-01-16,9.57,,14.84,7.85,39.14,1000,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2024-03-27,92.76,94.13,92.76,94.13,93.54,11,6431.12,17.48,15.89,2028-10-30,7.37,,9.73,4.0,24.93,625,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-03-27,96.95,96.95,96.95,96.95,96.95,7,6786.5,2.42,2.42,2025-07-16,15.83,2024-04-27,0.02,0.01,0.05,1000,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-27,95.9,95.28,95.27,95.9,95.37,7,6675.7,14.69,15.4,2032-02-17,10.87,,7.37,9.28,46.27,1000,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-27,92.07,91.4,91.39,92.55,91.45,880,804740.8,14.47,14.85,2032-06-25,24.7,,22.02,9.8,48.87,1000,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-03-27,98.0,98.01,98.0,98.01,98.0,7,6860.3,16.21,16.21,2027-07-21,3.93,2024-07-31,15.79,9.15,45.62,1000,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-03-27,96.96,97.05,95.3,97.05,96.96,608,589502.1,14.66,14.66,2032-09-17,5.87,2024-10-01,37.82,7.67,38.24,1000,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-03-27,98.51,99.91,98.51,100.0,100.0,19013,19012916.4,15.58,14.64,2032-09-23,21.4,2026-04-04,35.66,7.48,37.3,1000,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-27,95.01,93.87,93.87,95.21,94.79,103,97632.9,15.94,16.37,2028-11-07,7.43,2024-11-15,24.78,6.75,33.66,1000,RUB,58
RU000A0JUMH3,TQCB,ГПБ БО-08,2024-03-27,98.99,99.2,98.71,99.2,98.84,1080,1067511.9,13.81,14.91,2024-05-23,1.87,,22.77,6.65,33.16,1000,RUB,58
RU000A0JUQ39,TQCB,ГПБ БО-09,2024-03-27,98.67,98.35,98.35,98.67,98.56,3,2956.9,11.44,11.93,2024-06-27,3.03,,14.09,5.65,28.33,1000,RUB,58
RU000A0JUQC5,TQCB,АшинМЗ БО1,2024-03-27,99.97,99.81,99.8,99.97,99.8,228,227547.2,16.92,17.79,2024-06-17,2.7,,45.21,16.5,82.27,1000,RUB,58
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-03-27,36.23,36.23,36.23,36.23,36.23,1,362.3,10.22,10.22,2034-08-04,126.03,,34.74,0.51,87.58,1000,RUB,58
RU000A0JUU90,TQCB,АльфаБО-13,2024-03-27,97.43,96.43,96.43,97.43,96.76,3,2902.9,15.67,17.49,2029-08-30,5.37,,4.88,8.9,44.38,1000,RUB,58
RU000A0JUV08,TQCB,ГПБ БО-10,2024-03-27,96.68,96.74,96.32,96.74,96.54,25734,24844732.8,15.9,16.23,2024-09-26,6.07,,0.22,8.15,41.08,1000,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-03-27,97.24,97.01,97.0,97.25,97.24,80,77792.8,14.26,14.26,2024-11-28,7.9,,30.39,9.4,46.87,1000,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-03-27,97.24,97.22,97.22,97.25,97.24,35,34035.7,14.26,14.26,2024-11-28,7.9,,30.39,9.4,46.87,1000,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-03-27,96.8,97.19,96.6,97.19,96.67,79,76370.7,16.19,16.42,2024-12-10,8.33,,4.28,10.42,25.98,1000,RUB,58
RU000A0JV8G3,TQCB,ВЭБлизБ05,2024-03-27,93.02,87.15,87.14,93.02,87.88,8,7030.4,8.91,16.38,2025-02-04,10.43,,0.14,0.1,0.5,1000,RUB,58
RU000A0JV9D8,TQCB,ВЭБлизБ06,2024-03-27,96.98,97.92,93.1,97.95,94.22,35,32977.0,11.87,15.58,2025-02-18,10.67,,7.8,7.91,39.44,1000,RUB,58
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-03-27,99.12,99.17,99.08,99.4,99.12,776,769197.6,15.65,15.65,2025-03-06,10.83,,7.56,13.8,34.41,1000,RUB,58
RU000A0JVA77,TQCB,Солид БО-2,2024-03-27,95.02,95.02,95.02,95.02,95.02,2,1900.4,15.95,15.95,2025-03-07,11.2,,4.95,9.5,47.37,1000,RUB,58
RU000A0JVBX1,TQCB,ЗенитБО-09,2024-03-27,99.95,99.95,99.95,99.95,99.95,3,2998.5,0.2,0.2,2025-03-27,6.07,2024-09-30,0.5,0.1,0.5,1000,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2024-03-27,87.1,87.05,86.9,87.11,87.05,15,13057.7,14.08,14.14,2025-04-15,12.77,,0.04,0.01,0.05,1000,RUB,58
