Показатель,value_float
"EPS, руб",10.6
"EV, млрд руб",491.3
P/E,4.93
"ROA, %",13.1
"ROE, %",17.9
"Див доход, ао, %",5.3
"Дивиденды/прибыль, %",26.0
"Капитализация, млрд руб",582.7
"Опер. расходы, млрд руб",74.3
"Цена акции ао, руб",52.2
"Число акций ао, млн",11174.0
"Чистая прибыль, млрд руб",118.2
"Чистый долг, млрд руб",-91.5
