date,ticker,close,composite_score,tech_score,sentiment_score,fundamental_score,signal,recommendation
2024-12-31,LKOH,7222.5,1.0189354356668738,2.251321573517598,-0.41035377098784254,0.08190390102213735,1,BUY
2024-12-31,TATN,687.0,0.5477813098294284,1.237299391876516,-0.2908305543775236,0.08190390102213735,1,BUY
2024-12-31,NVTK,994.4,0.5197880280758765,1.19675309198921,-0.3165643270771862,0.08190390102213735,1,BUY
2024-12-31,SIBN,653.7,0.5088358316847709,1.1556879657577352,-0.28462977132841416,0.08190390102213735,1,BUY
2024-12-31,RUAL,37.16,0.4465485013549834,1.0368938272857526,-0.29426397497440127,0.08190390102213735,0,HOLD
2024-12-31,MAGN,39.3,0.44475390759887007,1.033304639773526,-0.29426397497440127,0.08190390102213735,0,HOLD
2024-12-31,ROSN,609.5,0.4404430492708887,1.0169533941801845,-0.2813814267454368,0.08190390102213735,0,HOLD
2024-12-31,ALRS,57.78,0.4199167087430913,0.9836302420619684,-0.29426397497440127,0.08190390102213735,0,HOLD
2024-12-31,GAZP,132.71,0.4082716342282403,0.9771944713393211,-0.32235460548615913,0.08190390102213735,0,HOLD
2024-12-31,AFKS,15.59,0.38983872306788847,0.95545094049711,-0.34755842461698006,0.08190390102213735,0,HOLD
2024-12-31,SBER,280.9,0.3681882808164424,0.8801733862086706,-0.29426397497440127,0.08190390102213735,0,HOLD
2024-12-31,MTSS,212.1,0.3653169527213249,0.8744307300184356,-0.29426397497440127,0.08190390102213735,0,HOLD
2024-12-31,GMKN,115.82,0.33435119453745166,0.8124992136506891,-0.29426397497440127,0.08190390102213735,0,HOLD
2024-12-31,SNGS,25.17,0.1953449771940171,0.604140656571884,-0.4103537709878412,0.08190390102213735,0,HOLD
2024-12-31,MVID,93.2,0.17646398735209706,0.4967247992799799,-0.29426397497440127,0.08190390102213735,0,HOLD
