secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-08-12,96.17,95.98,95.8,96.2,96.13,5197,499608.34,18.62,18.65,2025-12-26,15.1,,1.8528,14.5,3.63,100.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-08-12,96.94,96.8,96.8,97.34,97.0,280,271595.6,16.08,15.91,2025-01-16,5.2,,5.38,7.85,39.14,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-08-12,97.89,97.9,97.88,97.9,97.89,12,11746.8,13.92,13.92,2032-02-17,6.27,,42.46,9.28,46.27,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-08-12,88.52,88.93,86.97,89.78,88.47,87,76968.8,17.89,17.93,2032-06-25,21.2,,10.2,9.8,48.87,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-08-12,98.7,98.6,98.6,99.03,98.7,20019,19758755.6,19.4,19.4,2032-09-17,1.5,2024-10-01,28.58,7.67,38.24,1000.0,RUB,58
RU000A0JTB96,TQCB,ГлДорога 7,2024-08-12,88.73,88.73,88.73,88.73,88.73,6,3992.85,71.92,71.92,2029-10-30,2.8,,22.93,4.0,29.92,750.0,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-08-12,98.6,98.99,98.3,99.01,98.95,4964,4911655.5,18.16,17.48,2028-03-21,7.03,,57.12,15.0,74.79,1000.0,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-08-12,84.5,84.5,84.5,84.5,84.5,3,2535.0,16.32,16.32,2025-09-24,13.57,,0.04,0.01,0.05,1000.0,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-08-12,97.51,97.53,97.51,97.74,97.69,43,42005.7,17.97,17.12,2028-11-07,3.03,2024-11-15,16.64,6.75,33.66,1000.0,RUB,58
RU000A0JUV08,TQCB,ГПБ БО-10,2024-08-12,99.34,98.72,98.52,99.39,99.0,2362,2338494.8,14.1,17.29,2024-09-26,1.47,,31.04,8.15,41.08,1000.0,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-08-12,98.26,97.97,97.96,98.26,98.16,231,226750.7,16.15,16.55,2024-11-28,3.57,,19.06,9.4,46.87,1000.0,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-08-12,97.9,97.91,97.8,97.91,97.89,210,205577.6,17.58,17.62,2024-11-28,3.57,,19.06,9.4,46.87,1000.0,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-08-12,97.92,98.1,97.92,98.2,98.13,102,100094.8,18.2,17.43,2024-12-10,3.9,,17.7,10.42,25.98,1000.0,RUB,58
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-08-12,97.8,97.8,97.59,98.08,98.0,557,545879.7,19.23,18.79,2025-03-06,6.53,,25.33,13.8,34.41,1000.0,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2024-08-12,91.34,91.35,91.34,91.35,91.35,14,12788.7,14.46,14.44,2025-04-15,8.17,,0.03,0.01,0.05,1000.0,RUB,58
RU000A0JVHH1,TQCB,ТрансФБО39,2024-08-12,94.99,94.97,94.97,95.0,94.98,11,10448.0,15.86,15.87,2025-06-04,9.57,,15.84,8.5,42.38,1000.0,RUB,58
RU000A0JVM81,TQCB,Оренб35003,2024-08-12,97.8,97.77,97.34,97.89,97.8,2197,429724.62,17.77,17.77,2025-07-03,10.2,,2.99,14.0,6.98,200.0,RUB,58
RU000A105104,TQOY,РУСАЛ БО05,2024-08-12,99.4,99.2506,99.2501,99.7495,99.3392,68,67562.21,9.37,9.44,2027-07-28,11.47,2025-08-04,2.79,8.5,42.38,1000.0,CNY,245
RU000A105112,TQOY,РУСАЛ БО06,2024-08-12,99.35,99.2,99.2,99.4998,99.1946,98,97313.9,9.43,9.61,2027-07-28,11.47,2025-08-04,2.79,8.5,42.38,1000.0,CNY,245
RU000A1054W1,TQOY,Полюс Б1P2,2024-08-12,87.007,87.5969,87.0,87.597,87.1934,1879,1638185.75,8.97,8.89,2027-08-24,34.33,,17.39,3.8,18.95,1000.0,CNY,245
RU000A1057A0,TQOY,МЕТАЛИН1P1,2024-08-12,99.215,99.2008,99.2006,99.53,99.2345,475,471434.26,13.1,12.84,2024-09-13,1.03,,5.01,3.1,7.73,1000.0,CNY,245
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-08-12,87.5001,87.507,86.7807,88.3361,87.6152,64,56013.16,8.61,8.56,2027-09-10,35.17,,5.98,3.7,9.22,1000.0,CNY,245
RU000A1057S2,TQOY,Роснфт2P12,2024-08-12,99.02,98.9959,98.9004,99.2,98.8891,1334,1323022.61,14.06,15.63,2032-09-07,1.17,2024-09-20,12.2,3.05,15.21,1000.0,CNY,245
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-08-12,96.5501,97.0627,96.5501,97.0627,96.5334,141,136316.94,9.16,9.19,2025-04-24,8.37,,11.2,3.75,18.7,1000.0,CNY,245
RU000A105EV1,TQOY,ЕАБР П3-04,2024-08-12,89.01,89.01,89.01,89.01,89.01,5,4450.5,13.89,13.89,2027-11-07,14.7,,9.01,3.5,17.45,1000.0,CNY,245
RU000A105EW9,TQOY,Сегежа3P1R,2024-08-12,70.6656,70.39,70.11,70.7994,70.5526,181,127487.38,39.0,39.19,2037-10-22,14.63,2025-11-06,0.45,4.15,10.35,1000.0,CNY,245
RU000A105GS2,TQOY,ЮГК 1P1,2024-08-12,98.6,98.5802,98.58,98.6008,98.588,100,98599.07,9.53,9.58,2024-11-19,3.27,,8.98,3.95,19.7,1000.0,CNY,245
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-08-12,93.0001,93.0201,93.0001,93.9,93.3482,16,14935.71,9.15,8.84,2025-12-11,15.87,,5.34,3.25,16.21,1000.0,CNY,245
