secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-10-08,95.9,95.9,95.9,95.9,95.9,4,435.07,20.51,20.51,2025-12-25,13.6,,0.6348,15.5,3.88,100,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-10-08,95.57,95.63,95.5,95.65,95.54,1056,100888.32,19.71,19.74,2025-12-26,13.7,,0.4833,14.5,3.63,100,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-10-08,98.04,97.83,96.76,98.49,97.72,1642,1604564.2,15.95,17.33,2025-01-16,3.3,,17.64,7.85,39.14,1000,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-10-08,90.8,90.8,90.8,90.8,90.8,5,3069.04,37.11,37.11,2031-09-26,5.9,,0.89,12.05,40.62,676,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-10-08,86.9,82.1,82.1,86.9,86.65,20,11715.36,50.07,50.97,2031-09-26,5.9,,0.89,12.05,40.62,676,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-10-08,96.74,95.78,95.78,96.74,96.63,31,29955.1,19.28,19.63,2032-02-17,4.63,,10.68,9.28,46.27,1000,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-10-08,86.15,86.17,85.43,86.87,86.14,29,24979.7,20.53,20.54,2032-06-25,19.27,,25.51,9.8,48.87,1000,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-10-08,99.99,98.23,97.75,99.99,98.11,92,90260.3,16.54,19.44,2027-07-21,9.1,2025-07-30,33.32,16.0,79.78,1000,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-10-08,99.0,99.93,98.15,101.58,99.47,38,37796.8,21.96,20.73,2032-09-17,5.67,2025-04-01,5.6,18.57,92.6,1000,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-10-08,99.38,98.48,97.99,102.72,99.99,59,58993.4,15.23,14.72,2032-09-23,16.83,2026-04-04,1.95,14.21,70.86,1000,RUB,58
