secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-08-23,95.86,96.44,95.36,96.5,95.74,3871,370620.04,19.0,19.12,2025-12-26,14.67,,2.2958,14.5,3.63,100,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-08-23,96.31,96.53,96.2,96.54,96.31,2092,2014745.7,18.75,18.75,2025-01-16,4.77,,7.74,7.85,39.14,1000,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-08-23,96.59,96.99,96.59,96.99,96.69,271,262028.9,17.34,17.1,2032-02-17,5.83,,45.26,9.28,46.27,1000,RUB,58
RU000A0JS934,TQCB,ЕАБР11,2024-08-23,95.6,95.81,95.6,95.81,95.71,24,22970.1,22.18,21.84,2025-01-24,5.03,,7.29,9.5,47.37,1000,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-08-23,87.69,86.35,86.35,87.78,87.23,92,80248.9,18.67,19.03,2032-06-25,20.73,,13.16,9.8,48.87,1000,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-08-23,99.33,99.33,99.33,99.33,99.33,3,2979.9,17.47,17.47,2027-07-21,10.6,2025-07-30,13.15,16.0,79.78,1000,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-08-23,99.38,98.89,97.99,99.38,98.75,6,5925.2,15.17,15.66,2032-09-23,17.13,2026-04-04,54.89,14.21,70.86,1000,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-08-23,98.03,99.74,98.01,99.74,98.23,777,763217.5,19.54,19.12,2028-03-21,6.6,,61.64,15.0,74.79,1000,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-08-23,84.5,84.5,84.5,84.5,84.5,29,24505.0,16.9,16.9,2025-09-24,13.13,,0.04,0.01,0.05,1000,RUB,58
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-08-23,98.99,99.16,98.68,99.16,98.94,9,8904.6,22.18,22.46,2025-11-11,2.6,,45.66,16.5,82.27,1000,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-08-23,97.7,97.87,97.48,97.87,97.49,1047,1020679.6,18.84,20.02,2028-11-07,2.6,2024-11-15,18.68,6.75,33.66,1000,RUB,58
RU000A0JUU90,TQCB,АльфаБО-13,2024-08-23,99.87,99.6,99.6,99.87,99.74,2,1994.7,13.99,19.31,2029-08-30,0.33,2024-09-05,41.21,8.9,44.38,1000,RUB,58
RU000A0JUV08,TQCB,ГПБ БО-10,2024-08-23,99.26,99.05,99.01,99.4,99.26,4397,4364594.1,17.71,17.71,2024-09-26,1.03,,33.49,8.15,41.08,1000,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-08-23,97.96,98.15,97.85,98.19,98.06,336,329492.2,18.42,17.97,2024-11-28,3.13,,21.89,9.4,46.87,1000,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-08-23,98.0,98.0,97.93,98.0,97.99,1995,1954945.0,18.24,18.29,2024-11-28,3.13,,21.89,9.4,46.87,1000,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-08-23,97.94,97.85,97.85,98.2,98.06,77,75504.0,19.06,18.55,2024-12-10,3.47,,20.84,10.42,25.98,1000,RUB,58
RU000A0JV805,TQCB,РСХБ БО8,2024-08-23,99.13,99.13,99.13,99.13,99.13,10,9913.0,18.25,18.25,2025-01-29,5.1,,9.45,15.0,37.4,1000,RUB,58
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-08-23,98.01,98.84,98.01,98.84,98.43,132,129931.0,19.07,18.08,2025-03-06,6.1,,29.49,13.8,34.41,1000,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2024-08-23,92.46,92.46,92.46,92.46,92.46,4,3698.4,13.14,13.14,2025-04-15,7.73,,0.04,0.01,0.05,1000,RUB,58
RU000A0JVFC6,TQCB,РостелБО-1,2024-08-23,96.57,96.57,96.57,96.57,96.57,1,965.7,12.44,12.44,2025-05-16,8.57,,18.79,7.0,34.9,1000,RUB,58
RU000A0JVHH1,TQCB,ТрансФБО39,2024-08-23,92.48,92.52,92.48,92.52,92.5,5,4624.9,20.31,20.28,2025-06-04,9.13,,18.4,8.5,42.38,1000,RUB,58
RU000A0JVM81,TQCB,Оренб35003,2024-08-23,97.54,97.4,97.38,98.31,97.52,1697,330965.98,18.27,18.3,2025-07-03,9.77,,3.84,14.0,6.98,200,RUB,58
RU000A105104,TQOY,РУСАЛ БО05,2024-08-23,98.2,98.4122,94.986,99.3322,96.4105,1849,1803524.89,10.86,13.12,2027-07-28,11.0,2025-08-04,5.36,8.5,42.38,1000,CNY,245
RU000A105112,TQOY,РУСАЛ БО06,2024-08-23,98.64,99.3431,98.3,99.3431,98.4405,90,88596.43,10.31,10.56,2027-07-28,11.03,2025-08-04,5.36,8.5,42.38,1000,CNY,245
RU000A1054W1,TQOY,Полюс Б1P2,2024-08-23,87.2,87.8,86.3503,87.8,87.3114,1814,1585695.14,8.94,8.89,2027-08-24,33.9,,18.53,3.8,18.95,1000,CNY,245
RU000A1057A0,TQOY,МЕТАЛИН1P1,2024-08-23,99.3,99.3,99.2399,99.3,98.5218,2732,2711575.5,18.81,39.22,2024-09-13,0.6,,5.95,3.1,7.73,1000,CNY,245
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-08-23,87.9999,87.1005,86.38,88.2872,87.0762,111,97068.96,8.45,8.85,2027-09-10,34.7,,7.1,3.7,9.22,1000,CNY,245
