secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-04-25,99.9978,99.9999,94.1001,99.9999,99.7299,22,2284.3,16.15,16.36,2025-12-25,18.03,,1.3448,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-04-25,98.88,99.66,98.71,99.66,98.83,3590,354803.42,15.9,15.94,2025-12-26,18.17,,1.1681,14.5,3.63,100.0,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-04-25,98.69,98.66,98.5,99.0,98.74,1136,1121725.0,15.09,14.8,2024-07-08,2.43,,23.23,7.85,39.14,1000.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-04-25,95.8,95.5,95.4,95.8,95.66,145,138704.9,14.58,14.82,2025-01-16,8.6,,21.08,7.85,39.14,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-04-25,95.3,95.3,95.3,95.3,95.3,9,8577.0,16.04,16.04,2032-02-17,9.9,,14.75,9.28,46.27,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-04-25,92.45,91.25,91.25,92.47,92.39,139,128426.5,14.39,14.42,2032-06-25,23.77,,29.8,9.8,48.87,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-04-25,96.88,96.75,96.75,97.15,96.89,9,8719.8,16.15,16.12,2032-09-17,5.13,2024-10-01,5.67,7.67,38.24,1000.0,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-04-25,87.14,87.14,87.14,87.14,87.14,62,54026.8,10.24,10.24,2025-09-24,17.2,2024-04-27,0.01,0.01,0.05,1000.0,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-04-25,95.64,95.89,95.6,95.9,95.6,1058,1011500.2,15.91,16.0,2028-11-07,6.47,2024-11-15,30.14,6.75,33.66,1000.0,RUB,58
RU000A0JUMH3,TQCB,ГПБ БО-08,2024-04-25,99.58,99.55,99.55,99.6,99.6,258,256958.2,12.73,12.44,2024-05-23,0.9,,28.06,6.65,33.16,1000.0,RUB,58
RU000A0JUQ39,TQCB,ГПБ БО-09,2024-04-25,98.48,98.5,98.47,98.5,98.49,256,252124.9,15.46,15.39,2024-06-27,2.07,,18.58,5.65,28.33,1000.0,RUB,58
RU000A0JUQC5,TQCB,АшинМЗ БО1,2024-04-25,99.8,99.81,99.8,99.97,99.84,78,77877.9,18.22,17.9,2024-06-17,1.73,,58.32,16.5,82.27,1000.0,RUB,58
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-04-25,27.73,28.02,27.73,29.18,28.51,4,1140.4,12.9,12.63,2034-08-04,125.07,,35.14,0.51,87.58,1000.0,RUB,58
RU000A0JUU90,TQCB,АльфаБО-13,2024-04-25,98.39,98.39,98.39,98.39,98.39,4,3935.6,13.99,13.99,2029-08-30,4.4,,11.95,8.9,44.38,1000.0,RUB,58
RU000A0JUV08,TQCB,ГПБ БО-10,2024-04-25,97.29,97.11,97.06,97.29,97.23,2011,1955375.8,15.57,15.74,2024-09-26,5.1,,6.7,8.15,41.08,1000.0,RUB,58
RU000A0JUW31,TQCB,РСХБ БО13,2024-04-25,99.95,99.94,99.94,99.95,99.94,3,2998.3,11.57,11.6,2024-09-27,5.07,,8.14,11.0,27.42,1000.0,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-04-25,97.0,97.25,97.0,97.3,97.08,110,106787.5,15.38,15.22,2024-11-28,6.93,,37.86,9.4,46.87,1000.0,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-04-25,97.0,96.99,96.76,97.0,96.99,193,187200.3,15.38,15.4,2024-11-28,6.93,,37.86,9.4,46.87,1000.0,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-04-25,96.61,96.4,96.34,96.65,96.39,899,866520.6,17.23,17.66,2024-12-10,7.37,,12.56,10.42,25.98,1000.0,RUB,58
RU000A0JV9D8,TQCB,ВЭБлизБ06,2024-04-25,95.1,95.1,95.1,95.1,95.1,44,41844.0,14.97,14.97,2025-02-18,9.7,,14.09,7.91,39.44,1000.0,RUB,58
