secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-04-22,99.9999,99.9999,99.9999,99.9999,99.9999,4,419.88,16.15,16.15,2025-12-25,18.13,,1.2203,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-04-22,98.71,99.54,98.04,99.61,98.76,2186,215888.08,16.03,15.99,2025-12-26,18.27,,1.0472,14.5,3.63,100.0,RUB,58
RU000A0JQ5C5,TQIR,НПФ 01,2024-04-22,,,,,,0,0.0,,,2029-05-06,,,748.49,5.0,1000.55,1000.0,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-04-22,98.55,98.79,98.3,99.5,98.55,1060,1044650.7,15.57,15.57,2024-07-08,2.53,,22.58,7.85,39.14,1000.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-04-22,105.5,105.5,105.5,105.5,105.5,1,1055.0,4.39,4.39,2028-09-15,4.83,,19.26,18.5,93.26,1000.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-04-22,95.33,96.14,94.83,96.16,95.31,173,164894.6,15.28,15.32,2025-01-16,8.7,,20.43,7.85,39.14,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2024-04-22,95.01,,,,,0,0.0,,,2028-10-30,,,11.51,4.0,24.93,625.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-04-22,139.17,,,,,0,0.0,,,2031-05-13,60.83,,43.76,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-04-22,122.99,,,,,0,0.0,,,2031-05-13,,,43.76,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-04-22,96.53,,,,,0,0.0,,,2031-09-26,5.47,,3.53,10.69,37.79,709.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-04-22,96.0,,,,,0,0.0,,,2031-09-26,5.47,,3.53,10.69,37.79,709.0,RUB,58
