date,avg_sentiment,sentiment_compound_median,sentiment_compound_std,sentiment_compound_min,sentiment_compound_max,sentiment_compound_count,sentiment_positive_mean,sentiment_positive_sum,sentiment_negative_mean,sentiment_negative_sum,sentiment_neutral_mean,news_count,stock_impact_mean,stock_impact_median,stock_impact_std,positive_ratio,negative_ratio,sentiment_ratio,sentiment_strength,sentiment_direction,cbr_meeting,days_to_cbr_meeting,cbr_proximity_factor,cbr_adjusted_sentiment,day_of_week,month,is_weekend,trading_activity_index,weighted_sentiment,sentiment_ma_3d,news_count_ma_3d,sentiment_ma_7d,news_count_ma_7d,sentiment_ma_14d,news_count_ma_14d,sentiment_std_3d,sentiment_std_7d,sentiment_std_14d,sentiment_change_1d,news_count_change_1d,sentiment_zscore_3d,sentiment_zscore_7d,sentiment_zscore_14d
2024-04-23 00:00:00+00:00,-0.10344827586206895,-0.10344827586206895,0.0,-0.10344827586206895,-0.10344827586206895,1,0.05172413793103449,0.05172413793103449,0.12068965517241378,0.12068965517241378,0.8275862068965517,1,-0.051724137931034475,-0.051724137931034475,0.0,0.05172413793103449,0.12068965517241378,0.42857142857142866,0.07170488074758054,-1.0,0,3,1.3,-0.13448275862068965,1,4,0,1.0,-0.10344827586206895,-0.10344827586206895,1.0,-0.10344827586206895,1.0,-0.10344827586206895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1.4,0.0,2,4,0,1.0,0.0,-0.051724137931034475,0.5,-0.051724137931034475,0.5,-0.051724137931034475,0.5,0.0731489773641256,0.0731489773641256,0.0731489773641256,0.10344827586206895,-1.0,0.7071067811865476,0.7071067811865476,0.7071067811865476
2024-04-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.5,0.0,3,4,0,1.0,0.0,-0.03448275862068965,0.3333333333333333,-0.03448275862068965,0.3333333333333333,-0.03448275862068965,0.3333333333333333,0.05972588991616817,0.05972588991616817,0.05972588991616817,0.0,0.0,0.5773502691896257,0.5773502691896257,0.5773502691896257
2024-04-26 00:00:00+00:00,0.25,0.25,0.0,0.25,0.25,1,0.16666666666666669,0.16666666666666669,0.0,0.0,0.8333333333333333,1,0.125,0.125,0.0,0.16666666666666669,0.0,166.66666666666669,0.17328679513998632,1.0,1,99,1.5,0.375,4,4,0,1.0,0.25,0.08333333333333333,0.3333333333333333,0.03663793103448276,0.5,0.03663793103448276,0.5,0.14433756729740646,0.15036865122855525,0.15036865122855525,0.25,1.0,1.1547005383792515,1.418926533039218,1.418926533039218
2024-04-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,5,4,1,0.3,0.0,0.08333333333333333,0.3333333333333333,0.02931034482758621,0.4,0.02931034482758621,0.4,0.14433756729740646,0.1312498230563328,0.1312498230563328,-0.25,-1.0,-0.5773502691896256,-0.22331721403545152,-0.22331721403545152
2024-04-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,6,4,1,0.3,0.0,0.08333333333333333,0.3333333333333333,0.02442528735632184,0.3333333333333333,0.02442528735632184,0.3333333333333333,0.14433756729740646,0.11800167609335162,0.11800167609335162,0.0,0.0,-0.5773502691896256,-0.20699102050888576,-0.20699102050888576
2024-04-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,0,4,0,1.0,0.0,0.0,0.0,0.020935960591133007,0.2857142857142857,0.020935960591133007,0.2857142857142857,0.0,0.10811517366349062,0.10811517366349062,0.0,0.0,0.0,-0.19364497953170162,-0.19364497953170162
2024-04-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,1,4,0,1.0,0.0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.01831896551724138,0.25,0.0,0.09449111825230681,0.10036851370101774,0.0,0.0,0.0,-0.3779644730092272,-0.1825170548187128
2024-05-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,2,5,0,1.0,0.0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.01628352490421456,0.2222222222222222,0.0,0.09449111825230681,0.09408451461922356,0.0,0.0,0.0,-0.3779644730092272,-0.17307337950476576
2024-05-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,3,5,0,1.0,0.0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.014655172413793105,0.2,0.0,0.09449111825230681,0.08885306534701903,0.0,0.0,0.0,-0.3779644730092272,-0.16493716178003281
