security_code,full_name,yield,duration_years,risk_adjusted_yield,bond_score,price_pct,weight
RU000A0JRU20,СЗКК 03,34.17,0.45249999999999996,75.51381215469614,1.7180224300770588,92.73,0.2
RU000A0JUAH8,РЖД-30 обл,20.63,0.5108333333333334,40.384991843393145,0.39740938058945496,101.37,0.2
KG000A3LSJ06,Кыргыз. 02,20.77,0.6583333333333333,31.549367088607596,0.3783191382579588,96.8,0.2
RU000A0JSGV0,РЖД-32 обл,20.96,1.1358333333333335,18.4534115920763,0.20369588756937312,89.6,0.2
RU000A0JT6B2,ВЭБ.РФ 19,19.91,0.9225,21.582655826558266,0.17110651871841273,96.0,0.2
