date,avg_sentiment,sentiment_compound_median,sentiment_compound_std,sentiment_compound_min,sentiment_compound_max,sentiment_compound_count,sentiment_positive_mean,sentiment_positive_sum,sentiment_negative_mean,sentiment_negative_sum,sentiment_neutral_mean,news_count,stock_impact_mean,stock_impact_median,stock_impact_std,positive_ratio,negative_ratio,sentiment_ratio,sentiment_strength,sentiment_direction,cbr_meeting,days_to_cbr_meeting,cbr_proximity_factor,cbr_adjusted_sentiment,day_of_week,month,is_weekend,trading_activity_index,weighted_sentiment,sentiment_ma_3d,news_count_ma_3d,sentiment_ma_7d,news_count_ma_7d,sentiment_ma_14d,news_count_ma_14d,sentiment_std_3d,sentiment_std_7d,sentiment_std_14d,sentiment_change_1d,news_count_change_1d,sentiment_zscore_3d,sentiment_zscore_7d,sentiment_zscore_14d
2024-06-01 00:00:00+00:00,0.25234204920350645,0.25234204920350645,0.2855891847970137,0.0504,0.4542840984070129,2,0.20052365601533284,0.4010473120306657,0.0322956232129952,0.0645912464259904,0.7671807207716719,2,0.2261710246017532,0.2261710246017532,0.0013732361611972946,0.20052365601533284,0.0322956232129952,6.209004071320896,0.277226076202665,1.0,0,99,1.0,0.25234204920350645,5,6,1,0.3,0.07570261476105193,0.25234204920350645,2.0,0.25234204920350645,2.0,0.25234204920350645,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,1.1,0.0,6,6,1,0.3,0.0,0.12617102460175322,1.0,0.12617102460175322,1.0,0.12617102460175322,1.0,0.17843277417030884,0.17843277417030884,0.17843277417030884,-0.25234204920350645,-2.0,-0.7071067811865476,-0.7071067811865476,-0.7071067811865476
2024-06-03 00:00:00+00:00,0.2055548618048618,0.1785714285714285,0.3166551985733864,-0.2763157894736842,0.9375,9,0.15750441079388444,1.41753969714496,0.020467836257309933,0.1842105263157894,0.8220277529488056,9,0.2583329864579864,0.2892857142857142,0.22038603707973814,0.15750441079388444,0.020467836257309933,7.695215498786928,0.47330756058432594,1.0,0,4,1.2,0.24666583416583415,0,6,0,1.0,0.2055548618048618,0.1526323036694561,3.6666666666666665,0.1526323036694561,3.6666666666666665,0.1526323036694561,3.6666666666666665,0.13423757044416726,0.13423757044416726,0.13423757044416726,0.2055548618048618,9.0,0.39424550042357553,0.39424550042357553,0.39424550042357553
2024-06-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1.3,0.0,1,6,0,1.0,0.0,0.06851828726828726,3.3333333333333335,0.11447422775209207,3.0,0.11447422775209207,3.0,0.11867715479627328,0.1335563747762087,0.1335563747762087,-0.2055548618048618,-8.0,-0.5773502691896257,-0.8571229036720166,-0.8571229036720166
2024-06-05 00:00:00+00:00,-0.05,-0.05,0.0,-0.05,-0.05,1,0.1136363636363636,0.1136363636363636,0.1363636363636363,0.1363636363636363,0.75,1,0.175,0.175,0.0,0.1136363636363636,0.1363636363636363,0.8333333333333335,0.03465735902799726,-1.0,0,2,1.4,-0.06999999999999999,2,6,0,1.0,-0.05,0.051851620601620595,3.6666666666666665,0.08157938220167364,2.6,0.08157938220167364,2.6,0.13543823229533938,0.13707054115108666,0.13707054115108666,-0.05,0.0,-0.7520152830961413,-0.9599391750897054,-0.9599391750897054
2024-06-06 00:00:00+00:00,-0.018839712918660274,0.0,0.19314478143492497,-0.2727272727272726,0.1973684210526315,4,0.061303827751196145,0.24521531100478458,0.07386363636363635,0.2954545454545454,0.8648325358851675,4,0.09058014354066984,0.0318181818181818,0.14194223564440409,0.061303827751196145,0.07386363636363635,0.8299595141700402,0.03032134823066634,-1.0,0,1,1.5,-0.02825956937799041,3,6,0,1.0,-0.018839712918660274,-0.02294657097288676,2.0,0.06484286634828466,2.8333333333333335,0.06484286634828466,2.8333333333333335,0.025251726917345223,0.12927231868666175,0.12927231868666175,0.03116028708133973,3.0,0.16263672055654602,-0.6473356408944746,-0.6473356408944746
2024-06-07 00:00:00+00:00,0.5769230769230771,0.5769230769230771,0.0,0.5769230769230771,0.5769230769230771,1,0.3846153846153847,0.3846153846153847,0.0,0.0,0.6153846153846153,1,0.4884615384615385,0.4884615384615385,0.0,0.3846153846153847,0.0,384.6153846153847,0.3998926041691993,1.0,1,99,1.5,0.8653846153846156,4,6,0,1.0,0.5769230769230771,0.1693611213348056,2.0,0.13799718214468357,2.5714285714285716,0.13799718214468357,2.5714285714285716,0.3533027053462088,0.22668698187808747,0.22668698187808747,0.5957627898417374,-3.0,1.1535772283116057,1.9362642315933623,1.9362642315933623
2024-06-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,5,6,1,0.3,0.0,0.18602778800147227,1.6666666666666667,0.10194831797275408,2.2857142857142856,0.12074753437659813,2.25,0.3386562842640648,0.2255340905194259,0.21546784513600264,-0.5769230769230771,-1.0,-0.5493114896885198,-0.4520306342068184,-0.5603970016982471
2024-06-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,6,6,1,0.3,0.0,0.19230769230769237,0.3333333333333333,0.10194831797275408,2.2857142857142856,0.10733114166808723,2.0,0.33308669376324573,0.2255340905194259,0.20553123750756047,0.0,0.0,-0.5773502691896258,-0.4520306342068184,-0.5222132799358008
2024-06-10 00:00:00+00:00,0.41904761904761906,0.5464285714285714,0.4097313981062523,-0.1666666666666665,0.75,4,0.3765873015873016,1.5063492063492063,0.0972222222222222,0.3888888888888888,0.5261904761904762,4,0.4095238095238095,0.4732142857142857,0.20486569905312618,0.3765873015873016,0.0972222222222222,3.873469387755103,0.6744311252104801,1.0,0,99,1.0,0.41904761904761906,0,6,0,1.0,0.41904761904761906,0.13968253968253969,1.3333333333333333,0.13244728329314798,1.5714285714285714,0.1385027894060404,2.2,0.24193725566041463,0.2544602452697929,0.2174077487053168,0.41904761904761906,4.0,1.1547005383792515,1.1263069225237974,1.2904086046254055
