secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
BYM000001818,TQCB,РесБел 331,2025-04-21,96.9878,97.4999,96.1,97.4999,96.581,128,10030467.05,,0.0,2027-06-29,,,1949.0039,7.63,38.44,1000.0,USD,58
BYM000001917,TQCB,РесБел 334,2025-04-21,94.0,94.55,93.9999,95.2,94.8103,299,23000984.11,,0.0,2026-02-24,,,731.3454,5.88,29.13,1000.0,USD,58
BYM000001925,TQCB,РесБел 335,2025-04-21,88.9893,86.5202,86.5202,88.9893,88.9662,193,13931633.52,,0.0,2031-02-24,,,793.961,6.38,31.63,1000.0,USD,58
BYM000001941,TQCB,РесБел 336,2025-04-21,88.504,87.2103,87.2102,89.2433,88.255,13,930898.45,,0.0,2030-02-28,,,716.674,6.2,30.75,1000.0,USD,58
KG000A3LSC78,TQCB,Кыргыз. 01,2025-04-21,99.4,,,,,0,0.0,,,2025-12-25,,,1.0428,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2025-04-21,96.69,96.73,96.65,96.99,96.75,1411,136514.26,20.95,20.84,2025-12-26,7.93,,1.0069,14.5,3.63,100.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2025-04-21,100.49,,,,,0,0.0,,,2028-09-15,4.87,,20.27,20.0,100.82,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2025-04-21,80.01,,,,,0,0.0,,,2028-10-30,,,25.52,11.09,55.3,500.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2025-04-21,111.72,,,,,0,0.0,,,2031-05-13,,,43.76,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2025-04-21,109.98,,,,,0,0.0,,,2031-05-13,,,43.76,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2025-04-21,80.53,89.7,80.53,89.7,85.3,7,3833.19,83.06,61.21,2031-09-26,5.47,,3.91,13.06,41.81,642.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2025-04-21,82.01,,,,,0,0.0,,,2031-09-26,5.47,,3.91,13.06,41.81,642.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2025-04-21,100.0,,,,,0,0.0,,,2025-07-16,,,0.03,0.01,0.05,1000.0,RUB,58
RU000A0JS4J1,TQCB,ЗСД 03,2025-04-21,113.99,,,,,0,0.0,,,2032-02-06,,,17.79,9.84,49.07,1000.0,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2025-04-21,105.74,,,,,0,0.0,,,2032-02-06,,,17.79,9.84,49.07,1000.0,RUB,58
RU000A0JS4L7,TQCB,ЗСД 05,2025-04-21,102.5,,,,,0,0.0,,,2032-02-06,,,17.79,9.84,49.07,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2025-04-21,101.93,101.93,101.93,101.93,101.93,1,1019.3,18.87,18.87,2032-02-17,23.67,,28.86,19.15,95.49,1000.0,RUB,58
RU000A0JS9X1,TQCB,СитиматНН,2025-04-21,,,,,,0,0.0,,,2036-12-20,,,,0.0,127.7,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2025-04-21,90.1,89.19,88.5,90.59,88.53,3392,3003051.4,20.35,22.19,2032-06-25,13.67,,29.0,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2025-04-21,98.45,98.45,98.45,98.45,98.45,1,984.5,23.45,23.45,2027-07-21,3.07,2025-07-30,39.01,16.0,79.78,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2025-04-21,98.83,96.37,96.36,100.45,98.44,31,30517.3,18.47,18.69,2032-09-17,25.07,2027-09-28,11.24,17.09,85.22,1000.0,RUB,58
