Полное наименование,Код ценной бумаги,Нужна квалификация?,"Цена, %","Объем сделок за n дней, шт.",Доходность,"Дюрация, месяцев",Месяцы выплат
ГТЛК БО 001P-15,RU000A100Z91,нет,87.75,175889,23.82,11.46,01-––-––-04-––-––-07-––-––-10-––-––
Мобильные ТелеСистемы 001P-10,RU000A100HU7,нет,92.26,129831,22.56,7.7,––-––-03-––-––-06-––-––-––-––-––--12
Республика Беларусь 07,RU000A100D89,нет,94.1,124779,23.04,6.06,––-––-––-––-05-––-––-––-––-10-––-––
Уралкалий ПАО ПБО-06-P,RU000A101GZ6,нет,95.59,87287,22.16,3.9,––-02-––-––-––-––-––-––-––-––-––-––
