secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-04-17,96.81,100.0,96.8,100.0,97.0208,53,5428.8,18.63,18.46,2025-12-25,18.27,,1.0,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-04-17,98.94,99.99,97.8,99.99,98.88,3212,317618.27,15.85,15.9,2025-12-26,18.43,,0.8458,14.5,3.63,100.0,RUB,58
RU000A0JQ5C5,TQIR,НПФ 01,2024-04-17,,,,,,0,0.0,,,2029-05-06,,,747.81,5.0,1000.55,1000.0,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-04-17,98.5,98.91,98.38,98.91,98.48,205,201891.5,15.35,15.46,2024-07-08,2.7,,21.51,7.85,39.14,1000.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-04-17,105.51,,,,,0,0.0,,,2028-09-15,5.0,,16.73,18.5,93.26,1000.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-04-17,95.66,95.54,95.24,95.72,95.41,242,230900.6,14.62,15.02,2025-01-16,8.87,,19.36,7.85,39.14,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2024-04-17,95.01,,,,,0,0.0,,,2028-10-30,,,11.16,4.0,24.93,625.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-04-17,139.17,,,,,0,0.0,,,2031-05-13,61.0,,42.33,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-04-17,122.99,,,,,0,0.0,,,2031-05-13,,,42.33,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-04-17,96.52,96.53,96.52,96.53,96.53,10,6843.91,19.74,19.71,2031-09-26,5.63,,2.49,10.69,37.79,709.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-04-17,96.0,,,,,0,0.0,,,2031-09-26,,,2.49,10.69,37.79,709.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-04-17,90.0,,,,,0,0.0,,,2025-07-16,15.13,2024-04-27,0.03,0.01,0.05,1000.0,RUB,58
RU000A0JS4J1,TQCB,ЗСД 03,2024-04-17,114.0,,,,,0,0.0,,,2032-02-06,,,16.44,9.84,49.07,1000.0,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-04-17,100.01,,,,,0,0.0,,,2032-02-06,,,16.44,9.84,49.07,1000.0,RUB,58
RU000A0JS4L7,TQCB,ЗСД 05,2024-04-17,116.0,,,,,0,0.0,,,2032-02-06,,,16.44,9.84,49.07,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-04-17,95.0,95.79,94.0,96.05,94.17,15600,14690733.6,16.31,17.52,2032-02-17,10.17,,12.71,9.28,46.27,1000.0,RUB,58
RU000A0JS934,TQCB,ЕАБР11,2024-04-17,98.0,,,,,0,0.0,,,2025-01-24,,,21.34,9.5,47.37,1000.0,RUB,58
RU000A0JS9X1,TQIR,СитиматНН,2024-04-17,,,,,,0,0.0,,,2036-12-20,,,,0.0,127.7,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-04-17,92.23,91.18,91.05,92.23,91.71,329,301734.6,14.48,14.8,2032-06-25,24.0,,27.65,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-04-17,98.51,,,,,0,0.0,,,2027-07-21,3.23,2024-07-31,21.06,9.15,45.62,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-04-17,96.8,96.85,95.83,96.9,96.49,37,35702.5,15.96,16.8,2032-09-17,5.4,2024-10-01,3.99,7.67,38.24,1000.0,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-04-17,103.91,100.51,100.51,103.91,103.6,11,11396.0,12.26,12.45,2032-09-23,21.53,2026-04-04,5.06,14.21,70.86,1000.0,RUB,58
RU000A0JT7T2,TQCB,ФСК РС-21,2024-04-17,100.1,,,,,0,0.0,,,2027-10-06,,2025-04-16,2.3,12.0,59.84,1000.0,RUB,58
