Ticker,Weight
AFKS,0.13999999999974322
ALRS,1.34003061075084e-13
GAZP,2.1667604051378038e-13
GMKN,1.6256631863083725e-13
LKOH,0.1399999999879096
MAGN,1.4366988304583374e-13
MTSS,1.0612824508093865e-11
MVID,1.7443060959851827e-13
NVTK,1.5457156003701248e-13
PHOR,1.7588420480620431e-13
ROSN,1.1849885041732735e-13
RUAL,0.1399999999996986
SBER,0.13999999999967125
SIBN,9.855862179911259e-14
SNGS,1.3116877272439176e-12
TATN,0.13999999999967397
RISK_FREE,0.3
