Ticker,Weight
AFKS,0.09
ALRS,0.0
GAZP,0.05999999998857737
GMKN,0.0
LKOH,0.0
MAGN,0.0
MTSS,0.09
MVID,0.0
NVTK,0.0
PHOR,0.09
ROSN,0.0
RUAL,0.09
SBER,0.09
SIBN,0.0
SNGS,0.0
TATN,0.09
RISK_FREE,0.4
