secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group,date
RU000A0JV8D0,TQCB,ВЭБлизБ04,2024-03-07,90.0,96.99,90.0,96.99,92.33,15,13849.5,12.64,9.46,2025-01-31,10.87,,0.09,0.1,0.5,1000.0,RUB,58,2024-03-09
RU000A0JV8G3,TQCB,ВЭБлизБ05,2024-03-07,93.83,87.15,85.59,93.83,90.14,14,12620.1,7.41,12.28,2025-02-04,11.0,,0.08,0.1,0.5,1000.0,RUB,58,2024-03-09
RU000A0JV9D8,TQCB,ВЭБлизБ06,2024-03-07,98.38,99.34,93.02,99.49,95.35,18,17163.2,9.98,13.75,2025-02-18,11.23,,3.47,7.91,39.44,1000.0,RUB,58,2024-03-09
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-03-07,99.52,99.17,99.08,99.7,99.4,1394,1385672.4,15.12,15.27,2025-03-06,11.4,,0.0,13.8,34.41,1000.0,RUB,58,2024-03-09
RU000A0JVD25,TQCB,РусГидро09,2024-03-07,86.96,86.41,86.35,87.02,86.88,83,72112.3,13.61,13.71,2025-04-15,13.33,,0.04,0.01,0.05,1000.0,RUB,58,2024-03-09
RU000A102K96,TQOD,ВЭБ1P-23В,2024-03-07,96.999,95.0,95.0,96.999,96.5817,7,6769.94,5.11,5.37,2025-12-17,20.93,,6.95,3.25,16.21,1000.0,USD,193,2024-03-09
RU000A103FY7,TQOD,ВЭБ1P-30В,2024-03-07,96.9,96.0,96.0,98.7997,96.7237,4,3892.0,4.84,4.92,2026-07-23,27.8,,3.89,3.38,16.85,1000.0,USD,193,2024-03-09
RU000A1040E8,TQOD,ЦифрБро1П2,2024-03-07,95.5498,95.3001,95.3,95.5498,95.3625,4,3814.5,7.56,7.65,2026-11-06,30.1,,4.07,5.5,13.71,1000.0,USD,193,2024-03-09
RU000A105146,TQOD,ПИК К 1P5,2024-03-07,95.6,95.2,95.1,95.6,95.5039,230,218869.51,7.59,7.64,2026-11-19,30.27,,16.8,5.63,28.05,1000.0,USD,193,2024-03-09
RU000A1056U0,TQOD,ГазКЗ-27Д,2024-03-07,98.5,98.5,98.4,98.99,98.8,22,21667.0,5.49,5.38,2027-03-23,33.9,,22.55,4.95,24.75,1000.0,USD,193,2024-03-09
RU000A105BY1,TQOD,ГазКЗ-28Е,2024-03-07,84.5106,84.5106,84.5106,84.5106,82.5851,1,918.64,5.7,6.24,2028-11-17,54.6,,6.0981,1.85,18.5,1000.0,EUR,193,2024-03-09
XS0559915961,TQOD,VEB FIN-25,2024-03-07,100.0,100.0001,100.0,100.0001,100.3065,62,62000.0,6.79,6.6,2025-11-22,19.53,,19.8333,6.8,34.0,1000.0,USD,193,2024-03-09
XS2063279959,TQOD,ALFA-30,2024-03-07,90.25,89.5,89.3,90.25,89.508,56,50426.7,16.36,17.25,2030-04-15,12.77,,23.4694,5.95,29.75,1000.0,USD,193,2024-03-09
XS2069992258,TQOD,GMKN-24,2024-03-07,98.0,98.7,98.0,98.7,98.4667,3,2954.0,6.65,5.86,2024-10-28,7.6,,12.0938,3.38,16.88,1000.0,USD,193,2024-03-09
RU000A105104,TQOY,РУСАЛ БО05,2024-03-07,98.85,98.7003,98.63,98.85,99.0768,120,118468.3,7.05,6.43,2027-07-28,4.73,2024-08-05,3.85,3.9,19.45,1000.0,CNY,245,2024-03-09
RU000A105112,TQOY,РУСАЛ БО06,2024-03-07,99.0,98.9984,98.9966,99.0,98.9992,67,66329.51,6.64,6.64,2027-07-28,4.73,2024-08-05,3.85,3.9,19.45,1000.0,CNY,245,2024-03-09
RU000A1054W1,TQOY,Полюс Б1P2,2024-03-07,93.9203,94.3,93.781,94.3,94.2812,1039,978403.72,5.85,5.72,2027-08-24,39.67,,0.94,3.8,18.95,1000.0,CNY,245,2024-03-09
RU000A1057A0,TQOY,МЕТАЛИН1P1,2024-03-07,99.0,98.9999,98.7116,99.0,98.9919,157,155404.91,5.2,5.22,2024-09-13,6.13,,7.05,3.1,7.73,1000.0,CNY,245,2024-03-09
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-03-07,94.1099,94.05,93.9301,94.2,94.1632,224,210832.4,5.68,5.66,2027-09-10,39.7,,8.41,3.7,9.22,1000.0,CNY,245,2024-03-09
RU000A1057S2,TQOY,Роснфт2P12,2024-03-07,98.79,98.736,98.7297,99.0942,98.856,335,331167.64,5.51,5.38,2032-09-07,6.23,2024-09-20,14.21,3.05,15.21,1000.0,CNY,245,2024-03-09
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-03-07,98.399,98.4895,97.6192,98.4895,98.3291,27,26548.86,5.3,5.37,2025-04-24,13.3,,13.66,3.75,18.7,1000.0,CNY,245,2024-03-09
RU000A105EW9,TQOY,Сегежа3P1R,2024-03-07,85.1,85.0,85.0,85.1996,85.114,495,421227.05,15.21,15.2,2037-10-22,19.47,2025-11-06,3.18,4.15,10.35,1000.0,CNY,245,2024-03-09
RU000A105GS2,TQOY,ЮГК 1P1,2024-03-07,99.2298,99.2945,99.2298,99.2946,99.2787,7,6949.51,5.15,5.08,2024-11-19,8.3,,11.58,3.95,19.7,1000.0,CNY,245,2024-03-09
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-03-07,97.185,96.0944,96.0944,97.185,96.6397,2,1932.79,5.0,5.35,2025-12-11,20.73,,7.48,3.25,16.21,1000.0,CNY,245,2024-03-09
RU000A105ML5,TQOY,НорНикБ1P5,2024-03-07,99.88,100.9999,99.7901,100.9999,100.0786,9,9007.07,4.06,3.94,2025-12-15,20.77,,8.66,3.95,19.7,1000.0,CNY,245,2024-03-09
RU000A105N25,TQIY,БДеньг-Ю01,2024-03-07,99.6,99.7099,99.6,99.9772,99.7161,501,49933.23,8.55,8.48,2026-06-03,24.8,,0.48,8.0,0.66,100.0,CNY,245,2024-03-09
RU000A105NH1,TQOY,АЛЬФАБ2Р20,2024-03-07,99.0101,99.37,98.02,99.4,98.8655,348,344052.11,5.36,5.56,2024-12-23,9.43,,8.22,4.0,20.05,1000.0,CNY,245,2024-03-09
RU000A105PQ7,TQOY,РУСАЛ 1Р2,2024-03-07,98.6392,98.6,98.6,98.6392,98.6003,156,153816.39,4.84,4.86,2025-12-23,20.9,,7.79,3.95,9.85,1000.0,CNY,245,2024-03-09
RU000A105ZC6,TQOY,Роснфт2P13,2024-03-07,99.9,99.9999,99.6001,99.9999,99.8747,4,3994.99,8.94,10.37,2033-03-07,0.23,2024-03-21,16.4,3.5,17.45,1000.0,CNY,245,2024-03-09
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-03-07,98.8925,98.6512,98.65,99.1896,98.789,224,221133.96,5.61,5.66,2026-03-24,23.33,,22.11,4.95,24.68,1000.0,CNY,245,2024-03-09
RU000A1063Z5,TQOY,ФосА1П1CHY,2024-03-07,99.8999,99.9993,99.6019,100.0,99.8404,116,115814.89,5.95,6.69,2026-04-09,1.03,,7.13,4.65,11.59,1000.0,CNY,245,2024-03-09
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-03-07,99.84,99.902,99.84,99.93,99.897,1362,1360585.14,5.91,5.88,2026-04-14,23.83,,22.37,5.75,28.67,1000.0,CNY,245,2024-03-09
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-07,99.7,99.55,99.55,99.8,99.71,3198,318888.56,15.26,15.25,2025-12-26,19.03,,2.8597,14.5,3.63,100.0,RUB,58,2024-03-10
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-03-07,98.37,98.4,98.07,98.45,98.37,696,684649.3,13.45,13.45,2024-07-08,3.97,,12.69,7.85,39.14,1000.0,RUB,58,2024-03-10
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-03-07,95.6,95.24,95.2,95.67,95.25,5121,4877928.3,13.91,14.4,2025-01-16,10.13,,10.54,7.85,39.14,1000.0,RUB,58,2024-03-10
RU000A0JRU20,TQCB,СЗКК 03,2024-03-07,98.15,99.0,98.15,99.0,98.29,12,8728.52,40.75,37.95,2031-09-26,0.83,,25.28,8.15,30.07,740.0,RUB,58,2024-03-10
RU000A0JRZ74,TQCB,БМБанкБ03,2024-03-07,85.99,83.52,82.41,85.99,85.35,1016,867127.5,11.86,12.48,2025-07-16,16.4,,0.01,0.01,0.05,1000.0,RUB,58,2024-03-10
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-07,95.46,95.33,95.27,95.8,95.6,29,27723.3,15.02,14.84,2032-02-17,11.43,,2.29,9.28,46.27,1000.0,RUB,58,2024-03-10
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-07,93.0,94.55,92.45,94.55,92.8,11,10236.1,13.85,13.97,2032-06-25,25.3,,16.65,9.8,48.87,1000.0,RUB,58,2024-03-10
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-03-07,96.68,95.97,95.97,96.85,96.28,459,441921.4,14.66,15.53,2032-09-17,6.43,2024-10-01,33.62,7.67,38.24,1000.0,RUB,58,2024-03-10
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-03-07,99.5,99.4,99.39,99.5,99.42,12,11929.8,15.74,17.12,2032-09-23,0.8,2024-04-08,31.56,7.48,37.3,1000.0,RUB,58,2024-03-10
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-07,99.71,99.65,99.62,99.72,99.65,15,14947.9,14.4,16.04,2028-03-21,0.5,2024-03-29,30.37,6.8,33.91,1000.0,RUB,58,2024-03-10
RU000A0JU0N7,TQCB,БМБанкБ02,2024-03-07,86.08,81.15,81.15,86.08,83.65,302,252632.4,10.24,12.31,2025-09-24,18.73,,0.05,0.01,0.05,1000.0,RUB,58,2024-03-10
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-07,95.75,95.45,94.95,95.75,95.2,40497,38553307.9,13.98,14.96,2028-11-07,8.0,2024-11-15,21.08,6.75,33.66,1000.0,RUB,58,2024-03-10
RU000A0JUMH3,TQCB,ГПБ БО-08,2024-03-07,98.64,98.59,98.36,98.65,98.6,277,273122.4,14.1,14.33,2024-05-23,2.43,,19.13,6.65,33.16,1000.0,RUB,58,2024-03-10
RU000A0JUQ39,TQCB,ГПБ БО-09,2024-03-07,98.57,98.4,98.38,98.57,98.39,58,57066.9,10.91,11.59,2024-06-27,3.6,,10.99,5.65,28.33,1000.0,RUB,58,2024-03-10
RU000A0JUQC5,TQCB,АшинМЗ БО1,2024-03-07,100.0,99.99,99.9,100.0,99.94,745,744579.2,16.84,17.09,2024-06-17,3.27,,36.16,16.5,82.27,1000.0,RUB,58,2024-03-10
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-03-07,29.16,29.16,29.16,29.16,29.16,1,291.6,12.27,12.27,2034-08-04,126.6,,34.46,0.51,87.58,1000.0,RUB,58,2024-03-10
RU000A0JUU90,TQCB,АльфаБО-13,2024-03-07,96.91,96.63,95.72,98.69,96.94,144,139598.1,16.34,16.26,2029-08-30,5.93,,0.0,8.9,44.38,1000.0,RUB,58,2024-03-10
RU000A0JUV08,TQCB,ГПБ БО-10,2024-03-07,96.41,96.37,96.3,96.75,96.48,3288,3172376.7,15.81,15.66,2024-09-26,6.4,,36.4,8.15,40.64,1000.0,RUB,58,2024-03-10
RU000A0JUW23,TQCB,Росбн15ИП,2024-03-07,99.74,99.74,99.74,99.74,99.74,1,187.01,13.31,13.31,2024-10-10,3.93,,3.49,11.92,5.57,187.5,RUB,58,2024-03-10
RU000A0JUW72,TQCB,РСХБ БО14,2024-03-07,98.1,98.1,98.1,98.1,98.1,1,981.0,15.42,15.42,2024-09-30,6.53,,19.89,11.0,27.42,1000.0,RUB,58,2024-03-10
RU000A0JV1X3,TQCB,РоснфтБО3,2024-03-07,97.32,97.2,96.73,97.34,97.23,2095,2036893.5,13.83,13.98,2024-11-28,8.47,,25.24,9.4,46.87,1000.0,RUB,58,2024-03-10
RU000A0JV219,TQCB,РоснфтБО9,2024-03-07,97.27,97.27,97.26,97.27,97.27,15,14590.4,13.91,13.91,2024-11-28,8.47,,25.24,9.4,46.87,1000.0,RUB,58,2024-03-10
RU000A0JV375,TQCB,ГТЛК БО-03,2024-03-07,97.48,97.46,97.46,97.48,97.48,11,10722.6,14.77,14.77,2024-12-10,8.67,,24.55,10.42,25.98,1000.0,RUB,58,2024-03-10
RU000A0JV8D0,TQCB,ВЭБлизБ04,2024-03-07,90.0,96.99,90.0,96.99,92.33,15,13849.5,12.64,9.46,2025-01-31,10.87,,0.09,0.1,0.5,1000.0,RUB,58,2024-03-10
RU000A0JV8G3,TQCB,ВЭБлизБ05,2024-03-07,93.83,87.15,85.59,93.83,90.14,14,12620.1,7.41,12.28,2025-02-04,11.0,,0.08,0.1,0.5,1000.0,RUB,58,2024-03-10
RU000A0JV9D8,TQCB,ВЭБлизБ06,2024-03-07,98.38,99.34,93.02,99.49,95.35,18,17163.2,9.98,13.75,2025-02-18,11.23,,3.47,7.91,39.44,1000.0,RUB,58,2024-03-10
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-03-07,99.52,99.17,99.08,99.7,99.4,1394,1385672.4,15.12,15.27,2025-03-06,11.4,,0.0,13.8,34.41,1000.0,RUB,58,2024-03-10
RU000A0JVD25,TQCB,РусГидро09,2024-03-07,86.96,86.41,86.35,87.02,86.88,83,72112.3,13.61,13.71,2025-04-15,13.33,,0.04,0.01,0.05,1000.0,RUB,58,2024-03-10
RU000A102K96,TQOD,ВЭБ1P-23В,2024-03-07,96.999,95.0,95.0,96.999,96.5817,7,6769.94,5.11,5.37,2025-12-17,20.93,,6.95,3.25,16.21,1000.0,USD,193,2024-03-10
RU000A103FY7,TQOD,ВЭБ1P-30В,2024-03-07,96.9,96.0,96.0,98.7997,96.7237,4,3892.0,4.84,4.92,2026-07-23,27.8,,3.89,3.38,16.85,1000.0,USD,193,2024-03-10
RU000A1040E8,TQOD,ЦифрБро1П2,2024-03-07,95.5498,95.3001,95.3,95.5498,95.3625,4,3814.5,7.56,7.65,2026-11-06,30.1,,4.07,5.5,13.71,1000.0,USD,193,2024-03-10
RU000A105146,TQOD,ПИК К 1P5,2024-03-07,95.6,95.2,95.1,95.6,95.5039,230,218869.51,7.59,7.64,2026-11-19,30.27,,16.8,5.63,28.05,1000.0,USD,193,2024-03-10
RU000A1056U0,TQOD,ГазКЗ-27Д,2024-03-07,98.5,98.5,98.4,98.99,98.8,22,21667.0,5.49,5.38,2027-03-23,33.9,,22.55,4.95,24.75,1000.0,USD,193,2024-03-10
RU000A105BY1,TQOD,ГазКЗ-28Е,2024-03-07,84.5106,84.5106,84.5106,84.5106,82.5851,1,918.64,5.7,6.24,2028-11-17,54.6,,6.0981,1.85,18.5,1000.0,EUR,193,2024-03-10
XS0559915961,TQOD,VEB FIN-25,2024-03-07,100.0,100.0001,100.0,100.0001,100.3065,62,62000.0,6.79,6.6,2025-11-22,19.53,,19.8333,6.8,34.0,1000.0,USD,193,2024-03-10
XS2063279959,TQOD,ALFA-30,2024-03-07,90.25,89.5,89.3,90.25,89.508,56,50426.7,16.36,17.25,2030-04-15,12.77,,23.4694,5.95,29.75,1000.0,USD,193,2024-03-10
XS2069992258,TQOD,GMKN-24,2024-03-07,98.0,98.7,98.0,98.7,98.4667,3,2954.0,6.65,5.86,2024-10-28,7.6,,12.0938,3.38,16.88,1000.0,USD,193,2024-03-10
RU000A105104,TQOY,РУСАЛ БО05,2024-03-07,98.85,98.7003,98.63,98.85,99.0768,120,118468.3,7.05,6.43,2027-07-28,4.73,2024-08-05,3.85,3.9,19.45,1000.0,CNY,245,2024-03-10
RU000A105112,TQOY,РУСАЛ БО06,2024-03-07,99.0,98.9984,98.9966,99.0,98.9992,67,66329.51,6.64,6.64,2027-07-28,4.73,2024-08-05,3.85,3.9,19.45,1000.0,CNY,245,2024-03-10
RU000A1054W1,TQOY,Полюс Б1P2,2024-03-07,93.9203,94.3,93.781,94.3,94.2812,1039,978403.72,5.85,5.72,2027-08-24,39.67,,0.94,3.8,18.95,1000.0,CNY,245,2024-03-10
RU000A1057A0,TQOY,МЕТАЛИН1P1,2024-03-07,99.0,98.9999,98.7116,99.0,98.9919,157,155404.91,5.2,5.22,2024-09-13,6.13,,7.05,3.1,7.73,1000.0,CNY,245,2024-03-10
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-03-07,94.1099,94.05,93.9301,94.2,94.1632,224,210832.4,5.68,5.66,2027-09-10,39.7,,8.41,3.7,9.22,1000.0,CNY,245,2024-03-10
RU000A1057S2,TQOY,Роснфт2P12,2024-03-07,98.79,98.736,98.7297,99.0942,98.856,335,331167.64,5.51,5.38,2032-09-07,6.23,2024-09-20,14.21,3.05,15.21,1000.0,CNY,245,2024-03-10
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-03-07,98.399,98.4895,97.6192,98.4895,98.3291,27,26548.86,5.3,5.37,2025-04-24,13.3,,13.66,3.75,18.7,1000.0,CNY,245,2024-03-10
RU000A105EW9,TQOY,Сегежа3P1R,2024-03-07,85.1,85.0,85.0,85.1996,85.114,495,421227.05,15.21,15.2,2037-10-22,19.47,2025-11-06,3.18,4.15,10.35,1000.0,CNY,245,2024-03-10
RU000A105GS2,TQOY,ЮГК 1P1,2024-03-07,99.2298,99.2945,99.2298,99.2946,99.2787,7,6949.51,5.15,5.08,2024-11-19,8.3,,11.58,3.95,19.7,1000.0,CNY,245,2024-03-10
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-03-07,97.185,96.0944,96.0944,97.185,96.6397,2,1932.79,5.0,5.35,2025-12-11,20.73,,7.48,3.25,16.21,1000.0,CNY,245,2024-03-10
RU000A105ML5,TQOY,НорНикБ1P5,2024-03-07,99.88,100.9999,99.7901,100.9999,100.0786,9,9007.07,4.06,3.94,2025-12-15,20.77,,8.66,3.95,19.7,1000.0,CNY,245,2024-03-10
RU000A105N25,TQIY,БДеньг-Ю01,2024-03-07,99.6,99.7099,99.6,99.9772,99.7161,501,49933.23,8.55,8.48,2026-06-03,24.8,,0.48,8.0,0.66,100.0,CNY,245,2024-03-10
RU000A105NH1,TQOY,АЛЬФАБ2Р20,2024-03-07,99.0101,99.37,98.02,99.4,98.8655,348,344052.11,5.36,5.56,2024-12-23,9.43,,8.22,4.0,20.05,1000.0,CNY,245,2024-03-10
RU000A105PQ7,TQOY,РУСАЛ 1Р2,2024-03-07,98.6392,98.6,98.6,98.6392,98.6003,156,153816.39,4.84,4.86,2025-12-23,20.9,,7.79,3.95,9.85,1000.0,CNY,245,2024-03-10
RU000A105ZC6,TQOY,Роснфт2P13,2024-03-07,99.9,99.9999,99.6001,99.9999,99.8747,4,3994.99,8.94,10.37,2033-03-07,0.23,2024-03-21,16.4,3.5,17.45,1000.0,CNY,245,2024-03-10
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-03-07,98.8925,98.6512,98.65,99.1896,98.789,224,221133.96,5.61,5.66,2026-03-24,23.33,,22.11,4.95,24.68,1000.0,CNY,245,2024-03-10
RU000A1063Z5,TQOY,ФосА1П1CHY,2024-03-07,99.8999,99.9993,99.6019,100.0,99.8404,116,115814.89,5.95,6.69,2026-04-09,1.03,,7.13,4.65,11.59,1000.0,CNY,245,2024-03-10
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-03-07,99.84,99.902,99.84,99.93,99.897,1362,1360585.14,5.91,5.88,2026-04-14,23.83,,22.37,5.75,28.67,1000.0,CNY,245,2024-03-10
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-11,99.38,99.52,99.36,99.9,99.6,4417,439944.96,15.49,15.33,2025-12-26,19.0,,3.0208,14.5,3.63,100.0,RUB,58,2024-03-11
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-03-11,98.2,98.63,98.01,98.69,98.09,1948,1910834.9,14.1,14.49,2024-07-08,3.93,,13.55,7.85,39.14,1000.0,RUB,58,2024-03-11
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-03-11,95.4,95.64,95.22,95.7,95.15,246,234461.5,14.21,14.57,2025-01-16,10.1,,11.4,7.85,39.14,1000.0,RUB,58,2024-03-11
RU000A0JRU20,TQCB,СЗКК 03,2024-03-11,97.91,98.06,97.91,98.06,98.02,4,2901.38,47.49,45.08,2031-09-26,0.8,,25.94,8.15,30.07,740.0,RUB,58,2024-03-11
RU000A0JRZ74,TQCB,БМБанкБ03,2024-03-11,82.42,86.91,82.42,86.91,82.84,24,19880.7,15.47,15.03,2025-07-16,16.37,,0.02,0.01,0.05,1000.0,RUB,58,2024-03-11
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-11,95.3,95.89,95.3,95.89,95.43,15,14314.4,15.24,15.07,2032-02-17,11.4,,3.31,9.28,46.27,1000.0,RUB,58,2024-03-11
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-11,92.82,93.72,92.15,93.72,92.39,121,111789.2,13.96,14.21,2032-06-25,25.27,,17.72,9.8,48.87,1000.0,RUB,58,2024-03-11
RU000A0JSQ58,TQCB,ФСК РС-22,2024-03-11,98.0,98.0,98.0,98.0,98.0,2,1960.0,15.41,15.41,2027-07-21,4.47,2024-07-31,11.78,9.15,45.62,1000.0,RUB,58,2024-03-11
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-03-11,96.2,95.76,92.99,96.62,95.91,470,450778.2,15.74,16.39,2032-09-17,6.4,2024-10-01,34.46,7.67,38.24,1000.0,RUB,58,2024-03-11
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-03-11,99.55,99.58,99.54,99.58,99.56,19,18916.7,15.22,15.04,2032-09-23,0.77,2024-04-08,32.38,7.48,37.3,1000.0,RUB,58,2024-03-11
RU000A0JTB96,TQCB,ГлДорога 7,2024-03-11,97.37,97.37,97.37,97.37,97.37,1,730.28,8.25,8.25,2029-10-30,7.93,,10.27,4.0,29.92,750.0,RUB,58,2024-03-11
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-11,99.74,99.74,99.63,99.74,99.65,77,76731.1,14.08,16.71,2028-03-21,0.47,2024-03-29,31.11,6.8,33.91,1000.0,RUB,58,2024-03-11
RU000A0JU0N7,TQCB,БМБанкБ02,2024-03-11,83.89,80.23,80.23,83.89,82.06,2,1641.2,12.12,13.74,2025-09-24,18.7,,0.05,0.01,0.05,1000.0,RUB,58,2024-03-11
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-11,94.81,95.75,94.81,95.75,95.1,107,101761.3,15.7,15.17,2028-11-07,7.97,2024-11-15,21.82,6.75,33.66,1000.0,RUB,58,2024-03-11
RU000A0JUMH3,TQCB,ГПБ БО-08,2024-03-11,98.74,98.56,98.34,98.75,98.69,1200,1184276.2,13.63,13.92,2024-05-23,2.4,,19.86,6.65,33.16,1000.0,RUB,58,2024-03-11
RU000A0JUQC5,TQCB,АшинМЗ БО1,2024-03-11,99.86,99.76,99.76,100.0,99.96,1301,1300478.6,17.43,17.01,2024-06-17,3.23,,37.97,16.5,82.27,1000.0,RUB,58,2024-03-11
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-03-11,28.9,28.9,28.9,28.9,28.9,1,289.0,12.36,12.36,2034-08-04,126.57,,34.51,0.51,87.58,1000.0,RUB,58,2024-03-11
RU000A0JUU90,TQCB,АльфаБО-13,2024-03-11,97.8,99.49,97.02,99.49,99.22,22,21828.3,14.21,10.87,2029-08-30,5.9,,0.98,8.9,44.38,1000.0,RUB,58,2024-03-11
RU000A0JUV08,TQCB,ГПБ БО-10,2024-03-11,96.75,96.9,96.43,96.97,96.78,2033,1967560.5,15.11,15.04,2024-09-26,6.37,,37.29,8.15,40.64,1000.0,RUB,58,2024-03-11
RU000A0JUW23,TQCB,Росбн15ИП,2024-03-11,99.75,99.74,98.66,99.75,99.68,17,3177.45,13.28,13.52,2024-10-10,3.9,,3.74,11.92,5.57,187.5,RUB,58,2024-03-11
RU000A0JUW72,TQCB,РСХБ БО14,2024-03-11,99.41,98.43,98.41,99.9,99.11,15,14866.3,12.66,13.29,2024-09-30,6.5,,21.1,11.0,27.42,1000.0,RUB,58,2024-03-11
RU000A0JV1X3,TQCB,РоснфтБО3,2024-03-11,97.27,97.01,96.71,97.36,97.26,1042,1013433.8,13.93,13.95,2024-11-28,8.43,,26.27,9.4,46.87,1000.0,RUB,58,2024-03-11
RU000A0JV219,TQCB,РоснфтБО9,2024-03-11,97.11,96.76,96.57,97.28,96.74,107,103508.8,14.19,14.81,2024-11-28,8.43,,26.27,9.4,46.87,1000.0,RUB,58,2024-03-11
RU000A0JV375,TQCB,ГТЛК БО-03,2024-03-11,97.41,97.5,97.3,97.67,97.66,214,208992.2,14.9,14.49,2024-12-10,8.87,,25.69,10.42,25.98,1000.0,RUB,58,2024-03-11
RU000A0JV8D0,TQCB,ВЭБлизБ04,2024-03-11,97.49,85.84,85.22,97.49,86.79,17,14754.1,3.0,17.37,2025-01-31,10.83,,0.1,0.1,0.5,1000.0,RUB,58,2024-03-11
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-03-11,99.23,99.68,98.3,99.69,99.21,4589,4552817.3,15.48,15.5,2025-03-06,11.37,,1.51,13.8,34.41,1000.0,RUB,58,2024-03-11
RU000A0JVD25,TQCB,РусГидро09,2024-03-11,85.59,86.78,85.56,87.02,85.94,240,206244.2,15.31,14.88,2025-04-15,13.3,,0.04,0.01,0.05,1000.0,RUB,58,2024-03-11
RU000A102K96,TQOD,ВЭБ1P-23В,2024-03-11,97.2,96.9999,95.0003,97.7489,97.0108,6,5809.49,4.98,5.1,2025-12-17,20.9,,7.3,3.25,16.21,1000.0,USD,193,2024-03-11
RU000A103FY7,TQOD,ВЭБ1P-30В,2024-03-11,97.5,96.9,96.9,97.5,97.35,4,3894.0,4.56,4.63,2026-07-23,27.77,,4.26,3.38,16.85,1000.0,USD,193,2024-03-11
RU000A1040E8,TQOD,ЦифрБро1П2,2024-03-11,95.79,95.1108,95.11,95.8818,95.4027,44,41977.2,7.46,7.63,2026-11-06,30.07,,4.67,5.5,13.71,1000.0,USD,193,2024-03-11
RU000A105146,TQOD,ПИК К 1P5,2024-03-11,95.6,95.6,95.5,95.6,95.5807,112,107071.0,7.59,7.6,2026-11-19,30.23,,17.41,5.63,28.05,1000.0,USD,193,2024-03-11
RU000A1056U0,TQOD,ГазКЗ-27Д,2024-03-11,98.75,98.74,98.5,98.75,98.61,53,52334.8,5.4,5.45,2027-03-23,33.87,,23.1,4.95,24.75,1000.0,USD,193,2024-03-11
RU000A1057B8,TQOD,ЕАБР П3-03,2024-03-11,97.0,96.9696,96.9696,97.0,90.1567,2,1939.7,5.1,8.33,2029-09-14,28.77,,17.98,3.75,18.7,1000.0,USD,193,2024-03-11
RU000A1059A6,TQOD,ГазКЗ-24Ф,2024-03-11,99.75,99.75,99.75,99.75,99.643,2,2542.23,7.83,9.48,2024-04-06,0.83,,23.3197,4.25,21.25,1000.0,GBP,193,2024-03-11
RU000A105BY1,TQOD,ГазКЗ-28Е,2024-03-11,82.6,82.9388,82.6,83.1406,82.2735,32,28863.92,6.24,6.33,2028-11-17,54.57,,6.3303,1.85,18.5,1000.0,EUR,193,2024-03-11
RU000A105C51,TQOD,ГазКЗ-24Е,2024-03-11,98.1552,98.1552,98.1552,98.1552,97.5824,10,10694.59,4.98,5.86,2024-11-22,8.5,,7.3654,2.25,22.5,1000.0,EUR,193,2024-03-11
XS2063279959,TQOD,ALFA-30,2024-03-11,90.3,90.25,90.25,90.3,90.1993,136,122757.95,16.33,16.45,2030-04-15,12.73,,24.1306,5.95,29.75,1000.0,USD,193,2024-03-11
