secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-04-15,99.15,100.0,98.57,100.0,99.14,1620,160600.23,15.69,15.7,2025-12-26,18.5,,0.7653,14.5,3.63,100,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-04-15,98.48,98.62,98.21,98.67,98.43,677,666398.3,15.27,15.53,2024-07-08,2.77,,21.08,7.85,39.14,1000,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-04-15,95.38,95.6,94.92,95.6,95.34,204,194486.5,15.02,15.08,2025-01-16,8.93,,18.93,7.85,39.14,1000,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-04-15,122.99,122.99,122.99,122.99,122.99,1,1229.9,6.46,6.46,2031-05-13,63.33,,41.76,10.44,52.06,1000,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-04-15,96.0,96.11,96.0,96.11,96.02,42,28593.76,21.03,20.97,2031-09-26,5.7,,2.08,10.69,37.79,709,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-04-15,96.55,96.5,96.5,96.55,96.54,70,47914.93,19.56,19.59,2031-09-26,5.7,,2.08,10.69,37.79,709,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-04-15,108.98,108.98,108.98,108.98,108.98,1,1089.8,8.43,8.43,2032-02-06,68.73,,15.91,9.84,49.07,1000,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-04-15,91.13,91.79,91.13,91.79,91.19,142,129494.2,15.15,15.11,2032-06-25,24.07,,27.12,9.8,48.87,1000,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-04-15,96.98,96.26,96.24,96.99,96.79,3582,3467178.4,15.39,15.89,2032-09-17,5.47,2024-10-01,3.57,7.67,38.24,1000,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-04-15,102.58,99.84,99.84,102.58,100.58,344,345984.5,13.08,14.34,2032-09-23,21.57,2026-04-04,4.28,14.21,70.86,1000,RUB,58
RU000A0JT7T2,TQCB,ФСК РС-21,2024-04-15,100.1,100.1,100.1,100.1,100.1,1,1001.0,12.24,12.24,2027-10-06,11.6,2025-04-16,1.64,12.0,59.84,1000,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-04-15,100.69,103.14,100.41,103.15,100.77,98,98753.8,14.66,14.56,2028-03-21,11.0,,8.22,15.0,74.79,1000,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-04-15,81.93,81.93,81.93,81.93,81.93,2,1638.6,14.84,14.84,2025-09-24,17.53,2024-04-27,0.01,0.01,0.05,1000,RUB,58
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-04-15,100.44,100.44,100.44,100.44,100.44,1,1004.4,9.52,9.52,2025-11-11,0.93,2024-05-16,64.97,15.5,77.29,1000,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-04-15,95.53,95.7,95.0,95.84,95.1,745,708501.0,15.7,16.61,2028-11-07,6.8,2024-11-15,28.29,6.75,33.66,1000,RUB,58
RU000A0JUKX4,TQCB,ДОМ.РФ30об,2024-04-15,104.7,104.7,104.7,104.7,104.7,1,1047.0,8.67,8.67,2033-03-01,10.03,2025-03-04,17.32,14.05,35.41,1000,RUB,58
RU000A0JUMH3,TQCB,ГПБ БО-08,2024-04-15,99.25,99.26,99.0,99.39,99.24,724,718499.0,14.67,14.78,2024-05-23,1.23,,26.24,6.65,33.16,1000,RUB,58
RU000A0JUQ39,TQCB,ГПБ БО-09,2024-04-15,98.43,98.99,97.98,98.99,98.24,456,447991.3,14.35,15.46,2024-06-27,2.4,,17.03,5.65,28.33,1000,RUB,58
RU000A0JUQC5,TQCB,АшинМЗ БО1,2024-04-15,99.9,99.81,99.8,99.9,99.82,36,35936.3,17.35,17.88,2024-06-17,2.07,,53.79,16.5,82.27,1000,RUB,58
RU000A0JUU90,TQCB,АльфаБО-13,2024-04-15,97.71,97.62,93.99,97.71,95.66,151,144441.9,15.68,22.09,2029-08-30,4.73,,9.51,8.9,44.38,1000,RUB,58
RU000A0JUV08,TQCB,ГПБ БО-10,2024-04-15,96.98,96.85,96.7,97.28,96.82,9846,9533169.3,15.95,16.38,2024-09-26,5.43,,4.47,8.15,41.08,1000,RUB,58
RU000A0JUW23,TQCB,Росбн15ИП,2024-04-15,99.99,102.42,98.85,102.42,99.98,41,5124.08,12.49,12.52,2024-10-10,4.33,,0.2,11.92,3.71,125,RUB,58
RU000A0JUW31,TQCB,РСХБ БО13,2024-04-15,99.55,99.55,99.55,99.55,99.55,1,995.5,12.58,12.58,2024-09-27,5.4,,5.12,11.0,27.42,1000,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-04-15,96.59,96.7,96.17,96.7,96.62,145,140101.6,15.91,15.85,2024-11-28,7.27,,35.28,9.4,46.87,1000,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-04-15,96.88,96.35,96.1,96.88,96.55,135,130344.9,15.35,15.99,2024-11-28,7.27,,35.28,9.4,46.87,1000,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-04-15,96.89,96.89,96.6,96.89,96.84,96,92968.1,16.43,16.53,2024-12-10,7.7,,9.71,10.42,25.98,1000,RUB,58
RU000A0JV3Q3,TQCB,ВТБ БО-30,2024-04-15,101.05,101.07,101.05,101.07,101.05,56,56588.5,11.8,11.8,2024-12-13,7.77,,11.04,13.0,32.41,1000,RUB,58
RU000A0JV805,TQCB,РСХБ БО8,2024-04-15,105.0,100.5,100.5,105.06,100.59,510,513002.3,8.65,14.96,2025-01-29,8.97,,30.82,15.0,37.4,1000,RUB,58
RU000A0JV9D8,TQCB,ВЭБлизБ06,2024-04-15,94.5,93.27,93.27,95.79,94.76,20,18952.2,15.62,15.24,2025-02-18,10.03,,11.92,7.91,39.44,1000,RUB,58
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-04-15,99.44,99.49,99.18,99.5,99.48,283,281518.9,15.27,15.22,2025-03-06,10.2,,14.75,13.8,34.41,1000,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2024-04-15,87.59,89.48,87.48,89.48,88.5,51,45134.4,14.22,13.04,2025-04-15,12.13,,0.05,0.01,0.05,1000,RUB,58
