date,avg_sentiment,sentiment_compound_median,sentiment_compound_std,sentiment_compound_min,sentiment_compound_max,sentiment_compound_count,sentiment_positive_mean,sentiment_positive_sum,sentiment_negative_mean,sentiment_negative_sum,sentiment_neutral_mean,news_count,stock_impact_mean,stock_impact_median,stock_impact_std,positive_ratio,negative_ratio,sentiment_ratio,sentiment_strength,sentiment_direction,cbr_meeting,days_to_cbr_meeting,cbr_proximity_factor,cbr_adjusted_sentiment,day_of_week,month,is_weekend,trading_activity_index,weighted_sentiment,sentiment_ma_3d,news_count_ma_3d,sentiment_ma_7d,news_count_ma_7d,sentiment_ma_14d,news_count_ma_14d,sentiment_std_3d,sentiment_std_7d,sentiment_std_14d,sentiment_change_1d,news_count_change_1d,sentiment_zscore_3d,sentiment_zscore_7d,sentiment_zscore_14d
2024-06-01 00:00:00+00:00,0.4542840984070129,0.4542840984070129,0.0,0.4542840984070129,0.4542840984070129,1,0.34131397869733243,0.34131397869733243,0.03845791309265718,0.03845791309265718,0.6202281082100104,1,0.22714204920350645,0.22714204920350645,0.0,0.34131397869733243,0.03845791309265718,8.875,0.31488574198403774,1.0,0,99,1.0,0.4542840984070129,5,6,1,0.3,0.13628522952210387,0.4542840984070129,1.0,0.4542840984070129,1.0,0.4542840984070129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,6,6,1,0.3,0.0,0.22714204920350645,0.5,0.22714204920350645,0.5,0.22714204920350645,0.5,0.3212273665688157,0.3212273665688157,0.3212273665688157,-0.4542840984070129,-1.0,-0.7071067811865476,-0.7071067811865476,-0.7071067811865476
2024-06-03 00:00:00+00:00,0.06869446343130553,0.06869446343130553,0.014499797290223122,0.05844155844155844,0.07894736842105263,2,0.04579630895420369,0.09159261790840738,0.0,0.0,0.9542036910457963,2,0.034347231715652765,0.034347231715652765,0.007249898645111561,0.04579630895420369,0.0,45.79630895420369,0.07546858168909434,1.0,0,99,1.0,0.06869446343130553,0,6,0,1.0,0.06869446343130553,0.1743261872794395,1.0,0.1743261872794395,1.0,0.1743261872794395,1.0,0.24487150983467731,0.24487150983467731,0.24487150983467731,0.06869446343130553,2.0,-0.43137612831909367,-0.43137612831909367,-0.43137612831909367
2024-06-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,1,6,0,1.0,0.0,0.022898154477101845,0.6666666666666666,0.13074464045957962,0.75,0.13074464045957962,0.75,0.03966076695390124,0.21811031408897089,0.21811031408897089,-0.06869446343130553,-2.0,-0.5773502691896245,-0.5994427223934338,-0.5994427223934338
2024-06-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,2,6,0,1.0,0.0,0.022898154477101845,0.6666666666666666,0.1045957123676637,0.6,0.1045957123676637,0.6,0.03966076695390124,0.19773192467523573,0.19773192467523573,0.0,0.0,-0.5773502691896245,-0.5289773643758167,-0.5289773643758167
2024-06-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,3,6,0,1.0,0.0,0.0,0.6666666666666666,0.08716309363971975,0.8333333333333334,0.08716309363971975,0.8333333333333334,0.0,0.18193874904181806,0.18193874904181806,0.0,2.0,0.0,-0.47907932806378467,-0.47907932806378467
2024-06-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,4,6,0,1.0,0.0,0.0,0.6666666666666666,0.07471122311975978,0.7142857142857143,0.07471122311975978,0.7142857142857143,0.0,0.16932247505437362,0.16932247505437362,0.0,-2.0,0.0,-0.44123630425180216,-0.44123630425180216
2024-06-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,5,6,1,0.3,0.0,0.0,0.6666666666666666,0.00981349477590079,0.5714285714285714,0.06537232022978981,0.625,0.0,0.025964066669464964,0.15897198735885967,0.0,0.0,0.0,-0.37796447300922814,-0.4112191167505496
2024-06-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,6,6,1,0.3,0.0,0.0,0.0,0.00981349477590079,0.5714285714285714,0.058108729093146495,0.5555555555555556,0.0,0.025964066669464964,0.1502927775211609,0.0,0.0,0.0,-0.37796447300922814,-0.3866368700582761
2024-06-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,1.0,0.0,0,6,0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.05229785618383185,0.5,0.0,0.0,0.1428839131592652,0.0,0.0,0.0,0.0,-0.3660164046986743
