secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-10-29,93.19,92.81,92.37,93.42,93.09,2062,191958.62,22.68,22.8,2025-12-26,13.0,,1.3292,14.5,3.63,100,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-10-29,98.26,98.6,98.16,98.71,98.36,423,416059.5,16.94,16.39,2025-01-16,2.6,,22.15,7.85,39.14,1000,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-10-29,115.22,115.22,115.22,115.22,115.22,1,1152.2,7.59,7.59,2031-05-13,58.77,,46.05,10.44,52.06,1000,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-10-29,114.15,114.15,114.15,114.15,114.15,1,1141.5,7.79,7.79,2031-05-13,58.63,,46.05,10.44,52.06,1000,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-10-29,84.22,84.22,84.22,84.22,84.22,3,1707.98,67.3,67.3,2031-09-26,5.2,,5.58,12.05,40.62,676,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-10-29,85.98,85.98,85.98,85.98,85.98,2,1162.45,59.48,59.48,2031-09-26,5.2,,5.58,12.05,40.62,676,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-10-29,93.0,95.0,93.0,95.0,94.0,6,5640.2,11.59,11.36,2032-02-06,63.1,,19.95,9.84,49.07,1000,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-10-29,96.04,96.01,96.0,96.04,96.01,12,11520.9,23.73,23.85,2032-02-17,3.93,,16.02,9.28,46.27,1000,RUB,58
RU000A0JS934,TQCB,ЕАБР11,2024-10-29,92.04,92.04,92.04,92.04,92.04,1,920.4,54.46,54.46,2025-01-24,2.87,,24.73,9.5,47.37,1000,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-10-29,84.28,80.05,80.04,86.98,83.24,307,255557.6,22.57,23.54,2032-06-25,18.5,,31.15,9.8,48.87,1000,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-10-29,100.4,100.98,98.02,100.98,99.74,32,31917.1,18.12,20.01,2032-09-17,4.97,2025-04-01,16.28,18.57,92.6,1000,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-10-29,95.51,97.49,94.49,97.49,95.33,12,11439.9,18.7,18.86,2032-09-23,16.1,2026-04-04,10.12,14.21,70.86,1000,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-10-29,97.5,97.99,97.5,97.99,97.9,100285,98178017.4,22.87,21.64,2028-03-21,4.87,,14.38,15.0,74.79,1000,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-10-29,99.63,99.62,99.61,99.97,99.64,5281,5262001.7,18.11,17.79,2028-11-07,0.43,2024-11-15,31.07,6.75,33.66,1000,RUB,58
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-10-29,33.5,33.5,33.5,33.5,33.5,2,670.0,11.59,11.59,2034-08-04,118.83,,37.75,0.51,87.58,1000,RUB,58
RU000A0JV0U1,TQCB,АльфаБО-15,2024-10-29,100.39,97.32,97.32,100.39,99.42,4,3976.7,15.71,17.76,2029-11-13,6.3,2025-05-22,70.35,15.95,79.53,1000,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-10-29,99.29,99.44,99.13,99.44,99.27,627,622448.1,19.29,19.58,2024-11-28,0.97,,39.15,9.4,46.87,1000,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-10-29,99.31,99.3,99.29,99.31,99.3,212,210519.6,19.0,19.15,2024-11-28,0.97,,39.15,9.4,46.87,1000,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-10-29,98.99,98.78,98.78,99.06,99.0,259,256408.9,21.08,20.97,2024-12-10,1.37,,13.99,10.42,25.98,1000,RUB,58
RU000A0JV3Q3,TQCB,ВТБ БО-30,2024-10-29,100.95,100.95,99.85,100.95,100.64,7,7044.6,5.1,7.77,2024-12-13,1.47,,16.38,13.0,32.41,1000,RUB,58
RU000A0JV805,TQCB,РСХБ БО8,2024-10-29,99.1,99.02,99.02,99.1,99.1,859,851258.0,20.15,20.15,2025-01-29,3.03,,36.99,15.0,37.4,1000,RUB,58
RU000A0JV8G3,TQCB,ВЭБлизБ05,2024-10-29,95.01,102.98,95.01,102.99,99.0,14,13859.8,21.36,3.96,2025-02-04,3.23,,0.23,0.1,0.5,1000,RUB,58
