Ticker,Weight
AFKS,0.08999999999989575
ALRS,9.292046135939171e-14
GAZP,1.7373602556602918e-13
GMKN,1.0299968618369721e-13
LKOH,0.05999999999976988
MAGN,9.457565551833246e-14
MTSS,0.08999999999987536
MVID,1.1088766888203501e-13
NVTK,9.766563115469506e-14
PHOR,1.8018903077691576e-13
ROSN,8.072196751839092e-14
RUAL,0.08999999999987526
SBER,0.08999999999986177
SIBN,7.06131543074663e-14
SNGS,0.08999999999985324
TATN,0.0899999999998644
RISK_FREE,0.4
