secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
BYM000001818,TQCB,РесБел 331,2025-03-24,92.17,92.1664,92.0,92.5,92.2828,1655,129269061.53,,0.0,2027-06-29,,,1538.0615,7.63,38.44,1000.0,USD,58
BYM000001917,TQCB,РесБел 334,2025-03-24,92.5,92.7999,92.5,94.4188,92.8353,557,43766701.99,,0.0,2026-02-24,,,381.4597,5.88,29.13,1000.0,USD,58
BYM000001925,TQCB,РесБел 335,2025-03-24,83.1,82.9104,82.28,83.1,82.7007,655,45848610.28,,0.0,2031-02-24,,,414.1191,6.38,31.63,1000.0,USD,58
BYM000001941,TQCB,РесБел 336,2025-03-24,84.4,84.4969,83.4001,84.9984,84.8484,306,21975598.42,,0.0,2030-02-28,,,345.0529,6.2,30.75,1000.0,USD,58
KG000A3LSC78,TQCB,Кыргыз. 01,2025-03-24,99.5999,99.5999,99.5999,99.5999,99.5999,12,1177.6,16.73,16.73,2025-12-25,8.83,,3.7755,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2025-03-24,95.71,95.98,95.49,95.98,95.72,4146,396871.97,22.03,22.01,2025-12-26,8.57,,3.5444,14.5,3.63,100.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2025-03-24,98.95,100.49,96.55,100.5,98.01,149,146036.1,23.62,26.11,2028-09-15,5.8,,4.93,20.0,100.82,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2025-03-24,80.01,,,,,0,0.0,,,2028-10-30,,,21.27,11.09,55.3,500.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2025-03-24,98.01,,,,,0,0.0,,,2031-05-13,,,35.75,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2025-03-24,100.33,,,,,0,0.0,,,2031-05-13,,,35.75,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2025-03-24,90.48,90.48,90.48,90.48,90.48,4,2446.57,,,2031-09-26,0.33,,38.16,12.05,40.62,676.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2025-03-24,84.95,84.95,84.95,84.95,84.95,1,574.26,,,2031-09-26,0.33,,38.16,12.05,40.62,676.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2025-03-24,97.84,,,,,0,0.0,,,2025-07-16,,,0.02,0.01,0.05,1000.0,RUB,58
RU000A0JS4J1,TQCB,ЗСД 03,2025-03-24,93.99,,,,,0,0.0,,,2032-02-06,,,10.24,9.84,49.07,1000.0,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2025-03-24,105.9,,,,,0,0.0,,,2032-02-06,,,10.24,9.84,49.07,1000.0,RUB,58
RU000A0JS4L7,TQCB,ЗСД 05,2025-03-24,113.88,113.88,113.88,113.88,113.88,1,1138.8,7.37,7.37,2032-02-06,63.63,,10.24,9.84,49.07,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2025-03-24,103.11,100.31,99.9,105.1,101.45,225,228271.4,18.26,19.2,2032-02-17,24.6,,14.17,19.15,95.49,1000.0,RUB,58
RU000A0JS9X1,TQCB,СитиматНН,2025-03-24,,,,,,0,0.0,,,2036-12-20,,,,0.0,127.7,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2025-03-24,91.38,91.68,91.01,91.68,91.35,19,17356.6,18.38,18.41,2032-06-25,14.63,,21.48,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2025-03-24,99.99,99.99,99.96,99.99,99.98,7,6998.5,16.44,16.47,2027-07-21,4.0,2025-07-30,26.74,16.0,79.78,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2025-03-24,102.49,102.51,102.49,102.51,102.5,27,27674.3,16.48,16.47,2032-09-17,23.93,2027-09-28,90.56,18.57,92.6,1000.0,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2025-03-24,95.35,95.36,95.14,95.37,95.35,24,22883.4,20.37,20.37,2032-09-23,11.2,2026-04-04,66.96,14.21,70.86,1000.0,RUB,58
