Ticker,Weight
AFKS,0.09
ALRS,0.0
GAZP,0.08999999999999993
GMKN,0.09
LKOH,0.0
MAGN,0.09
MTSS,0.06000000000000007
MVID,0.09
NVTK,0.09
PHOR,0.0
ROSN,0.0
RUAL,0.0
SBER,8.335786184341123e-18
SIBN,0.0
SNGS,5.412337245047638e-17
TATN,4.3083783161039165e-17
RISK_FREE,0.4
