security_code,full_name,yield,duration_years,risk_adjusted_yield,bond_score,price_pct,weight
RU000A105EW9,Сегежа3P1R,21.33,0.5583333333333333,38.20298507462686,0.959418477854617,91.9,0.25
RU000A0JSGV0,РЖД-32 обл,21.48,1.1558333333333333,18.58399423215573,0.8749210640992907,89.0,0.25
KG000A3LSJ06,Кыргыз. 02,20.85,0.6775000000000001,30.77490774907749,0.24646778662699195,96.68,0.25
RU000A0JUAH8,РЖД-30 обл,20.66,0.5308333333333334,38.919937205651486,0.024012660946132747,101.39,0.25
