secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
AMUNIBB2DER6,TQCB,UBANK02/24,2024-02-02,101.2,,,,,0,0.0,,,2024-02-05,,,115.5694,5.3,1.33,100.0,USD,58
KG000A3LSC78,TQCB,Кыргыз. 01,2024-02-02,100.0,106.999,100.0,106.999,104.1991,5,526.31,16.19,13.41,2025-12-25,20.1,,1.6093,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-02-02,99.9,99.99,99.5,99.99,99.88,4667,466120.0,15.15,15.17,2025-12-26,20.2,,1.45,14.5,3.63,100.0,RUB,58
RU000A0JQ5C5,TQIR,НПФ 01,2024-02-02,,,,,,0,0.0,,,2029-05-06,,,737.53,5.0,1000.55,1000.0,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-02-02,97.44,97.4,97.37,97.44,97.44,888,865240.4,14.78,14.78,2024-07-08,5.13,,5.38,7.85,39.14,1000.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-02-02,105.8,,,,,0,0.0,,,2028-09-15,1.3,,55.62,14.5,72.3,1000.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-02-02,94.94,95.32,94.68,95.32,94.9,638,605469.9,14.18,14.23,2025-01-16,11.3,,3.23,7.85,39.14,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2024-02-02,99.49,,,,,0,0.0,,,2028-10-30,,,6.03,4.0,24.93,625.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-02-02,118.01,,,,,0,0.0,,,2031-05-13,62.63,,20.88,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-02-02,144.5,144.5,144.5,144.5,144.5,4,5780.0,3.49,3.49,2031-05-13,67.63,,20.88,10.44,52.06,1000.0,RUB,58
