secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-01-15,99.99,100.99,99.63,100.99,99.99,7381,737998.33,15.08,15.08,2025-12-26,20.87,,0.7653,14.5,3.63,100.0,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-01-15,97.29,98.5,97.15,98.5,97.34,6651,6473974.4,14.39,14.27,2024-07-08,5.8,,1.51,7.85,39.14,1000.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-01-15,98.2,110.52,98.2,110.52,103.13,5,5156.4,11.09,10.07,2031-05-13,63.9,,15.73,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-01-15,99.67,96.15,96.15,99.67,96.42,13,9275.68,9.83,27.32,2031-09-26,2.67,,16.69,8.15,30.07,740.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-01-15,98.99,94.26,94.26,98.99,96.63,2,1430.05,13.23,26.1,2031-09-26,2.67,,16.69,8.15,30.07,740.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-01-15,95.99,96.89,95.1,96.89,95.75,5,4787.6,13.69,13.95,2032-02-17,12.7,,35.34,9.28,46.27,1000.0,RUB,58
RU000A0JS934,TQCB,ЕАБР11,2024-01-15,97.0,98.49,97.0,98.49,97.14,11,10684.9,13.11,12.95,2025-01-24,11.63,,44.51,9.5,47.37,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-01-15,95.34,95.31,95.09,95.35,95.3,481,458403.5,12.4,12.42,2032-06-25,27.2,,2.68,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-01-15,97.78,97.78,97.78,97.78,97.78,1,977.8,14.17,14.17,2027-07-21,6.07,2024-07-31,43.37,9.15,45.62,1000.0,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-01-15,98.59,98.29,98.29,98.59,98.49,38,37426.9,14.67,15.2,2032-09-23,2.63,2024-04-08,20.9,7.48,37.3,1000.0,RUB,58
RU000A0JTB96,TQCB,ГлДорога 7,2024-01-15,94.39,94.39,94.39,94.39,94.39,2,1415.85,11.65,11.65,2029-10-30,9.8,,5.67,4.0,29.92,750.0,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-01-15,98.66,98.69,98.44,98.69,98.56,10,9855.8,14.46,15.06,2028-03-21,2.33,2024-03-29,20.68,6.8,33.91,1000.0,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-01-15,78.97,78.04,78.02,78.98,78.47,1727,1355214.2,15.0,15.44,2025-09-24,20.57,,0.03,0.01,0.05,1000.0,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-01-15,94.89,94.73,94.72,94.97,94.86,42,39841.8,13.93,13.97,2028-11-07,9.83,2024-11-15,11.47,6.75,33.66,1000.0,RUB,58
RU000A0JUFV8,TQCB,РоснефтьБ7,2024-01-15,99.78,99.8,99.61,99.8,99.72,189,188479.0,13.63,14.77,2024-02-06,0.7,,41.64,9.5,47.37,1000.0,RUB,58
RU000A0JUJG1,TQCB,Росбн14ИП,2024-01-15,99.34,100.21,99.3,100.21,99.56,4551,226539.77,16.41,15.1,2024-03-27,2.37,,0.31,12.0,1.5,50.0,RUB,58
