53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T06:59:00Z;23.454;23.454;23.454;23.454;2479;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:00:00Z;23.454;23.244;23.459;23.22;13261;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:01:00Z;23.24;23.319;23.35;23.186;18712;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:02:00Z;23.323;23.315;23.399;23.315;6372;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:03:00Z;23.33;23.241;23.335;23.225;9204;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:04:00Z;23.24;23.23;23.271;23.213;11813;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:05:00Z;23.23;23.289;23.289;23.23;5521;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:06:00Z;23.289;23.35;23.379;23.277;5489;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:07:00Z;23.355;23.317;23.357;23.317;2578;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:08:00Z;23.322;23.301;23.328;23.3;7687;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:09:00Z;23.304;23.232;23.306;23.23;11868;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:10:00Z;23.24;23.243;23.275;23.23;7447;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:11:00Z;23.251;23.27;23.27;23.23;10550;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:12:00Z;23.264;23.284;23.3;23.257;4629;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:13:00Z;23.274;23.3;23.326;23.27;3663;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:14:00Z;23.307;23.272;23.313;23.264;1743;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:15:00Z;23.265;23.253;23.275;23.25;2444;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:16:00Z;23.267;23.275;23.276;23.25;1911;
53b67587-96eb-4b41-8e0c-d2e3c0bdd234;2024-04-03T07:17:00Z;23.271;23.337;23.338;23.267;7320;
