secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-07-24,99.0,99.0,99.0,99.0,99.0,50,5122.26,17.02,17.02,2025-12-25,15.63,,1.2921,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-07-24,95.29,96.0,95.14,96.0,95.3,4512,429984.05,19.3,19.29,2025-12-26,15.73,,1.1278,14.5,3.63,100.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-07-24,95.99,97.27,95.71,97.27,96.1,2303,2213112.5,17.6,17.32,2025-01-16,5.83,,1.29,7.85,39.14,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-07-24,96.99,92.03,91.18,96.99,91.64,27,17542.86,28.99,71.01,2031-09-26,2.37,,22.84,10.69,37.79,709.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-07-24,92.0,92.0,92.0,92.0,92.0,1,652.28,67.71,67.71,2031-09-26,2.37,,22.84,10.69,37.79,709.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-07-24,85.25,85.0,85.0,85.25,85.03,151,128394.9,17.79,18.1,2025-07-16,11.87,,0.0,0.01,0.05,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-07-24,95.98,95.98,95.98,95.98,95.98,1,959.8,17.37,17.37,2032-02-17,6.9,,37.63,9.28,46.27,1000.0,RUB,58
RU000A0JS934,TQCB,ЕАБР11,2024-07-24,96.7,96.7,96.7,96.7,96.7,161,155687.0,17.32,17.32,2025-01-24,5.83,,46.85,9.5,47.37,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-07-24,87.88,86.28,86.24,87.98,87.38,142,124084.9,18.18,18.55,2032-06-25,21.83,,5.1,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-07-24,99.99,98.01,96.95,99.99,98.15,65,63797.9,16.65,18.94,2027-07-21,11.63,2025-07-30,0.0,9.15,45.62,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-07-24,98.45,98.01,98.0,98.45,98.02,205,200932.2,17.5,20.39,2032-09-17,2.13,2024-10-01,24.59,7.67,38.24,1000.0,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-07-24,98.38,97.56,97.2,98.59,97.61,489,477310.4,18.34,19.75,2028-03-21,7.67,,49.32,15.0,74.79,1000.0,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-07-24,85.29,85.29,85.29,85.29,85.29,5,4264.5,14.62,14.62,2025-09-24,14.2,,0.03,0.01,0.05,1000.0,RUB,58
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-07-24,100.0,99.74,96.68,100.0,99.13,9,8921.9,16.89,20.22,2025-11-11,3.67,,32.1,16.5,82.27,1000.0,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-07-24,96.97,96.51,96.51,97.15,97.12,8649,8396501.3,18.14,17.54,2028-11-07,3.67,2024-11-15,13.13,6.75,33.66,1000.0,RUB,58
RU000A0JUV08,TQCB,ГПБ БО-10,2024-07-24,98.63,98.49,98.47,98.65,98.55,1133,1116564.3,16.95,17.49,2024-09-26,2.1,,26.79,8.15,41.08,1000.0,RUB,58
RU000A0JUW72,TQCB,РСХБ БО14,2024-07-24,99.53,99.53,99.53,99.53,99.53,1,995.3,14.29,14.29,2024-09-30,2.23,,6.93,11.0,27.42,1000.0,RUB,58
