7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:00:00Z;54.525;55.1;55.29;54.52;364;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:01:00Z;54.63;55.1;55.1;54.63;42;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:02:00Z;55.045;54.71;55.045;54.71;106;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:03:00Z;55;54.755;55;54.75;68;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:04:00Z;54.94;54.935;54.94;54.775;194;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:05:00Z;54.775;54.8;54.8;54.75;168;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:06:00Z;54.935;54.94;54.94;54.935;116;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:07:00Z;54.94;54.82;54.94;54.82;24;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:08:00Z;54.825;54.935;54.935;54.825;194;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:09:00Z;54.93;54.85;54.935;54.85;54;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:10:00Z;54.935;54.855;54.935;54.855;78;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:11:00Z;54.875;54.92;54.92;54.875;42;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:12:00Z;54.915;54.88;54.92;54.875;44;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:13:00Z;54.92;54.88;55.045;54.88;618;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:14:00Z;55.08;54.885;55.095;54.885;112;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:15:00Z;55.09;54.885;55.09;54.885;58;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:16:00Z;55.08;55.085;55.085;54.885;94;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:17:00Z;55;55.09;55.09;55;338;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:18:00Z;55.09;55.09;55.09;55.09;12;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:19:00Z;55.09;55.09;55.09;55.09;90;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:20:00Z;55.08;55.08;55.08;55.08;2;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:21:00Z;54.965;55.065;55.065;54.96;22;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:22:00Z;55.065;54.965;55.065;54.96;36;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:23:00Z;54.965;55.055;55.055;54.965;10;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:24:00Z;55.055;55.055;55.055;55.055;2;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:25:00Z;55.04;55.05;55.05;55.04;64;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:26:00Z;54.975;54.975;54.975;54.975;4;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:27:00Z;55.045;55.05;55.05;54.98;18;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:28:00Z;55.045;55.055;55.055;55.045;60;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:30:00Z;54.985;55.055;55.055;54.985;8;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:31:00Z;55.055;55.055;55.055;55.055;6;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:32:00Z;54.985;55.055;55.055;54.985;8;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:33:00Z;54.985;54.985;54.985;54.985;10;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:35:00Z;55.055;55.055;55.055;55.055;4;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:36:00Z;55.055;55.055;55.055;55.055;26;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:37:00Z;55.055;55.06;55.06;55.055;8;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:38:00Z;54.99;54.99;54.99;54.99;18;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:39:00Z;55.055;55.08;55.08;55.055;1008;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:40:00Z;55.08;55.09;55.09;55.08;424;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:41:00Z;55.09;55.005;55.09;55.005;154;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:43:00Z;55.085;55.085;55.085;55.085;4;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:44:00Z;55.085;55.085;55.085;55.085;8;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:45:00Z;55.005;55;55.005;55;6;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:46:00Z;55.085;55.085;55.085;54.995;20;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:47:00Z;54.995;55.075;55.075;54.995;24;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:48:00Z;54.995;55.075;55.075;54.995;6;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:50:00Z;55.075;55.075;55.075;55.075;2;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:51:00Z;55.075;55.075;55.075;55.075;2;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:52:00Z;55.075;55;55.075;55;20;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:53:00Z;54.99;55.075;55.075;54.99;20;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:54:00Z;55.075;54.995;55.075;54.995;66;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:55:00Z;54.995;54.995;55.075;54.995;76;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:56:00Z;54.995;55.075;55.075;54.995;8;
7132b1c9-ee26-4464-b5b5-1046264b61d9;2024-06-02T07:57:00Z;55.075;55.075;55.075;55.075;2;
