secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-01-17,100.0,102.0,100.0,102.0,101.4303,413,41107.14,16.17,15.22,2025-12-25,20.63,,0.947222,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-01-17,99.99,99.5,99.5,100.29,99.99,12499,1249759.58,15.08,15.08,2025-12-26,20.8,,0.8458,14.5,3.63,100.0,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-01-17,97.34,98.49,97.25,98.5,97.37,4503,4384652.0,14.34,14.27,2024-07-08,5.73,,1.94,7.85,39.14,1000.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-01-17,99.94,99.5,99.5,99.94,99.72,2,1475.86,8.52,9.62,2031-09-26,2.6,,17.02,8.15,30.07,740.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-01-17,80.76,82.33,79.55,82.33,80.12,1907,1527947.4,15.4,16.01,2025-07-16,18.17,,0.0,0.01,0.05,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-01-17,95.99,95.99,95.99,95.99,95.99,2,1919.8,13.71,13.71,2032-02-17,12.67,,35.85,9.28,46.27,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-01-17,95.09,95.77,95.09,95.78,95.1,471,447929.3,12.54,12.53,2032-06-25,27.13,,3.22,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-01-17,97.2,97.77,97.2,97.77,97.35,25,24338.1,15.55,15.2,2027-07-21,6.0,2024-07-31,43.87,9.15,45.62,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-01-17,95.5,95.06,95.05,95.9,95.24,125,119052.4,15.22,15.68,2032-09-17,8.2,2024-10-01,23.12,7.67,38.24,1000.0,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-01-17,98.67,98.67,98.67,98.67,98.67,2,1973.4,14.43,14.43,2032-09-23,2.57,2024-04-08,21.31,7.48,37.3,1000.0,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-01-17,98.44,98.03,97.6,98.69,98.44,423,416408.5,16.05,16.05,2028-03-21,2.27,2024-03-29,21.05,6.8,33.91,1000.0,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-01-17,94.73,94.96,94.72,94.98,94.92,471,447078.6,14.21,13.93,2028-11-07,9.77,2024-11-15,11.84,6.75,33.66,1000.0,RUB,58
RU000A0JUFV8,TQCB,РоснефтьБ7,2024-01-17,99.78,99.77,99.62,99.79,99.75,1084,1081317.8,14.06,14.7,2024-02-06,0.63,,42.16,9.5,47.37,1000.0,RUB,58
RU000A0JUJG1,TQCB,Росбн14ИП,2024-01-17,99.7,100.1,99.27,100.1,99.74,831,41441.71,14.36,14.12,2024-03-27,2.3,,0.35,12.0,1.5,50.0,RUB,58
RU000A0JUMH3,TQCB,ГПБ БО-08,2024-01-17,97.68,97.61,97.4,97.72,97.44,517,503749.5,14.16,14.97,2024-05-23,4.2,,10.02,6.65,33.16,1000.0,RUB,58
RU000A0JUQ39,TQCB,ГПБ БО-09,2024-01-17,96.95,96.81,96.81,96.95,96.95,1000,969491.7,13.38,13.38,2024-06-27,5.37,,3.25,5.65,28.33,1000.0,RUB,58
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-01-17,38.38,38.38,38.38,38.38,38.38,1,383.8,9.5,9.5,2034-08-04,128.37,,33.76,0.51,87.58,1000.0,RUB,58
RU000A0JUU90,TQCB,АльфаБО-13,2024-01-17,96.28,99.4,96.28,99.4,97.84,2,1956.8,15.81,12.9,2029-08-30,7.43,,32.19,8.9,44.38,1000.0,RUB,58
RU000A0JUV08,TQCB,ГПБ БО-10,2024-01-17,96.14,96.14,96.06,96.34,96.14,6251,6009986.9,14.66,14.66,2024-09-26,8.17,,25.23,8.15,40.64,1000.0,RUB,58
RU000A0JUW23,TQCB,Росбн15ИП,2024-01-17,99.9,99.55,99.55,99.9,99.87,15,2808.86,12.69,12.76,2024-10-10,5.7,,0.43,11.92,5.57,187.5,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-01-17,96.72,96.91,96.71,96.91,96.75,493,477199.3,13.97,13.93,2024-11-28,10.23,,12.36,9.4,46.87,1000.0,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-01-17,97.2,97.3,97.11,97.3,97.17,58,56356.5,13.31,13.35,2024-11-28,10.23,,12.36,9.4,46.87,1000.0,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-01-17,97.69,97.48,97.48,97.69,97.63,8,7810.1,13.85,13.93,2024-12-10,10.43,,10.28,10.42,25.98,1000.0,RUB,58
RU000A0JV8G3,TQCB,ВЭБлизБ05,2024-01-17,85.21,85.21,85.21,85.21,85.21,3,2556.3,16.6,16.6,2025-02-04,12.77,,0.44,0.1,0.5,1000.0,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2024-01-17,85.73,84.1,84.1,85.73,84.94,32,27179.8,13.22,14.07,2025-04-15,15.1,,0.03,0.01,0.05,1000.0,RUB,58
RU000A102K96,TQOD,ВЭБ1P-23В,2024-01-17,95.9437,95.9459,95.9437,95.9459,96.1667,3,2878.34,5.59,5.46,2025-12-17,22.7,,2.49,3.25,16.21,1000.0,USD,193
RU000A103FY7,TQOD,ВЭБ1P-30В,2024-01-17,94.3988,94.799,94.3988,94.799,94.5326,3,2835.98,5.89,5.83,2026-07-23,29.03,,16.11,3.38,16.85,1000.0,USD,193
RU000A1040E8,TQOD,ЦифрБро1П2,2024-01-17,92.5686,94.5797,92.5686,94.5797,93.8826,3,2816.49,8.78,8.2,2026-11-06,31.4,,10.25,5.5,13.71,1000.0,USD,193
RU000A105146,TQOD,ПИК К 1P5,2024-01-17,93.5,93.5,93.499,93.5,94.0899,293,273954.84,8.4,8.15,2026-11-19,32.03,,9.09,5.63,28.05,1000.0,USD,193
RU000A1056U0,TQOD,ГазКЗ-27Д,2024-01-17,98.48,100.01,97.68,100.2,99.73,87,86540.8,5.48,5.04,2027-03-23,35.7,,15.68,4.95,24.75,1000.0,USD,193
RU000A1059A6,TQOD,ГазКЗ-24Ф,2024-01-17,99.9898,99.9898,99.9898,99.9898,99.1097,1,1272.97,4.26,8.5,2024-04-06,2.63,,15.1753,4.25,21.25,1000.0,GBP,193
RU000A105BY1,TQOD,ГазКЗ-28Е,2024-01-17,82.51,82.51,82.51,82.51,83.1705,2,1799.98,6.14,5.95,2028-11-17,56.4,,3.3596,1.85,18.5,1000.0,EUR,193
XS2063279959,TQOD,ALFA-30,2024-01-17,90.5,91.88,90.5,91.89,91.0401,26,23686.88,14.88,14.33,2030-04-15,14.53,,15.2056,5.95,29.75,1000.0,USD,193
XS2069992258,TQOD,GMKN-24,2024-01-17,98.0,98.0,98.0,99.012,98.0724,14,13730.13,6.04,5.94,2024-10-28,9.37,,7.4063,3.38,16.88,1000.0,USD,193
XS2116222451,TQOD,TMK-27,2024-01-17,90.3202,91.0,90.3003,91.0,90.7605,36,32673.76,7.95,7.77,2027-02-12,34.6,,18.462,4.3,21.5,1000.0,USD,193
RU000A105104,TQOY,РУСАЛ БО05,2024-01-17,98.2212,98.2486,98.1055,98.5854,98.4613,4801,4727112.29,7.49,7.0,2027-07-28,6.37,2024-08-05,17.95,3.9,19.45,1000.0,CNY,245
RU000A105112,TQOY,РУСАЛ БО06,2024-01-17,98.3989,98.4,98.1609,98.4,98.3862,83,81654.17,7.12,7.15,2027-07-28,6.37,2024-08-05,17.95,3.9,19.45,1000.0,CNY,245
RU000A1054W1,TQOY,Полюс Б1P2,2024-01-17,94.949,95.25,94.5503,95.49,95.0578,1257,1193622.93,5.43,5.4,2027-08-24,40.67,,14.68,3.8,18.95,1000.0,CNY,245
RU000A1057A0,TQOY,МЕТАЛИН1P1,2024-01-17,99.2202,99.3999,99.1319,99.5997,99.4918,49,48750.99,4.38,3.95,2024-09-13,7.9,,2.8,3.1,7.73,1000.0,CNY,245
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-01-17,93.4,93.5,93.4,93.5,93.4773,345,322365.91,5.84,5.81,2027-09-10,41.43,,3.35,3.7,9.22,1000.0,CNY,245
RU000A1057S2,TQOY,Роснфт2P12,2024-01-17,98.8976,98.9,98.75,98.9,98.794,290,286502.62,4.8,4.97,2032-09-07,8.0,2024-09-20,10.03,3.05,15.21,1000.0,CNY,245
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-01-17,97.58,97.6499,97.4001,97.65,97.6468,132,128893.77,5.84,5.78,2025-04-24,15.07,,8.53,3.75,18.7,1000.0,CNY,245
RU000A105EV1,TQOY,ЕАБР П3-04,2024-01-17,97.0,97.0,97.0,97.0,97.0,3,2910.0,5.33,5.33,2027-11-07,21.33,,6.52,3.5,17.45,1000.0,CNY,245
RU000A105EW9,TQOY,Сегежа3P1R,2024-01-17,84.6,85.1999,84.4,85.2,84.9879,473,401870.61,14.71,14.41,2037-10-22,20.97,2025-11-06,7.85,4.15,10.35,1000.0,CNY,245
RU000A105GS2,TQOY,ЮГК 1P1,2024-01-17,99.614,99.6998,99.614,99.6999,99.9724,23,22920.56,4.47,4.02,2024-11-19,10.07,,6.17,3.95,19.7,1000.0,CNY,245
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-01-17,97.1436,97.7886,96.2257,97.7886,97.2678,6,5816.76,4.9,4.83,2025-12-11,22.5,,3.03,3.25,16.21,1000.0,CNY,245
RU000A105N25,TQIY,БДеньг-Ю01,2024-01-17,99.8898,99.89,99.5304,99.89,99.7772,267,26638.97,8.39,8.44,2026-06-03,26.4,,0.04,8.0,0.66,100.0,CNY,245
RU000A105NH1,TQOY,АЛЬФАБ2Р20,2024-01-17,99.36,99.5,99.1502,99.5,99.3342,270,268202.34,4.76,4.79,2024-12-23,11.2,,2.74,4.0,20.05,1000.0,CNY,245
RU000A105NL3,TQOY,НорНикБ1P6,2024-01-17,99.0,99.0,98.7846,99.0,98.9881,1188,1175979.04,9.79,9.86,2026-06-18,2.1,,2.63,3.55,8.85,1000.0,CNY,245
RU000A105PQ7,TQOY,РУСАЛ 1Р2,2024-01-17,98.97,98.9699,98.9699,98.97,99.2773,6,5938.2,4.59,4.41,2025-12-23,22.7,,2.38,3.95,9.85,1000.0,CNY,245
RU000A105ZC6,TQOY,Роснфт2P13,2024-01-17,99.9999,99.99,99.7501,99.9999,99.9133,3,2997.4,3.51,4.05,2033-03-07,2.0,2024-03-21,11.6,3.5,17.45,1000.0,CNY,245
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-01-17,99.25,99.2333,99.2043,99.2998,99.2563,670,664968.06,5.39,5.38,2026-03-24,25.1,,15.32,4.95,24.68,1000.0,CNY,245
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-01-17,99.45,99.69,99.4038,99.8499,99.4676,3681,3661283.06,6.1,6.09,2026-04-14,25.6,,14.49,5.75,28.67,1000.0,CNY,245
