date,KG000A3LSJ06,RU000A0JS4Z7,RU000A0JSGV0,RU000A0JVA10,RU000A0JVD25,RU000A105104,RU000A105112,RU000A1054W1,RU000A1057D4,RU000A105C44,RU000A105EW9,RU000A105M75,RU000A105N25,RU000A105PQ7,RU000A1060Q0,RU000A1061L9,RU000A1071S3,RU000A1076U8,RU000A107RH8,RU000A107U81
2024-08-03,18.73,18.88,18.21,18.48,9.52,10.4,10.4,9.05,8.62,8.92,37.16,9.76,11.03,11.68,8.67,9.31,8.85,9.74,10.38,10.44
2024-08-04,18.73,18.88,18.21,18.48,9.52,10.4,10.4,9.05,8.62,8.92,37.16,9.76,11.03,11.68,8.67,9.31,8.85,9.74,10.38,10.44
2024-08-05,18.53,17.26,18.16,18.48,17.98,9.82,9.95,8.77,8.97,9.69,37.87,8.32,10.49,8.89,9.11,9.28,8.55,9.15,10.26,10.06
2024-08-06,18.54,17.22,18.24,18.58,14.05,9.76,9.25,8.69,8.44,8.81,39.36,9.51,10.06,10.66,9.19,9.39,9.17,9.66,10.13,9.48
2024-08-07,18.63,17.23,17.5,18.75,14.11,9.42,9.59,8.72,8.43,9.12,37.42,8.34,10.37,11.11,8.61,8.49,8.51,9.5,9.3,9.26
2024-08-08,19.19,15.73,17.76,18.55,,9.13,9.29,8.61,8.42,8.26,38.69,8.35,11.02,7.47,8.55,7.55,9.15,9.16,9.52,8.73
2024-08-09,18.97,18.84,17.53,18.99,14.36,9.14,9.25,8.79,8.32,9.12,38.84,9.13,10.33,9.56,8.56,7.34,9.02,8.84,9.35,8.79
2024-08-10,18.97,18.84,17.53,18.99,14.36,9.14,9.25,8.79,8.32,9.12,38.84,9.13,10.33,9.56,8.56,7.34,9.02,8.84,9.35,8.79
2024-08-11,18.97,18.84,17.53,18.99,14.36,9.14,9.25,8.79,8.32,9.12,38.84,9.13,10.33,9.56,8.56,7.34,9.02,8.84,9.35,8.79
2024-08-12,18.62,13.92,17.89,19.23,14.46,9.37,9.43,8.97,8.61,9.16,39.0,9.15,10.7,,8.59,8.98,9.4,9.39,9.24,8.82
2024-08-13,18.65,13.92,17.63,18.33,14.49,9.84,9.84,8.93,8.88,10.09,38.95,9.43,10.88,10.69,8.61,9.11,8.77,10.01,9.73,9.61
2024-08-14,18.79,17.74,18.22,18.43,14.53,9.55,9.38,8.66,8.42,10.11,38.15,9.53,10.51,8.97,9.16,9.38,9.61,9.87,9.42,9.15
2024-08-15,18.9,19.87,18.69,18.68,12.38,10.0,10.06,8.77,8.83,10.14,39.45,7.99,10.68,6.27,9.09,9.22,9.54,9.46,10.13,9.24
2024-08-16,19.02,16.8,18.75,18.24,,10.09,10.44,8.94,8.68,10.56,38.17,9.22,11.05,7.29,9.2,9.9,9.63,9.82,9.8,10.16
2024-08-17,19.02,16.8,18.75,18.24,,10.09,10.44,8.94,8.68,10.56,38.17,9.22,11.05,7.29,9.2,9.9,9.63,9.82,9.8,10.16
2024-08-18,19.02,16.8,18.75,18.24,,10.09,10.44,8.94,8.68,10.56,38.17,9.22,11.05,7.29,9.2,9.9,9.63,9.82,9.8,10.16
2024-08-19,18.88,19.5,19.08,18.78,17.19,10.1,10.42,9.01,9.13,9.95,39.71,8.78,11.71,7.32,9.27,9.83,9.86,9.83,10.33,10.41
2024-08-20,18.85,16.88,18.76,18.81,12.45,9.86,10.45,9.05,8.29,9.59,39.61,,11.72,11.53,8.93,10.03,9.29,9.83,10.07,10.34
2024-08-21,18.75,18.11,18.7,18.99,17.08,9.7,9.62,9.0,8.65,9.61,39.73,8.81,12.2,12.01,9.3,9.5,9.29,10.54,10.05,10.13
2024-08-22,18.41,18.09,18.78,17.91,16.52,9.62,9.93,8.79,8.58,12.07,39.49,8.05,11.73,9.06,8.93,9.33,10.03,9.71,10.06,8.53
2024-08-23,19.0,17.34,18.67,19.07,13.14,10.86,10.31,8.94,8.45,10.41,41.99,8.09,10.97,12.08,9.21,10.31,10.05,10.37,10.17,8.39
2024-08-24,19.0,17.34,18.67,19.07,13.14,10.86,10.31,8.94,8.45,10.41,41.99,8.09,10.97,12.08,9.21,10.31,10.05,10.37,10.17,8.39
2024-08-25,19.0,17.34,18.67,19.07,13.14,10.86,10.31,8.94,8.45,10.41,41.99,8.09,10.97,12.08,9.21,10.31,10.05,10.37,10.17,8.39
2024-08-26,18.78,17.87,18.93,18.5,18.06,9.76,10.14,8.79,8.46,9.93,40.02,8.1,11.5,9.64,9.37,9.4,10.05,9.3,10.14,9.41
2024-08-27,19.28,20.35,19.02,19.52,14.24,10.94,11.1,9.0,8.43,11.0,40.62,8.11,11.72,9.11,9.0,9.42,10.06,9.45,10.14,9.35
2024-08-28,19.61,20.07,19.31,19.12,16.15,10.59,9.78,9.05,8.49,11.47,39.02,8.12,11.05,10.44,9.12,10.01,10.02,9.87,10.12,9.77
2024-08-29,19.4,19.78,19.14,19.12,16.8,10.93,10.5,9.23,8.51,10.7,41.66,8.13,10.74,10.59,8.98,10.03,9.34,10.37,10.15,9.18
2024-08-30,20.1,19.56,19.72,18.88,,10.33,10.87,8.94,9.11,11.33,41.45,10.27,11.6,9.92,9.0,9.9,8.99,10.28,10.4,10.4
2024-08-31,20.1,19.56,19.72,18.88,,10.33,10.87,8.94,9.11,11.33,41.45,10.27,11.6,9.92,9.0,9.9,8.99,10.28,10.4,10.4
2024-09-01,20.1,19.56,19.72,18.88,,10.33,10.87,8.94,9.11,11.33,41.45,10.27,11.6,9.92,9.0,9.9,8.99,10.28,10.4,10.4
2024-09-02,19.68,21.8,19.89,19.54,19.56,10.5,11.08,9.07,8.53,12.29,44.79,9.89,12.27,11.79,9.01,9.92,9.36,9.99,10.1,10.32
2024-09-03,19.04,22.44,20.14,19.77,15.31,11.1,11.16,9.73,8.95,11.95,48.36,9.9,14.02,10.1,9.74,11.29,10.79,10.98,10.88,10.09
2024-09-04,19.55,20.23,20.12,19.8,15.45,13.91,11.9,11.05,9.37,16.39,52.83,10.58,15.57,15.21,12.26,13.82,11.19,14.03,13.09,11.76
2024-09-05,19.13,20.26,19.53,18.7,13.39,11.56,12.87,10.1,9.25,15.14,46.06,,11.84,9.24,9.57,10.39,11.35,11.67,11.28,10.6
2024-09-06,20.1,20.34,19.52,18.24,19.62,11.98,12.51,10.07,9.26,16.63,46.49,10.73,11.97,10.83,10.9,15.76,10.95,11.71,11.83,10.27
2024-09-07,20.1,20.34,19.52,18.24,19.62,11.98,12.51,10.07,9.26,16.63,46.49,10.73,11.97,10.83,10.9,15.76,10.95,11.71,11.83,10.27
2024-09-08,20.1,20.34,19.52,18.24,19.62,11.98,12.51,10.07,9.26,16.63,46.49,10.73,11.97,10.83,10.9,15.76,10.95,11.71,11.83,10.27
2024-09-09,19.13,19.81,19.43,17.41,14.54,12.52,12.92,10.62,9.71,15.49,47.84,10.76,11.99,,10.07,10.9,11.0,11.9,10.97,11.2
2024-09-10,19.28,19.33,19.11,17.98,14.64,13.2,11.87,10.81,10.67,15.34,45.47,11.27,13.69,9.32,10.24,12.69,10.94,10.7,11.44,10.7
2024-09-11,19.23,22.21,18.89,17.16,16.42,12.95,11.24,10.6,10.6,15.4,45.59,12.49,12.05,11.16,10.26,11.8,11.24,10.67,11.32,10.12
2024-09-12,19.14,20.08,19.37,19.24,14.0,13.48,11.89,10.83,10.6,15.15,48.79,9.36,11.99,9.38,10.27,13.52,11.24,11.79,11.65,10.63
2024-09-13,19.39,19.24,19.14,18.48,15.53,14.27,11.53,11.09,10.49,16.15,48.61,9.53,11.94,9.81,11.11,12.41,10.99,10.41,11.42,10.75
2024-09-14,19.39,19.24,19.14,18.48,15.53,14.27,11.53,11.09,10.49,16.15,48.61,9.53,11.94,9.81,11.11,12.41,10.99,10.41,11.42,10.75
2024-09-15,19.39,19.24,19.14,18.48,15.53,14.27,11.53,11.09,10.49,16.15,48.61,9.53,11.94,9.81,11.11,12.41,10.99,10.41,11.42,10.75
2024-09-16,19.44,20.93,19.26,19.64,13.35,13.56,11.13,10.52,10.49,15.73,50.63,9.82,11.94,,9.93,11.82,10.99,11.04,11.81,11.86
2024-09-17,19.11,19.47,19.54,21.42,13.44,13.79,12.61,10.85,10.49,15.73,48.41,9.91,11.7,10.97,10.33,11.85,10.52,11.99,11.61,11.86
2024-09-18,19.42,20.61,19.37,19.78,7.73,13.73,12.76,12.04,10.88,15.79,45.7,11.22,11.7,9.36,10.88,11.86,11.01,11.31,11.76,14.93
2024-09-19,20.12,20.71,19.6,19.27,,13.46,11.68,12.04,11.56,15.95,48.46,13.18,11.86,9.51,12.39,11.83,11.09,12.63,12.03,12.58
2024-09-20,19.5,22.63,19.57,20.67,,15.43,11.98,11.96,11.92,15.82,47.56,12.57,11.58,12.15,12.01,10.45,11.42,12.27,11.91,12.97
2024-09-21,19.5,22.63,19.57,20.67,,15.43,11.98,11.96,11.92,15.82,47.56,12.57,11.58,12.15,12.01,10.45,11.42,12.27,11.91,12.97
2024-09-22,19.5,22.63,19.57,20.67,,15.43,11.98,11.96,11.92,15.82,47.56,12.57,11.58,12.15,12.01,10.45,11.42,12.27,11.91,12.97
2024-09-23,19.3,21.69,20.14,19.68,13.91,15.37,12.69,11.85,11.39,15.45,50.39,12.44,11.53,9.43,11.19,10.86,11.61,11.11,13.24,12.53
2024-09-24,20.2,21.17,19.78,19.9,14.0,13.26,13.12,11.72,11.61,14.98,49.9,11.94,11.57,,11.86,10.25,11.22,11.59,12.27,11.75
2024-09-25,19.59,20.94,19.8,18.93,,13.7,12.99,11.71,12.08,14.93,50.14,10.49,11.59,10.65,11.86,10.49,11.07,11.27,11.97,12.2
2024-09-26,19.15,21.47,20.05,18.87,19.34,13.43,15.55,12.04,11.45,14.97,51.18,10.55,11.62,12.92,11.72,10.51,11.47,11.09,12.98,11.86
2024-09-27,19.38,19.9,19.78,19.21,19.08,14.92,14.87,12.08,11.4,14.71,52.04,10.6,11.92,12.57,12.34,10.36,11.75,11.55,12.45,11.92
2024-09-28,19.38,19.9,19.78,19.21,19.08,14.92,14.87,12.08,11.4,14.71,52.04,10.6,11.92,12.57,12.34,10.36,11.75,11.55,12.45,11.92
2024-09-29,19.38,19.9,19.78,19.21,19.08,14.92,14.87,12.08,11.4,14.71,52.04,10.6,11.92,12.57,12.34,10.36,11.75,11.55,12.45,11.92
2024-09-30,19.39,19.91,20.11,20.13,17.76,13.16,13.77,11.99,11.64,12.98,53.47,10.74,11.9,13.15,11.86,11.77,11.34,11.23,12.72,11.86
2024-10-01,19.42,20.97,20.46,20.13,14.58,13.81,14.66,12.1,12.44,13.31,56.65,10.74,12.58,11.59,12.42,11.29,11.67,11.29,12.01,12.77
2024-10-02,18.93,20.3,20.21,20.05,19.58,12.65,15.54,12.37,12.04,14.72,59.78,10.95,12.28,13.15,12.2,11.05,12.33,13.51,12.36,13.32
2024-10-03,18.92,20.34,20.49,20.38,17.12,14.35,14.05,12.25,11.98,14.08,56.52,10.95,12.2,10.08,12.29,12.25,11.34,13.62,12.01,12.95
2024-10-04,19.86,20.8,20.77,19.86,14.97,14.86,14.95,12.35,11.97,13.62,61.96,,11.68,10.18,12.21,12.41,11.59,14.57,12.15,12.97
2024-10-05,19.86,20.8,20.77,19.86,14.97,14.86,14.95,12.35,11.97,13.62,61.96,,11.68,10.18,12.21,12.41,11.59,14.57,12.15,12.97
2024-10-06,19.86,20.8,20.77,19.86,14.97,14.86,14.95,12.35,11.97,13.62,61.96,,11.68,10.18,12.21,12.41,11.59,14.57,12.15,12.97
2024-10-07,19.99,20.72,20.71,18.94,15.22,13.75,15.54,12.53,11.99,12.44,61.22,12.0,12.63,12.62,12.2,11.17,11.63,13.82,12.5,13.09
2024-10-08,19.71,19.28,20.53,18.94,,13.63,15.87,12.38,12.11,13.19,60.22,12.02,12.91,12.64,12.74,13.01,13.69,13.96,13.08,13.16
2024-10-09,19.91,20.45,20.81,20.31,13.41,17.76,16.2,13.11,12.51,14.41,69.2,12.25,12.0,17.2,13.09,11.67,11.86,13.97,12.73,13.82
2024-10-10,19.74,20.96,21.27,21.59,13.39,16.81,16.62,12.91,12.72,19.36,64.22,12.27,12.22,17.22,12.68,12.12,14.53,16.63,13.07,14.3
2024-10-11,20.68,22.11,20.31,20.97,,18.04,16.03,13.04,13.35,17.9,61.8,13.51,12.94,11.7,13.08,12.21,12.51,13.87,12.2,14.68
2024-10-12,20.68,22.11,20.31,20.97,,18.04,16.03,13.04,13.35,17.9,61.8,13.51,12.94,11.7,13.08,12.21,12.51,13.87,12.2,14.68
2024-10-13,20.68,22.11,20.31,20.97,,18.04,16.03,13.04,13.35,17.9,61.8,13.51,12.94,11.7,13.08,12.21,12.51,13.87,12.2,14.68
2024-10-14,19.95,21.0,21.2,20.73,14.12,19.05,17.7,13.16,12.89,12.08,60.27,11.11,12.76,10.6,13.18,14.3,12.25,15.39,12.99,14.0
2024-10-15,19.38,20.99,21.3,20.74,9.51,19.2,19.08,13.33,12.56,14.58,57.82,11.12,14.81,,12.88,13.58,12.3,14.58,12.85,13.42
2024-10-16,19.84,22.4,20.79,20.75,20.42,19.23,19.2,13.15,13.13,13.69,57.78,11.12,15.23,,12.77,13.37,12.95,14.56,12.64,13.15
2024-10-17,20.19,20.78,20.77,19.63,20.41,16.09,16.09,13.1,12.96,11.44,57.68,11.14,17.82,10.73,12.89,12.88,13.83,13.74,12.22,13.16
2024-10-18,20.57,21.05,20.5,19.55,13.33,15.73,15.37,13.05,12.8,12.71,53.89,11.19,15.86,10.79,12.82,13.44,12.57,13.03,12.46,13.33
2024-10-19,20.57,21.05,20.5,19.55,13.33,15.73,15.37,13.05,12.8,12.71,53.89,11.19,15.86,10.79,12.82,13.44,12.57,13.03,12.46,13.33
2024-10-20,20.57,21.05,20.5,19.55,13.33,15.73,15.37,13.05,12.8,12.71,53.89,11.19,15.86,10.79,12.82,13.44,12.57,13.03,12.46,13.33
2024-10-21,20.51,20.18,21.14,20.05,,15.8,16.15,13.06,12.59,13.71,56.47,13.18,15.72,,12.93,14.34,12.84,12.95,12.47,13.45
2024-10-22,20.53,20.48,21.2,21.68,14.64,15.96,15.44,13.06,12.77,13.89,53.89,13.42,14.08,11.12,12.94,15.01,12.73,11.43,13.93,13.56
2024-10-23,20.88,20.53,20.75,20.84,14.73,18.38,16.1,13.42,13.39,13.68,54.68,,16.06,,13.78,14.26,13.04,12.62,13.8,14.2
2024-10-24,21.15,20.84,20.77,21.79,12.04,18.41,16.32,13.62,12.99,13.49,56.97,11.27,15.32,,13.79,13.9,13.75,12.61,13.07,14.03
2024-10-25,21.12,,22.8,22.42,13.86,17.99,15.14,14.99,13.66,12.84,54.91,11.33,14.53,11.95,13.62,14.06,13.98,14.72,13.03,14.08
2024-10-26,21.12,,22.8,22.42,13.86,17.99,15.14,14.99,13.66,12.84,54.91,11.33,14.53,11.95,13.62,14.06,13.98,14.72,13.03,14.08
2024-10-27,21.12,,22.8,22.42,13.86,17.99,15.14,14.99,13.66,12.84,54.91,11.33,14.53,11.95,13.62,14.06,13.98,14.72,13.03,14.08
2024-10-28,22.72,20.36,23.12,22.55,14.45,17.3,17.31,15.58,14.48,14.37,56.23,13.57,14.31,12.11,15.19,15.24,15.81,14.56,14.76,14.37
2024-10-29,22.68,23.73,22.57,22.73,14.79,18.25,17.32,16.09,14.77,17.64,60.23,13.27,16.23,,15.78,15.95,14.91,14.97,16.34,15.92
2024-10-30,23.06,20.63,22.85,23.27,12.05,18.46,15.8,16.16,14.78,14.86,61.18,11.39,14.55,12.25,15.32,13.76,14.93,14.59,16.56,15.5
2024-10-31,22.7,24.94,23.03,23.01,13.58,18.4,17.3,16.17,14.96,15.82,65.23,12.75,14.79,12.37,14.98,16.16,12.54,14.49,17.1,15.51
2024-11-01,22.75,21.49,22.75,23.41,6.34,18.55,17.43,16.22,15.26,11.53,63.99,11.83,15.0,,15.42,17.97,13.2,14.93,16.18,15.46
2024-11-02,22.75,21.49,22.75,23.41,6.34,18.55,17.43,16.22,15.26,11.53,63.99,11.83,15.0,,15.42,17.97,13.2,14.93,16.18,15.46
2024-11-03,22.75,21.49,22.75,23.41,6.34,18.55,17.43,16.22,15.26,11.53,63.99,11.83,15.0,,15.42,17.97,13.2,14.93,16.18,15.46
2024-11-04,22.75,21.49,22.75,23.41,6.34,18.55,17.43,16.22,15.26,11.53,63.99,11.83,15.0,,15.42,17.97,13.2,14.93,16.18,15.46
2024-11-05,23.15,21.56,23.44,22.91,16.61,19.03,19.56,16.44,15.99,17.65,69.26,12.65,19.88,14.39,15.49,19.29,15.12,18.13,16.93,15.71
2024-11-06,22.84,25.47,23.22,22.59,15.33,18.46,18.02,15.8,15.28,14.68,64.08,15.61,15.94,14.64,15.66,14.51,16.46,17.31,16.86,16.24
2024-11-07,22.82,23.63,22.38,21.35,15.43,18.49,18.18,14.53,15.15,14.77,64.25,,16.36,14.42,14.95,16.99,15.18,16.5,16.56,15.33
2024-11-08,22.86,26.33,23.14,22.49,15.75,16.77,18.11,13.61,13.79,14.43,60.23,12.19,15.96,12.68,13.62,13.5,12.97,15.82,13.22,14.79
2024-11-09,22.86,26.33,23.14,22.49,15.75,16.77,18.11,13.61,13.79,14.43,60.23,12.19,15.96,12.68,13.62,13.5,12.97,15.82,13.22,14.79
2024-11-10,22.86,26.33,23.14,22.49,15.75,16.77,18.11,13.61,13.79,14.43,60.23,12.19,15.96,12.68,13.62,13.5,12.97,15.82,13.22,14.79
2024-11-11,22.87,23.7,22.9,20.93,15.78,16.37,15.6,12.67,12.35,13.7,59.66,12.08,15.23,,13.16,13.31,12.99,14.06,13.15,16.13
2024-11-12,22.89,,23.34,20.35,10.27,16.8,16.72,12.41,12.16,15.1,61.53,11.95,15.11,12.72,12.81,14.59,11.54,11.79,12.71,14.19
2024-11-13,22.59,20.13,22.81,21.08,13.15,16.77,15.85,12.27,12.04,13.32,61.04,11.98,15.99,12.74,12.54,15.82,12.43,13.12,13.0,14.31
2024-11-14,22.85,20.94,21.31,21.07,9.0,16.11,16.02,12.69,12.0,13.21,59.97,12.06,15.54,,13.33,14.42,10.7,13.3,12.87,14.72
2024-11-15,22.39,22.42,21.36,21.55,8.64,15.67,15.49,13.03,12.78,13.53,62.59,12.01,15.88,12.83,13.04,14.62,13.33,12.4,13.05,13.68
2024-11-16,22.39,22.42,21.36,21.55,8.64,15.67,15.49,13.03,12.78,13.53,62.59,12.01,15.88,12.83,13.04,14.62,13.33,12.4,13.05,13.68
2024-11-17,22.39,22.42,21.36,21.55,8.64,15.67,15.49,13.03,12.78,13.53,62.59,12.01,15.88,12.83,13.04,14.62,13.33,12.4,13.05,13.68
2024-11-18,22.81,21.23,21.79,19.48,17.77,15.44,15.44,13.15,12.31,13.59,57.09,11.98,14.76,,13.14,13.88,13.39,12.62,13.6,13.89
2024-11-19,21.11,,23.77,20.75,12.03,15.99,14.77,13.26,13.12,12.57,53.78,12.12,15.2,12.81,13.04,14.43,13.32,13.08,14.3,15.51
2024-11-20,22.62,23.55,23.78,20.9,7.9,15.06,14.1,13.72,12.65,12.48,47.65,12.43,14.95,8.91,14.08,13.79,12.97,14.08,13.17,13.65
2024-11-21,23.05,25.54,23.68,21.22,17.94,14.99,13.96,13.78,12.9,12.43,37.6,12.16,16.08,9.67,13.63,13.26,14.13,12.79,16.25,14.73
2024-11-22,22.41,26.35,23.19,23.23,14.52,15.07,16.68,13.66,12.85,11.74,39.93,12.41,16.14,,14.06,15.12,14.89,12.52,14.28,15.0
2024-11-23,22.41,26.35,23.19,23.23,14.52,15.07,16.68,13.66,12.85,11.74,39.93,12.41,16.14,,14.06,15.12,14.89,12.52,14.28,15.0
2024-11-24,22.41,26.35,23.19,23.23,14.52,15.07,16.68,13.66,12.85,11.74,39.93,12.41,16.14,,14.06,15.12,14.89,12.52,14.28,15.0
2024-11-25,23.03,26.74,22.78,23.1,6.98,15.45,16.36,13.39,13.44,11.55,42.16,12.02,15.18,15.52,13.7,13.58,12.6,12.57,14.57,13.68
2024-11-26,23.65,22.36,22.25,23.84,6.6,15.3,15.5,13.69,13.18,12.41,45.21,13.91,16.58,11.45,14.99,15.62,12.17,15.07,15.11,14.2
2024-11-27,23.37,24.65,22.8,23.75,4.62,15.57,18.27,13.6,13.47,12.76,48.62,12.31,15.49,15.56,14.32,15.71,12.88,18.3,16.02,19.45
2024-11-28,23.51,,23.91,23.28,4.04,14.64,16.45,13.57,12.88,9.97,50.47,13.0,15.57,13.8,13.99,13.71,11.76,16.87,17.82,16.57
2024-11-29,23.59,22.4,23.91,23.48,21.76,14.53,18.95,13.16,13.17,12.28,54.87,12.71,16.7,10.38,13.5,14.62,12.2,16.18,17.23,16.2
2024-11-30,23.59,22.4,23.91,23.48,21.76,14.53,18.95,13.16,13.17,12.28,54.87,12.71,16.7,10.38,13.5,14.62,12.2,16.18,17.23,16.2
2024-12-01,23.59,22.4,23.91,23.48,21.76,14.53,18.95,13.16,13.17,12.28,54.87,12.71,16.7,10.38,13.5,14.62,12.2,16.18,17.23,16.2
2024-12-02,23.59,27.64,24.65,23.09,8.95,17.5,17.53,13.22,13.62,13.69,54.08,13.84,16.44,15.67,14.49,13.28,12.22,15.54,16.35,15.67
2024-12-03,22.37,27.93,23.73,22.25,7.35,18.67,18.54,13.54,13.23,15.31,53.17,12.52,15.77,9.86,14.53,15.01,15.24,15.27,16.5,16.29
2024-12-04,23.7,21.8,22.66,19.24,5.35,17.64,17.6,14.13,13.56,14.75,47.66,14.4,16.01,10.29,13.56,14.46,14.48,15.38,16.43,16.81
2024-12-05,23.84,22.29,23.38,21.27,,18.08,16.78,12.87,12.69,15.55,46.03,12.57,16.29,15.63,13.58,14.75,14.21,15.02,15.31,17.53
2024-12-06,23.72,22.51,22.75,18.84,7.62,15.87,16.41,12.94,12.88,13.2,46.63,11.98,16.35,10.52,14.09,14.44,12.85,13.96,15.27,17.57
2024-12-07,23.72,22.51,22.75,18.84,7.62,15.87,16.41,12.94,12.88,13.2,46.63,11.98,16.35,10.52,14.09,14.44,12.85,13.96,15.27,17.57
2024-12-08,23.72,22.51,22.75,18.84,7.62,15.87,16.41,12.94,12.88,13.2,46.63,11.98,16.35,10.52,14.09,14.44,12.85,13.96,15.27,17.57
2024-12-09,25.16,,23.21,19.86,,16.83,16.45,12.64,12.6,13.37,51.68,11.94,16.02,10.33,13.63,13.02,12.49,13.13,15.95,17.59
2024-12-10,23.77,23.16,24.32,20.07,10.04,15.01,16.19,12.48,12.78,12.74,53.05,13.96,16.03,17.93,13.19,15.18,12.32,12.65,14.62,17.5
2024-12-11,23.52,22.7,23.86,22.26,10.12,17.29,16.11,11.91,11.41,12.62,58.24,11.75,15.48,11.72,13.0,14.28,12.33,14.74,15.25,18.91
2024-12-12,23.21,22.58,25.07,23.01,12.57,14.82,14.25,11.94,11.73,12.05,56.91,11.16,15.72,10.74,12.39,14.19,11.93,12.84,14.65,18.12
2024-12-13,23.88,22.97,24.88,24.18,3.11,14.2,14.04,11.64,11.7,11.44,59.39,12.69,15.98,9.35,12.56,13.84,,12.91,13.48,17.85
2024-12-14,23.88,22.97,24.88,24.18,3.11,14.2,14.04,11.64,11.7,11.44,59.39,12.69,15.98,9.35,12.56,13.84,,12.91,13.48,17.85
2024-12-15,23.88,22.97,24.88,24.18,3.11,14.2,14.04,11.64,11.7,11.44,59.39,12.69,15.98,9.35,12.56,13.84,,12.91,13.48,17.85
2024-12-16,22.76,22.85,24.47,25.06,10.82,15.89,15.13,11.76,11.58,11.66,58.98,11.37,16.42,15.72,12.48,12.34,12.16,14.62,14.12,18.22
2024-12-17,22.86,22.8,25.25,22.84,,15.94,14.1,12.14,11.46,13.88,59.71,11.95,16.94,14.31,13.5,12.8,12.88,15.11,14.86,20.02
2024-12-18,22.93,26.68,25.78,23.31,11.08,15.93,14.21,12.34,11.88,12.35,64.44,11.91,16.49,10.68,13.21,12.87,12.19,13.22,15.0,19.75
2024-12-19,24.16,23.21,25.05,22.46,6.37,14.5,15.59,11.97,11.59,11.69,63.98,11.81,16.22,10.58,13.13,12.91,12.44,13.01,14.64,19.25
2024-12-20,23.69,,24.06,22.78,4.98,16.71,14.34,12.24,11.18,10.66,58.88,10.24,16.33,10.51,12.39,12.33,12.0,13.04,14.59,18.97
2024-12-21,23.69,,24.06,22.78,4.98,16.71,14.34,12.24,11.18,10.66,58.88,10.24,16.33,10.51,12.39,12.33,12.0,13.04,14.59,18.97
2024-12-22,23.69,,24.06,22.78,4.98,16.71,14.34,12.24,11.18,10.66,58.88,10.24,16.33,10.51,12.39,12.33,12.0,13.04,14.59,18.97
2024-12-23,22.51,24.48,23.73,21.41,0.43,12.4,13.75,11.59,11.15,10.42,56.72,10.48,16.09,9.23,12.7,9.51,11.17,12.88,14.61,17.58
2024-12-24,22.11,22.72,23.41,22.38,8.36,12.67,12.03,11.59,12.03,6.16,57.7,9.89,15.04,9.77,11.52,9.55,11.57,14.18,14.2,17.24
2024-12-25,21.39,19.72,23.19,22.55,16.07,12.05,10.71,10.72,12.58,7.82,58.46,9.73,13.19,9.79,10.71,9.68,10.46,13.73,13.6,16.13
2024-12-26,20.88,19.9,21.44,22.41,8.26,11.59,8.66,10.32,12.05,7.67,59.01,9.64,13.04,6.19,10.48,7.56,10.19,12.82,12.81,13.59
2024-12-27,20.92,,21.16,19.34,10.85,10.86,10.66,10.01,12.16,3.96,58.85,6.71,12.9,6.29,9.95,,8.51,14.89,12.93,13.12
2024-12-28,20.92,,21.16,19.34,10.85,10.86,10.66,10.01,12.16,3.96,58.85,6.71,12.9,6.29,9.95,,8.51,14.89,12.93,13.12
2024-12-29,20.92,,21.16,19.34,10.85,10.86,10.66,10.01,12.16,3.96,58.85,6.71,12.9,6.29,9.95,,8.51,14.89,12.93,13.12
2024-12-30,20.13,19.14,22.82,19.23,5.68,9.89,10.61,9.84,10.36,4.17,46.8,7.5,13.07,6.29,9.17,5.64,8.02,13.35,12.91,13.07
2024-12-31,20.13,19.14,22.82,19.23,5.68,9.89,10.61,9.84,10.36,4.17,46.8,7.5,13.07,6.29,9.17,5.64,8.02,13.35,12.91,13.07
2025-01-01,20.13,19.14,22.82,19.23,5.68,9.89,10.61,9.84,10.36,4.17,46.8,7.5,13.07,6.29,9.17,5.64,8.02,13.35,12.91,13.07
2025-01-02,20.13,19.14,22.82,19.23,5.68,9.89,10.61,9.84,10.36,4.17,46.8,7.5,13.07,6.29,9.17,5.64,8.02,13.35,12.91,13.07
2025-01-03,19.79,20.0,20.26,19.61,5.82,11.47,12.38,9.12,9.43,7.24,43.64,5.46,13.29,6.27,8.7,6.18,8.03,12.6,12.63,11.64
2025-01-04,19.79,20.0,20.26,19.61,5.82,11.47,12.38,9.12,9.43,7.24,43.64,5.46,13.29,6.27,8.7,6.18,8.03,12.6,12.63,11.64
2025-01-05,19.79,20.0,20.26,19.61,5.82,11.47,12.38,9.12,9.43,7.24,43.64,5.46,13.29,6.27,8.7,6.18,8.03,12.6,12.63,11.64
2025-01-06,20.28,18.42,21.4,19.56,,10.55,9.45,9.49,10.2,7.36,40.52,8.61,13.24,6.27,9.36,,8.34,12.06,11.77,11.58
2025-01-07,20.28,18.42,21.4,19.56,,10.55,9.45,9.49,10.2,7.36,40.52,8.61,13.24,6.27,9.36,,8.34,12.06,11.77,11.58
2025-01-08,21.53,19.25,20.79,22.0,,9.49,10.52,9.26,10.08,8.15,38.37,,13.51,6.24,9.19,7.49,8.03,12.22,11.69,10.31
2025-01-09,20.75,20.96,20.02,21.41,6.03,12.16,10.07,9.95,9.88,6.64,41.53,5.47,13.07,10.59,10.76,6.47,8.52,12.33,11.79,12.36
2025-01-10,21.13,20.8,21.2,21.8,7.27,10.9,9.88,9.85,10.12,5.58,42.18,7.55,12.95,5.96,10.09,5.53,9.69,13.02,12.76,12.51
