secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-09-05,96.0,96.0,96.0,96.0,96.0,1,101.19,20.15,20.15,2025-12-25,14.17,,3.1768,15.5,3.88,100,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-09-05,95.86,95.99,95.31,96.49,95.79,2704,259025.16,19.13,19.2,2025-12-26,14.3,,2.7792,14.5,3.63,100,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-09-05,96.55,96.64,96.52,97.1,96.83,1119,1083504.4,18.84,17.9,2025-01-16,4.4,,10.54,7.85,39.14,1000,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-09-05,95.66,95.6,95.6,95.66,95.65,475,454335.2,20.26,20.29,2032-02-17,5.73,,2.29,9.28,46.27,1000,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-09-05,86.78,85.87,85.87,88.24,86.22,856,738062.2,19.53,19.98,2032-06-25,20.37,,16.65,9.8,48.87,1000,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-09-05,99.39,99.39,99.27,99.39,99.36,43,42725.7,19.34,19.95,2032-09-17,0.7,2024-10-01,33.62,7.67,38.24,1000,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-09-05,97.85,98.41,97.7,98.41,97.75,1455,1422217.8,20.18,20.41,2028-03-21,6.23,,66.99,15.0,74.79,1000,RUB,58
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-09-05,99.36,99.36,99.36,99.36,99.36,5,4968.0,20.66,20.66,2025-11-11,2.23,,51.53,16.5,82.27,1000,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-09-05,97.76,97.8,97.75,97.8,97.75,748,731174.9,20.5,20.57,2028-11-07,2.23,2024-11-15,21.08,6.75,33.66,1000,RUB,58
RU000A0JUV08,TQCB,ГПБ БО-10,2024-09-05,99.53,99.5,99.31,99.54,99.38,2131,2117758.9,17.5,20.66,2024-09-26,0.67,,36.4,8.15,41.08,1000,RUB,58
RU000A0JUW31,TQCB,РСХБ БО13,2024-09-05,99.61,99.58,99.46,99.61,99.5,27,26864.6,18.98,21.24,2024-09-27,0.7,,20.79,11.0,27.42,1000,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-09-05,97.94,98.06,97.42,98.06,97.71,2392,2337228.1,19.71,20.93,2024-11-28,2.77,,25.24,9.4,46.87,1000,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-09-05,98.33,98.48,98.05,98.48,98.22,28,27502.3,17.69,18.26,2024-11-28,2.77,,25.24,9.4,46.87,1000,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-09-05,98.19,98.16,98.1,98.19,98.14,51,50052.7,18.89,19.12,2024-12-10,3.1,,24.55,10.42,25.98,1000,RUB,58
RU000A0JV3R1,TQCB,РСХБ БО15,2024-09-05,97.51,97.53,97.51,97.53,97.51,53,51680.8,19.6,19.6,2024-12-13,3.2,,19.56,8.6,21.44,1000,RUB,58
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-09-05,98.27,97.77,97.35,98.42,97.9,1180,1155183.2,18.7,19.63,2025-03-06,5.93,,0.0,13.8,34.41,1000,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2024-09-05,92.68,91.65,91.65,92.68,92.47,5,4623.7,13.39,13.81,2025-04-15,7.37,,0.04,0.01,0.05,1000,RUB,58
RU000A0JVFC6,TQCB,РостелБО-1,2024-09-05,92.91,93.67,92.91,93.67,93.35,12,11201.7,19.18,18.36,2025-05-16,8.2,,21.29,7.0,34.9,1000,RUB,58
RU000A0JVHH1,TQCB,ТрансФБО39,2024-09-05,91.4,91.47,90.56,91.47,91.21,22,20066.0,22.73,23.07,2025-06-04,8.77,,21.42,8.5,42.38,1000,RUB,58
RU000A0JVM81,TQCB,Оренб35003,2024-09-05,97.35,97.26,97.18,97.38,97.27,92,17898.2,18.69,18.82,2025-07-03,9.4,,4.83,14.0,6.98,200,RUB,58
RU000A105104,TQOY,РУСАЛ БО05,2024-09-05,97.7,96.9997,96.1202,97.7,97.5319,110,107280.43,11.56,11.78,2027-07-28,10.67,2025-08-04,8.38,8.5,42.38,1000,CNY,245
RU000A105112,TQOY,РУСАЛ БО06,2024-09-05,96.6998,97.9983,94.4787,97.9983,96.3158,27,25990.38,12.87,13.38,2027-07-28,10.63,2025-08-04,8.38,8.5,42.38,1000,CNY,245
