secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-08-02,96.0,96.17,95.73,96.23,96.13,1918,184385.48,18.73,18.61,2025-12-26,15.37,,1.45,14.5,3.63,100,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-08-02,96.83,96.79,96.1,97.63,96.6,1152,1112888.5,15.98,16.6,2025-01-16,5.47,,3.23,7.85,39.14,1000,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-08-02,129.96,129.96,129.96,129.96,129.96,1,1299.6,5.21,5.21,2031-05-13,62.97,,20.88,10.44,52.06,1000,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-08-02,90.5,90.95,90.07,93.09,90.87,6,3865.41,98.9,94.2,2031-09-26,2.0,,24.71,10.69,37.79,709,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-08-02,91.14,91.14,91.14,91.14,91.14,1,646.18,90.86,90.86,2031-09-26,2.0,,24.71,10.69,37.79,709,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-08-02,85.3,85.3,85.3,85.3,85.3,2,1706.0,18.33,18.33,2025-07-16,11.5,,0.0,0.01,0.05,1000,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-08-02,108.26,108.26,108.26,108.26,108.26,1,1082.6,8.51,8.51,2032-02-06,64.97,,45.29,9.84,49.07,1000,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-08-02,95.5,95.37,95.37,96.1,95.74,26,24891.3,18.88,18.34,2032-02-17,6.53,,39.92,9.28,46.27,1000,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-08-02,87.99,87.34,86.51,87.99,87.3,66,57615.5,18.21,18.73,2032-06-25,21.47,,7.52,9.8,48.87,1000,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-08-02,100.0,99.02,99.01,100.0,99.93,27,26980.2,16.62,16.71,2027-07-21,11.3,2025-07-30,3.95,16.0,79.78,1000,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-08-02,98.74,98.74,98.74,98.74,98.74,1,987.4,17.26,17.26,2032-09-17,1.77,2024-10-01,26.48,7.67,38.24,1000,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-08-02,102.57,102.56,102.56,102.57,102.56,5,5128.2,12.8,12.81,2032-09-23,17.9,2026-04-04,46.72,14.21,70.86,1000,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-08-02,98.73,98.74,97.78,98.74,98.6,100292,98887906.1,17.82,18.06,2028-03-21,7.3,,53.01,15.0,74.79,1000,RUB,58
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-08-02,98.23,98.53,98.22,98.53,98.23,68,66794.7,24.5,24.5,2025-11-11,3.3,,36.16,16.5,82.27,1000,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-08-02,97.56,97.25,97.2,97.56,97.22,192,186657.5,16.83,18.32,2028-11-07,3.3,2024-11-15,14.79,6.75,33.66,1000,RUB,58
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-08-02,27.74,27.74,27.74,27.74,27.74,1,277.4,13.23,13.23,2034-08-04,121.7,,36.52,0.51,87.58,1000,RUB,58
RU000A0JUV08,TQCB,ГПБ БО-10,2024-08-02,98.9,98.87,98.62,99.03,98.95,1235,1222018.6,16.66,16.26,2024-09-26,1.73,,28.8,8.15,41.08,1000,RUB,58
RU000A0JUW31,TQCB,РСХБ БО13,2024-08-02,100.46,100.25,100.25,100.46,100.32,3,3009.6,7.97,9.0,2024-09-27,1.77,,10.55,11.0,27.42,1000,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-08-02,98.3,98.02,98.02,98.3,98.29,64,62908.6,15.56,15.59,2024-11-28,3.83,,16.48,9.4,46.87,1000,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-08-02,98.04,98.29,97.58,98.5,97.78,724,707923.0,16.51,17.48,2024-11-28,3.83,,16.48,9.4,46.87,1000,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-08-02,97.7,97.7,97.61,97.83,97.7,24051,23497829.5,18.5,18.5,2024-12-10,4.17,,14.84,10.42,25.98,1000,RUB,58
RU000A0JV3Q3,TQCB,ВТБ БО-30,2024-08-02,103.21,103.19,103.19,103.21,103.21,11,11352.9,3.93,3.93,2024-12-13,4.23,,17.45,13.0,32.41,1000,RUB,58
RU000A0JV805,TQCB,РСХБ БО8,2024-08-02,104.01,100.01,100.0,104.01,100.13,32,32042.3,6.69,15.54,2025-01-29,5.8,,0.82,15.0,37.4,1000,RUB,58
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-08-02,98.07,97.84,97.67,98.07,97.99,1262,1236642.7,18.48,18.65,2025-03-06,6.8,,21.55,13.8,34.41,1000,RUB,58
RU000A0JVBX1,TQCB,ЗенитБО-09,2024-08-02,100.0,100.0,100.0,100.0,100.0,5,5000.0,0.1,0.1,2025-03-27,1.73,2024-09-30,0.35,0.1,0.5,1000,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2024-08-02,93.9,90.98,89.01,93.9,91.22,4,3648.7,9.52,14.19,2025-04-15,8.43,,0.03,0.01,0.05,1000,RUB,58
RU000A0JVFC6,TQCB,РостелБО-1,2024-08-02,96.49,96.49,96.49,96.49,96.49,2,1929.8,12.17,12.17,2025-05-16,9.27,,14.77,7.0,34.9,1000,RUB,58
RU000A0JVHH1,TQCB,ТрансФБО39,2024-08-02,92.5,98.32,92.48,98.32,94.43,3,2833.0,19.47,16.51,2025-06-04,9.83,,13.51,8.5,42.38,1000,RUB,58
RU000A0JVM81,TQCB,Оренб35003,2024-08-02,99.12,99.14,99.05,99.15,99.09,392,77685.82,15.91,15.95,2025-07-03,10.47,,2.22,14.0,6.98,200,RUB,58
RU000A105104,TQOY,РУСАЛ БО05,2024-08-02,98.4987,98.1009,97.5003,99.0941,98.6481,274,270063.28,10.4,10.22,2027-07-28,11.73,2025-08-04,0.47,8.5,42.38,1000,CNY,245
RU000A105112,TQOY,РУСАЛ БО06,2024-08-02,98.4949,98.9891,97.875,98.9891,98.3221,99,97302.99,10.4,10.6,2027-07-28,11.73,2025-08-04,0.47,8.5,42.38,1000,CNY,245
RU000A1054W1,TQOY,Полюс Б1P2,2024-08-02,86.73,87.1499,86.701,87.15,86.9227,3688,3205223.44,9.05,8.97,2027-08-24,34.6,,16.35,3.8,18.95,1000,CNY,245
RU000A1057A0,TQOY,МЕТАЛИН1P1,2024-08-02,99.0101,98.7161,98.7161,99.3464,99.082,57,56479.58,13.14,12.38,2024-09-13,1.3,,4.16,3.1,7.73,1000,CNY,245
