secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-05-28,90.02,98.9999,90.02,98.9999,98.148,115,11386.02,24.9,17.64,2025-12-25,16.9,,2.7363,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-05-28,96.8,97.46,96.02,97.47,96.82,8531,825965.8,17.63,17.62,2025-12-26,17.03,,2.4972,14.5,3.63,100.0,RUB,58
RU000A0JQ5C5,TQIR,НПФ 01,2024-05-28,,,,,,0,0.0,,,2029-05-06,,,753.42,5.0,1000.55,1000.0,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-05-28,99.47,99.81,98.8,99.81,99.1,666,660007.8,13.08,16.87,2024-07-08,1.33,,30.32,7.85,39.14,1000.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-05-28,105.5,,,,,0,0.0,,,2028-09-15,3.63,,37.51,18.5,93.26,1000.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-05-28,95.82,96.22,95.78,96.22,95.97,117,112281.0,15.5,15.21,2025-01-16,7.5,,28.17,7.85,39.14,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2024-05-28,94.01,94.01,94.01,94.01,94.01,1,587.56,19.41,19.41,2028-10-30,5.3,,13.97,4.0,24.93,625.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2024-05-28,113.17,143.12,113.17,143.12,123.43,3,3702.9,8.1,6.34,2031-05-13,64.6,,2.0,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-05-28,104.43,,,,,0,0.0,,,2031-05-13,,,2.0,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2024-05-28,97.18,,,,,0,0.0,,,2031-09-26,4.27,,11.01,10.69,37.79,709.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-05-28,96.57,,,,,0,0.0,,,2031-09-26,4.27,,11.01,10.69,37.79,709.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-05-28,83.0,,,,,0,0.0,,,2025-07-16,13.77,,0.04,0.01,0.05,1000.0,RUB,58
RU000A0JS4J1,TQCB,ЗСД 03,2024-05-28,112.73,,,,,0,0.0,,,2032-02-06,,,27.5,9.84,49.07,1000.0,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-05-28,104.0,,,,,0,0.0,,,2032-02-06,,,27.5,9.84,49.07,1000.0,RUB,58
RU000A0JS4L7,TQCB,ЗСД 05,2024-05-28,116.0,,,,,0,0.0,,,2032-02-06,,,27.5,9.84,49.07,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-05-28,95.98,95.28,95.28,95.98,95.43,55,52485.2,15.7,16.6,2032-02-17,8.8,,23.14,9.28,46.27,1000.0,RUB,58
RU000A0JS934,TQCB,ЕАБР11,2024-05-28,94.5,94.5,94.5,94.5,94.5,1,945.0,19.57,19.57,2025-01-24,7.7,,32.01,9.5,47.37,1000.0,RUB,58
RU000A0JS9X1,TQIR,СитиматНН,2024-05-28,,,,,,0,0.0,,,2036-12-20,,,,0.0,127.7,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-05-28,89.99,89.64,88.92,89.99,89.63,230,206147.7,16.17,16.41,2032-06-25,22.6,,38.66,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-05-28,99.49,99.48,99.48,99.49,99.48,5,4974.2,12.79,12.86,2027-07-21,1.87,2024-07-31,31.34,9.15,45.62,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-05-28,97.5,97.5,97.5,97.5,97.5,1,975.0,16.2,16.2,2032-09-17,4.03,2024-10-01,12.61,7.67,38.24,1000.0,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-05-28,101.44,101.44,101.44,101.44,101.44,1,1014.4,13.72,13.72,2032-09-23,20.13,2026-04-04,21.02,14.21,70.86,1000.0,RUB,58
RU000A0JT7T2,TQCB,ФСК РС-21,2024-05-28,100.35,,,,,0,0.0,,,2027-10-06,,2025-04-16,15.78,12.0,59.84,1000.0,RUB,58
RU000A0JTB96,TQCB,ГлДорога 7,2024-05-28,91.02,,,,,0,0.0,,,2029-10-30,,,16.68,4.0,29.92,750.0,RUB,58
RU000A0JTFB2,TQCB,ГлДорога 6,2024-05-28,96.99,,,,,0,0.0,,,2028-11-22,,,12.4,4.0,24.93,625.0,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-05-28,100.0,100.52,99.95,100.52,100.35,196,196692.6,15.48,14.98,2028-03-21,9.57,,25.89,15.0,74.79,1000.0,RUB,58
RU000A0JTW83,TQCB,ДОМ.РФ25об,2024-05-28,101.99,,,,,0,0.0,,,2026-10-01,,2024-07-03,19.99,16.0,31.91,800.0,RUB,58
RU000A0JTYJ6,TQCB,ФСК РС-23,2024-05-28,,,,,,0,0.0,,,2048-04-27,,,0.24,8.72,21.74,1000.0,RUB,58
RU000A0JTYK4,TQCB,ФСК РС-28,2024-05-28,,,,,,0,0.0,,,2048-04-27,,,0.24,8.72,21.74,1000.0,RUB,58
RU000A0JTZF1,TQCB,ДОМ.РФ26об,2024-05-28,116.05,,,,,0,0.0,,,2029-11-01,,2024-11-05,10.36,14.0,35.29,1000.0,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-05-28,84.76,,,,,0,0.0,,,2025-09-24,16.1,,0.02,0.01,0.05,1000.0,RUB,58
RU000A0JU2K9,TQCB,ФСК РС-26,2024-05-28,,,,,,0,0.0,,,2048-06-30,,2047-07-09,6.69,8.72,21.74,1000.0,RUB,58
RU000A0JU2L7,TQCB,ФСК РС-27,2024-05-28,,,,,,0,0.0,,,2048-06-30,,2047-07-09,6.69,8.72,21.74,1000.0,RUB,58
RU000A0JU7S1,TQCB,ФСК РС-29,2024-05-28,,,,,,0,0.0,,,2048-09-07,,,11.9,8.69,21.67,1000.0,RUB,58
RU000A0JU9K4,TQIR,Ситимат01,2024-05-28,98.9,,,,,0,0.0,,,2036-12-20,,,12.05,20.0,200.0,1000.0,RUB,58
RU000A0JUAG0,TQIR,РСГ-ФинБ01,2024-05-28,99.25,99.67,99.05,100.77,100.44,17,17074.4,19.05,16.01,2025-11-11,5.57,,6.33,16.5,82.27,1000.0,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-05-28,96.0,96.49,94.58,96.49,95.58,15,14337.5,16.8,17.92,2028-11-07,5.57,2024-11-15,2.59,6.75,33.66,1000.0,RUB,58
RU000A0JUAN6,TQCB,ГазпромБ19,2024-05-28,,,,,,0,0.0,,,2043-10-21,,,3.11,8.72,43.48,1000.0,RUB,58
