secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-04-19,98.89,98.75,97.21,99.09,98.63,5998,591601.26,15.89,16.09,2025-12-26,18.3,,0.9264,14.5,3.63,100.0,RUB,58
RU000A0JQ7Z2,TQCB,РЖД-19 обл,2024-04-19,98.54,98.76,98.44,98.8,98.54,793,781445.6,15.53,15.53,2024-07-08,2.57,,21.94,7.85,39.14,1000.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-04-19,95.6,95.98,95.12,96.9,95.77,453,433816.8,14.81,14.54,2025-01-16,8.73,,19.79,7.85,39.14,1000.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2024-04-19,96.0,98.0,95.28,98.0,96.97,9,6187.45,21.38,18.72,2031-09-26,5.5,,2.91,10.69,37.79,709.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2024-04-19,91.93,91.93,91.93,91.93,91.93,1,919.3,7.07,7.07,2025-07-16,15.0,2024-04-27,0.03,0.01,0.05,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-04-19,92.07,92.18,91.31,92.18,90.65,41,37737.1,14.6,15.48,2032-06-25,23.87,,28.19,9.8,48.87,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-04-19,96.99,96.88,96.88,97.0,96.98,33,32005.0,15.64,15.67,2032-09-17,5.27,2024-10-01,4.41,7.67,38.24,1000.0,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-04-19,95.39,95.42,95.1,95.43,95.17,135,128485.8,16.27,16.75,2028-11-07,6.6,2024-11-15,29.03,6.75,33.66,1000.0,RUB,58
RU000A0JUMH3,TQCB,ГПБ БО-08,2024-04-19,99.46,99.36,99.15,99.54,99.29,6375,6329511.3,13.5,15.74,2024-05-23,1.03,,26.96,6.65,33.16,1000.0,RUB,58
RU000A0JUQ39,TQCB,ГПБ БО-09,2024-04-19,98.36,98.35,98.33,98.38,98.35,97,95399.3,15.61,15.67,2024-06-27,2.2,,17.65,5.65,28.33,1000.0,RUB,58
RU000A0JUQC5,TQCB,АшинМЗ БО1,2024-04-19,99.98,99.96,99.86,99.98,99.93,54,53962.4,16.82,17.18,2024-06-17,1.87,,55.6,16.5,82.27,1000.0,RUB,58
RU000A0JUT85,TQCB,ПЕРЕСВЕТБ2,2024-04-19,27.74,28.26,27.74,28.26,28.0,4,1120.0,12.88,12.79,2034-08-04,125.2,,35.06,0.51,87.58,1000.0,RUB,58
RU000A0JUU90,TQCB,АльфаБО-13,2024-04-19,98.54,98.54,98.54,98.54,98.54,2,1970.8,13.39,13.39,2029-08-30,4.53,,10.48,8.9,44.38,1000.0,RUB,58
RU000A0JUV08,TQCB,ГПБ БО-10,2024-04-19,97.26,97.13,97.03,97.5,97.28,1298,1262651.0,15.47,15.41,2024-09-26,5.23,,5.36,8.15,41.08,1000.0,RUB,58
RU000A0JV1X3,TQCB,РоснфтБО3,2024-04-19,97.09,96.82,96.82,97.09,97.0,59,57228.0,15.1,15.28,2024-11-28,7.07,,36.31,9.4,46.87,1000.0,RUB,58
RU000A0JV219,TQCB,РоснфтБО9,2024-04-19,96.9,96.89,96.05,96.91,96.52,73,70456.2,15.47,16.23,2024-11-28,7.07,,36.31,9.4,46.87,1000.0,RUB,58
RU000A0JV375,TQCB,ГТЛК БО-03,2024-04-19,97.5,97.49,97.49,97.5,97.49,47,45820.7,15.41,15.43,2024-12-10,7.5,,10.85,10.42,25.98,1000.0,RUB,58
RU000A0JV3R1,TQCB,РСХБ БО15,2024-04-19,98.49,98.49,98.49,98.49,98.49,5,4924.5,11.52,11.52,2024-12-13,7.63,,8.25,8.6,21.44,1000.0,RUB,58
RU000A0JV9D8,TQCB,ВЭБлизБ06,2024-04-19,95.07,95.06,95.06,95.07,95.07,2,1901.3,14.92,14.92,2025-02-18,9.83,,12.79,7.91,39.44,1000.0,RUB,58
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-04-19,99.3,99.6,99.3,100.39,99.65,339,337819.0,15.48,14.99,2025-03-06,10.0,,16.26,13.8,34.41,1000.0,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2024-04-19,89.0,88.44,87.2,89.0,88.4,53,46854.4,12.63,13.41,2025-04-15,11.93,,0.0,0.01,0.05,1000.0,RUB,58
RU000A0JVFC6,TQCB,РостелБО-1,2024-04-19,93.55,93.67,90.9,93.67,91.81,72,66100.4,14.16,16.23,2025-05-16,12.33,,29.53,7.0,34.9,1000.0,RUB,58
RU000A102K96,TQOD,ВЭБ1P-23В,2024-04-19,97.6,97.8998,97.35,98.2999,97.5791,18,17605.0,4.83,4.85,2025-12-17,19.53,,10.77,3.25,16.21,1000.0,USD,193
RU000A1040E8,TQOD,ЦифрБро1П2,2024-04-19,93.9945,92.9996,92.9001,93.9945,92.9195,19,17689.8,8.39,8.91,2026-11-06,28.67,,10.55,5.5,13.71,1000.0,USD,193
RU000A105146,TQOD,ПИК К 1P5,2024-04-19,96.0,96.0666,95.75,96.25,95.8026,406,389755.86,7.49,7.58,2026-11-19,28.9,,23.42,5.63,28.05,1000.0,USD,193
