1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:01:00Z;25.96;25.94;25.96;25.94;120;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:02:00Z;26.185;26.17;26.185;26.17;2;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:03:00Z;26.005;26.01;26.01;26.005;7;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:04:00Z;26.155;26.165;26.165;26.155;57;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:07:00Z;26.15;26.15;26.15;26.15;6;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:08:00Z;26.155;26.155;26.155;26.155;5;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:09:00Z;26.15;26.15;26.15;26.15;8;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:10:00Z;26.16;26.16;26.16;26.16;41;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:12:00Z;26.15;26.165;26.165;26.15;143;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:14:00Z;26.185;26.19;26.19;26.185;99;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:15:00Z;26.19;26.19;26.19;26.19;1;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:16:00Z;26.19;26.19;26.19;26.19;15;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:17:00Z;26.19;26.125;26.19;26.125;124;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:18:00Z;26.19;26.19;26.19;26.19;20;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:19:00Z;26.19;26.19;26.19;26.19;4;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:20:00Z;26.125;26.125;26.125;26.125;19;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:22:00Z;26.125;26.185;26.185;26.125;40;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:24:00Z;26.125;26.185;26.185;26.125;40;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:26:00Z;26.16;26.18;26.18;26.16;160;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:28:00Z;26.18;26.18;26.18;26.18;2;
1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba;2024-10-08T04:36:00Z;26.18;26.125;26.18;26.125;6;
