secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2024-12-27,91.0,90.02,90.0,99.88,90.996,25,2594.68,28.31,28.31,2025-12-25,11.37,,0.0982,15.5,3.88,100,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-12-27,95.38,95.4,94.48,95.5,95.19,3897,370944.0,20.92,21.17,2025-12-26,11.47,,0.0403,14.5,3.63,100,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2024-12-27,100.5,100.5,100.5,100.5,100.5,1,1005.0,17.72,17.72,2028-09-15,2.57,,56.44,20.0,99.18,1000,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2024-12-27,113.43,113.43,113.43,113.43,113.43,2,2268.6,7.88,7.88,2031-05-13,59.3,,10.87,10.44,52.06,1000,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-12-27,87.06,87.99,86.5,87.99,87.53,292,255592.8,21.16,20.7,2032-06-25,16.6,,46.99,9.8,48.87,1000,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-12-27,98.62,95.64,95.63,98.62,96.13,6,5767.8,19.46,24.97,2027-07-21,6.43,2025-07-30,68.38,16.0,79.78,1000,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-12-27,100.35,100.35,100.35,100.35,100.35,2,2007.0,17.36,17.36,2032-09-17,3.0,2025-04-01,46.3,18.57,92.6,1000,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-12-27,96.0,94.93,94.93,96.32,95.67,24,22960.8,18.62,18.96,2032-09-23,14.13,2026-04-04,33.09,14.21,70.86,1000,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-12-27,98.35,98.35,97.49,99.75,98.17,488,479062.0,23.25,24.17,2028-03-21,2.9,,38.63,15.0,74.79,1000,RUB,58
RU000A0JUAG0,TQCB,РСГ-ФинБ01,2024-12-27,99.29,99.29,99.29,99.29,99.29,9,8936.1,22.99,22.99,2025-11-11,4.53,,24.66,20.0,99.73,1000,RUB,58
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-12-27,100.9,101.99,99.53,102.0,99.55,2542811,2531872406.4,22.3,24.27,2028-11-07,10.0,,27.74,22.5,112.19,1000,RUB,58
RU000A0JUKX4,TQCB,ДОМ.РФ30об,2024-12-27,102.33,97.12,97.12,102.33,99.73,4,3989.0,0.53,16.52,2033-03-01,2.1,2025-03-04,10.01,14.05,34.64,1000,RUB,58
RU000A0JV805,TQCB,РСХБ БО8,2024-12-27,99.75,100.85,99.75,100.86,99.83,11985,11964291.5,18.93,17.88,2025-01-29,1.07,,23.84,15.0,37.4,1000,RUB,58
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-12-27,99.22,98.99,98.6,99.22,99.06,929,920267.3,19.34,20.36,2025-03-06,2.27,,8.32,13.8,34.41,1000,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2024-12-27,97.0,95.88,95.88,97.0,96.84,7,6778.8,10.85,11.47,2025-04-15,3.6,,0.02,0.01,0.05,1000,RUB,58
RU000A0JVFC6,TQCB,РостелБО-1,2024-12-27,98.07,98.06,98.06,98.07,98.07,4,3922.7,12.67,12.67,2025-05-16,4.63,,8.05,7.0,34.9,1000,RUB,58
RU000A0JVHH1,TQCB,ТрансФБО39,2024-12-27,94.5,93.7,93.67,95.0,94.32,50,47161.2,23.73,24.27,2025-06-04,5.27,,5.36,8.5,42.38,1000,RUB,58
RU000A0JVM81,TQCB,Оренб35003,2024-12-27,96.95,96.97,96.83,97.15,96.96,9834,1907023.52,22.02,22.0,2025-07-03,5.93,,6.52,14.0,6.98,200,RUB,58
RU000A0JVUK8,TQCB,СистемБ1P1,2024-12-27,95.48,95.47,93.57,95.48,94.89,241,228677.3,17.77,18.75,2025-09-30,8.9,,25.03,10.5,52.36,1000,RUB,58
RU000A0JVW71,TQCB,РЖД БО-02,2024-12-27,101.74,100.1,100.1,102.65,102.09,98,100052.8,19.26,18.74,2025-10-16,9.17,,40.85,21.0,104.71,1000,RUB,58
