date,open,high,low,close,volume,SMA_20,EMA_20,WMA,RSI_14,Stoch_%K,Stoch_%D,BB_upper,BB_mid,BB_lower,ATR_14,OBV,CMF_20,MACD,MACD_signal,MACD_diff,ADX_14,Vortex_14+,Vortex_14-,CCI_20,Williams_%R_14,Ichimoku_Conversion,Ichimoku_Base,KAMA_10,ROC_10,Ultimate_Osc
2024-06-01,7664.5,7416.5,7320.5,7325.5,28208,,7325.5,,,,,,,,0.0,28208,,,,,0.0,,,,,,,,,
2024-06-02,7371.5,7349.5,7313.0,7318.0,22712,,7324.785714285715,,,,,,,,0.0,5496,,,,,0.0,,,,,,,,,
2024-06-03,7392.0,7468.5,7170.0,7252.0,1669856,,7317.853741496599,,,,,,,,0.0,-1664360,,,,,0.0,,,,,,,,,
2024-06-04,7249.0,7450.0,7197.0,7426.0,1046219,,7328.1533851635895,,,,,,,,0.0,-618141,,,,,0.0,,,,,,,,,
2024-06-05,7439.0,7542.0,7380.0,7412.5,754429,,7336.186396100391,,,,,,,,0.0,-1372570,,,,,0.0,,,,,,,,,
2024-06-06,7430.0,7472.0,7359.0,7398.0,406530,,7342.073405995592,,,,,,,,0.0,-1779100,,,,,0.0,,,,,,,,,
2024-06-07,7401.0,7591.0,7401.0,7489.0,1063345,,7356.066414948393,,,,,,,,0.0,-715755,,,,,0.0,,,,,,,,,
2024-06-08,7454.5,7513.5,7406.114942528736,7501.5,13106,,7369.917232572356,,,,,,,,0.0,-702649,,,,,0.0,,,,,,,,,
2024-06-09,7479.0,7517.5,7479.0,7516.5,8590,,7383.877496136894,,,,,,,,0.0,-694059,,,,,0.0,,,,,7380.5,,,,
2024-06-10,7520.0,7520.0,7272.0,7315.0,785549,,7377.317734600047,,,,,,,,0.0,-1479608,,,,,0.0,,,,,7380.5,,7315.0,,
2024-06-11,7315.0,7364.5,7244.0,7290.0,698787,,7369.001759876232,,,,,,,,0.0,-2178395,,,,,0.0,,,,,7380.5,,7314.755141682932,-0.48460855914272066,
2024-06-12,7319.0,7308.0,7022.5,7079.5,149126,,7341.430163697543,,,,,,,,0.0,-2327521,,,,,0.0,,,,,7306.75,,7301.327312865387,-3.2590871822902434,
2024-06-13,7050.0,7268.5,6989.0,7178.5,1277680,,7325.913005250159,,,,,,,,0.0,-1049841,,,,,0.0,,,,,7290.0,,7299.669150075089,-1.0135135135135136,
2024-06-14,7198.0,7398.0,7189.0,7368.0,735998,,7329.921290464429,7330.685714285714,52.29408214458818,62.95681063122924,,,,,175.0632183908046,-313843,,,,,0.0,,,,-37.04318936877076,7290.0,,7300.416303274012,-0.7810395906275249,
