date,KG000A3LSJ06,RU000A0JS4Z7,RU000A0JSGV0,RU000A0JTU85,RU000A0JUAH8,RU000A0JVA10,RU000A105104,RU000A105112,RU000A1054W1,RU000A1057D4,RU000A1057S2,RU000A105C44,RU000A105EW9,RU000A105M75,RU000A105N25,RU000A1060Q0,RU000A1061L9,RU000A1071S3,RU000A1076U8,RU000A107RH8
2024-06-03,17.28,16.66,16.97,15.15,17.56,16.58,10.01,9.32,6.41,6.32,6.33,7.92,19.07,5.69,8.41,6.66,6.46,6.15,7.9,7.92
2024-06-04,16.77,18.31,16.9,17.16,17.21,16.58,9.07,8.65,6.44,6.22,6.09,7.96,19.83,5.59,8.26,6.82,6.8,6.07,7.64,8.0
2024-06-05,16.9,15.88,16.95,16.58,14.55,15.33,8.55,8.8,6.62,6.18,5.98,6.24,19.55,5.23,8.26,6.86,6.22,6.36,7.69,8.15
2024-06-06,17.1,15.96,17.05,17.15,16.78,16.04,8.24,11.86,6.6,6.13,6.24,7.93,19.64,6.22,8.33,6.8,6.42,6.22,7.4,8.41
2024-06-07,17.21,15.95,16.16,17.41,17.74,16.07,8.52,9.62,6.61,6.25,6.37,7.3,19.18,6.25,8.05,6.88,6.24,6.25,7.85,7.94
2024-06-08,17.21,15.95,16.16,17.41,17.74,16.07,8.52,9.62,6.61,6.25,6.37,7.3,19.18,6.25,8.05,6.88,6.24,6.25,7.85,7.94
2024-06-09,17.21,15.95,16.16,17.41,17.74,16.07,8.52,9.62,6.61,6.25,6.37,7.3,19.18,6.25,8.05,6.88,6.24,6.25,7.85,7.94
2024-06-10,17.51,16.81,17.03,17.37,17.9,16.99,9.31,8.56,6.67,6.3,6.97,7.3,19.37,5.5,8.18,6.74,6.75,6.4,7.64,7.93
2024-06-11,17.89,17.42,17.18,17.44,17.78,17.63,11.08,11.7,6.76,6.29,7.46,7.14,19.45,5.44,8.07,6.75,6.91,6.62,8.01,8.15
2024-06-12,17.89,17.42,17.18,17.44,17.78,17.63,11.08,11.7,6.76,6.29,7.46,7.14,19.45,5.44,8.07,6.75,6.91,6.62,8.01,8.15
2024-06-13,18.17,16.48,16.73,18.09,17.86,17.74,9.66,13.1,6.81,6.74,7.56,6.88,19.27,5.29,8.31,7.02,6.3,7.39,7.84,7.96
2024-06-14,17.66,16.13,16.07,17.78,17.3,17.35,15.16,14.68,6.98,6.73,6.87,7.64,19.36,5.82,8.06,7.5,7.06,6.69,7.7,8.16
2024-06-15,17.66,16.13,16.07,17.78,17.3,17.35,15.16,14.68,6.98,6.73,6.87,7.64,19.36,5.82,8.06,7.5,7.06,6.69,7.7,8.16
2024-06-16,17.66,16.13,16.07,17.78,17.3,17.35,15.16,14.68,6.98,6.73,6.87,7.64,19.36,5.82,8.06,7.5,7.06,6.69,7.7,8.16
2024-06-17,17.96,16.17,16.99,17.39,18.13,16.86,10.2,9.37,7.01,6.61,7.3,7.66,19.97,5.83,8.33,7.21,6.93,6.81,7.89,7.94
2024-06-18,18.33,16.2,16.86,18.9,17.87,16.93,11.56,15.22,7.05,6.57,7.32,6.7,20.26,5.47,8.07,6.98,6.93,7.05,7.89,8.17
2024-06-19,18.89,16.83,17.43,16.34,18.1,18.19,10.61,9.15,7.12,6.64,7.59,6.26,20.24,5.8,8.04,6.83,7.22,6.41,7.71,7.88
2024-06-20,18.99,17.85,17.2,18.93,17.9,17.45,15.19,9.69,7.38,7.05,8.0,7.89,20.47,5.81,8.51,7.55,6.94,6.19,6.94,7.7
2024-06-21,18.5,17.24,17.78,17.41,18.65,18.0,20.69,14.46,7.14,6.99,8.08,7.94,20.9,6.13,8.33,7.56,7.23,7.4,7.62,8.33
2024-06-22,18.5,17.24,17.78,17.41,18.65,18.0,20.69,14.46,7.14,6.99,8.08,7.94,20.9,6.13,8.33,7.56,7.23,7.4,7.62,8.33
2024-06-23,18.5,17.24,17.78,17.41,18.65,18.0,20.69,14.46,7.14,6.99,8.08,7.94,20.9,6.13,8.33,7.56,7.23,7.4,7.62,8.33
2024-06-24,18.2,18.55,16.79,17.84,18.1,17.65,14.88,14.3,7.18,7.31,8.57,7.68,21.82,4.93,8.34,7.52,7.96,7.54,8.54,7.9
2024-06-25,18.14,18.25,16.57,17.52,16.69,18.17,16.16,15.2,7.77,7.53,7.68,8.23,21.4,5.82,8.52,8.23,7.82,7.56,7.84,7.89
2024-06-26,18.32,16.42,16.92,17.53,18.26,18.09,16.77,12.28,7.42,7.82,6.78,7.83,21.67,5.83,8.55,8.09,8.27,7.08,8.09,8.29
2024-06-27,18.5,,17.44,17.85,17.9,18.14,17.23,15.26,7.35,7.3,8.28,8.06,21.03,6.07,8.33,7.51,7.7,6.76,8.02,8.21
2024-06-28,18.0,18.9,16.45,18.8,17.55,17.7,14.4,13.35,7.6,7.04,8.99,8.01,21.02,6.54,7.85,7.59,8.01,7.49,7.58,7.99
2024-06-29,18.0,18.9,16.45,18.8,17.55,17.7,14.4,13.35,7.6,7.04,8.99,8.01,21.02,6.54,7.85,7.59,8.01,7.49,7.58,7.99
2024-06-30,18.0,18.9,16.45,18.8,17.55,17.7,14.4,13.35,7.6,7.04,8.99,8.01,21.02,6.54,7.85,7.59,8.01,7.49,7.58,7.99
2024-07-01,17.89,16.36,16.44,17.73,18.07,17.35,11.95,20.59,7.68,7.02,8.05,8.5,23.35,6.67,8.23,7.59,7.73,7.49,7.58,8.23
2024-07-02,18.48,16.32,16.43,17.81,17.32,17.33,16.69,18.21,7.72,7.04,7.2,7.79,23.45,7.08,8.27,7.46,7.66,7.08,7.59,8.06
2024-07-03,17.74,17.56,15.21,17.2,17.9,18.0,17.98,14.3,7.81,7.44,7.66,7.81,23.67,7.89,8.42,7.77,7.39,,7.72,7.84
2024-07-04,18.38,19.08,15.17,17.84,17.11,17.46,19.37,16.14,7.79,7.6,8.89,8.37,23.86,8.22,9.01,8.28,7.96,6.95,7.58,7.73
2024-07-05,18.54,18.68,16.95,17.46,17.32,17.66,21.55,25.25,7.68,7.55,7.91,8.42,25.29,7.96,9.26,7.72,8.3,7.02,7.73,7.73
2024-07-06,18.54,18.68,16.95,17.46,17.32,17.66,21.55,25.25,7.68,7.55,7.91,8.42,25.29,7.96,9.26,7.72,8.3,7.02,7.73,7.73
2024-07-07,18.54,18.68,16.95,17.46,17.32,17.66,21.55,25.25,7.68,7.55,7.91,8.42,25.29,7.96,9.26,7.72,8.3,7.02,7.73,7.73
2024-07-08,18.57,16.79,17.75,17.87,17.34,18.38,30.43,17.48,7.99,7.66,8.55,6.47,25.85,7.97,8.85,8.37,8.69,7.42,7.85,8.23
2024-07-09,18.55,16.8,17.87,17.49,17.14,18.04,19.45,19.82,8.08,7.86,8.11,8.17,28.43,7.98,9.2,8.31,8.55,7.6,7.89,8.28
2024-07-10,18.4,16.83,17.73,17.89,17.44,18.06,28.8,28.8,8.24,7.83,10.48,8.18,28.59,8.27,9.26,8.45,8.56,7.67,8.04,8.49
2024-07-11,18.6,18.44,18.68,17.73,17.74,17.96,29.26,25.54,8.33,7.99,8.8,7.63,28.34,8.37,9.58,8.56,8.57,8.01,8.22,8.57
2024-07-12,18.21,17.96,18.15,17.93,18.09,18.27,28.69,30.08,8.84,8.49,10.33,7.97,30.52,8.73,9.5,8.68,8.64,8.41,8.08,8.3
2024-07-13,18.21,17.96,18.15,17.93,18.09,18.27,28.69,30.08,8.84,8.49,10.33,7.97,30.52,8.73,9.5,8.68,8.64,8.41,8.08,8.3
2024-07-14,18.21,17.96,18.15,17.93,18.09,18.27,28.69,30.08,8.84,8.49,10.33,7.97,30.52,8.73,9.5,8.68,8.64,8.41,8.08,8.3
2024-07-15,18.8,17.02,19.19,18.08,19.04,18.28,29.93,21.9,8.64,8.5,13.05,9.26,31.74,9.68,9.03,8.52,8.87,7.79,9.02,8.38
2024-07-16,18.95,19.08,18.23,18.21,20.02,18.79,34.41,33.03,8.85,8.71,12.55,9.97,32.69,9.69,8.96,8.56,8.71,7.8,8.4,9.11
2024-07-17,18.68,19.11,18.43,19.27,21.07,18.7,33.33,37.09,8.92,8.59,11.23,8.0,34.88,9.62,9.44,8.77,8.72,8.97,9.35,9.05
2024-07-18,18.61,17.39,18.07,18.43,19.79,18.43,37.38,36.14,8.79,8.51,10.83,7.3,36.53,8.95,9.6,8.86,8.67,8.91,9.29,9.11
2024-07-19,18.86,19.06,17.98,17.96,18.69,17.16,37.49,37.48,8.78,8.54,12.69,9.24,35.17,8.23,9.28,8.8,7.81,7.97,9.37,9.12
2024-07-20,18.86,19.06,17.98,17.96,18.69,17.16,37.49,37.48,8.78,8.54,12.69,9.24,35.17,8.23,9.28,8.8,7.81,7.97,9.37,9.12
2024-07-21,18.86,19.06,17.98,17.96,18.69,17.16,37.49,37.48,8.78,8.54,12.69,9.24,35.17,8.23,9.28,8.8,7.81,7.97,9.37,9.12
2024-07-22,18.6,17.4,18.07,17.78,18.99,19.06,52.32,62.55,8.6,8.57,14.16,8.82,37.21,8.91,9.22,9.23,8.79,7.94,8.98,9.3
2024-07-23,19.41,17.43,18.26,17.84,19.83,18.53,9.65,9.68,8.84,9.16,12.31,9.58,38.39,9.0,9.26,9.27,8.75,9.82,9.97,9.71
2024-07-24,19.3,17.37,18.18,18.34,18.14,18.33,9.64,9.32,9.01,9.05,13.44,9.38,40.4,8.2,9.74,9.28,8.84,10.53,9.87,9.78
2024-07-25,18.74,17.6,18.1,18.94,18.45,18.08,9.7,9.35,8.81,8.77,14.23,7.58,36.22,9.79,9.55,9.29,10.23,9.15,9.38,9.43
2024-07-26,19.02,17.57,18.29,19.02,20.51,19.41,9.43,9.38,8.9,9.19,16.04,8.79,41.73,9.83,9.37,9.09,8.94,10.42,9.99,10.12
2024-07-27,19.02,17.57,18.29,19.02,20.51,19.41,9.43,9.38,8.9,9.19,16.04,8.79,41.73,9.83,9.37,9.09,8.94,10.42,9.99,10.12
2024-07-28,19.02,17.57,18.29,19.02,20.51,19.41,9.43,9.38,8.9,9.19,16.04,8.79,41.73,9.83,9.37,9.09,8.94,10.42,9.99,10.12
2024-07-29,18.01,18.9,18.25,18.83,18.23,18.35,9.5,9.51,8.91,9.06,17.82,9.73,41.69,8.27,9.49,8.6,9.95,10.87,10.0,9.62
2024-07-30,18.1,19.51,18.7,18.96,18.43,18.43,9.46,9.8,8.94,9.18,15.28,9.62,39.0,10.31,9.95,9.14,9.98,9.6,9.4,10.35
2024-07-31,18.54,18.56,18.92,18.76,18.54,18.41,9.15,9.58,8.75,9.03,18.02,8.94,38.41,,10.61,8.81,9.17,9.23,9.08,10.38
2024-08-01,18.55,17.47,18.68,18.12,17.59,18.63,9.7,10.38,8.89,8.36,16.03,9.96,37.56,9.59,10.08,9.05,8.95,9.17,9.41,10.45
2024-08-02,18.73,18.88,18.21,17.82,16.83,18.48,10.4,10.4,9.05,8.62,15.5,8.92,37.16,9.76,11.03,8.67,9.31,8.85,9.74,10.38
2024-08-03,18.73,18.88,18.21,17.82,16.83,18.48,10.4,10.4,9.05,8.62,15.5,8.92,37.16,9.76,11.03,8.67,9.31,8.85,9.74,10.38
2024-08-04,18.73,18.88,18.21,17.82,16.83,18.48,10.4,10.4,9.05,8.62,15.5,8.92,37.16,9.76,11.03,8.67,9.31,8.85,9.74,10.38
2024-08-05,18.53,17.26,18.16,18.65,18.09,18.48,9.82,9.95,8.77,8.97,17.51,9.69,37.87,8.32,10.49,9.11,9.28,8.55,9.15,10.26
2024-08-06,18.54,17.22,18.24,18.74,18.16,18.58,9.76,9.25,8.69,8.44,16.67,8.81,39.36,9.51,10.06,9.19,9.39,9.17,9.66,10.13
2024-08-07,18.63,17.23,17.5,18.08,18.24,18.75,9.42,9.59,8.72,8.43,18.64,9.12,37.42,8.34,10.37,8.61,8.49,8.51,9.5,9.3
2024-08-08,19.19,15.73,17.76,17.61,17.54,18.55,9.13,9.29,8.61,8.42,13.15,8.26,38.69,8.35,11.02,8.55,7.55,9.15,9.16,9.52
2024-08-09,18.97,18.84,17.53,17.49,18.7,18.99,9.14,9.25,8.79,8.32,15.13,9.12,38.84,9.13,10.33,8.56,7.34,9.02,8.84,9.35
2024-08-10,18.97,18.84,17.53,17.49,18.7,18.99,9.14,9.25,8.79,8.32,15.13,9.12,38.84,9.13,10.33,8.56,7.34,9.02,8.84,9.35
2024-08-11,18.97,18.84,17.53,17.49,18.7,18.99,9.14,9.25,8.79,8.32,15.13,9.12,38.84,9.13,10.33,8.56,7.34,9.02,8.84,9.35
2024-08-12,18.62,13.92,17.89,18.16,17.97,19.23,9.37,9.43,8.97,8.61,14.06,9.16,39.0,9.15,10.7,8.59,8.98,9.4,9.39,9.24
2024-08-13,18.65,13.92,17.63,17.72,18.1,18.33,9.84,9.84,8.93,8.88,16.18,10.09,38.95,9.43,10.88,8.61,9.11,8.77,10.01,9.73
2024-08-14,18.79,17.74,18.22,18.21,18.57,18.43,9.55,9.38,8.66,8.42,15.65,10.11,38.15,9.53,10.51,9.16,9.38,9.61,9.87,9.42
2024-08-15,18.9,19.87,18.69,18.5,18.42,18.68,10.0,10.06,8.77,8.83,19.41,10.14,39.45,7.99,10.68,9.09,9.22,9.54,9.46,10.13
2024-08-16,19.02,16.8,18.75,19.15,19.51,18.24,10.09,10.44,8.94,8.68,16.77,10.56,38.17,9.22,11.05,9.2,9.9,9.63,9.82,9.8
2024-08-17,19.02,16.8,18.75,19.15,19.51,18.24,10.09,10.44,8.94,8.68,16.77,10.56,38.17,9.22,11.05,9.2,9.9,9.63,9.82,9.8
2024-08-18,19.02,16.8,18.75,19.15,19.51,18.24,10.09,10.44,8.94,8.68,16.77,10.56,38.17,9.22,11.05,9.2,9.9,9.63,9.82,9.8
2024-08-19,18.88,19.5,19.08,18.86,13.28,18.78,10.1,10.42,9.01,9.13,21.94,9.95,39.71,8.78,11.71,9.27,9.83,9.86,9.83,10.33
2024-08-20,18.85,16.88,18.76,18.68,17.93,18.81,9.86,10.45,9.05,8.29,21.86,9.59,39.61,,11.72,8.93,10.03,9.29,9.83,10.07
2024-08-21,18.75,18.11,18.7,19.1,17.71,18.99,9.7,9.62,9.0,8.65,16.8,9.61,39.73,8.81,12.2,9.3,9.5,9.29,10.54,10.05
2024-08-22,18.41,18.09,18.78,17.57,17.52,17.91,9.62,9.93,8.79,8.58,20.86,12.07,39.49,8.05,11.73,8.93,9.33,10.03,9.71,10.06
2024-08-23,19.0,17.34,18.67,19.54,18.84,19.07,10.86,10.31,8.94,8.45,25.36,10.41,41.99,8.09,10.97,9.21,10.31,10.05,10.37,10.17
2024-08-24,19.0,17.34,18.67,19.54,18.84,19.07,10.86,10.31,8.94,8.45,25.36,10.41,41.99,8.09,10.97,9.21,10.31,10.05,10.37,10.17
2024-08-25,19.0,17.34,18.67,19.54,18.84,19.07,10.86,10.31,8.94,8.45,25.36,10.41,41.99,8.09,10.97,9.21,10.31,10.05,10.37,10.17
2024-08-26,18.78,17.87,18.93,20.03,18.43,18.5,9.76,10.14,8.79,8.46,22.45,9.93,40.02,8.1,11.5,9.37,9.4,10.05,9.3,10.14
2024-08-27,19.28,20.35,19.02,20.01,18.02,19.52,10.94,11.1,9.0,8.43,23.11,11.0,40.62,8.11,11.72,9.0,9.42,10.06,9.45,10.14
2024-08-28,19.61,20.07,19.31,20.31,18.23,19.12,10.59,9.78,9.05,8.49,16.61,11.47,39.02,8.12,11.05,9.12,10.01,10.02,9.87,10.12
2024-08-29,19.4,19.78,19.14,19.58,18.22,19.12,10.93,10.5,9.23,8.51,18.61,10.7,41.66,8.13,10.74,8.98,10.03,9.34,10.37,10.15
2024-08-30,20.1,19.56,19.72,18.69,14.83,18.88,10.33,10.87,8.94,9.11,21.99,11.33,41.45,10.27,11.6,9.0,9.9,8.99,10.28,10.4
2024-08-31,20.1,19.56,19.72,18.69,14.83,18.88,10.33,10.87,8.94,9.11,21.99,11.33,41.45,10.27,11.6,9.0,9.9,8.99,10.28,10.4
2024-09-01,20.1,19.56,19.72,18.69,14.83,18.88,10.33,10.87,8.94,9.11,21.99,11.33,41.45,10.27,11.6,9.0,9.9,8.99,10.28,10.4
2024-09-02,19.68,21.8,19.89,20.29,19.02,19.54,10.5,11.08,9.07,8.53,20.61,12.29,44.79,9.89,12.27,9.01,9.92,9.36,9.99,10.1
2024-09-03,19.04,22.44,20.14,19.65,21.69,19.77,11.1,11.16,9.73,8.95,59.27,11.95,48.36,9.9,14.02,9.74,11.29,10.79,10.98,10.88
2024-09-04,19.55,20.23,20.12,18.94,19.33,19.8,13.91,11.9,11.05,9.37,94.18,16.39,52.83,10.58,15.57,12.26,13.82,11.19,14.03,13.09
2024-09-05,19.13,20.26,19.53,20.18,20.5,18.7,11.56,12.87,10.1,9.25,53.93,15.14,46.06,,11.84,9.57,10.39,11.35,11.67,11.28
2024-09-06,20.1,20.34,19.52,20.52,20.15,18.24,11.98,12.51,10.07,9.26,93.34,16.63,46.49,10.73,11.97,10.9,15.76,10.95,11.71,11.83
2024-09-07,20.1,20.34,19.52,20.52,20.15,18.24,11.98,12.51,10.07,9.26,93.34,16.63,46.49,10.73,11.97,10.9,15.76,10.95,11.71,11.83
2024-09-08,20.1,20.34,19.52,20.52,20.15,18.24,11.98,12.51,10.07,9.26,93.34,16.63,46.49,10.73,11.97,10.9,15.76,10.95,11.71,11.83
2024-09-09,19.13,19.81,19.43,19.13,18.44,17.41,12.52,12.92,10.62,9.71,82.92,15.49,47.84,10.76,11.99,10.07,10.9,11.0,11.9,10.97
2024-09-10,19.28,19.33,19.11,18.88,19.19,17.98,13.2,11.87,10.81,10.67,,15.34,45.47,11.27,13.69,10.24,12.69,10.94,10.7,11.44
2024-09-11,19.23,22.21,18.89,18.9,21.78,17.16,12.95,11.24,10.6,10.6,97.49,15.4,45.59,12.49,12.05,10.26,11.8,11.24,10.67,11.32
2024-09-12,19.14,20.08,19.37,19.89,21.82,19.24,13.48,11.89,10.83,10.6,9.97,15.15,48.79,9.36,11.99,10.27,13.52,11.24,11.79,11.65
2024-09-13,19.39,19.24,19.14,19.87,20.4,18.48,14.27,11.53,11.09,10.49,10.11,16.15,48.61,9.53,11.94,11.11,12.41,10.99,10.41,11.42
2024-09-14,19.39,19.24,19.14,19.87,20.4,18.48,14.27,11.53,11.09,10.49,10.11,16.15,48.61,9.53,11.94,11.11,12.41,10.99,10.41,11.42
2024-09-15,19.39,19.24,19.14,19.87,20.4,18.48,14.27,11.53,11.09,10.49,10.11,16.15,48.61,9.53,11.94,11.11,12.41,10.99,10.41,11.42
2024-09-16,19.44,20.93,19.26,19.99,18.72,19.64,13.56,11.13,10.52,10.49,10.1,15.73,50.63,9.82,11.94,9.93,11.82,10.99,11.04,11.81
2024-09-17,19.11,19.47,19.54,19.93,20.36,21.42,13.79,12.61,10.85,10.49,10.33,15.73,48.41,9.91,11.7,10.33,11.85,10.52,11.99,11.61
2024-09-18,19.42,20.61,19.37,20.55,20.79,19.78,13.73,12.76,12.04,10.88,10.21,15.79,45.7,11.22,11.7,10.88,11.86,11.01,11.31,11.76
2024-09-19,20.12,20.71,19.6,20.08,20.98,19.27,13.46,11.68,12.04,11.56,10.17,15.95,48.46,13.18,11.86,12.39,11.83,11.09,12.63,12.03
2024-09-20,19.5,22.63,19.57,19.24,21.01,20.67,15.43,11.98,11.96,11.92,9.53,15.82,47.56,12.57,11.58,12.01,10.45,11.42,12.27,11.91
2024-09-21,19.5,22.63,19.57,19.24,21.01,20.67,15.43,11.98,11.96,11.92,9.53,15.82,47.56,12.57,11.58,12.01,10.45,11.42,12.27,11.91
2024-09-22,19.5,22.63,19.57,19.24,21.01,20.67,15.43,11.98,11.96,11.92,9.53,15.82,47.56,12.57,11.58,12.01,10.45,11.42,12.27,11.91
2024-09-23,19.3,21.69,20.14,19.29,19.71,19.68,15.37,12.69,11.85,11.39,10.0,15.45,50.39,12.44,11.53,11.19,10.86,11.61,11.11,13.24
2024-09-24,20.2,21.17,19.78,19.72,19.9,19.9,13.26,13.12,11.72,11.61,9.55,14.98,49.9,11.94,11.57,11.86,10.25,11.22,11.59,12.27
2024-09-25,19.59,20.94,19.8,19.4,19.82,18.93,13.7,12.99,11.71,12.08,9.54,14.93,50.14,10.49,11.59,11.86,10.49,11.07,11.27,11.97
2024-09-26,19.15,21.47,20.05,19.41,19.75,18.87,13.43,15.55,12.04,11.45,8.78,14.97,51.18,10.55,11.62,11.72,10.51,11.47,11.09,12.98
2024-09-27,19.38,19.9,19.78,19.46,21.81,19.21,14.92,14.87,12.08,11.4,9.22,14.71,52.04,10.6,11.92,12.34,10.36,11.75,11.55,12.45
2024-09-28,19.38,19.9,19.78,19.46,21.81,19.21,14.92,14.87,12.08,11.4,9.22,14.71,52.04,10.6,11.92,12.34,10.36,11.75,11.55,12.45
2024-09-29,19.38,19.9,19.78,19.46,21.81,19.21,14.92,14.87,12.08,11.4,9.22,14.71,52.04,10.6,11.92,12.34,10.36,11.75,11.55,12.45
2024-09-30,19.39,19.91,20.11,19.78,18.99,20.13,13.16,13.77,11.99,11.64,9.22,12.98,53.47,10.74,11.9,11.86,11.77,11.34,11.23,12.72
2024-10-01,19.42,20.97,20.46,19.5,20.77,20.13,13.81,14.66,12.1,12.44,9.43,13.31,56.65,10.74,12.58,12.42,11.29,11.67,11.29,12.01
2024-10-02,18.93,20.3,20.21,21.25,18.45,20.05,12.65,15.54,12.37,12.04,9.23,14.72,59.78,10.95,12.28,12.2,11.05,12.33,13.51,12.36
2024-10-03,18.92,20.34,20.49,21.22,21.41,20.38,14.35,14.05,12.25,11.98,9.72,14.08,56.52,10.95,12.2,12.29,12.25,11.34,13.62,12.01
2024-10-04,19.86,20.8,20.77,20.25,19.69,19.86,14.86,14.95,12.35,11.97,9.85,13.62,61.96,,11.68,12.21,12.41,11.59,14.57,12.15
2024-10-05,19.86,20.8,20.77,20.25,19.69,19.86,14.86,14.95,12.35,11.97,9.85,13.62,61.96,,11.68,12.21,12.41,11.59,14.57,12.15
2024-10-06,19.86,20.8,20.77,20.25,19.69,19.86,14.86,14.95,12.35,11.97,9.85,13.62,61.96,,11.68,12.21,12.41,11.59,14.57,12.15
2024-10-07,19.99,20.72,20.71,20.17,21.82,18.94,13.75,15.54,12.53,11.99,10.0,12.44,61.22,12.0,12.63,12.2,11.17,11.63,13.82,12.5
2024-10-08,19.71,19.28,20.53,20.32,21.25,18.94,13.63,15.87,12.38,12.11,9.43,13.19,60.22,12.02,12.91,12.74,13.01,13.69,13.96,13.08
2024-10-09,19.91,20.45,20.81,20.83,18.97,20.31,17.76,16.2,13.11,12.51,9.32,14.41,69.2,12.25,12.0,13.09,11.67,11.86,13.97,12.73
2024-10-10,19.74,20.96,21.27,20.72,18.7,21.59,16.81,16.62,12.91,12.72,9.67,19.36,64.22,12.27,12.22,12.68,12.12,14.53,16.63,13.07
2024-10-11,20.68,22.11,20.31,21.52,22.25,20.97,18.04,16.03,13.04,13.35,9.98,17.9,61.8,13.51,12.94,13.08,12.21,12.51,13.87,12.2
2024-10-12,20.68,22.11,20.31,21.52,22.25,20.97,18.04,16.03,13.04,13.35,9.98,17.9,61.8,13.51,12.94,13.08,12.21,12.51,13.87,12.2
2024-10-13,20.68,22.11,20.31,21.52,22.25,20.97,18.04,16.03,13.04,13.35,9.98,17.9,61.8,13.51,12.94,13.08,12.21,12.51,13.87,12.2
2024-10-14,19.95,21.0,21.2,20.61,20.5,20.73,19.05,17.7,13.16,12.89,9.63,12.08,60.27,11.11,12.76,13.18,14.3,12.25,15.39,12.99
2024-10-15,19.38,20.99,21.3,21.47,21.53,20.74,19.2,19.08,13.33,12.56,9.86,14.58,57.82,11.12,14.81,12.88,13.58,12.3,14.58,12.85
2024-10-16,19.84,22.4,20.79,21.85,22.46,20.75,19.23,19.2,13.15,13.13,9.56,13.69,57.78,11.12,15.23,12.77,13.37,12.95,14.56,12.64
2024-10-17,20.19,20.78,20.77,21.43,18.81,19.63,16.09,16.09,13.1,12.96,9.8,11.44,57.68,11.14,17.82,12.89,12.88,13.83,13.74,12.22
2024-10-18,20.57,21.05,20.5,20.98,14.07,19.55,15.73,15.37,13.05,12.8,9.82,12.71,53.89,11.19,15.86,12.82,13.44,12.57,13.03,12.46
2024-10-19,20.57,21.05,20.5,20.98,14.07,19.55,15.73,15.37,13.05,12.8,9.82,12.71,53.89,11.19,15.86,12.82,13.44,12.57,13.03,12.46
2024-10-20,20.57,21.05,20.5,20.98,14.07,19.55,15.73,15.37,13.05,12.8,9.82,12.71,53.89,11.19,15.86,12.82,13.44,12.57,13.03,12.46
2024-10-21,20.51,20.18,21.14,20.63,17.59,20.05,15.8,16.15,13.06,12.59,10.12,13.71,56.47,13.18,15.72,12.93,14.34,12.84,12.95,12.47
2024-10-22,20.53,20.48,21.2,21.1,18.35,21.68,15.96,15.44,13.06,12.77,10.2,13.89,53.89,13.42,14.08,12.94,15.01,12.73,11.43,13.93
2024-10-23,20.88,20.53,20.75,20.57,22.86,20.84,18.38,16.1,13.42,13.39,10.13,13.68,54.68,,16.06,13.78,14.26,13.04,12.62,13.8
2024-10-24,21.15,20.84,20.77,21.52,24.06,21.79,18.41,16.32,13.62,12.99,10.44,13.49,56.97,11.27,15.32,13.79,13.9,13.75,12.61,13.07
2024-10-25,21.12,,22.8,22.32,21.91,22.42,17.99,15.14,14.99,13.66,10.08,12.84,54.91,11.33,14.53,13.62,14.06,13.98,14.72,13.03
2024-10-26,21.12,,22.8,22.32,21.91,22.42,17.99,15.14,14.99,13.66,10.08,12.84,54.91,11.33,14.53,13.62,14.06,13.98,14.72,13.03
2024-10-27,21.12,,22.8,22.32,21.91,22.42,17.99,15.14,14.99,13.66,10.08,12.84,54.91,11.33,14.53,13.62,14.06,13.98,14.72,13.03
2024-10-28,22.72,20.36,23.12,22.52,22.73,22.55,17.3,17.31,15.58,14.48,9.81,14.37,56.23,13.57,14.31,15.19,15.24,15.81,14.56,14.76
2024-10-29,22.68,23.73,22.57,22.87,18.11,22.73,18.25,17.32,16.09,14.77,10.45,17.64,60.23,13.27,16.23,15.78,15.95,14.91,14.97,16.34
2024-10-30,23.06,20.63,22.85,21.67,13.25,23.27,18.46,15.8,16.16,14.78,11.11,14.86,61.18,11.39,14.55,15.32,13.76,14.93,14.59,16.56
2024-10-31,22.7,24.94,23.03,21.71,23.73,23.01,18.4,17.3,16.17,14.96,11.11,15.82,65.23,12.75,14.79,14.98,16.16,12.54,14.49,17.1
2024-11-01,22.75,21.49,22.75,21.75,22.96,23.41,18.55,17.43,16.22,15.26,11.13,11.53,63.99,11.83,15.0,15.42,17.97,13.2,14.93,16.18
2024-11-02,22.75,21.49,22.75,21.75,22.96,23.41,18.55,17.43,16.22,15.26,11.13,11.53,63.99,11.83,15.0,15.42,17.97,13.2,14.93,16.18
2024-11-03,22.75,21.49,22.75,21.75,22.96,23.41,18.55,17.43,16.22,15.26,11.13,11.53,63.99,11.83,15.0,15.42,17.97,13.2,14.93,16.18
2024-11-04,22.75,21.49,22.75,21.75,22.96,23.41,18.55,17.43,16.22,15.26,11.13,11.53,63.99,11.83,15.0,15.42,17.97,13.2,14.93,16.18
2024-11-05,23.15,21.56,23.44,23.21,23.45,22.91,19.03,19.56,16.44,15.99,12.08,17.65,69.26,12.65,19.88,15.49,19.29,15.12,18.13,16.93
2024-11-06,22.84,25.47,23.22,23.26,23.5,22.59,18.46,18.02,15.8,15.28,12.22,14.68,64.08,15.61,15.94,15.66,14.51,16.46,17.31,16.86
2024-11-07,22.82,23.63,22.38,22.69,23.77,21.35,18.49,18.18,14.53,15.15,12.23,14.77,64.25,,16.36,14.95,16.99,15.18,16.5,16.56
2024-11-08,22.86,26.33,23.14,22.16,23.72,22.49,16.77,18.11,13.61,13.79,10.51,14.43,60.23,12.19,15.96,13.62,13.5,12.97,15.82,13.22
