date,KG000A3LSJ06,RU000A0JS4Z7,RU000A0JSGV0,RU000A0JTU85,RU000A0JUAH8,RU000A0JVA10,RU000A105104,RU000A105112,RU000A1054W1,RU000A1057D4,RU000A1057S2,RU000A105C44,RU000A105EW9,RU000A105M75,RU000A105N25,RU000A1060Q0,RU000A1061L9,RU000A1071S3,RU000A1076U8,RU000A107RH8
2024-06-17,96.56,95.99,89.03,98.75,96.01,98.61,99.2999,99.3899,91.2801,92.0345,98.9926,96.9503,82.6556,96.5039,100.0007,96.4998,98.9997,98.394,98.2021,99.0
2024-06-18,96.14,95.99,89.24,97.81,96.12,98.57,99.1742,98.8002,91.2,92.1298,98.9998,97.6942,82.42,96.9923,100.4499,96.86,98.9989,97.9992,98.2,98.5804
2024-06-19,95.5,95.65,88.43,99.43,96.07,97.85,99.29,99.44,91.03,91.9508,98.95,98.0375,82.47,96.5501,100.4991,97.0982,98.8001,99.05,98.5001,99.1002
2024-06-20,95.4,95.1,88.78,97.8,96.16,98.28,98.8601,99.4,90.3599,90.91,98.87,96.802,82.29,96.5501,99.7,95.998,99.0,99.3999,99.7689,99.4458
2024-06-21,95.97,95.49,87.99,98.76,96.0,97.99,98.4713,99.01,90.9926,91.0783,98.89,96.7999,81.993,96.1433,99.9999,96.0,98.8024,97.4699,98.6439,98.2999
2024-06-22,95.97,95.49,87.99,98.76,96.0,97.99,98.4713,99.01,90.9926,91.0783,98.89,96.7999,81.993,96.1433,99.9999,96.0,98.8024,97.4699,98.6439,98.2999
2024-06-23,95.97,95.49,87.99,98.76,96.0,97.99,98.4713,99.01,90.9926,91.0783,98.89,96.7999,81.993,96.1433,99.9999,96.0,98.8024,97.4699,98.6439,98.2999
2024-06-24,96.32,94.8,89.42,98.5,96.2,98.19,99.0,99.05,90.8996,90.2498,98.7981,97.0,81.2,97.7418,99.999,96.07,98.3,97.2512,97.17,99.0837
2024-06-25,96.4,94.98,89.74,98.7,96.67,97.91,98.92,99.0001,89.4352,89.7,98.9999,96.6,81.6,96.564,99.6999,95.011,98.3999,97.2122,98.2905,99.085
2024-06-26,96.2,95.99,89.26,98.7,96.2,97.96,98.9021,99.2697,90.2977,88.9801,99.2,96.9095,81.4,96.552,99.63,95.23,98.1003,97.9754,97.9001,98.3725
2024-06-27,96.0,,88.53,98.51,96.34,97.94,98.898,99.0525,90.4878,90.3003,98.9,96.7502,81.9999,96.25,100.0,96.0999,98.4991,98.4972,98.009,98.5173
2024-06-28,96.57,94.74,89.98,97.95,96.52,98.2,99.2,99.2764,89.8893,90.9983,98.802,96.8171,82.0999,95.6673,100.8,96.0001,98.3001,97.3537,98.724,98.9199
2024-06-29,96.57,94.74,89.98,97.95,96.52,98.2,99.2,99.2764,89.8893,90.9983,98.802,96.8171,82.0999,95.6673,100.8,96.0001,98.3001,97.3537,98.724,98.9199
2024-06-30,96.57,94.74,89.98,97.95,96.52,98.2,99.2,99.2764,89.8893,90.9983,98.802,96.8171,82.0999,95.6673,100.8,96.0001,98.3001,97.3537,98.724,98.9199
2024-07-01,96.7,96.1,90.01,98.6,96.39,98.4,99.4,98.8048,89.698,91.0484,99.0001,96.4702,80.1,95.5,100.1699,95.9997,98.4993,97.3474,98.7287,98.4999
2024-07-02,96.05,96.14,90.04,98.56,96.64,98.42,99.0998,99.0,89.6011,90.9999,99.175,96.9955,80.0501,95.0,100.0999,96.1997,98.55,97.9998,98.71,98.7899
2024-07-03,96.88,95.5,91.82,98.93,96.49,98.06,99.05,99.2858,89.3993,90.01,99.0997,96.9895,79.8995,94.0,99.85,95.75,98.7401,,98.4999,99.1898
2024-07-04,96.17,94.73,91.89,98.55,96.75,98.36,99.0001,99.1972,89.4594,89.6,98.8813,96.6001,79.7798,93.6,98.9006,95.0002,98.3555,98.1995,98.7283,99.3999
2024-07-05,96.0,95.0,89.35,98.79,96.76,98.27,99.0,98.8098,89.75,89.7497,99.1001,96.6,78.7002,93.9498,98.4999,95.847,98.152,98.0996,98.5,99.4
2024-07-06,96.0,95.0,89.35,98.79,96.76,98.27,99.0,98.8098,89.75,89.7497,99.1001,96.6,78.7002,93.9498,98.4999,95.847,98.152,98.0996,98.5,99.4
2024-07-07,96.0,95.0,89.35,98.79,96.76,98.27,99.0,98.8098,89.75,89.7497,99.1001,96.6,78.7002,93.9498,98.4999,95.847,98.152,98.0996,98.5,99.4
2024-07-08,95.98,95.99,88.25,98.55,96.78,97.89,98.6156,99.2498,88.9998,89.4979,99.0,98.0,78.2874,93.95,99.1583,94.9,97.9,97.4899,98.3,98.5007
2024-07-09,96.0,96.0,88.1,98.78,96.86,98.08,99.188,99.17,88.79,89.0001,99.0918,96.7965,76.3,93.95,98.6101,95.0,98.0,97.2057,98.2517,98.41
2024-07-10,96.17,96.0,88.3,98.55,96.8,98.08,98.8101,98.8101,88.3999,89.0677,98.7002,96.8,76.2198,93.6101,98.5101,94.8102,98.0,97.0999,98.012,98.06
2024-07-11,95.96,95.2,87.03,98.65,96.74,98.14,98.85,99.003,88.1999,88.6998,98.9998,97.2,76.447,93.5,98.0,94.65,98.0,96.6003,97.731,97.91
2024-07-12,96.4,95.5,87.78,98.55,96.72,98.0,99.05,99.0027,87.0001,87.5,98.8,96.9908,74.9399,93.1001,98.1368,94.5131,97.98,96.0001,97.9599,98.3999
2024-07-13,96.4,95.5,87.78,98.55,96.72,98.0,99.05,99.0027,87.0001,87.5,98.8,96.9908,74.9399,93.1001,98.1368,94.5131,97.98,96.0001,97.9599,98.3999
2024-07-14,96.4,95.5,87.78,98.55,96.72,98.0,99.05,99.0027,87.0001,87.5,98.8,96.9908,74.9399,93.1001,98.1368,94.5131,97.98,96.0001,97.9599,98.3999
2024-07-15,95.76,95.99,86.4,98.47,96.49,98.0,99.0701,99.3348,87.5,87.4999,98.4,96.114,74.1,91.9992,98.8798,94.7469,97.84,96.9468,96.5,98.2487
2024-07-16,95.61,94.99,87.7,98.4,96.26,97.75,99.0001,99.0401,87.0023,87.0,98.5,95.65,73.4688,92.0064,98.9999,94.6991,97.95,96.9298,97.4644,97.0
2024-07-17,95.91,95.0,87.45,97.81,96.02,97.8,99.1,99.0,86.8504,87.2949,98.72,97.0,72.0007,92.1,98.2406,94.3997,97.9499,95.2,96.0001,97.1
2024-07-18,95.99,95.86,87.94,98.29,96.38,97.95,99.0701,99.1002,87.1694,87.4999,98.8,97.4909,70.95,92.9,98.0,94.28,97.99,95.2981,96.1002,97.0
2024-07-19,95.74,95.11,88.1,98.57,96.75,98.62,99.2999,99.3,87.2105,87.45,98.6,96.2099,71.9999,93.7834,98.4899,94.3999,98.55,96.6979,96.0001,97.0001
2024-07-20,95.74,95.11,88.1,98.57,96.75,98.62,99.2999,99.3,87.2105,87.45,98.6,96.2099,71.9999,93.7834,98.4899,94.3999,98.55,96.6979,96.0001,97.0001
2024-07-21,95.74,95.11,88.1,98.57,96.75,98.62,99.2999,99.3,87.2105,87.45,98.6,96.2099,71.9999,93.7834,98.4899,94.3999,98.55,96.6979,96.0001,97.0001
2024-07-22,96.02,95.93,88.0,98.68,96.7,97.67,99.15,99.0063,87.6499,87.3999,98.426,96.5,70.707,93.0001,98.5997,93.8,97.9486,96.75,96.5893,96.7
2024-07-23,95.16,95.93,87.75,98.65,96.52,97.94,99.03,99.01,87.0999,86.0191,98.6999,96.0115,69.9998,92.8989,98.5399,93.7499,97.9799,94.01,95.1026,96.01
2024-07-24,95.29,95.98,87.88,98.38,96.97,98.05,99.06,99.341,86.7103,86.2899,98.575,96.1568,68.8001,93.85,97.8012,93.7499,97.9295,93.021,95.2629,95.9061
2024-07-25,95.89,95.89,88.0,98.06,96.92,98.18,99.02,99.33,87.18,86.9529,98.5,97.3651,71.5001,92.0281,98.0997,93.7498,97.1,94.9992,95.9999,96.4999
2024-07-26,95.61,95.96,87.78,98.04,96.51,97.56,99.3,99.35,87.0,86.0,98.37,96.5937,68.2124,92.0245,98.3799,94.0502,97.9011,93.2215,95.111,95.3657
2024-07-27,95.61,95.96,87.78,98.04,96.51,97.56,99.3,99.35,87.0,86.0,98.37,96.5937,68.2124,92.0245,98.3799,94.0502,97.9011,93.2215,95.111,95.3657
2024-07-28,95.61,95.96,87.78,98.04,96.51,97.56,99.3,99.35,87.0,86.0,98.37,96.5937,68.2124,92.0245,98.3799,94.0502,97.9011,93.2215,95.111,95.3657
2024-07-29,96.7,95.36,87.85,98.15,97.08,98.08,99.2501,99.25,87.0,86.3,98.2,96.0,68.29,93.8316,98.1999,94.75,97.31,92.6,95.1001,96.2
2024-07-30,96.64,95.1,87.27,98.09,97.06,98.05,99.3,99.0,86.94,86.0504,98.5199,96.082,69.9793,91.5173,97.4967,94.0001,97.3,94.3875,96.0,94.9998
2024-07-31,96.18,95.56,87.0,98.2,97.06,98.07,99.579,99.1992,87.39,86.3885,98.2505,96.5365,70.4,,96.5,94.4699,97.79,94.9229,96.4808,94.95
2024-08-01,96.17,96.08,87.33,98.55,97.31,97.97,99.0983,98.5,87.0657,87.9865,98.5,95.9,70.992,92.35,97.2999,94.1503,97.93,95.0104,95.9995,94.85
2024-08-02,96.0,95.5,87.99,98.73,97.56,98.07,98.4987,98.4949,86.73,87.3913,98.65,96.6003,71.4,92.2,95.8996,94.6997,97.7453,95.49,95.5301,94.986
2024-08-03,96.0,95.5,87.99,98.73,97.56,98.07,98.4987,98.4949,86.73,87.3913,98.65,96.6003,71.4,92.2,95.8996,94.6997,97.7453,95.49,95.5301,94.986
2024-08-04,96.0,95.5,87.99,98.73,97.56,98.07,98.4987,98.4949,86.73,87.3913,98.65,96.6003,71.4,92.2,95.8996,94.6997,97.7453,95.49,95.5301,94.986
2024-08-05,96.22,96.25,88.07,98.3,97.3,98.08,99.0,98.8903,87.3988,86.6003,98.4838,96.1278,71.0,93.8499,96.7,94.0999,97.77,95.9299,96.4099,95.186
2024-08-06,96.21,96.29,87.98,98.26,97.31,98.04,99.05,99.4996,87.5935,87.8473,98.6,96.695,70.131,92.5085,97.3492,94.0001,97.7187,95.051,95.6551,95.407
2024-08-07,96.13,96.3,88.97,98.61,97.32,97.97,99.3501,99.2026,87.52,87.8779,98.45,96.51,71.3893,93.8498,96.8897,94.8,98.2497,95.9999,95.9001,96.76
2024-08-08,95.55,97.0,88.64,98.86,97.5,98.07,99.6,99.4599,87.7889,87.9119,98.9944,97.0607,70.6451,93.85,95.9299,94.8999,98.8101,95.1025,96.4,96.4
2024-08-09,95.8,95.67,88.99,98.94,97.33,97.9,99.6002,99.4998,87.4,88.1839,98.9002,96.5601,70.7095,93.0111,96.97,94.9079,98.9473,95.2997,96.9029,96.6999
2024-08-10,95.8,95.67,88.99,98.94,97.33,97.9,99.6002,99.4998,87.4,88.1839,98.9002,96.5601,70.7095,93.0111,96.97,94.9079,98.9473,95.2997,96.9029,96.6999
2024-08-11,95.8,95.67,88.99,98.94,97.33,97.9,99.6002,99.4998,87.4,88.1839,98.9002,96.5601,70.7095,93.0111,96.97,94.9079,98.9473,95.2997,96.9029,96.6999
2024-08-12,96.17,97.89,88.52,98.6,97.51,97.8,99.4,99.35,87.007,87.5001,99.02,96.5501,70.6656,93.0001,96.4302,94.8685,98.0044,94.78,96.0838,96.891
2024-08-13,96.14,97.9,88.88,98.83,97.51,98.22,99.002,99.0025,87.1116,86.8799,98.876,96.0014,70.749,92.7038,96.1699,94.8499,97.9399,95.67,95.189,96.0799
2024-08-14,96.0,96.21,88.12,98.59,97.44,98.18,99.25,99.3916,87.75,87.9726,98.95,95.9999,71.2933,92.6,96.6996,94.1101,97.8,94.5008,95.4,96.5895
2024-08-15,95.9,95.32,87.51,98.45,97.5,98.08,98.8701,98.8202,87.4991,87.0131,98.7011,96.0001,70.55,94.3499,96.4689,94.2223,97.9,94.6,95.9987,95.45
2024-08-16,95.79,96.69,87.48,98.15,97.37,98.3,98.8,98.512,87.13,87.3982,98.9999,95.8,71.4899,93.0,95.95,94.1037,97.55,94.5032,95.5,95.9988
2024-08-17,95.79,96.69,87.48,98.15,97.37,98.3,98.8,98.512,87.13,87.3982,98.9999,95.8,71.4899,93.0,95.95,94.1037,97.55,94.5032,95.5,95.9988
2024-08-18,95.79,96.69,87.48,98.15,97.37,98.3,98.8,98.512,87.13,87.3982,98.9999,95.8,71.4899,93.0,95.95,94.1037,97.55,94.5032,95.5,95.9988
2024-08-19,95.94,95.57,87.08,98.3,98.63,98.07,98.8002,98.5339,86.9897,86.3801,98.7008,96.1757,70.6101,93.5,95.0,94.02,97.6,94.2,95.5,95.15
2024-08-20,95.98,96.69,87.5,98.4,97.73,98.07,99.0,98.51,86.9098,88.341,98.752,96.4,70.7218,,95.0,94.4812,97.5,94.997,95.4997,95.5799
2024-08-21,96.09,96.19,87.59,98.2,97.8,98.0,99.1368,99.1991,87.03,87.4965,99.1,96.4,70.7,93.5,94.33,94.0,97.8,94.9963,94.5068,95.6179
2024-08-22,96.44,96.22,87.5,98.96,97.86,98.48,99.1999,98.946,87.53,87.6801,98.9003,95.0,70.8999,94.35,94.9999,94.5,97.9,94.0001,95.6888,95.6
2024-08-23,95.86,96.59,87.69,98.03,97.7,98.01,98.2,98.64,87.2,87.9999,98.8104,96.0,69.6011,94.3498,96.0999,94.1502,97.41,94.0,94.7788,95.4396
2024-08-24,95.86,96.59,87.69,98.03,97.7,98.01,98.2,98.64,87.2,87.9999,98.8104,96.0,69.6011,94.3498,96.0999,94.1502,97.41,94.0,94.7788,95.4396
2024-08-25,95.86,96.59,87.69,98.03,97.7,98.01,98.2,98.64,87.2,87.9999,98.8104,96.0,69.6011,94.3498,96.0999,94.1502,97.41,94.0,94.7788,95.4396
2024-08-26,96.09,96.39,87.37,97.81,97.8,98.26,99.0968,98.7807,87.563,87.9998,98.9999,96.2897,70.7999,94.35,95.3501,93.95,97.9,94.0,96.2978,95.5
2024-08-27,95.6,95.42,87.28,97.83,97.9,97.84,98.1419,98.0135,87.1001,88.07,99.017,95.696,70.4989,94.35,95.05,94.4499,97.9,94.0,96.09,95.4998
2024-08-28,95.28,95.55,86.92,97.7,97.89,98.02,98.4289,99.0872,86.9968,87.9478,99.35,95.45,71.4997,94.35,96.0,94.3,97.6,94.06,95.5,95.5399
2024-08-29,95.49,95.69,87.16,98.05,97.92,98.03,98.1601,98.5001,86.6,87.8999,99.3,95.9,70.011,94.35,96.45,94.5,97.6002,94.9995,94.8006,95.4994
2024-08-30,94.87,95.84,86.48,98.49,98.57,98.16,98.648,98.22,87.2853,86.5588,99.3,95.6,70.3,92.0788,95.25,94.4985,97.7,95.49,94.95,95.1145
2024-08-31,94.87,95.84,86.48,98.49,98.57,98.16,98.648,98.22,87.2853,86.5588,99.3,95.6,70.3,92.0788,95.25,94.4985,97.7,95.49,94.95,95.1145
2024-09-01,94.87,95.84,86.48,98.49,98.57,98.16,98.648,98.22,87.2853,86.5588,99.3,95.6,70.3,92.0788,95.25,94.4985,97.7,95.49,94.95,95.1145
2024-09-02,95.29,95.01,86.29,97.77,97.9,97.9,98.5202,98.0601,86.9892,87.8981,99.39,95.1,68.491,92.5001,94.3399,94.499,97.7,94.9999,95.3682,95.5994
2024-09-03,95.93,94.8,85.99,98.07,97.51,97.82,98.0508,98.0,85.5301,86.94,98.44,95.3,66.6664,92.5,92.0003,93.5501,97.0207,93.1,94.0002,94.4
2024-09-04,95.44,95.65,86.03,98.4,97.91,97.82,95.91,97.4347,82.7,85.9999,97.9091,93.007,64.5,91.8,90.0,90.42,95.8,92.5999,90.0,91.1
2024-09-05,95.86,95.66,86.78,97.85,97.76,98.27,97.7,96.6998,84.7461,86.2892,98.7809,93.6699,67.9899,,94.94,93.7988,97.5,92.4,93.0878,93.8
2024-09-06,94.94,95.7,86.84,97.74,97.91,98.48,97.3999,97.0008,84.85,86.29,98.6106,93.0002,67.94,91.72,94.7999,92.1503,94.9807,92.9487,93.07,92.9875
2024-09-07,94.94,95.7,86.84,97.74,97.91,98.48,97.3999,97.0008,84.85,86.29,98.6106,93.0002,67.94,91.72,94.7999,92.1503,94.9807,92.9487,93.07,92.9875
2024-09-08,94.94,95.7,86.84,97.74,97.91,98.48,97.3999,97.0008,84.85,86.29,98.6106,93.0002,67.94,91.72,94.7999,92.1503,94.9807,92.9487,93.07,92.9875
2024-09-09,95.89,95.92,86.97,98.36,98.19,98.82,96.997,96.7005,83.6933,85.296,98.89,93.6,67.3001,91.7003,94.7699,93.1999,97.2956,92.9,92.83,94.3
2024-09-10,95.75,96.12,87.38,98.48,98.11,98.6,96.5,97.4996,83.3001,83.235,,93.7,68.5959,91.2,92.5,92.9966,96.45,92.99,94.4437,93.6
2024-09-11,95.81,95.1,87.67,98.48,97.78,98.93,96.698,97.9819,83.7499,83.4,99.1,93.7,68.5973,90.0,94.6999,92.99,96.8919,92.6142,94.4968,93.7915
2024-09-12,95.9,95.89,87.09,98.06,97.81,98.12,96.3143,97.4968,83.2701,83.41,99.25,93.85,67.0,93.199,94.7979,92.99,96.1,92.6187,93.0001,93.3
2024-09-13,95.68,96.26,87.43,98.1,98.1,98.44,95.8002,97.7999,82.7999,83.6999,99.2,93.5,67.3998,93.0999,94.899,92.0146,96.7,93.0,94.8997,93.6903
2024-09-14,95.68,96.26,87.43,98.1,98.1,98.44,95.8002,97.7999,82.7999,83.6999,99.2,93.5,67.3998,93.0999,94.899,92.0146,96.7,93.0,94.8997,93.6903
2024-09-15,95.68,96.26,87.43,98.1,98.1,98.44,95.8002,97.7999,82.7999,83.6999,99.2,93.5,67.3998,93.0999,94.899,92.0146,96.7,93.0,94.8997,93.6903
2024-09-16,95.64,95.68,87.29,98.06,98.35,98.01,96.31,98.0998,83.9987,83.7,99.208,93.7,66.4,92.8,94.8989,93.47,96.9721,93.0,94.0567,93.1021
2024-09-17,95.97,96.22,86.97,98.1,98.17,97.36,96.14,97.002,83.3,83.6992,99.003,93.7,67.5,92.6994,95.2201,92.9756,96.96,93.5999,92.8,93.3997
2024-09-18,95.68,95.84,87.19,97.85,98.15,97.98,96.2,96.9,80.88,82.9,99.11,93.7,68.9573,91.4,95.22,92.2994,96.9705,92.9928,93.6999,93.194
2024-09-19,95.02,95.83,86.92,98.06,98.16,98.18,96.4,97.7,80.9001,81.4999,99.1502,93.65,67.6023,89.5,95.0203,90.5,97.0,92.9,91.9999,92.7998
2024-09-20,95.64,95.26,87.01,98.44,98.26,97.7,95.05,97.4999,81.0995,80.81,99.7114,93.8,68.2397,90.15,95.43,91.0004,97.675,92.52,92.489,92.9999
2024-09-21,95.64,95.26,87.01,98.44,98.26,97.7,95.05,97.4999,81.0995,80.81,99.7114,93.8,68.2397,90.15,95.43,91.0004,97.675,92.52,92.489,92.9999
2024-09-22,95.64,95.26,87.01,98.44,98.26,97.7,95.05,97.4999,81.0995,80.81,99.7114,93.8,68.2397,90.15,95.43,91.0004,97.675,92.52,92.489,92.9999
2024-09-23,95.84,95.6,86.34,98.43,98.44,98.07,95.1036,96.9961,81.3226,81.9,99.305,94.0,66.9009,90.3,95.5,91.9999,97.4999,92.3,94.01,91.1
2024-09-24,95.0,95.8,86.79,98.26,98.45,98.0,96.5991,96.7,81.6,81.4749,99.695,94.25,67.2,90.8,95.4399,91.2021,97.79,92.8,93.4,92.5
2024-09-25,95.58,95.9,86.79,98.4,98.49,98.36,96.2993,96.7987,81.6499,80.5294,99.7,94.3,67.15,92.24,95.42,91.2203,97.6922,92.9999,93.8202,92.9489
2024-09-26,96.0,95.75,86.5,98.4,98.53,98.39,96.4942,95.0295,81.0,81.8228,100.363,94.31,66.71,92.1998,95.3887,91.3997,97.6978,92.5,94.0711,91.5101
2024-09-27,95.81,96.34,86.88,98.4,98.42,98.3,95.4998,95.5309,80.96,81.9739,99.9811,94.51,66.5,92.1998,95.005,90.72,97.8007,92.202,93.5,92.29
2024-09-28,95.81,96.34,86.88,98.4,98.42,98.3,95.4998,95.5309,80.96,81.9739,99.9811,94.51,66.5,92.1998,95.005,90.72,97.8007,92.202,93.5,92.29
2024-09-29,95.81,96.34,86.88,98.4,98.42,98.3,95.4998,95.5309,80.96,81.9739,99.9811,94.51,66.5,92.1998,95.005,90.72,97.8007,92.202,93.5,92.29
2024-09-30,95.8,96.36,86.5,98.28,98.73,97.99,96.7982,96.3803,81.25,81.6,99.9785,95.4999,66.3642,92.1981,95.1,91.3999,97.3002,92.8,94.0,92.0002
2024-10-01,95.78,96.04,86.11,98.4,98.59,98.0,96.3515,95.78,81.0442,80.0,99.7999,95.3501,64.9435,92.199,94.2126,90.7502,97.5,92.4,93.923,93.0
2024-10-02,96.25,96.28,86.42,97.73,98.84,98.04,97.1491,95.2,80.5,80.7956,99.9649,94.71,63.6,91.9999,94.6,90.9998,97.6,91.6002,91.13,92.5
2024-10-03,96.26,96.29,86.11,97.75,98.6,97.94,95.99,96.1955,80.75,80.9063,99.556,95.0,65.0002,91.9999,94.71,90.9,97.1,92.8,91.0,92.9999
2024-10-04,95.41,96.22,85.84,98.15,98.85,98.15,95.6515,95.5871,80.55,80.923,99.45,95.2079,62.6956,,95.3899,90.9899,97.0329,92.4996,89.8505,92.7999
2024-10-05,95.41,96.22,85.84,98.15,98.85,98.15,95.6515,95.5871,80.55,80.923,99.45,95.2079,62.6956,,95.3899,90.9899,97.0329,92.4996,89.8505,92.7999
2024-10-06,95.41,96.22,85.84,98.15,98.85,98.15,95.6515,95.5871,80.55,80.923,99.45,95.2079,62.6956,,95.3899,90.9899,97.0329,92.4996,89.8505,92.7999
2024-10-07,95.3,96.27,85.93,98.19,98.71,98.47,96.3985,95.2,80.2,80.8812,99.3234,95.75,62.9999,91.0,94.1497,90.9999,97.55,92.45,90.75,92.3
2024-10-08,95.57,96.74,86.15,98.14,98.79,98.48,96.49,95.0,80.5,80.6573,99.7998,95.4232,63.4898,91.0,93.801,90.4,96.8001,90.01,90.5984,91.5
2024-10-09,95.39,96.4,85.85,97.96,99.0,98.04,93.8,94.7996,79.0999,79.8977,99.8879,94.8991,60.0191,90.8,94.9799,90.021,97.37,92.1991,90.5976,91.9978
2024-10-10,95.55,96.27,85.34,98.01,99.05,97.64,94.4202,94.5458,79.4999,79.5,99.6,92.8003,62.0086,90.8,94.7,90.5,97.2,89.0848,87.5039,91.54
2024-10-11,94.73,96.01,86.5,97.75,98.9,97.88,93.7,94.975,79.3,78.3305,99.35,93.51,63.2,89.7222,93.8,90.1001,97.2088,91.4819,90.7797,92.7898
2024-10-12,94.73,96.01,86.5,97.75,98.9,97.88,93.7,94.975,79.3,78.3305,99.35,93.51,63.2,89.7222,93.8,90.1001,97.2088,91.4819,90.7797,92.7898
2024-10-13,94.73,96.01,86.5,97.75,98.9,97.88,93.7,94.975,79.3,78.3305,99.35,93.51,63.2,89.7222,93.8,90.1001,97.2088,91.4819,90.7797,92.7898
2024-10-14,95.4,96.36,85.5,98.09,99.05,97.97,93.1,93.9341,79.1,79.227,99.6387,96.0554,63.9,91.9697,94.04,90.0,96.4001,91.7999,89.0,91.7
2024-10-15,95.92,96.39,85.4,97.79,99.02,97.98,93.0301,93.102,78.7931,79.8952,99.4457,94.9783,65.0,91.98,91.5,90.35,96.7001,91.75,89.9692,91.9015
2024-10-16,95.51,96.01,86.0,97.67,99.0,97.99,93.0341,93.0502,79.15,78.8,99.6935,95.3894,65.0889,92.0,90.9999,90.4999,96.8001,91.0,89.9999,92.2012
2024-10-17,95.21,96.5,86.04,97.83,99.25,98.35,95.0,94.9963,79.26,79.145,99.5,96.399,65.2,92.0,87.9904,90.3746,97.0096,90.0,91.0001,92.7991
2024-10-18,94.9,96.5,86.41,98.02,99.59,98.41,95.2728,95.5,79.3999,79.5,99.4883,95.9037,67.0637,91.9999,90.3,90.5,96.85,91.4999,91.9,92.5
2024-10-19,94.9,96.5,86.41,98.02,99.59,98.41,95.2728,95.5,79.3999,79.5,99.4883,95.9037,67.0637,91.9999,90.3,90.5,96.85,91.4999,91.9,92.5
2024-10-20,94.9,96.5,86.41,98.02,99.59,98.41,95.2728,95.5,79.3999,79.5,99.4883,95.9037,67.0637,91.9999,90.3,90.5,96.85,91.4999,91.9,92.5
2024-10-21,94.96,96.77,85.7,98.15,99.43,98.27,95.2447,95.0296,79.3999,79.929,99.25,95.4994,66.0,90.2001,90.49,90.3999,96.53,91.2002,92.0046,92.4935
2024-10-22,94.95,96.71,85.65,98.0,99.42,97.8,95.1589,95.4895,79.4199,79.5999,99.18,95.45,67.1995,90.0096,92.48,90.4027,96.3,91.3499,93.89,90.52
2024-10-23,94.65,96.72,86.18,98.19,99.25,98.06,93.7,95.0891,78.7499,78.43,99.24,95.5622,66.92,,90.12,89.5,96.6,91.0,92.4289,90.7
2024-10-24,94.43,96.66,86.18,97.88,99.24,97.8,93.7,94.9687,78.4,79.1997,98.9998,95.6621,66.0011,91.9999,91.0,89.5051,96.7505,90.2101,92.4597,91.7
2024-10-25,94.49,,83.99,97.65,99.44,97.67,94.0129,95.75,75.9609,77.9999,99.2878,95.9992,67.0999,91.9998,91.9899,89.749,96.7524,90.0,90.0,91.7898
2024-10-26,94.49,,83.99,97.65,99.44,97.67,94.0129,95.75,75.9609,77.9999,99.2878,95.9992,67.0999,91.9998,91.9899,89.749,96.7524,90.0,90.0,91.7898
2024-10-27,94.49,,83.99,97.65,99.44,97.67,94.0129,95.75,75.9609,77.9999,99.2878,95.9992,67.0999,91.9998,91.9899,89.749,96.7524,90.0,90.0,91.7898
2024-10-28,93.14,96.89,83.67,97.6,99.45,97.65,94.444,94.4402,74.9498,76.5,99.4997,95.3985,66.6,90.0101,92.2695,88.0888,96.3499,88.0,90.2,89.5
2024-10-29,93.19,96.04,84.28,97.5,99.63,97.62,93.9005,94.451,74.1,75.9999,98.9999,94.1336,65.0111,90.3,90.0,87.5054,96.1269,89.0001,89.7441,87.5
2024-10-30,92.93,96.87,84.0,97.9,99.8,97.49,93.8,95.3862,74.0,75.9955,98.4999,95.2498,64.7,91.9999,92.0,88.0,96.9184,89.0021,90.1981,87.25
2024-10-31,93.24,95.8,83.83,97.9,99.57,97.58,93.8553,94.5005,74.0,75.7,98.5,94.9,63.2,90.8,91.73,88.3799,96.0998,91.69,90.3279,86.6
2024-11-01,93.21,96.7,84.15,97.9,100.22,97.49,93.8512,94.5,73.99,75.25,98.4997,96.6999,63.98,91.7,91.53,87.9997,95.6,91.0,89.9,87.7995
2024-11-02,93.21,96.7,84.15,97.9,100.22,97.49,93.8512,94.5,73.99,75.25,98.4997,96.6999,63.98,91.7,91.53,87.9997,95.6,91.0,89.9,87.7995
2024-11-03,93.21,96.7,84.15,97.9,100.22,97.49,93.8512,94.5,73.99,75.25,98.4997,96.6999,63.98,91.7,91.53,87.9997,95.6,91.0,89.9,87.7995
2024-11-04,93.21,96.7,84.15,97.9,100.22,97.49,93.8512,94.5,73.99,75.25,98.4997,96.6999,63.98,91.7,91.53,87.9997,95.6,91.0,89.9,87.7995
2024-11-05,92.94,96.79,83.51,97.5,100.0,97.7,93.5993,93.3001,73.6501,74.0002,97.8,94.3502,62.1,91.0,86.1,87.9499,95.2003,88.9,86.4,86.897
2024-11-06,93.21,95.88,83.76,97.5,100.0,97.8,93.9501,94.2001,74.749,75.2433,97.7,95.5,64.1,88.5,90.47,87.7999,96.8,87.5,87.3003,86.9999
2024-11-07,93.24,96.35,84.69,97.69,99.83,98.14,93.9501,94.1265,77.0,75.5,97.7,95.492,64.11,,90.0,88.55,96.0,88.876,88.1998,87.39
2024-11-08,93.25,95.83,83.94,97.89,100.0,97.9,94.9999,94.2309,78.7119,77.9997,98.9912,95.7,65.9,91.5,90.5001,90.0,97.2201,91.35,89.002,91.6999
2024-11-09,93.25,95.83,83.94,97.89,100.0,97.9,94.9999,94.2309,78.7119,77.9997,98.9912,95.7,65.9,91.5,90.5001,90.0,97.2201,91.35,89.002,91.6999
