Показатель,value_float
"EPS, руб",27.3
"EV, млрд руб",937.1
P/E,9.1
"ROA, %",4.2
"ROE, %",-1069.6
"Див доход, ао, %",14.1
"Дивиденды/прибыль, %",128.0
"Капитализация, млрд руб",496.5
"Опер. расходы, млрд руб",131.5
"Цена акции ао, руб",248.5
"Число акций ао, млн",1998.0
"Чистая прибыль, млрд руб",54.6
"Чистый долг, млрд руб",440.6
