secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-07-04,96.17,96.88,95.89,96.99,96.36,3260,314138.01,18.38,18.21,2025-12-26,16.4,,0.3222,14.5,3.63,100.0,RUB,58
RU000A0JQRD9,TQCB,РЖД-23 обл,2024-07-04,95.86,95.9,95.54,95.96,95.88,611,585824.3,16.89,16.84,2025-01-16,6.27,,36.13,7.85,39.14,1000.0,RUB,58
RU000A0JS4K9,TQCB,ЗСД 04,2024-07-04,99.04,99.04,99.04,99.04,99.04,1,990.4,10.27,10.27,2032-02-06,64.63,,37.47,9.84,49.07,1000.0,RUB,58
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-07-04,94.73,95.12,94.73,95.12,94.92,10,9492.4,19.08,18.71,2032-02-17,7.57,,32.54,9.28,46.27,1000.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-07-04,91.89,91.96,89.96,92.72,92.36,942,870041.2,15.17,14.86,2032-06-25,22.53,,48.6,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2024-07-04,99.54,99.54,99.54,99.55,99.54,204,203071.4,18.86,18.86,2027-07-21,0.63,2024-07-31,40.61,9.15,45.62,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2024-07-04,98.0,98.0,98.0,98.0,98.0,1,980.0,17.41,17.41,2032-09-17,2.8,2024-10-01,20.38,7.67,38.24,1000.0,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2024-07-04,97.99,98.48,97.99,99.37,98.61,3,2958.4,16.13,15.68,2032-09-23,18.87,2026-04-04,35.43,14.21,70.86,1000.0,RUB,58
RU000A0JTU85,TQCB,РЖД-28 обл,2024-07-04,98.55,98.67,98.55,98.93,98.56,174,171490.5,17.84,17.82,2028-03-21,8.33,,41.1,15.0,74.79,1000.0,RUB,58
RU000A0JU0N7,TQCB,БМБанкБ02,2024-07-04,80.02,80.1,80.02,80.1,80.03,12,9603.2,20.02,20.01,2025-09-24,14.87,,0.03,0.01,0.05,1000.0,RUB,58
