secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
BYM000001818,TQCB,РесБел 331,2025-02-18,92.0,90.0,90.0,92.0,91.1562,198,16502974.04,,0.0,2027-06-29,,,1012.0965,7.63,38.44,1000.0,USD,58
KG000A3LSC78,TQCB,Кыргыз. 01,2025-02-18,100.0,,,,,0,0.0,,,2025-12-25,,,2.3859,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2025-02-18,97.0,97.0,96.39,98.25,97.48,3574,348395.14,19.46,18.75,2025-12-26,9.7,,2.0944,14.5,3.63,100.0,RUB,58
RU000A0JQAM6,TQCB,ДОМ.РФ15об,2025-02-18,101.0,,,,,0,0.0,,,2028-09-15,0.8,,85.48,20.0,99.18,1000.0,RUB,58
RU000A0JR4U9,TQCB,ГлДорога 3,2025-02-18,92.11,,,,,0,0.0,,,2028-10-30,,,16.1,11.09,55.3,500.0,RUB,58
RU000A0JRJB8,TQCB,ЗСД 01,2025-02-18,118.0,,,,,0,0.0,,,2031-05-13,,,26.03,10.44,52.06,1000.0,RUB,58
RU000A0JRJL7,TQCB,ЗСД 02,2025-02-18,112.86,,,,,0,0.0,,,2031-05-13,,,26.03,10.44,52.06,1000.0,RUB,58
RU000A0JRU20,TQCB,СЗКК 03,2025-02-18,87.02,87.05,87.02,90.72,87.64,6,3554.82,236.71,218.38,2031-09-26,1.47,,30.57,12.05,40.62,676.0,RUB,58
RU000A0JRU46,TQCB,СЗКК 04,2025-02-18,82.49,81.57,79.0,82.49,80.01,6,3245.27,412.89,551.87,2031-09-26,1.47,,30.57,12.05,40.62,676.0,RUB,58
RU000A0JRZ74,TQCB,БМБанкБ03,2025-02-18,91.09,,,,,0,0.0,,,2025-07-16,,,0.01,0.01,0.05,1000.0,RUB,58
