Показатель,value_float
"EPS, руб",11.6
"EV, млрд руб",548.9
P/E,6.02
"ROA, %",14.3
"ROE, %",22.3
"Див доход, ао, %",8.3
"Дивиденды/прибыль, %",50.0
"Капитализация, млрд руб",512.8
"Опер. расходы, млрд руб",43.4
"Цена акции ао, руб",69.6
"Число акций ао, млн",7365.0
"Чистая прибыль, млрд руб",85.1
"Чистый долг, млрд руб",36.1
