date,AFKS,ALRS,GAZP,GMKN,LKOH,MAGN,MTSS,MVID,NVTK,PHOR,ROSN,RUAL,SBER,SIBN,SNGS,TATN,portfolio_return,risk_free_return
2024-01-02,,,,,,,,,,,,,,,,,8.61083810813401e-05,0.0002870279369378004
2024-01-03,-0.0002490950365052935,-0.0,-0.0,-0.0,-0.0014134065770915292,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0015909090909091048,-0.0019229065130704679,-0.0,-0.0,-0.0006046252438005161,-0.0039605513418824985,0.0002870279369378004
2024-01-04,-0.0007373836354728257,-0.0,0.0,0.0,0.0006687734254427857,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0015730337078651722,0.00022435897435897355,0.0,-0.0,-0.0009710084616451508,-0.0015856970025456326,0.0002870279369378004
2024-01-05,0.0008785183380041527,-0.0,-0.0,0.0,-0.00018608772707132457,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.000757834757834781,0.00025536261491317265,0.0,-0.0,0.0001735776277724188,0.0014015523090985806,0.0002870279369378004
2024-01-06,-4.2915823677276414e-05,0.0,0.0,0.0,-3.097345132744067e-05,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00010025780578632125,-0.0001381477962137145,0.0,-0.0,,-0.00013249803282198687,0.0002870279369378004
2024-01-07,-0.0002745771022309418,-0.0,-0.0,0.0,6.193320061932628e-05,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0008215256905681833,0.0001073423637226467,-0.0,-0.0,,-0.0005626706788386663,0.0002870279369378004
2024-01-08,-0.0019867873746024054,0.0,-0.0,-0.0,0.0002478424430183734,-0.0,-0.0,0.0,-0.0,-0.0,0.0,7.968127490040498e-05,-0.0015755627009646298,0.0,-0.0,0.00040551724137931176,-0.0018944080003069214,0.0002870279369378004
2024-01-09,0.0006164053075994857,-0.0,0.0,0.0,-0.0034035321067021358,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0006378132118450863,0.000748663101604281,-0.0,0.0,0.0070106515423986595,0.004013109120803104,0.0002870279369378004
2024-01-10,0.0007378687829405627,0.0,-0.0,0.0,-0.0005251767421728592,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005406178489702373,0.0004017727404824045,-0.0,-0.0,-0.0014882772680937604,-0.00014712786543005058,0.0002870279369378004
2024-01-11,-0.0036065773447015734,-0.0,0.0,0.0,-0.0003119160557711664,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.003819095477386902,-0.000622244890524235,0.0,-0.0,0.00098847262247838,-0.005073844421052507,0.0002870279369378004
2024-01-12,0.0004987235053137717,-0.0,-0.0,0.0,0.00015059160989601582,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0002935010482180189,-6.601138877806889e-05,0.0,-0.0,-0.0017675228558989928,-0.0005373942757931386,0.0002870279369378004
2024-01-13,-0.0010760888994815953,0.0,-0.0,-0.0,-0.0001407035175879434,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.00022331786542924002,-0.0,0.0,-0.00022069360848381512,-0.0007638093310055396,0.0002870279369378004
2024-01-14,0.0003145695364238476,-0.0,-0.0,-0.0,2.0080321285136368e-05,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0005477920626047972,-0.00043718228031953016,-0.0,0.0,-0.00012018886822149797,-0.00045325096632444883,0.0002870279369378004
2024-01-15,-0.0006471494607087979,0.0,0.0,0.0,0.0016367809496485395,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0008574610244988867,0.00015203069572143456,0.0,-0.0,-0.0003002144388849048,0.0012753445202739507,0.0002870279369378004
2024-01-16,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0003594864479315118,0.00033774889463339836,0.0002870279369378004
2024-01-17,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.00028032036613273576,0.00028233263737425515,0.0002870279369378004
2024-01-18,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,8.61083810813401e-05,0.0002870279369378004
2024-01-19,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.61083810813401e-05,0.0002870279369378004
2024-01-20,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,8.61083810813401e-05,0.0002870279369378004
